"plj0046","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2003","Couple + C. LE and GT 16","indirect migration background","57","0.435145144706489","0.349257911930934","0.521032377482045","2"
"Big worries","2004","1-pers.-HH","no migration background","820","0.327980879285819","0.309959308028556","0.346002450543082","1"
"Big worries","2004","Couple + C. GT 16 ","direct migration background","91","0.200947137398024","0.162487185981849","0.239407088814199","1"
"Big worries","2004","Couple + C. GT 16 ","indirect migration background","41","0.331046053949069","0.264654665036414","0.397437442861723","1"
"Big worries","2004","Couple + C. GT 16 ","no migration background","1078","0.366493146700132","0.350013226497477","0.382973066902788","1"
"Big worries","2004","Couple + C. LE 16 ","direct migration background","125","0.210850112970633","0.178018863382515","0.24368136255875","1"
"Big worries","2004","Couple + C. LE 16 ","indirect migration background","47","0.232568471664197","0.170851149179068","0.294285794149325","1"
"Big worries","2004","Couple + C. LE 16 ","no migration background","968","0.316313523466557","0.300381810877052","0.332245236056062","1"
"Big worries","2004","Couple + C. LE and GT 16","direct migration background","50","0.197040627533148","0.152179591777646","0.24190166328865","1"
"Big worries","2004","(Married) couple without C. ","direct migration background","183","0.253283469486201","0.221648961314765","0.284917977657637","1"
"Big worries","2004","(Married) couple without C. ","indirect migration background","36","0.338468406284953","0.251222866763119","0.425713945806786","1"
"Big worries","2004","(Married) couple without C. ","no migration background","2287","0.385881926973098","0.373953611084161","0.397810242862035","1"
"Big worries","2004","1-pers.-HH","direct migration background","47","0.202403033157842","0.148696253009159","0.256109813306525","1"
"Big worries","2004","1-pers.-HH","indirect migration background","19","","","","1"
"Big worries","2004","Couple + C. LE and GT 16","indirect migration background","29","","","","1"
"Big worries","2004","Couple + C. LE and GT 16","no migration background","412","0.349763256208018","0.324257809752084","0.375268702663952","1"
"Big worries","2004","Single parent ","direct migration background","20","","","","1"
"Big worries","2004","Single parent ","indirect migration background","16","","","","1"
"Big worries","2004","Single parent ","no migration background","267","0.339123559375295","0.307915908809853","0.370331209940738","1"
"No worries","2004","1-pers.-HH","no migration background","637","0.237989147965297","0.221642198100208","0.254336097830385","3"
"No worries","2004","Couple + C. GT 16 ","indirect migration background","61","0.25440276511025","0.192958338676841","0.31584719154366","3"
"No worries","2004","Couple + C. GT 16 ","direct migration background","105","0.295139106074505","0.251362191346744","0.338916020802266","3"
"No worries","2004","1-pers.-HH","indirect migration background","29","","","","3"
"No worries","2004","Couple + C. GT 16 ","no migration background","728","0.194528212806221","0.180989948709387","0.208066476903054","3"
"No worries","2004","(Married) couple without C. ","direct migration background","211","0.290292490687001","0.257275508022648","0.323309473351355","3"
"No worries","2004","(Married) couple without C. ","indirect migration background","34","0.342679599430201","0.255172850290007","0.430186348570396","3"
"No worries","2004","(Married) couple without C. ","no migration background","1227","0.173483740870323","0.164205170560681","0.182762311179964","3"
"No worries","2004","1-pers.-HH","direct migration background","75","0.379230245606432","0.314374923727145","0.444085567485718","3"
"No worries","2004","Couple + C. LE 16 ","direct migration background","168","0.262663107564967","0.227242723536711","0.298083491593223","3"
"No worries","2004","Couple + C. LE and GT 16","no migration background","342","0.218176312638849","0.196087707300393","0.240264917977305","3"
"No worries","2004","Single parent ","direct migration background","46","0.394978750876316","0.312516841459153","0.47744066029348","3"
"No worries","2004","Single parent ","indirect migration background","25","","","","3"
"No worries","2004","Single parent ","no migration background","220","0.246975901304599","0.218547418304825","0.275404384304373","3"
"No worries","2004","Couple + C. LE and GT 16","indirect migration background","41","0.221166630893006","0.150895366440515","0.291437895345497","3"
"No worries","2004","Couple + C. LE 16 ","no migration background","814","0.226380697725694","0.212043692815207","0.240717702636181","3"
"No worries","2004","Couple + C. LE 16 ","indirect migration background","58","0.351815721050906","0.282053755836024","0.421577686265787","3"
"No worries","2004","Couple + C. LE and GT 16","direct migration background","98","0.299297834887072","0.2476486898584","0.350946979915743","3"
"Some worries","2004","Single parent ","no migration background","397","0.413900539320106","0.381432533470767","0.446368545169444","2"
"Some worries","2004","Single parent ","indirect migration background","33","0.484933072456018","0.371064214342972","0.598801930569065","2"
"Some worries","2004","Single parent ","direct migration background","69","0.413538733354262","0.330465910090955","0.496611556617568","2"
"Some worries","2004","Couple + C. LE and GT 16","no migration background","589","0.432060431153133","0.405567293516073","0.458553568790193","2"
"Some worries","2004","(Married) couple without C. ","direct migration background","332","0.456424039826797","0.420191885558147","0.492656194095448","2"
"Some worries","2004","(Married) couple without C. ","indirect migration background","43","0.318851994284846","0.232926075860241","0.404777912709451","2"
"Some worries","2004","(Married) couple without C. ","no migration background","2884","0.44063433215658","0.428469306116717","0.452799358196442","2"
"Some worries","2004","1-pers.-HH","direct migration background","93","0.418366721235726","0.352429286000925","0.484304156470527","2"
"Some worries","2004","1-pers.-HH","indirect migration background","36","0.307036367557423","0.208395114813196","0.405677620301651","2"
"Some worries","2004","1-pers.-HH","no migration background","1150","0.434029972748884","0.415004557152616","0.453055388345153","2"
"Some worries","2004","Couple + C. GT 16 ","direct migration background","221","0.503913756527471","0.455925302089028","0.551902210965914","2"
"Some worries","2004","Couple + C. GT 16 ","indirect migration background","91","0.414551180940681","0.345048271955178","0.484054089926184","2"
"Some worries","2004","Couple + C. GT 16 ","no migration background","1478","0.438978640493647","0.42200566791766","0.455951613069634","2"
"Some worries","2004","Couple + C. LE 16 ","direct migration background","300","0.5264867794644","0.486300247030547","0.566673311898253","2"
"Some worries","2004","Couple + C. LE 16 ","indirect migration background","75","0.415615807284898","0.343620018050124","0.487611596519671","2"
"Some worries","2004","Couple + C. LE 16 ","no migration background","1491","0.45730577880775","0.44023882427039","0.474372733345109","2"
"Some worries","2004","Couple + C. LE and GT 16","direct migration background","154","0.50366153757978","0.447271422807929","0.560051652351632","2"
"Some worries","2004","Couple + C. LE and GT 16","indirect migration background","64","0.531066178856831","0.44657219405924","0.615560163654422","2"
"Big worries","2005","1-pers.-HH","no migration background","975","0.384210095523245","0.365694235216901","0.402725955829589","1"
"Big worries","2005","Couple + C. GT 16 ","direct migration background","108","0.265031488233344","0.221941272134592","0.308121704332096","1"
"Big worries","2005","Couple + C. GT 16 ","indirect migration background","58","0.37281282495709","0.306619352105736","0.439006297808444","1"
"Big worries","2005","Couple + C. GT 16 ","no migration background","1130","0.407146454161724","0.389638538704172","0.424654369619275","1"
"Big worries","2005","Couple + C. LE 16 ","direct migration background","152","0.299933940729463","0.260922456450452","0.338945425008474","1"
"Big worries","2005","Couple + C. LE 16 ","indirect migration background","51","0.265417559574983","0.200183132234473","0.330651986915492","1"
"Big worries","2005","Couple + C. LE 16 ","no migration background","1081","0.383240724989844","0.365834748575245","0.400646701404443","1"
"Big worries","2005","Couple + C. LE and GT 16","direct migration background","58","0.226293469395162","0.177194753820375","0.275392184969948","1"
"Big worries","2005","(Married) couple without C. ","indirect migration background","38","0.339607319051696","0.253052985407115","0.426161652696278","1"
"Big worries","2005","(Married) couple without C. ","direct migration background","193","0.275176246002773","0.241877280080904","0.308475211924642","1"
"Big worries","2005","(Married) couple without C. ","no migration background","2645","0.439682595871209","0.427330692253691","0.452034499488727","1"
"Big worries","2005","1-pers.-HH","direct migration background","73","0.341080832077852","0.277265521367167","0.404896142788536","1"
"Big worries","2005","1-pers.-HH","indirect migration background","27","","","","1"
"Big worries","2005","Couple + C. LE and GT 16","indirect migration background","28","","","","1"
"Big worries","2005","Couple + C. LE and GT 16","no migration background","483","0.45226801971273","0.425139205106842","0.479396834318617","1"
"Big worries","2005","Single parent ","direct migration background","28","","","","1"
"Big worries","2005","Single parent ","indirect migration background","19","","","","1"
"Big worries","2005","Single parent ","no migration background","333","0.39850223489825","0.366444969264035","0.430559500532465","1"
"No worries","2005","1-pers.-HH","no migration background","564","0.208801311848028","0.193329092352855","0.224273531343201","3"
"No worries","2005","Couple + C. GT 16 ","direct migration background","110","0.276679903243933","0.2330032209815","0.320356585506367","3"
"No worries","2005","Couple + C. GT 16 ","indirect migration background","56","0.208254546083785","0.152669087241719","0.263840004925851","3"
"No worries","2005","1-pers.-HH","indirect migration background","24","","","","3"
"No worries","2005","Couple + C. GT 16 ","no migration background","550","0.159622556930436","0.146570777475829","0.172674336385044","3"
"No worries","2005","Single parent ","no migration background","178","0.194255091614943","0.168350361228777","0.220159822001109","3"
"No worries","2005","1-pers.-HH","direct migration background","52","0.206828028342617","0.152306435391873","0.261349621293361","3"
"No worries","2005","Single parent ","indirect migration background","23","","","","3"
"No worries","2005","(Married) couple without C. ","indirect migration background","28","","","","3"
"No worries","2005","(Married) couple without C. ","direct migration background","172","0.294215427212431","0.260238987496355","0.328191866928507","3"
"No worries","2005","Couple + C. LE and GT 16","indirect migration background","40","0.256511334119675","0.180258976795638","0.332763691443712","3"
"No worries","2005","(Married) couple without C. ","no migration background","921","0.13270286444365","0.124260359859007","0.141145369028292","3"
"No worries","2005","Couple + C. LE 16 ","direct migration background","136","0.24836241108765","0.211578548186484","0.285146273988816","3"
"No worries","2005","Single parent ","direct migration background","35","0.261821758664514","0.184443182126303","0.339200335202725","3"
"No worries","2005","Couple + C. LE and GT 16","no migration background","281","0.168920204451745","0.148497606396765","0.189342802506724","3"
"No worries","2005","Couple + C. LE and GT 16","direct migration background","77","0.294786503241182","0.241285725564731","0.348287280917633","3"
"No worries","2005","Couple + C. LE 16 ","no migration background","586","0.188885757869157","0.174872299114402","0.202899216623912","3"
"No worries","2005","Couple + C. LE 16 ","indirect migration background","43","0.287344154007522","0.220489312112925","0.354198995902118","3"
"Some worries","2005","Single parent ","direct migration background","61","0.459374988865706","0.371660974367971","0.547089003363442","2"
"Some worries","2005","Single parent ","indirect migration background","34","0.480670471740169","0.368342860054737","0.592998083425601","2"
"Some worries","2005","Single parent ","no migration background","385","0.407242673486807","0.375072071220359","0.439413275753254","2"
"Some worries","2005","Couple + C. LE and GT 16","no migration background","529","0.378811775835526","0.352371123162936","0.405252428508116","2"
"Some worries","2005","(Married) couple without C. ","direct migration background","326","0.430608326784796","0.393688824722099","0.467527828847494","2"
"Some worries","2005","(Married) couple without C. ","indirect migration background","49","0.456923229353615","0.365879214064127","0.547967244643103","2"
"Some worries","2005","(Married) couple without C. ","no migration background","2637","0.427614539685141","0.415302848064235","0.439926231306046","2"
"Some worries","2005","1-pers.-HH","direct migration background","87","0.452091139579531","0.385095379272942","0.51908689988612","2"
"Some worries","2005","1-pers.-HH","indirect migration background","41","0.323106932134489","0.227544466088576","0.418669398180402","2"
"Some worries","2005","1-pers.-HH","no migration background","1112","0.406988592628727","0.388287547883794","0.42568963737366","2"
"Some worries","2005","Couple + C. GT 16 ","direct migration background","185","0.458288608522722","0.409642390346412","0.506934826699032","2"
"Some worries","2005","Couple + C. GT 16 ","indirect migration background","91","0.418932628959125","0.351393337763544","0.486471920154705","2"
"Some worries","2005","Couple + C. GT 16 ","no migration background","1345","0.43323098890784","0.415572716720247","0.450889261095433","2"
"Some worries","2005","Couple + C. LE 16 ","direct migration background","242","0.451703648182887","0.409334997480518","0.494072298885256","2"
"Some worries","2005","Couple + C. LE 16 ","indirect migration background","82","0.447238286417496","0.373781788075041","0.52069478475995","2"
"Some worries","2005","Couple + C. LE 16 ","no migration background","1330","0.427873517140999","0.410159851262773","0.445587183019225","2"
"Some worries","2005","Couple + C. LE and GT 16","direct migration background","144","0.478920027363656","0.420302205126786","0.537537849600527","2"
"Some worries","2005","Couple + C. LE and GT 16","indirect migration background","58","0.518843255518666","0.43160154035268","0.606084970684652","2"
"Big worries","2006","1-pers.-HH","indirect migration background","29","","","","1"
"Big worries","2006","1-pers.-HH","no migration background","947","0.328383296595531","0.311519159933331","0.345247433257731","1"
"Big worries","2006","Couple + C. GT 16 ","direct migration background","84","0.27781691929002","0.231287664990369","0.324346173589672","1"
"Big worries","2006","Couple + C. GT 16 ","indirect migration background","52","0.36659292565342","0.297342074816533","0.435843776490307","1"
"Big worries","2006","Couple + C. GT 16 ","no migration background","1104","0.38919098610037","0.372044249730772","0.406337722469968","1"
"Big worries","2006","Couple + C. LE 16 ","direct migration background","138","0.24918177231882","0.212800849144409","0.285562695493231","1"
"Big worries","2006","Couple + C. LE 16 ","indirect migration background","48","0.294990222810157","0.229275359675425","0.360705085944888","1"
"Big worries","2006","Couple + C. LE 16 ","no migration background","995","0.33435670016831","0.317928828474894","0.350784571861726","1"
"Big worries","2006","Couple + C. LE and GT 16","direct migration background","53","0.214365396349712","0.163996127892114","0.264734664807309","1"
"Big worries","2006","Couple + C. LE and GT 16","indirect migration background","24","","","","1"
"Big worries","2006","Couple + C. LE and GT 16","no migration background","354","0.364014356804783","0.335910766344889","0.392117947264678","1"
"Big worries","2006","Single parent ","direct migration background","30","0.240251790087084","0.168970310349024","0.311533269825145","1"
"Big worries","2006","Single parent ","indirect migration background","18","","","","1"
"Big worries","2006","Single parent ","no migration background","292","0.323026359601043","0.293211206234407","0.352841512967678","1"
"Big worries","2006","(Married) couple without C. ","indirect migration background","41","0.297084661960882","0.218226824874405","0.37594249904736","1"
"Big worries","2006","(Married) couple without C. ","no migration background","2554","0.386140023851926","0.374713498484487","0.397566549219366","1"
"Big worries","2006","1-pers.-HH","direct migration background","54","0.216020862594678","0.162603705798239","0.269438019391117","1"
"Big worries","2006","(Married) couple without C. ","direct migration background","210","0.278307962719243","0.245819573802787","0.310796351635699","1"
"No worries","2006","1-pers.-HH","no migration background","705","0.236396992469575","0.221140045804844","0.251653939134306","3"
"No worries","2006","Couple + C. GT 16 ","direct migration background","98","0.296648849337719","0.249199470958716","0.344098227716722","3"
"No worries","2006","Couple + C. GT 16 ","indirect migration background","50","0.254091398868011","0.191526692804137","0.316656104931885","3"
"No worries","2006","1-pers.-HH","indirect migration background","36","0.357519204486348","0.264509606312372","0.450528802660325","3"
"No worries","2006","Couple + C. LE 16 ","direct migration background","149","0.246929889119971","0.210659458447859","0.283200319792083","3"
"No worries","2006","Couple + C. GT 16 ","no migration background","625","0.170224893165317","0.157007704130249","0.183442082200384","3"
"No worries","2006","Single parent ","no migration background","211","0.214073399978645","0.187921422469608","0.240225377487681","3"
"No worries","2006","Single parent ","indirect migration background","24","","","","3"
"No worries","2006","Single parent ","direct migration background","48","0.388081201951332","0.306776296596244","0.469386107306421","3"
"No worries","2006","Couple + C. LE 16 ","indirect migration background","47","0.233209992544632","0.172273980744595","0.294146004344668","3"
"No worries","2006","Couple + C. LE and GT 16","no migration background","284","0.24630772188221","0.221141678416682","0.271473765347738","3"
"No worries","2006","Couple + C. LE 16 ","no migration background","745","0.215863493489073","0.201536965850505","0.230190021127641","3"
"No worries","2006","Couple + C. LE and GT 16","direct migration background","79","0.297915596645354","0.241782463500243","0.354048729790465","3"
"No worries","2006","Couple + C. LE and GT 16","indirect migration background","36","0.36203347977531","0.269221766432089","0.454845193118531","3"
"No worries","2006","1-pers.-HH","direct migration background","77","0.338288591383937","0.276875825902541","0.399701356865332","3"
"No worries","2006","(Married) couple without C. ","no migration background","1269","0.175245867372635","0.166323229604386","0.184168505140884","3"
"No worries","2006","(Married) couple without C. ","indirect migration background","38","0.289964059366187","0.21166338767584","0.368264731056535","3"
"No worries","2006","(Married) couple without C. ","direct migration background","213","0.309722439874093","0.276203705169493","0.343241174578692","3"
"Some worries","2006","Single parent ","no migration background","442","0.462900240420312","0.431109300454973","0.494691180385652","2"
"Some worries","2006","Single parent ","indirect migration background","33","0.410460844369618","0.299131499359616","0.521790189379621","2"
"Some worries","2006","(Married) couple without C. ","indirect migration background","50","0.412951278672931","0.327986346178779","0.497916211167082","2"
"Some worries","2006","(Married) couple without C. ","no migration background","3151","0.438614108775439","0.426968044972489","0.450260172578388","2"
"Some worries","2006","1-pers.-HH","direct migration background","97","0.445690546021385","0.381173641603968","0.510207450438803","2"
"Some worries","2006","1-pers.-HH","indirect migration background","37","0.317696267243434","0.227343192812777","0.408049341674091","2"
"Some worries","2006","1-pers.-HH","no migration background","1327","0.435219710934894","0.417416149678359","0.45302327219143","2"
"Some worries","2006","Single parent ","direct migration background","60","0.371667007961583","0.291040010781596","0.45229400514157","2"
"Some worries","2006","(Married) couple without C. ","direct migration background","308","0.411969597406665","0.376289841348535","0.447649353464794","2"
"Some worries","2006","Couple + C. LE and GT 16","no migration background","488","0.389677921313007","0.361193241882431","0.418162600743582","2"
"Some worries","2006","Couple + C. GT 16 ","direct migration background","174","0.425534231372261","0.374174538209389","0.476893924535133","2"
"Some worries","2006","Couple + C. GT 16 ","indirect migration background","84","0.379315675478569","0.309584433112064","0.449046917845075","2"
"Some worries","2006","Couple + C. GT 16 ","no migration background","1377","0.440584120734313","0.423124726137262","0.458043515331365","2"
"Some worries","2006","Couple + C. LE 16 ","direct migration background","256","0.503888338561209","0.461834557650204","0.545942119472215","2"
"Some worries","2006","Couple + C. LE 16 ","indirect migration background","90","0.471799784645212","0.399864762283534","0.543734807006889","2"
"Some worries","2006","Couple + C. LE 16 ","no migration background","1428","0.449779806342617","0.432456780876651","0.467102831808583","2"
"Some worries","2006","Couple + C. LE and GT 16","direct migration background","123","0.487719007004934","0.426368668602283","0.549069345407586","2"
"Some worries","2006","Couple + C. LE and GT 16","indirect migration background","43","0.464653607052437","0.368334693435695","0.560972520669179","2"
"Big worries","2007","1-pers.-HH","indirect migration background","15","","","","1"
"Big worries","2007","1-pers.-HH","no migration background","865","0.316681144585139","0.299545479643603","0.333816809526675","1"
"Big worries","2007","Couple + C. GT 16 ","direct migration background","64","0.159077469287751","0.120427317778013","0.197727620797489","1"
"Big worries","2007","Couple + C. GT 16 ","indirect migration background","47","0.332260041922191","0.261867506492549","0.402652577351834","1"
"Big worries","2007","Couple + C. GT 16 ","no migration background","933","0.329206788961584","0.312399442771594","0.346014135151574","1"
"Big worries","2007","Couple + C. LE 16 ","direct migration background","96","0.207744133889931","0.171375142324283","0.244113125455579","1"
"Big worries","2007","Couple + C. LE 16 ","indirect migration background","47","0.232156859744257","0.170132098017611","0.294181621470903","1"
"Big worries","2007","Couple + C. LE 16 ","no migration background","863","0.31452618852215","0.297649985956164","0.331402391088136","1"
"Big worries","2007","Couple + C. LE and GT 16","direct migration background","28","","","","1"
"Big worries","2007","Couple + C. LE and GT 16","indirect migration background","15","","","","1"
"Big worries","2007","Couple + C. LE and GT 16","no migration background","283","0.327717109620136","0.298982073621966","0.356452145618306","1"
"Big worries","2007","Single parent ","direct migration background","20","","","","1"
"Big worries","2007","Single parent ","indirect migration background","13","","","","1"
"Big worries","2007","Single parent ","no migration background","287","0.33372089780333","0.3027588956451","0.364682899961559","1"
"Big worries","2007","1-pers.-HH","direct migration background","46","0.208811707053717","0.154354100178143","0.263269313929291","1"
"Big worries","2007","(Married) couple without C. ","no migration background","2035","0.331196409870354","0.319782955390473","0.342609864350235","1"
"Big worries","2007","(Married) couple without C. ","indirect migration background","39","0.266075827109449","0.190973987175018","0.341177667043879","1"
"Big worries","2007","(Married) couple without C. ","direct migration background","156","0.224703158665686","0.192860104232949","0.256546213098423","1"
"No worries","2007","Single parent ","no migration background","222","0.262456042730218","0.233567111055302","0.291344974405133","3"
"No worries","2007","1-pers.-HH","indirect migration background","36","0.332439622345238","0.241462720187015","0.42341652450346","3"
"No worries","2007","1-pers.-HH","no migration background","761","0.269715015394905","0.253366553311974","0.286063477477837","3"
"No worries","2007","Couple + C. GT 16 ","indirect migration background","54","0.283320660304639","0.215978749893222","0.350662570716056","3"
"No worries","2007","Couple + C. GT 16 ","no migration background","711","0.207183342673855","0.192687808442452","0.221678876905258","3"
"No worries","2007","Couple + C. LE 16 ","direct migration background","150","0.290152513075732","0.249467933215377","0.330837092936087","3"
"No worries","2007","Couple + C. GT 16 ","direct migration background","115","0.327020561678374","0.277446180988445","0.376594942368304","3"
"No worries","2007","Single parent ","indirect migration background","27","","","","3"
"No worries","2007","Single parent ","direct migration background","39","0.379687775366281","0.291750372020786","0.467625178711775","3"
"No worries","2007","Couple + C. LE and GT 16","no migration background","265","0.22705913074109","0.201412590913237","0.252705670568942","3"
"No worries","2007","Couple + C. LE 16 ","indirect migration background","58","0.26435005721827","0.199566707960523","0.329133406476017","3"
"No worries","2007","Couple + C. LE 16 ","no migration background","792","0.267374363491751","0.251288224102103","0.283460502881398","3"
"No worries","2007","Couple + C. LE and GT 16","direct migration background","77","0.380461588331768","0.314797492137351","0.446125684526185","3"
"No worries","2007","Couple + C. LE and GT 16","indirect migration background","36","0.375199959490403","0.279340060044138","0.471059858936669","3"
"No worries","2007","1-pers.-HH","direct migration background","76","0.351705485166842","0.287729504954416","0.415681465379269","3"
"No worries","2007","(Married) couple without C. ","no migration background","1467","0.207809438180926","0.19796995089127","0.217648925470583","3"
"No worries","2007","(Married) couple without C. ","indirect migration background","43","0.364560482756045","0.282762202009791","0.446358763502299","3"
"No worries","2007","(Married) couple without C. ","direct migration background","219","0.341270593886432","0.305098047445202","0.377443140327663","3"
"Some worries","2007","Single parent ","no migration background","382","0.403823059466453","0.371605518947329","0.436040599985576","2"
"Some worries","2007","Single parent ","indirect migration background","35","0.454426293186791","0.341738752421071","0.567113833952511","2"
"Some worries","2007","Single parent ","direct migration background","58","0.427881209457443","0.338229231961426","0.51753318695346","2"
"Some worries","2007","(Married) couple without C. ","direct migration background","285","0.434026247447882","0.396214019642404","0.471838475253359","2"
"Some worries","2007","(Married) couple without C. ","indirect migration background","51","0.369363690134506","0.287340084389732","0.451387295879281","2"
"Some worries","2007","1-pers.-HH","direct migration background","92","0.439482807779441","0.372985108670853","0.505980506888029","2"
"Some worries","2007","1-pers.-HH","indirect migration background","52","0.490775518458579","0.394231457821039","0.587319579096119","2"
"Some worries","2007","1-pers.-HH","no migration background","1205","0.413603840019955","0.395462640646862","0.431745039393049","2"
"Some worries","2007","(Married) couple without C. ","no migration background","3030","0.460994151948719","0.448905734484533","0.473082569412905","2"
"Some worries","2007","Couple + C. LE and GT 16","no migration background","477","0.445223759638774","0.414798502930901","0.475649016346648","2"
"Some worries","2007","Couple + C. GT 16 ","direct migration background","165","0.513901969033875","0.461085308116963","0.566718629950786","2"
"Some worries","2007","Couple + C. GT 16 ","indirect migration background","71","0.384419297773169","0.311720210824591","0.457118384721747","2"
"Some worries","2007","Couple + C. GT 16 ","no migration background","1359","0.463609868364561","0.44577429191441","0.481445444814712","2"
"Some worries","2007","Couple + C. LE 16 ","direct migration background","232","0.502103353034337","0.457280416628623","0.546926289440051","2"
"Some worries","2007","Couple + C. LE 16 ","indirect migration background","73","0.503493083037473","0.430042119760742","0.576944046314203","2"
"Some worries","2007","Couple + C. LE 16 ","no migration background","1253","0.418099447986099","0.400172140330577","0.436026755641621","2"
"Some worries","2007","Couple + C. LE and GT 16","direct migration background","105","0.486844034283835","0.419242265229235","0.554445803338435","2"
"Some worries","2007","Couple + C. LE and GT 16","indirect migration background","47","0.477623506188858","0.378729558765366","0.576517453612349","2"
"Big worries","2008","1-pers.-HH","indirect migration background","17","","","","1"
"Big worries","2008","1-pers.-HH","no migration background","722","0.267705955641364","0.251136549061813","0.284275362220915","1"
"Big worries","2008","Couple + C. GT 16 ","direct migration background","47","0.127384159850764","0.0912478772147252","0.163520442486802","1"
"Big worries","2008","Couple + C. GT 16 ","indirect migration background","36","0.221228612891606","0.159197509110057","0.283259716673154","1"
"Big worries","2008","Couple + C. GT 16 ","no migration background","755","0.288111211354126","0.271510481998389","0.304711940709864","1"
"Big worries","2008","Couple + C. LE 16 ","direct migration background","73","0.173682206843898","0.137833733814658","0.209530679873138","1"
"Big worries","2008","Couple + C. LE 16 ","indirect migration background","33","0.163423821708761","0.110142786420392","0.21670485699713","1"
"Big worries","2008","Couple + C. LE 16 ","no migration background","637","0.27240475572542","0.255245987842963","0.289563523607877","1"
"Big worries","2008","Couple + C. LE and GT 16","direct migration background","20","","","","1"
"Big worries","2008","Couple + C. LE and GT 16","indirect migration background","13","","","","1"
"Big worries","2008","Couple + C. LE and GT 16","no migration background","219","0.263705890389602","0.235802889374184","0.29160889140502","1"
"Big worries","2008","Single parent ","direct migration background","20","","","","1"
"Big worries","2008","Single parent ","indirect migration background","20","","","","1"
"Big worries","2008","Single parent ","no migration background","233","0.255605263463716","0.226915421809584","0.284295105117848","1"
"Big worries","2008","(Married) couple without C. ","no migration background","1792","0.304057880815355","0.292712316388037","0.315403445242673","1"
"Big worries","2008","1-pers.-HH","direct migration background","37","0.191248867538839","0.136743411183788","0.24575432389389","1"
"Big worries","2008","(Married) couple without C. ","indirect migration background","34","0.226609651182194","0.156508301010892","0.296711001353495","1"
"Big worries","2008","(Married) couple without C. ","direct migration background","118","0.1708901221257","0.140721045106731","0.201059199144668","1"
"No worries","2008","Single parent ","no migration background","270","0.313690132915163","0.283172407673746","0.344207858156581","3"
"No worries","2008","Single parent ","indirect migration background","30","0.393521633237906","0.289665872512543","0.49737739396327","3"
"No worries","2008","1-pers.-HH","indirect migration background","30","0.339409060146225","0.23991057086457","0.438907549427881","3"
"No worries","2008","1-pers.-HH","no migration background","799","0.291047115354291","0.274048031202907","0.308046199505675","3"
"No worries","2008","Couple + C. GT 16 ","direct migration background","142","0.464534438882943","0.410477811672863","0.518591066093022","3"
"No worries","2008","Couple + C. GT 16 ","indirect migration background","62","0.376729303668223","0.304312904978561","0.449145702357884","3"
"No worries","2008","Couple + C. GT 16 ","no migration background","753","0.227788897766426","0.212415307203631","0.243162488329222","3"
"No worries","2008","Couple + C. LE 16 ","direct migration background","176","0.352937980566523","0.30771683108352","0.398159130049525","3"
"No worries","2008","Single parent ","direct migration background","39","0.324370265633411","0.238055764504644","0.410684766762179","3"
"No worries","2008","Couple + C. LE 16 ","indirect migration background","60","0.267221237214638","0.203455975115579","0.330986499313697","3"
"No worries","2008","Couple + C. LE and GT 16","no migration background","303","0.295197729369954","0.266313852160311","0.324081606579598","3"
"No worries","2008","Couple + C. LE and GT 16","indirect migration background","35","0.410455146530542","0.305879656784202","0.515030636276883","3"
"No worries","2008","1-pers.-HH","direct migration background","79","0.362469719250152","0.29584745824819","0.429091980252114","3"
"No worries","2008","Couple + C. LE 16 ","no migration background","824","0.301016914124194","0.283337713926856","0.318696114321533","3"
"No worries","2008","Couple + C. LE and GT 16","direct migration background","71","0.447932500747616","0.372055789892645","0.523809211602588","3"
"No worries","2008","(Married) couple without C. ","no migration background","1648","0.248318270950007","0.237662552216787","0.258973989683228","3"
"No worries","2008","(Married) couple without C. ","indirect migration background","45","0.374581235583838","0.293532495139507","0.45562997602817","3"
"No worries","2008","(Married) couple without C. ","direct migration background","217","0.382509854192018","0.343557489411378","0.421462218972658","3"
"Some worries","2008","Single parent ","no migration background","385","0.430704603621121","0.398135920330017","0.463273286912224","2"
"Some worries","2008","Single parent ","indirect migration background","35","0.335229971968757","0.234873412535651","0.435586531401863","2"
"Some worries","2008","Single parent ","direct migration background","54","0.487391586123116","0.395231950649754","0.579551221596477","2"
"Some worries","2008","Couple + C. LE and GT 16","no migration background","436","0.441096380240443","0.409655076612227","0.472537683868659","2"
"Some worries","2008","(Married) couple without C. ","direct migration background","263","0.446600023682282","0.406754784511544","0.486445262853021","2"
"Some worries","2008","(Married) couple without C. ","indirect migration background","58","0.398809113233968","0.316816158201369","0.480802068266567","2"
"Some worries","2008","(Married) couple without C. ","no migration background","2875","0.447623848234637","0.435359753914459","0.459887942554815","2"
"Some worries","2008","1-pers.-HH","direct migration background","84","0.446281413211009","0.377387311175403","0.515175515246614","2"
"Some worries","2008","1-pers.-HH","indirect migration background","40","0.463972034345423","0.359180043521344","0.568764025169503","2"
"Some worries","2008","1-pers.-HH","no migration background","1222","0.441246929004345","0.422665205364353","0.459828652644338","2"
"Some worries","2008","Couple + C. GT 16 ","direct migration background","138","0.408081401266293","0.354811902704426","0.461350899828161","2"
"Some worries","2008","Couple + C. GT 16 ","indirect migration background","74","0.402042083440171","0.3287672339537","0.475316932926643","2"
