"plj0046","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","Full Time","in school","1","","","","1"
"Big worries","1999","Full Time","inadequately","35","0.399924567234126","0.309998079677085","0.489851054791168","1"
"Big worries","1999","Full Time","general elemantary","247","0.395780550975922","0.359106210393056","0.432454891558788","1"
"Big worries","1999","Full Time","middle vocational","1226","0.410042777512547","0.392512772427295","0.4275727825978","1"
"Big worries","1999","Full Time","vocational + Abi","67","0.240225984921108","0.189640604656898","0.290811365185318","1"
"Big worries","1999","Full Time","higher vocational","169","0.347461870209189","0.304459325024225","0.390464415394153","1"
"Big worries","1999","Full Time","higher education","251","0.190200202426211","0.167702656099617","0.212697748752805","1"
"Big worries","1999","Part Time","in school","16","","","","1"
"Big worries","1999","Part Time","inadequately","19","","","","1"
"Big worries","1999","Part Time","general elemantary","162","0.347350262635802","0.305532834500853","0.389167690770752","1"
"Big worries","1999","Part Time","middle vocational","596","0.377224504902445","0.353332760360352","0.401116249444538","1"
"Big worries","1999","Part Time","vocational + Abi","35","0.26187530667865","0.186006128883149","0.337744484474151","1"
"Big worries","1999","Part Time","higher vocational","61","0.334401736669222","0.260130168430209","0.408673304908235","1"
"Big worries","1999","Part Time","higher education","74","0.223416872719743","0.181031784085335","0.265801961354152","1"
"Big worries","1999","Not Working","in school","64","0.233172074822109","0.182920362188296","0.283423787455923","1"
"Big worries","1999","Not Working","inadequately","48","0.218547877981724","0.164549425171675","0.272546330791774","1"
"Big worries","1999","Not Working","general elemantary","453","0.399766786485123","0.37271934533026","0.426814227639986","1"
"Big worries","1999","Not Working","middle vocational","894","0.406255220642396","0.386372827050215","0.426137614234577","1"
"Big worries","1999","Not Working","vocational + Abi","28","","","","1"
"Big worries","1999","Not Working","higher vocational","69","0.372814591098236","0.304238009735749","0.441391172460724","1"
"Big worries","1999","Not Working","higher education","133","0.341609940786644","0.296574940067428","0.38664494150586","1"
"No worries","1999","Not Working","higher vocational","33","0.143526104836521","0.0938034942930605","0.193248715379982","3"
"No worries","1999","Not Working","higher education","100","0.222170399454605","0.182694810099607","0.261645988809603","3"
"No worries","1999","Not Working","in school","86","0.32632394835597","0.270603619997983","0.382044276713956","3"
"No worries","1999","Not Working","inadequately","71","0.314118863391913","0.253469217427141","0.374768509356685","3"
"No worries","1999","Not Working","general elemantary","239","0.155281946260841","0.135284285836479","0.175279606685204","3"
"No worries","1999","Not Working","middle vocational","350","0.134506816974355","0.120694286129284","0.148319347819425","3"
"No worries","1999","Not Working","vocational + Abi","33","0.232638990584881","0.152582357945656","0.312695623224105","3"
"No worries","1999","Full Time","in school","","","","","3"
"No worries","1999","Full Time","inadequately","29","","","","3"
"No worries","1999","Full Time","general elemantary","136","0.191951634510005","0.162415590631637","0.221487678388374","3"
"No worries","1999","Full Time","middle vocational","412","0.142855330195088","0.130383434024028","0.155327226366148","3"
"No worries","1999","Full Time","vocational + Abi","71","0.266401479934896","0.214057065062621","0.318745894807172","3"
"No worries","1999","Full Time","higher vocational","73","0.175055809554584","0.140736528150445","0.209375090958722","3"
"No worries","1999","Full Time","higher education","377","0.359211015548705","0.331708451975294","0.386713579122116","3"
"No worries","1999","Part Time","in school","10","","","","3"
"No worries","1999","Part Time","inadequately","27","","","","3"
"No worries","1999","Part Time","general elemantary","87","0.162985539545623","0.130546018203133","0.195425060888113","3"
"No worries","1999","Part Time","middle vocational","261","0.153620718300715","0.135846538721226","0.171394897880204","3"
"No worries","1999","Part Time","vocational + Abi","40","0.327187511365635","0.246222269574089","0.408152753157181","3"
