"plj0046","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"No worries","2003","(2c_voc) vocational maturity certificate","Male","236","0.359650693330028","0.324226297233453","0.395075089426603"
"No worries","2003","(3a) lower tertiary education","Female","264","0.34210023572866","0.308721200298896","0.375479271158423"
"No worries","2003","(3a) lower tertiary education","Male","335","0.333535134079544","0.303346899247744","0.363723368911344"
"No worries","2003","(3b) higher tertiary education","Female","502","0.440848153762179","0.411653693112626","0.470042614411731"
"No worries","2003","(3b) higher tertiary education","Male","681","0.422508330165487","0.397659685529892","0.447356974801083"
"Some worries","2003","(0) in school","Female","134","0.40652842855905","0.352199806806859","0.460857050311242"
"Some worries","2003","(0) in school","Male","114","0.407321179230466","0.351814781473868","0.462827576987063"
"Some worries","2003","(1a) inadequately completed","Female","60","0.383483071113046","0.306936129486208","0.460030012739884"
"Some worries","2003","(1a) inadequately completed","Male","51","0.408168207530902","0.318726963915928","0.497609451145877"
"Some worries","2003","(1b) general elementary school","Female","739","0.500971543108139","0.475368094651783","0.526574991564494"
"Some worries","2003","(1b) general elementary school","Male","286","0.428189053377934","0.390495844680584","0.465882262075284"
"Some worries","2003","(1c) basic vocational qualification","Female","1460","0.497335801590797","0.479097325922776","0.515574277258819"
"Some worries","2003","(1c) basic vocational qualification","Male","1647","0.468563023990186","0.451836394705796","0.485289653274575"
"Some worries","2003","(2a) intermediate vocational","Female","1486","0.494841928766592","0.476756993478937","0.512926864054246"
"Some worries","2003","(2a) intermediate vocational","Male","999","0.458155705355768","0.437326243539303","0.478985167172233"
"Some worries","2003","(2b) intermediate general qualification","Female","170","0.468381979975528","0.417049208291513","0.519714751659543"
"Some worries","2003","(2b) intermediate general qualification","Male","116","0.465910577761382","0.405963841087936","0.525857314434827"
"Some worries","2003","(2c_gen) general maturity certificate","Female","175","0.394056492504183","0.3488583869086","0.439254598099765"
"Some worries","2003","(2c_gen) general maturity certificate","Male","156","0.338088004174886","0.292297948725539","0.383878059624233"
"Some worries","2003","(2c_voc) vocational maturity certificate","Female","418","0.503191738768236","0.469736386837365","0.536647090699107"
"Some worries","2003","(2c_voc) vocational maturity certificate","Male","316","0.406012184478528","0.369761865350092","0.442262503606964"
"Some worries","2003","(3a) lower tertiary education","Female","379","0.485268253142293","0.450104222657124","0.520432283627462"
"Some worries","2003","(3a) lower tertiary education","Male","426","0.484028935147958","0.452030655354931","0.516027214940985"
"Some worries","2003","(3b) higher tertiary education","Female","481","0.42687557010916","0.3977907640262","0.45596037619212"
"Some worries","2003","(3b) higher tertiary education","Male","640","0.434366308444227","0.409431392635485","0.459301224252969"
"Big worries","2004","(0) in school","Female","55","0.198870534470442","0.155805212922871","0.241935856018014"
"Big worries","2004","(0) in school","Male","65","0.221228919987702","0.174722465112622","0.267735374862781"
"Big worries","2004","(1a) inadequately completed","Female","37","0.312483193808608","0.238308211174572","0.386658176442644"
"Big worries","2004","(1a) inadequately completed","Male","38","0.419392826998596","0.326755388130746","0.512030265866445"
"Big worries","2004","(1b) general elementary school","Female","440","0.326931012468406","0.302091351877515","0.351770673059297"
"Big worries","2004","(1b) general elementary school","Male","191","0.351620661831285","0.313698662903089","0.389542660759482"
"Big worries","2004","(1c) basic vocational qualification","Female","1033","0.387593252620792","0.369492377364851","0.405694127876734"
"Big worries","2004","(1c) basic vocational qualification","Male","1299","0.393101399915043","0.376378167196195","0.40982463263389"
"Big worries","2004","(2a) intermediate vocational","Female","954","0.335036391953047","0.317737829852904","0.352334954053191"
"Big worries","2004","(2a) intermediate vocational","Male","876","0.416945158200026","0.396055305633177","0.437835010766874"
"Big worries","2004","(2b) intermediate general qualification","Female","127","0.374785314577131","0.325260720248179","0.424309908906083"
"Big worries","2004","(2b) intermediate general qualification","Male","86","0.395891356990327","0.334403339725618","0.457379374255035"
"Big worries","2004","(2c_gen) general maturity certificate","Female","62","0.161012767908231","0.126940412028006","0.195085123788456"
"Big worries","2004","(2c_gen) general maturity certificate","Male","82","0.199857874598329","0.160570703792578","0.239145045404081"
"Big worries","2004","(2c_voc) vocational maturity certificate","Female","191","0.231175402935396","0.203031851227476","0.259318954643315"
"Big worries","2004","(2c_voc) vocational maturity certificate","Male","185","0.286246686078587","0.252666138489097","0.319827233668077"
"Big worries","2004","(3a) lower tertiary education","Female","199","0.299528334195943","0.267506141989836","0.33155052640205"
"Big worries","2004","(3a) lower tertiary education","Male","241","0.293900942312352","0.264464353422344","0.32333753120236"
"Big worries","2004","(3b) higher tertiary education","Female","173","0.176979066942846","0.154301313221188","0.199656820664503"
"Big worries","2004","(3b) higher tertiary education","Male","264","0.200647584531901","0.180387378445888","0.220907790617914"
"No worries","2004","(0) in school","Female","130","0.394931786474862","0.342190060841566","0.447673512108158"
"No worries","2004","(0) in school","Male","112","0.327165321031335","0.274596868467423","0.379733773595248"
"No worries","2004","(1a) inadequately completed","Female","51","0.309178164143994","0.235219357199253","0.383136971088735"
"No worries","2004","(1a) inadequately completed","Male","33","0.282753630456493","0.198211513924123","0.367295746988864"
"No worries","2004","(1b) general elementary school","Female","278","0.199861791445541","0.178686217022311","0.221037365868772"
"No worries","2004","(1b) general elementary school","Male","153","0.240772353259552","0.20681539658213","0.274729309936974"
"No worries","2004","(1c) basic vocational qualification","Female","419","0.141999350272202","0.129031186847954","0.154967513696449"
"No worries","2004","(1c) basic vocational qualification","Male","516","0.169546940644172","0.156699625016314","0.182394256272031"
"No worries","2004","(2a) intermediate vocational","Female","501","0.165392140929567","0.151775695687214","0.17900858617192"
"No worries","2004","(2a) intermediate vocational","Male","399","0.184200863432067","0.167776874041924","0.200624852822211"
"No worries","2004","(2b) intermediate general qualification","Female","97","0.220856350141391","0.178416018201615","0.263296682081167"
"No worries","2004","(2b) intermediate general qualification","Male","60","0.197272840664346","0.147239145076646","0.247306536252045"
"No worries","2004","(2c_gen) general maturity certificate","Female","191","0.407092302987341","0.361547972820225","0.452636633154457"
"No worries","2004","(2c_gen) general maturity certificate","Male","150","0.423232044302438","0.374692422533301","0.471771666071575"
"No worries","2004","(2c_voc) vocational maturity certificate","Female","248","0.276404212454436","0.246549368756853","0.30625905615202"
"No worries","2004","(2c_voc) vocational maturity certificate","Male","195","0.293305035028171","0.259481481813353","0.327128588242989"
"No worries","2004","(3a) lower tertiary education","Female","212","0.27437023242637","0.24317682204549","0.305563642807251"
"No worries","2004","(3a) lower tertiary education","Male","255","0.275070847294941","0.246215637085567","0.303926057504316"
"No worries","2004","(3b) higher tertiary education","Female","418","0.388538866645564","0.359576416026828","0.4175013172643"
"No worries","2004","(3b) higher tertiary education","Male","583","0.386810769212474","0.362172835482516","0.411448702942433"
"Some worries","2004","(0) in school","Female","145","0.406197679054696","0.353209281593998","0.459186076515394"
"Some worries","2004","(0) in school","Male","129","0.451605758980963","0.395846941314126","0.5073645766478"
"Some worries","2004","(1a) inadequately completed","Female","62","0.378338642047398","0.300728273060303","0.455949011034493"
"Some worries","2004","(1a) inadequately completed","Male","38","0.297853542544911","0.212001608854632","0.38370547623519"
"Some worries","2004","(1b) general elementary school","Female","652","0.473207196086053","0.446768904108564","0.499645488063542"
"Some worries","2004","(1b) general elementary school","Male","265","0.407606984909163","0.368579980445867","0.446633989372458"
"Some worries","2004","(1c) basic vocational qualification","Female","1331","0.470407397107006","0.45186356381924","0.488951230394772"
"Some worries","2004","(1c) basic vocational qualification","Male","1462","0.437351659440785","0.420367510845374","0.454335808036195"
"Some worries","2004","(2a) intermediate vocational","Female","1405","0.499571467117386","0.481246849568964","0.517896084665808"
"Some worries","2004","(2a) intermediate vocational","Male","865","0.398853978367907","0.378107797627791","0.419600159108023"
"Some worries","2004","(2b) intermediate general qualification","Female","143","0.404358335281478","0.354148269168829","0.454568401394126"
"Some worries","2004","(2b) intermediate general qualification","Male","97","0.406835802345328","0.345070865524465","0.468600739166191"
"Some worries","2004","(2c_gen) general maturity certificate","Female","194","0.431894929104428","0.385975369437871","0.477814488770985"
"Some worries","2004","(2c_gen) general maturity certificate","Male","166","0.376910081099232","0.329299794681763","0.424520367516702"
"Some worries","2004","(2c_voc) vocational maturity certificate","Female","423","0.492420384610168","0.459045900921908","0.525794868298428"
"Some worries","2004","(2c_voc) vocational maturity certificate","Male","316","0.420448278893242","0.383775327682534","0.457121230103951"
"Some worries","2004","(3a) lower tertiary education","Female","375","0.426101433377686","0.391530517479539","0.460672349275834"
"Some worries","2004","(3a) lower tertiary education","Male","424","0.431028210392707","0.399028032546706","0.463028388238707"
"Some worries","2004","(3b) higher tertiary education","Female","497","0.43448206641159","0.405028169540474","0.463935963282707"
"Some worries","2004","(3b) higher tertiary education","Male","654","0.412541646255625","0.387637011004682","0.437446281506567"
"Big worries","2005","(0) in school","Female","53","0.204682663696416","0.161859213334844","0.247506114057988"
"Big worries","2005","(0) in school","Male","72","0.254859658266425","0.206191790507573","0.303527526025277"
"Big worries","2005","(1a) inadequately completed","Female","42","0.324840670970974","0.246705442981701","0.402975898960246"
"Big worries","2005","(1a) inadequately completed","Male","41","0.402824509644556","0.309455212548431","0.496193806740681"
"Big worries","2005","(1b) general elementary school","Female","513","0.415530915974196","0.388469792707181","0.442592039241211"
"Big worries","2005","(1b) general elementary school","Male","231","0.45793791928476","0.417072321700365","0.498803516869155"
"Big worries","2005","(1c) basic vocational qualification","Female","1201","0.481029204996869","0.461915687481771","0.500142722511967"
"Big worries","2005","(1c) basic vocational qualification","Male","1498","0.478909328474934","0.461269858175953","0.496548798773916"
"Big worries","2005","(2a) intermediate vocational","Female","1108","0.42094373808397","0.402444133217042","0.439443342950899"
"Big worries","2005","(2a) intermediate vocational","Male","985","0.484515617078152","0.462918658696565","0.50611257545974"
"Big worries","2005","(2b) intermediate general qualification","Female","126","0.359821615317633","0.309683167281072","0.409960063354194"
"Big worries","2005","(2b) intermediate general qualification","Male","98","0.473445598596621","0.408060204265611","0.538830992927631"
"Big worries","2005","(2c_gen) general maturity certificate","Female","84","0.233518664996649","0.193577470646326","0.273459859346971"
"Big worries","2005","(2c_gen) general maturity certificate","Male","74","0.194784946041777","0.154044252671494","0.235525639412061"
"Big worries","2005","(2c_voc) vocational maturity certificate","Female","223","0.269524248203933","0.239589287567396","0.29945920884047"
"Big worries","2005","(2c_voc) vocational maturity certificate","Male","212","0.294412869706619","0.2598755403019","0.328950199111339"
"Big worries","2005","(3a) lower tertiary education","Female","237","0.289025482635559","0.256902751809837","0.321148213461281"
"Big worries","2005","(3a) lower tertiary education","Male","266","0.296208551875976","0.266007531091577","0.326409572660376"
"Big worries","2005","(3b) higher tertiary education","Female","193","0.165813363301435","0.1436939014459","0.18793282515697"
"Big worries","2005","(3b) higher tertiary education","Male","308","0.21640865044029","0.195027907911594","0.237789392968987"
"No worries","2005","(0) in school","Female","123","0.370033631470853","0.318788786592423","0.421278476349284"
"No worries","2005","(0) in school","Male","103","0.276346917332897","0.226404995199157","0.326288839466637"
"No worries","2005","(1a) inadequately completed","Female","38","0.285579860243603","0.210218421572716","0.360941298914491"
"No worries","2005","(1a) inadequately completed","Male","25","","",""
"No worries","2005","(1b) general elementary school","Female","206","0.152167893596869","0.132444582685354","0.171891204508384"
"No worries","2005","(1b) general elementary school","Male","110","0.181714008483955","0.150085639300988","0.213342377666923"
"No worries","2005","(1c) basic vocational qualification","Female","304","0.116653582850547","0.104373593105479","0.128933572595616"
"No worries","2005","(1c) basic vocational qualification","Male","367","0.127095567380031","0.115334390177832","0.13885674458223"
"No worries","2005","(2a) intermediate vocational","Female","352","0.12762981108137","0.115126745308563","0.140132876854177"
"No worries","2005","(2a) intermediate vocational","Male","280","0.127001907613638","0.112612506643453","0.141391308583823"
"No worries","2005","(2b) intermediate general qualification","Female","82","0.249420351800952","0.204220074912563","0.29462062868934"
"No worries","2005","(2b) intermediate general qualification","Male","47","0.193717649162854","0.141962656233749","0.24547264209196"
"No worries","2005","(2c_gen) general maturity certificate","Female","151","0.356988521920695","0.311756505900575","0.402220537940815"
"No worries","2005","(2c_gen) general maturity certificate","Male","141","0.403599878986439","0.353129199273352","0.454070558699525"
"No worries","2005","(2c_voc) vocational maturity certificate","Female","209","0.243473835676718","0.214519407472887","0.272428263880549"
"No worries","2005","(2c_voc) vocational maturity certificate","Male","150","0.263573296323786","0.230188363998286","0.296958228649285"
"No worries","2005","(3a) lower tertiary education","Female","170","0.222159232692635","0.19270179909355","0.25161666629172"
"No worries","2005","(3a) lower tertiary education","Male","211","0.226954963847206","0.199249012074609","0.254660915619802"
"No worries","2005","(3b) higher tertiary education","Female","355","0.348405628947088","0.32006794046007","0.376743317434107"
"No worries","2005","(3b) higher tertiary education","Male","472","0.337111215461446","0.312567088138608","0.361655342784284"
"Some worries","2005","(0) in school","Female","165","0.425283704832731","0.372810567837725","0.477756841827736"
"Some worries","2005","(0) in school","Male","133","0.468793424400679","0.413062633081833","0.524524215719525"
"Some worries","2005","(1a) inadequately completed","Female","58","0.389579468785423","0.308217557034526","0.47094138053632"
"Some worries","2005","(1a) inadequately completed","Male","40","0.394490593956372","0.30144968776977","0.487531500142974"
"Some worries","2005","(1b) general elementary school","Female","555","0.432301190428935","0.405098266658546","0.459504114199324"
"Some worries","2005","(1b) general elementary school","Male","230","0.360348072231285","0.320969225324021","0.399726919138549"
"Some worries","2005","(1c) basic vocational qualification","Female","1120","0.402317212152584","0.383558495724031","0.421075928581136"
"Some worries","2005","(1c) basic vocational qualification","Male","1216","0.393995104145035","0.376741265952542","0.411248942337528"
"Some worries","2005","(2a) intermediate vocational","Female","1276","0.45142645083466","0.432779794042282","0.470073107627037"
"Some worries","2005","(2a) intermediate vocational","Male","792","0.38848247530821","0.367419432275881","0.409545518340539"
"Some worries","2005","(2b) intermediate general qualification","Female","144","0.390758032881415","0.339786743181037","0.441729322581794"
"Some worries","2005","(2b) intermediate general qualification","Male","79","0.332836752240525","0.271126719513986","0.394546784967063"
"Some worries","2005","(2c_gen) general maturity certificate","Female","196","0.409492813082656","0.363068531498614","0.455917094666699"
"Some worries","2005","(2c_gen) general maturity certificate","Male","148","0.401615174971784","0.351185041072943","0.452045308870625"
"Some worries","2005","(2c_voc) vocational maturity certificate","Female","412","0.487001916119349","0.453280944927812","0.520722887310885"
"Some worries","2005","(2c_voc) vocational maturity certificate","Male","307","0.442013833969595","0.404381194574417","0.479646473364773"
"Some worries","2005","(3a) lower tertiary education","Female","358","0.488815284671806","0.453392826840181","0.524237742503431"
"Some worries","2005","(3a) lower tertiary education","Male","401","0.476836484276818","0.443799203334388","0.509873765219248"
"Some worries","2005","(3b) higher tertiary education","Female","538","0.485781007751476","0.456055621907729","0.515506393595224"
"Some worries","2005","(3b) higher tertiary education","Male","645","0.446480134098264","0.420668925835929","0.472291342360599"
"Big worries","2006","(0) in school","Female","29","","",""
"Big worries","2006","(0) in school","Male","48","0.209082020600826","0.153279081224752","0.2648849599769"
"Big worries","2006","(1a) inadequately completed","Female","41","0.30763483453039","0.230634270255725","0.384635398805055"
"Big worries","2006","(1a) inadequately completed","Male","25","","",""
"Big worries","2006","(1b) general elementary school","Female","462","0.338978489445154","0.313829942644321","0.364127036245988"
"Big worries","2006","(1b) general elementary school","Male","214","0.398042829137444","0.357680932536429","0.43840472573846"
"Big worries","2006","(1c) basic vocational qualification","Female","1079","0.396153199031021","0.378062951563723","0.414243446498319"
"Big worries","2006","(1c) basic vocational qualification","Male","1441","0.435504366171981","0.418648769383147","0.452359962960814"
"Big worries","2006","(2a) intermediate vocational","Female","1111","0.384835294499268","0.367330811198915","0.402339777799622"
"Big worries","2006","(2a) intermediate vocational","Male","926","0.428710629755705","0.407936155498535","0.449485104012875"
"Big worries","2006","(2b) intermediate general qualification","Female","113","0.361096085523857","0.310990066026639","0.411202105021075"
"Big worries","2006","(2b) intermediate general qualification","Male","70","0.356116649857549","0.293268080437885","0.418965219277214"
"Big worries","2006","(2c_gen) general maturity certificate","Female","77","0.181871368250156","0.146923706195702","0.216819030304609"
"Big worries","2006","(2c_gen) general maturity certificate","Male","67","0.216299644467792","0.173650580659623","0.258948708275961"
"Big worries","2006","(2c_voc) vocational maturity certificate","Female","209","0.226933456165867","0.199838749509205","0.254028162822529"
"Big worries","2006","(2c_voc) vocational maturity certificate","Male","202","0.260591667312926","0.228235221046094","0.292948113579757"
"Big worries","2006","(3a) lower tertiary education","Female","212","0.272516211506177","0.242096435999198","0.302935987013156"
"Big worries","2006","(3a) lower tertiary education","Male","258","0.260087466289922","0.232636129923114","0.28753880265673"
"Big worries","2006","(3b) higher tertiary education","Female","202","0.168630454640255","0.147419213709477","0.189841695571034"
"Big worries","2006","(3b) higher tertiary education","Male","296","0.198830015068196","0.179087541157308","0.218572488979085"
"No worries","2006","(0) in school","Female","82","0.383700710800923","0.31664055754938","0.450760864052465"
"No worries","2006","(0) in school","Male","69","0.301091044595922","0.238141552676621","0.364040536515222"
"No worries","2006","(1a) inadequately completed","Female","45","0.303459134961908","0.226752672224988","0.380165597698828"
"No worries","2006","(1a) inadequately completed","Male","30","0.244906173818781","0.160196927037179","0.329615420600384"
"No worries","2006","(1b) general elementary school","Female","275","0.21229234988577","0.190566902314034","0.234017797457505"
"No worries","2006","(1b) general elementary school","Male","132","0.212562983818913","0.178828381159015","0.246297586478811"
"No worries","2006","(1c) basic vocational qualification","Female","409","0.13342611727535","0.120849241789481","0.14600299276122"
"No worries","2006","(1c) basic vocational qualification","Male","462","0.147823100316831","0.135757369962308","0.159888830671355"
"No worries","2006","(2a) intermediate vocational","Female","488","0.169021232853187","0.155538381739302","0.182504083967071"
"No worries","2006","(2a) intermediate vocational","Male","361","0.171259857258271","0.155445307901863","0.187074406614679"
"No worries","2006","(2b) intermediate general qualification","Female","85","0.228580729529078","0.18477551744294","0.272385941615216"
"No worries","2006","(2b) intermediate general qualification","Male","60","0.216936191043916","0.162840802928776","0.271031579159056"
"No worries","2006","(2c_gen) general maturity certificate","Female","172","0.367545919100528","0.32386462798221","0.411227210218846"
"No worries","2006","(2c_gen) general maturity certificate","Male","133","0.36309274694992","0.313278512338637","0.412906981561204"
"No worries","2006","(2c_voc) vocational maturity certificate","Female","248","0.262524612462381","0.234061294203523","0.290987930721239"
"No worries","2006","(2c_voc) vocational maturity certificate","Male","178","0.275095687769964","0.242178659754665","0.308012715785263"
"No worries","2006","(3a) lower tertiary education","Female","207","0.259621613374332","0.229668259198612","0.289574967550052"
"No worries","2006","(3a) lower tertiary education","Male","287","0.299884239505714","0.271211094209782","0.328557384801647"
"No worries","2006","(3b) higher tertiary education","Female","435","0.384840382985015","0.357276827095416","0.412403938874613"
"No worries","2006","(3b) higher tertiary education","Male","585","0.386202455314575","0.362119024560634","0.410285886068516"
"Some worries","2006","(0) in school","Female","91","0.433993252211371","0.365645427140874","0.502341077281868"
"Some worries","2006","(0) in school","Male","87","0.489826934803253","0.42122867452915","0.558425195077355"
"Some worries","2006","(1a) inadequately completed","Female","52","0.388906030507702","0.307569641893027","0.470242419122376"
"Some worries","2006","(1a) inadequately completed","Male","44","0.455758822915079","0.357653237249958","0.553864408580201"
"Some worries","2006","(1b) general elementary school","Female","624","0.448729160669076","0.422305457319425","0.475152864018727"
"Some worries","2006","(1b) general elementary school","Male","219","0.389394187043642","0.349187428082581","0.429600946004704"
"Some worries","2006","(1c) basic vocational qualification","Female","1320","0.470420683693629","0.45195955495025","0.488881812437008"
"Some worries","2006","(1c) basic vocational qualification","Male","1421","0.416672533511188","0.399912640839356","0.43343242618302"
"Some worries","2006","(2a) intermediate vocational","Female","1369","0.446143472647545","0.428259991814349","0.464026953480742"
"Some worries","2006","(2a) intermediate vocational","Male","893","0.400029512986024","0.379464413974796","0.420594611997252"
"Some worries","2006","(2b) intermediate general qualification","Female","155","0.410323184947065","0.35900978478458","0.46163658510955"
"Some worries","2006","(2b) intermediate general qualification","Male","93","0.426947159098535","0.36202692779617","0.491867390400899"
"Some worries","2006","(2c_gen) general maturity certificate","Female","219","0.450582712649316","0.405504821835984","0.495660603462648"
"Some worries","2006","(2c_gen) general maturity certificate","Male","158","0.420607608582288","0.369471045690898","0.471744171473677"
"Some worries","2006","(2c_voc) vocational maturity certificate","Female","461","0.510541931371752","0.478204895754695","0.54287896698881"
"Some worries","2006","(2c_voc) vocational maturity certificate","Male","327","0.46431264491711","0.427550627436869","0.501074662397351"
"Some worries","2006","(3a) lower tertiary education","Female","404","0.467862175119491","0.433772786982606","0.501951563256377"
"Some worries","2006","(3a) lower tertiary education","Male","436","0.440028294204364","0.40896575669107","0.471090831717657"
"Some worries","2006","(3b) higher tertiary education","Female","560","0.44652916237473","0.418366526439652","0.474691798309808"
"Some worries","2006","(3b) higher tertiary education","Male","689","0.414967529617229","0.390595297369658","0.4393397618648"
"Big worries","2007","(0) in school","Female","23","","",""
"Big worries","2007","(0) in school","Male","40","0.191907113094669","0.130696644111429","0.253117582077908"
"Big worries","2007","(1a) inadequately completed","Female","32","0.197013020349891","0.129160990945951","0.264865049753831"
"Big worries","2007","(1a) inadequately completed","Male","20","","",""
"Big worries","2007","(1b) general elementary school","Female","380","0.30927835477352","0.283160255189046","0.335396454357993"
"Big worries","2007","(1b) general elementary school","Male","168","0.36126916432153","0.319496649329633","0.403041679313426"
"Big worries","2007","(1c) basic vocational qualification","Female","881","0.365514577201865","0.346826869310576","0.384202285093153"
"Big worries","2007","(1c) basic vocational qualification","Male","1157","0.385229275862442","0.367924322333921","0.402534229390964"
"Big worries","2007","(2a) intermediate vocational","Female","916","0.337981701917408","0.320448505483677","0.355514898351139"
"Big worries","2007","(2a) intermediate vocational","Male","766","0.377884121583936","0.356991987207818","0.398776255960054"
"Big worries","2007","(2b) intermediate general qualification","Female","116","0.397044884779906","0.343602915906056","0.450486853653756"
"Big worries","2007","(2b) intermediate general qualification","Male","77","0.432664158151799","0.363654310852066","0.501674005451533"
"Big worries","2007","(2c_gen) general maturity certificate","Female","51","0.113103250197991","0.0834760982266796","0.142730402169303"
"Big worries","2007","(2c_gen) general maturity certificate","Male","76","0.212347341386798","0.170732147553732","0.253962535219865"
"Big worries","2007","(2c_voc) vocational maturity certificate","Female","164","0.18760003204502","0.161688609802589","0.213511454287451"
"Big worries","2007","(2c_voc) vocational maturity certificate","Male","152","0.205467325009047","0.175187922254413","0.235746727763681"
"Big worries","2007","(3a) lower tertiary education","Female","185","0.221884797571136","0.192891653513366","0.250877941628907"
"Big worries","2007","(3a) lower tertiary education","Male","232","0.25769673493729","0.229450314487057","0.285943155387524"
"Big worries","2007","(3b) higher tertiary education","Female","173","0.141329698212535","0.121444902869341","0.161214493555729"
"Big worries","2007","(3b) higher tertiary education","Male","264","0.173501417586464","0.154273709189879","0.192729125983048"
"No worries","2007","(0) in school","Female","79","0.472975426977115","0.399835201131575","0.546115652822654"
"No worries","2007","(0) in school","Male","58","0.338306359006213","0.264764756363417","0.411847961649008"
"No worries","2007","(1a) inadequately completed","Female","46","0.323264078112167","0.243473894567805","0.403054261656529"
"No worries","2007","(1a) inadequately completed","Male","22","","",""
"No worries","2007","(1b) general elementary school","Female","253","0.224948894144575","0.201353763913565","0.248544024375586"
"No worries","2007","(1b) general elementary school","Male","118","0.220894269728471","0.18481924320253","0.256969296254412"
"No worries","2007","(1c) basic vocational qualification","Female","446","0.173828383916981","0.159122594485123","0.18853417334884"
"No worries","2007","(1c) basic vocational qualification","Male","542","0.189990762027204","0.176041043824384","0.203940480230024"
"No worries","2007","(2a) intermediate vocational","Female","531","0.194635693420372","0.179960395052146","0.209310991788598"
"No worries","2007","(2a) intermediate vocational","Male","411","0.180405478902313","0.16383663408457","0.196974323720057"
"No worries","2007","(2b) intermediate general qualification","Female","80","0.248544046705994","0.201340611816638","0.29574748159535"
"No worries","2007","(2b) intermediate general qualification","Male","54","0.287047773517175","0.224035840596881","0.350059706437469"
"No worries","2007","(2c_gen) general maturity certificate","Female","193","0.397370804676802","0.351594693760974","0.44314691559263"
"No worries","2007","(2c_gen) general maturity certificate","Male","150","0.39814212177421","0.348330902283876","0.447953341264543"
"No worries","2007","(2c_voc) vocational maturity certificate","Female","260","0.294567630423477","0.264311732165587","0.324823528681367"
"No worries","2007","(2c_voc) vocational maturity certificate","Male","207","0.3378810079395","0.302434785925045","0.373327229953955"
"No worries","2007","(3a) lower tertiary education","Female","262","0.335348029507834","0.302405676471007","0.368290382544661"
"No worries","2007","(3a) lower tertiary education","Male","317","0.32877269669708","0.298433718155768","0.359111675238392"
"No worries","2007","(3b) higher tertiary education","Female","462","0.401451041661842","0.373470422353659","0.429431660970025"
"No worries","2007","(3b) higher tertiary education","Male","649","0.450727056963939","0.425462838116464","0.475991275811414"
"Some worries","2007","(0) in school","Female","77","0.426920041448796","0.354459352759027","0.499380730138566"
"Some worries","2007","(0) in school","Male","61","0.469786527899118","0.39221092004397","0.547362135754267"
"Some worries","2007","(1a) inadequately completed","Female","54","0.479722901537943","0.394496587482315","0.564949215593571"
"Some worries","2007","(1a) inadequately completed","Male","41","0.532396496778986","0.425055526296651","0.639737467261321"
"Some worries","2007","(1b) general elementary school","Female","570","0.465772751081905","0.437584681548511","0.493960820615299"
"Some worries","2007","(1b) general elementary school","Male","222","0.41783656595","0.374947961152111","0.460725170747888"
"Some worries","2007","(1c) basic vocational qualification","Female","1224","0.460657038881154","0.441314466748223","0.479999611014086"
"Some worries","2007","(1c) basic vocational qualification","Male","1339","0.424779962110353","0.407202619400428","0.442357304820278"
"Some worries","2007","(2a) intermediate vocational","Female","1349","0.46738260466222","0.448888919795448","0.485876289528992"
"Some worries","2007","(2a) intermediate vocational","Male","892","0.44171039951375","0.420312732398213","0.463108066629288"
"Some worries","2007","(2b) intermediate general qualification","Female","126","0.3544110685141","0.302165214631204","0.406656922396996"
"Some worries","2007","(2b) intermediate general qualification","Male","67","0.280288068331026","0.217728008920109","0.342848127741942"
"Some worries","2007","(2c_gen) general maturity certificate","Female","195","0.489525945125207","0.442764219962064","0.536287670288349"
"Some worries","2007","(2c_gen) general maturity certificate","Male","145","0.389510536838992","0.339890186328314","0.439130887349671"
"Some worries","2007","(2c_voc) vocational maturity certificate","Female","448","0.517832337531503","0.484667072476235","0.550997602586772"
"Some worries","2007","(2c_voc) vocational maturity certificate","Male","325","0.456651667051453","0.419322204835698","0.493981129267207"
"Some worries","2007","(3a) lower tertiary education","Female","342","0.44276717292103","0.408108203631","0.477426142211059"
"Some worries","2007","(3a) lower tertiary education","Male","372","0.413530568365629","0.381725614108079","0.44533552262318"
"Some worries","2007","(3b) higher tertiary education","Female","544","0.457219260125623","0.428783446370636","0.485655073880609"
"Some worries","2007","(3b) higher tertiary education","Male","577","0.375771525449598","0.351179818298842","0.400363232600353"
"Big worries","2008","(0) in school","Female","31","0.214819074296235","0.155315392723457","0.274322755869013"
"Big worries","2008","(0) in school","Male","44","0.204271102425154","0.144019320020912","0.264522884829396"
"Big worries","2008","(1a) inadequately completed","Female","22","","",""
"Big worries","2008","(1a) inadequately completed","Male","18","","",""
"Big worries","2008","(1b) general elementary school","Female","320","0.290072587724811","0.263484116611276","0.316661058838346"
"Big worries","2008","(1b) general elementary school","Male","137","0.347390093541704","0.303640105517181","0.391140081566226"
"Big worries","2008","(1c) basic vocational qualification","Female","770","0.340572833566261","0.321613158550016","0.359532508582506"
"Big worries","2008","(1c) basic vocational qualification","Male","965","0.341694890419849","0.324233411526402","0.359156369313296"
"Big worries","2008","(2a) intermediate vocational","Female","721","0.265783714668791","0.249002621233242","0.282564808104341"
"Big worries","2008","(2a) intermediate vocational","Male","653","0.346236356367956","0.325243029612449","0.367229683123462"
"Big worries","2008","(2b) intermediate general qualification","Female","77","0.300139382361854","0.247571082029295","0.352707682694413"
"Big worries","2008","(2b) intermediate general qualification","Male","53","0.284014465469489","0.220062519863968","0.34796641107501"
