"plj0046","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","2004","(0) in school","in school","240","0.357935694264945","0.320619681731967","0.395251706797924"
"No worries","2004","(0) in school","inadequately","","","",""
"No worries","2004","(0) in school","general elemantary","","","",""
"No worries","2004","(0) in school","middle vocational","","","",""
"No worries","2004","(0) in school","vocational + Abi","","","",""
"No worries","2004","(0) in school","higher vocational","","","",""
"No worries","2004","(0) in school","higher education","","","",""
"No worries","2004","(1a) inadequately completed","in school","","","",""
"No worries","2004","(1a) inadequately completed","inadequately","74","0.323984215669951","0.260230828630325","0.387737602709578"
"No worries","2004","(1a) inadequately completed","general elemantary","","","",""
"No worries","2004","(1a) inadequately completed","middle vocational","","","",""
"No worries","2004","(1a) inadequately completed","vocational + Abi","","","",""
"No worries","2004","(1a) inadequately completed","higher vocational","","","",""
"No worries","2004","(1a) inadequately completed","higher education","","","",""
"No worries","2004","(1b) general elementary school","in school","","","",""
"No worries","2004","(1b) general elementary school","inadequately","","","",""
"No worries","2004","(1b) general elementary school","general elemantary","420","0.21194794956483","0.193785252074114","0.230110647055547"
"No worries","2004","(1b) general elementary school","middle vocational","","","",""
"No worries","2004","(1b) general elementary school","vocational + Abi","","","",""
"No worries","2004","(1b) general elementary school","higher vocational","","","",""
"No worries","2004","(1b) general elementary school","higher education","","","",""
"No worries","2004","(1c) basic vocational qualification","in school","","","",""
"No worries","2004","(1c) basic vocational qualification","inadequately","","","",""
"No worries","2004","(1c) basic vocational qualification","general elemantary","","","",""
"No worries","2004","(1c) basic vocational qualification","middle vocational","854","0.156385355972747","0.146840625755921","0.165930086189574"
"No worries","2004","(1c) basic vocational qualification","vocational + Abi","","","",""
"No worries","2004","(1c) basic vocational qualification","higher vocational","81","0.162727524397428","0.130276096375196","0.19517895241966"
"No worries","2004","(1c) basic vocational qualification","higher education","","","",""
"No worries","2004","(2b) intermediate general qualification","in school","","","",""
"No worries","2004","(2b) intermediate general qualification","inadequately","","","",""
"No worries","2004","(2b) intermediate general qualification","general elemantary","157","0.211464191869342","0.179059171265132","0.243869212473552"
"No worries","2004","(2b) intermediate general qualification","middle vocational","","","",""
"No worries","2004","(2b) intermediate general qualification","vocational + Abi","","","",""
"No worries","2004","(2b) intermediate general qualification","higher vocational","","","",""
"No worries","2004","(2b) intermediate general qualification","higher education","","","",""
"No worries","2004","(2a) intermediate vocational","in school","","","",""
"No worries","2004","(2a) intermediate vocational","inadequately","","","",""
"No worries","2004","(2a) intermediate vocational","general elemantary","","","",""
"No worries","2004","(2a) intermediate vocational","middle vocational","754","0.169237956698282","0.157992670450758","0.180483242945806"
"No worries","2004","(2a) intermediate vocational","vocational + Abi","","","",""
"No worries","2004","(2a) intermediate vocational","higher vocational","146","0.200494908806435","0.171431495486495","0.229558322126375"
"No worries","2004","(2a) intermediate vocational","higher education","","","",""
"No worries","2004","(2c_gen) general maturity certificate","in school","","","",""
"No worries","2004","(2c_gen) general maturity certificate","inadequately","","","",""
"No worries","2004","(2c_gen) general maturity certificate","general elemantary","","","",""
"No worries","2004","(2c_gen) general maturity certificate","middle vocational","341","0.415180874160332","0.38195708288749","0.448404665433175"
"No worries","2004","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No worries","2004","(2c_gen) general maturity certificate","higher vocational","","","",""
"No worries","2004","(2c_gen) general maturity certificate","higher education","","","",""
"No worries","2004","(2c_voc) vocational maturity certificate","in school","","","",""
"No worries","2004","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No worries","2004","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No worries","2004","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No worries","2004","(2c_voc) vocational maturity certificate","vocational + Abi","327","0.301395447925294","0.274943770133223","0.327847125717365"
"No worries","2004","(2c_voc) vocational maturity certificate","higher vocational","116","0.231839899309776","0.190586947733209","0.273092850886343"
"No worries","2004","(2c_voc) vocational maturity certificate","higher education","","","",""
"No worries","2004","(3a) lower tertiary education","in school","","","",""
"No worries","2004","(3a) lower tertiary education","inadequately","","","",""
"No worries","2004","(3a) lower tertiary education","general elemantary","","","",""
"No worries","2004","(3a) lower tertiary education","middle vocational","","","",""
"No worries","2004","(3a) lower tertiary education","vocational + Abi","","","",""
"No worries","2004","(3a) lower tertiary education","higher vocational","","","",""
"No worries","2004","(3a) lower tertiary education","higher education","467","0.274776289537004","0.253593448741006","0.295959130333001"
"No worries","2004","(3b) higher tertiary education","in school","","","",""
"No worries","2004","(3b) higher tertiary education","inadequately","","","",""
"No worries","2004","(3b) higher tertiary education","general elemantary","","","",""
"No worries","2004","(3b) higher tertiary education","middle vocational","","","",""
"No worries","2004","(3b) higher tertiary education","vocational + Abi","","","",""
"No worries","2004","(3b) higher tertiary education","higher vocational","","","",""
"No worries","2004","(3b) higher tertiary education","higher education","1001","0.387539280834922","0.368772963741922","0.406305597927923"
"Big worries","2005","(0) in school","in school","125","0.230285394720268","0.197794154074246","0.262776635366291"
"Big worries","2005","(0) in school","inadequately","","","",""
"Big worries","2005","(0) in school","general elemantary","","","",""
"Big worries","2005","(0) in school","middle vocational","","","",""
"Big worries","2005","(0) in school","vocational + Abi","","","",""
"Big worries","2005","(0) in school","higher vocational","","","",""
"Big worries","2005","(0) in school","higher education","","","",""
"Big worries","2005","(1a) inadequately completed","in school","","","",""
"Big worries","2005","(1a) inadequately completed","inadequately","60","0.327630820054924","0.262255809899931","0.393005830209917"
"Big worries","2005","(1a) inadequately completed","general elemantary","","","",""
"Big worries","2005","(1a) inadequately completed","middle vocational","","","",""
"Big worries","2005","(1a) inadequately completed","vocational + Abi","","","",""
"Big worries","2005","(1a) inadequately completed","higher vocational","","","",""
"Big worries","2005","(1a) inadequately completed","higher education","","","",""
"Big worries","2005","(1b) general elementary school","in school","","","",""
"Big worries","2005","(1b) general elementary school","inadequately","","","",""
"Big worries","2005","(1b) general elementary school","general elemantary","729","0.42724734765318","0.404451694006317","0.450043001300042"
"Big worries","2005","(1b) general elementary school","middle vocational","","","",""
"Big worries","2005","(1b) general elementary school","vocational + Abi","","","",""
"Big worries","2005","(1b) general elementary school","higher vocational","","","",""
"Big worries","2005","(1b) general elementary school","higher education","","","",""
"Big worries","2005","(1c) basic vocational qualification","in school","","","",""
"Big worries","2005","(1c) basic vocational qualification","inadequately","","","",""
"Big worries","2005","(1c) basic vocational qualification","general elemantary","","","",""
"Big worries","2005","(1c) basic vocational qualification","middle vocational","2489","0.484258146859993","0.470717875137673","0.497798418582312"
"Big worries","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"Big worries","2005","(1c) basic vocational qualification","higher vocational","210","0.429208627235481","0.384602918702966","0.473814335767997"
"Big worries","2005","(1c) basic vocational qualification","higher education","","","",""
"Big worries","2005","(2b) intermediate general qualification","in school","","","",""
"Big worries","2005","(2b) intermediate general qualification","inadequately","","","",""
"Big worries","2005","(2b) intermediate general qualification","general elemantary","224","0.406681562764134","0.36656645037724","0.446796675151028"
"Big worries","2005","(2b) intermediate general qualification","middle vocational","","","",""
"Big worries","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"Big worries","2005","(2b) intermediate general qualification","higher vocational","","","",""
"Big worries","2005","(2b) intermediate general qualification","higher education","","","",""
"Big worries","2005","(2a) intermediate vocational","in school","","","",""
"Big worries","2005","(2a) intermediate vocational","inadequately","","","",""
"Big worries","2005","(2a) intermediate vocational","general elemantary","","","",""
"Big worries","2005","(2a) intermediate vocational","middle vocational","1799","0.452604081206007","0.437362672134448","0.467845490277565"
"Big worries","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"Big worries","2005","(2a) intermediate vocational","higher vocational","294","0.43240491462592","0.395599806739489","0.46921002251235"
"Big worries","2005","(2a) intermediate vocational","higher education","","","",""
"Big worries","2005","(2c_gen) general maturity certificate","in school","","","",""
"Big worries","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"Big worries","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"Big worries","2005","(2c_gen) general maturity certificate","middle vocational","158","0.214702526849","0.186141519717092","0.243263533980908"
"Big worries","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Big worries","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"Big worries","2005","(2c_gen) general maturity certificate","higher education","","","",""
"Big worries","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"Big worries","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Big worries","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Big worries","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Big worries","2005","(2c_voc) vocational maturity certificate","vocational + Abi","320","0.271442032659451","0.245536323648726","0.297347741670175"
"Big worries","2005","(2c_voc) vocational maturity certificate","higher vocational","115","0.311489700162372","0.264988659814717","0.357990740510026"
"Big worries","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"Big worries","2005","(3a) lower tertiary education","in school","","","",""
"Big worries","2005","(3a) lower tertiary education","inadequately","","","",""
"Big worries","2005","(3a) lower tertiary education","general elemantary","","","",""
"Big worries","2005","(3a) lower tertiary education","middle vocational","","","",""
"Big worries","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"Big worries","2005","(3a) lower tertiary education","higher vocational","","","",""
"Big worries","2005","(3a) lower tertiary education","higher education","503","0.293109339370281","0.271099328373601","0.315119350366962"
"Big worries","2005","(3b) higher tertiary education","in school","","","",""
"Big worries","2005","(3b) higher tertiary education","inadequately","","","",""
"Big worries","2005","(3b) higher tertiary education","general elemantary","","","",""
"Big worries","2005","(3b) higher tertiary education","middle vocational","","","",""
"Big worries","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"Big worries","2005","(3b) higher tertiary education","higher vocational","","","",""
"Big worries","2005","(3b) higher tertiary education","higher education","501","0.1943827118531","0.178904601392127","0.209860822314072"
"Some worries","2005","(0) in school","in school","295","0.445765684562065","0.407406598070397","0.484124771053733"
"Some worries","2005","(0) in school","inadequately","","","",""
"Some worries","2005","(0) in school","general elemantary","","","",""
"Some worries","2005","(0) in school","middle vocational","","","",""
"Some worries","2005","(0) in school","vocational + Abi","","","",""
"Some worries","2005","(0) in school","higher vocational","","","",""
"Some worries","2005","(0) in school","higher education","","","",""
"Some worries","2005","(1a) inadequately completed","in school","","","",""
"Some worries","2005","(1a) inadequately completed","inadequately","84","0.422926267651125","0.354114378849253","0.491738156452997"
"Some worries","2005","(1a) inadequately completed","general elemantary","","","",""
"Some worries","2005","(1a) inadequately completed","middle vocational","","","",""
"Some worries","2005","(1a) inadequately completed","vocational + Abi","","","",""
"Some worries","2005","(1a) inadequately completed","higher vocational","","","",""
"Some worries","2005","(1a) inadequately completed","higher education","","","",""
"Some worries","2005","(1b) general elementary school","in school","","","",""
"Some worries","2005","(1b) general elementary school","inadequately","","","",""
"Some worries","2005","(1b) general elementary school","general elemantary","770","0.412447121574666","0.389762244761994","0.435131998387337"
"Some worries","2005","(1b) general elementary school","middle vocational","","","",""
"Some worries","2005","(1b) general elementary school","vocational + Abi","","","",""
"Some worries","2005","(1b) general elementary school","higher vocational","","","",""
"Some worries","2005","(1b) general elementary school","higher education","","","",""
"Some worries","2005","(1c) basic vocational qualification","in school","","","",""
"Some worries","2005","(1c) basic vocational qualification","inadequately","","","",""
"Some worries","2005","(1c) basic vocational qualification","general elemantary","","","",""
"Some worries","2005","(1c) basic vocational qualification","middle vocational","2131","0.3933242852311","0.380089210131722","0.406559360330479"
"Some worries","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"Some worries","2005","(1c) basic vocational qualification","higher vocational","205","0.450115074614884","0.405280277726375","0.494949871503392"
"Some worries","2005","(1c) basic vocational qualification","higher education","","","",""
"Some worries","2005","(2b) intermediate general qualification","in school","","","",""
"Some worries","2005","(2b) intermediate general qualification","inadequately","","","",""
"Some worries","2005","(2b) intermediate general qualification","general elemantary","223","0.366870574542608","0.327511983932257","0.406229165152959"
"Some worries","2005","(2b) intermediate general qualification","middle vocational","","","",""
"Some worries","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"Some worries","2005","(2b) intermediate general qualification","higher vocational","","","",""
"Some worries","2005","(2b) intermediate general qualification","higher education","","","",""
"Some worries","2005","(2a) intermediate vocational","in school","","","",""
"Some worries","2005","(2a) intermediate vocational","inadequately","","","",""
"Some worries","2005","(2a) intermediate vocational","general elemantary","","","",""
"Some worries","2005","(2a) intermediate vocational","middle vocational","1766","0.418982429218586","0.403874405868114","0.434090452569058"
"Some worries","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"Some worries","2005","(2a) intermediate vocational","higher vocational","302","0.446604269746127","0.40967057047888","0.483537969013373"
"Some worries","2005","(2a) intermediate vocational","higher education","","","",""
"Some worries","2005","(2c_gen) general maturity certificate","in school","","","",""
"Some worries","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"Some worries","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"Some worries","2005","(2c_gen) general maturity certificate","middle vocational","344","0.405665999366575","0.371512325077425","0.439819673655724"
"Some worries","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Some worries","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"Some worries","2005","(2c_gen) general maturity certificate","higher education","","","",""
"Some worries","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"Some worries","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Some worries","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Some worries","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Some worries","2005","(2c_voc) vocational maturity certificate","vocational + Abi","536","0.461141159980808","0.432102315731778","0.490180004229837"
"Some worries","2005","(2c_voc) vocational maturity certificate","higher vocational","183","0.480906315563623","0.430736937644092","0.531075693483154"
"Some worries","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"Some worries","2005","(3a) lower tertiary education","in school","","","",""
"Some worries","2005","(3a) lower tertiary education","inadequately","","","",""
"Some worries","2005","(3a) lower tertiary education","general elemantary","","","",""
"Some worries","2005","(3a) lower tertiary education","middle vocational","","","",""
"Some worries","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"Some worries","2005","(3a) lower tertiary education","higher vocational","","","",""
"Some worries","2005","(3a) lower tertiary education","higher education","759","0.48200486658594","0.457843702173686","0.506166030998194"
"Some worries","2005","(3b) higher tertiary education","in school","","","",""
"Some worries","2005","(3b) higher tertiary education","inadequately","","","",""
"Some worries","2005","(3b) higher tertiary education","general elemantary","","","",""
"Some worries","2005","(3b) higher tertiary education","middle vocational","","","",""
"Some worries","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"Some worries","2005","(3b) higher tertiary education","higher vocational","","","",""
"Some worries","2005","(3b) higher tertiary education","higher education","1183","0.463589210426518","0.444084471261834","0.483093949591201"
"No worries","2005","(0) in school","in school","225","0.323948920717667","0.287833202358048","0.360064639077285"
"No worries","2005","(0) in school","inadequately","","","",""
"No worries","2005","(0) in school","general elemantary","","","",""
"No worries","2005","(0) in school","middle vocational","","","",""
"No worries","2005","(0) in school","vocational + Abi","","","",""
"No worries","2005","(0) in school","higher vocational","","","",""
"No worries","2005","(0) in school","higher education","","","",""
"No worries","2005","(1a) inadequately completed","in school","","","",""
"No worries","2005","(1a) inadequately completed","inadequately","54","0.249442912293951","0.189174056660481","0.309711767927421"
"No worries","2005","(1a) inadequately completed","general elemantary","","","",""
"No worries","2005","(1a) inadequately completed","middle vocational","","","",""
"No worries","2005","(1a) inadequately completed","vocational + Abi","","","",""
"No worries","2005","(1a) inadequately completed","higher vocational","","","",""
"No worries","2005","(1a) inadequately completed","higher education","","","",""
"No worries","2005","(1b) general elementary school","in school","","","",""
"No worries","2005","(1b) general elementary school","inadequately","","","",""
"No worries","2005","(1b) general elementary school","general elemantary","310","0.160305530772155","0.143398641548234","0.177212419996076"
"No worries","2005","(1b) general elementary school","middle vocational","","","",""
"No worries","2005","(1b) general elementary school","vocational + Abi","","","",""
"No worries","2005","(1b) general elementary school","higher vocational","","","",""
"No worries","2005","(1b) general elementary school","higher education","","","",""
"No worries","2005","(1c) basic vocational qualification","in school","","","",""
"No worries","2005","(1c) basic vocational qualification","inadequately","","","",""
"No worries","2005","(1c) basic vocational qualification","general elemantary","","","",""
"No worries","2005","(1c) basic vocational qualification","middle vocational","613","0.122417567908907","0.113537044620055","0.131298091197758"
"No worries","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"No worries","2005","(1c) basic vocational qualification","higher vocational","58","0.120676298149635","0.0913198911538128","0.150032705145457"
"No worries","2005","(1c) basic vocational qualification","higher education","","","",""
"No worries","2005","(2b) intermediate general qualification","in school","","","",""
"No worries","2005","(2b) intermediate general qualification","inadequately","","","",""
"No worries","2005","(2b) intermediate general qualification","general elemantary","129","0.226447862693258","0.192268358583453","0.260627366803063"
"No worries","2005","(2b) intermediate general qualification","middle vocational","","","",""
"No worries","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"No worries","2005","(2b) intermediate general qualification","higher vocational","","","",""
"No worries","2005","(2b) intermediate general qualification","higher education","","","",""
"No worries","2005","(2a) intermediate vocational","in school","","","",""
"No worries","2005","(2a) intermediate vocational","inadequately","","","",""
"No worries","2005","(2a) intermediate vocational","general elemantary","","","",""
"No worries","2005","(2a) intermediate vocational","middle vocational","532","0.128413489575407","0.11816934537807","0.138657633772744"
"No worries","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"No worries","2005","(2a) intermediate vocational","higher vocational","100","0.120990815627954","0.0967628817435169","0.145218749512391"
"No worries","2005","(2a) intermediate vocational","higher education","","","",""
"No worries","2005","(2c_gen) general maturity certificate","in school","","","",""
"No worries","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"No worries","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"No worries","2005","(2c_gen) general maturity certificate","middle vocational","292","0.379631473784425","0.345876029897449","0.413386917671402"
"No worries","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No worries","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"No worries","2005","(2c_gen) general maturity certificate","higher education","","","",""
"No worries","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"No worries","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No worries","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No worries","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No worries","2005","(2c_voc) vocational maturity certificate","vocational + Abi","276","0.267416807359742","0.241632961117758","0.293200653601726"
"No worries","2005","(2c_voc) vocational maturity certificate","higher vocational","83","0.207603984274005","0.166877718898949","0.248330249649062"
"No worries","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"No worries","2005","(3a) lower tertiary education","in school","","","",""
"No worries","2005","(3a) lower tertiary education","inadequately","","","",""
"No worries","2005","(3a) lower tertiary education","general elemantary","","","",""
"No worries","2005","(3a) lower tertiary education","middle vocational","","","",""
"No worries","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"No worries","2005","(3a) lower tertiary education","higher vocational","","","",""
"No worries","2005","(3a) lower tertiary education","higher education","381","0.224885794043779","0.204697799968767","0.24507378811879"
"No worries","2005","(3b) higher tertiary education","in school","","","",""
"No worries","2005","(3b) higher tertiary education","inadequately","","","",""
"No worries","2005","(3b) higher tertiary education","general elemantary","","","",""
"No worries","2005","(3b) higher tertiary education","middle vocational","","","",""
"No worries","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"No worries","2005","(3b) higher tertiary education","higher vocational","","","",""
"No worries","2005","(3b) higher tertiary education","higher education","827","0.342028077720383","0.323473148796169","0.360583006644596"
"Big worries","2006","(0) in school","in school","74","0.192597333433274","0.153758093469969","0.23143657339658"
"Big worries","2006","(0) in school","inadequately","","","",""
"Big worries","2006","(0) in school","general elemantary","","","",""
"Big worries","2006","(0) in school","middle vocational","","","",""
"Big worries","2006","(0) in school","vocational + Abi","","","",""
"Big worries","2006","(0) in school","higher vocational","","","",""
"Big worries","2006","(0) in school","higher education","","","",""
"Big worries","2006","(1a) inadequately completed","in school","","","",""
"Big worries","2006","(1a) inadequately completed","inadequately","49","0.287716421448885","0.222832651061529","0.352600191836241"
"Big worries","2006","(1a) inadequately completed","general elemantary","","","",""
"Big worries","2006","(1a) inadequately completed","middle vocational","","","",""
"Big worries","2006","(1a) inadequately completed","vocational + Abi","","","",""
"Big worries","2006","(1a) inadequately completed","higher vocational","","","",""
"Big worries","2006","(1a) inadequately completed","higher education","","","",""
"Big worries","2006","(1b) general elementary school","in school","","","",""
"Big worries","2006","(1b) general elementary school","inadequately","","","",""
"Big worries","2006","(1b) general elementary school","general elemantary","661","0.358856144610106","0.337196786718738","0.380515502501473"
"Big worries","2006","(1b) general elementary school","middle vocational","","","",""
"Big worries","2006","(1b) general elementary school","vocational + Abi","","","",""
"Big worries","2006","(1b) general elementary school","higher vocational","","","",""
"Big worries","2006","(1b) general elementary school","higher education","","","",""
"Big worries","2006","(1c) basic vocational qualification","in school","","","",""
"Big worries","2006","(1c) basic vocational qualification","inadequately","","","",""
"Big worries","2006","(1c) basic vocational qualification","general elemantary","","","",""
"Big worries","2006","(1c) basic vocational qualification","middle vocational","2331","0.420617138273766","0.407725606605389","0.433508669942143"
"Big worries","2006","(1c) basic vocational qualification","vocational + Abi","","","",""
"Big worries","2006","(1c) basic vocational qualification","higher vocational","189","0.379996807927469","0.337409052125384","0.422584563729554"
"Big worries","2006","(1c) basic vocational qualification","higher education","","","",""
"Big worries","2006","(2b) intermediate general qualification","in school","","","",""
"Big worries","2006","(2b) intermediate general qualification","inadequately","","","",""
"Big worries","2006","(2b) intermediate general qualification","general elemantary","183","0.359087734046517","0.319910260485854","0.39826520760718"
"Big worries","2006","(2b) intermediate general qualification","middle vocational","","","",""
"Big worries","2006","(2b) intermediate general qualification","vocational + Abi","","","",""
"Big worries","2006","(2b) intermediate general qualification","higher vocational","","","",""
"Big worries","2006","(2b) intermediate general qualification","higher education","","","",""
"Big worries","2006","(2a) intermediate vocational","in school","","","",""
"Big worries","2006","(2a) intermediate vocational","inadequately","","","",""
"Big worries","2006","(2a) intermediate vocational","general elemantary","","","",""
"Big worries","2006","(2a) intermediate vocational","middle vocational","1782","0.407257752644958","0.392779766613651","0.421735738676265"
"Big worries","2006","(2a) intermediate vocational","vocational + Abi","","","",""
"Big worries","2006","(2a) intermediate vocational","higher vocational","255","0.387630183389474","0.352141123950723","0.423119242828225"
"Big worries","2006","(2a) intermediate vocational","higher education","","","",""
"Big worries","2006","(2c_gen) general maturity certificate","in school","","","",""
"Big worries","2006","(2c_gen) general maturity certificate","inadequately","","","",""
"Big worries","2006","(2c_gen) general maturity certificate","general elemantary","","","",""
"Big worries","2006","(2c_gen) general maturity certificate","middle vocational","144","0.197552457133211","0.170400095388661","0.22470481887776"
"Big worries","2006","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Big worries","2006","(2c_gen) general maturity certificate","higher vocational","","","",""
"Big worries","2006","(2c_gen) general maturity certificate","higher education","","","",""
"Big worries","2006","(2c_voc) vocational maturity certificate","in school","","","",""
"Big worries","2006","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Big worries","2006","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Big worries","2006","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Big worries","2006","(2c_voc) vocational maturity certificate","vocational + Abi","294","0.234388599843499","0.21053965225001","0.258237547436988"
"Big worries","2006","(2c_voc) vocational maturity certificate","higher vocational","117","0.268209616857151","0.225482500142426","0.310936733571876"
"Big worries","2006","(2c_voc) vocational maturity certificate","higher education","","","",""
"Big worries","2006","(3a) lower tertiary education","in school","","","",""
"Big worries","2006","(3a) lower tertiary education","inadequately","","","",""
"Big worries","2006","(3a) lower tertiary education","general elemantary","","","",""
"Big worries","2006","(3a) lower tertiary education","middle vocational","","","",""
"Big worries","2006","(3a) lower tertiary education","vocational + Abi","","","",""
"Big worries","2006","(3a) lower tertiary education","higher vocational","","","",""
"Big worries","2006","(3a) lower tertiary education","higher education","470","0.265554902306052","0.245175724703231","0.285934079908873"
"Big worries","2006","(3b) higher tertiary education","in school","","","",""
"Big worries","2006","(3b) higher tertiary education","inadequately","","","",""
"Big worries","2006","(3b) higher tertiary education","general elemantary","","","",""
"Big worries","2006","(3b) higher tertiary education","middle vocational","","","",""
"Big worries","2006","(3b) higher tertiary education","vocational + Abi","","","",""
"Big worries","2006","(3b) higher tertiary education","higher vocational","","","",""
"Big worries","2006","(3b) higher tertiary education","higher education","498","0.186124425005107","0.17162254846196","0.200626301548253"
"Some worries","2006","(0) in school","in school","174","0.464446478036952","0.415325186753325","0.513567769320579"
"Some worries","2006","(0) in school","inadequately","","","",""
"Some worries","2006","(0) in school","general elemantary","","","",""
"Some worries","2006","(0) in school","middle vocational","","","",""
"Some worries","2006","(0) in school","vocational + Abi","","","",""
"Some worries","2006","(0) in school","higher vocational","","","",""
"Some worries","2006","(0) in school","higher education","","","",""
"Some worries","2006","(1a) inadequately completed","in school","","","",""
"Some worries","2006","(1a) inadequately completed","inadequately","74","0.399401722436156","0.329203794078579","0.469599650793732"
"Some worries","2006","(1a) inadequately completed","general elemantary","","","",""
"Some worries","2006","(1a) inadequately completed","middle vocational","","","",""
"Some worries","2006","(1a) inadequately completed","vocational + Abi","","","",""
"Some worries","2006","(1a) inadequately completed","higher vocational","","","",""
"Some worries","2006","(1a) inadequately completed","higher education","","","",""
"Some worries","2006","(1b) general elementary school","in school","","","",""
"Some worries","2006","(1b) general elementary school","inadequately","","","",""
"Some worries","2006","(1b) general elementary school","general elemantary","827","0.429096479789672","0.406747048414458","0.451445911164886"
"Some worries","2006","(1b) general elementary school","middle vocational","","","",""
"Some worries","2006","(1b) general elementary school","vocational + Abi","","","",""
"Some worries","2006","(1b) general elementary school","higher vocational","","","",""
"Some worries","2006","(1b) general elementary school","higher education","","","",""
"Some worries","2006","(1c) basic vocational qualification","in school","","","",""
"Some worries","2006","(1c) basic vocational qualification","inadequately","","","",""
"Some worries","2006","(1c) basic vocational qualification","general elemantary","","","",""
"Some worries","2006","(1c) basic vocational qualification","middle vocational","2516","0.44221265971905","0.429243013560359","0.455182305877741"
"Some worries","2006","(1c) basic vocational qualification","vocational + Abi","","","",""
"Some worries","2006","(1c) basic vocational qualification","higher vocational","225","0.42958324553378","0.38615046612095","0.47301602494661"
"Some worries","2006","(1c) basic vocational qualification","higher education","","","",""
"Some worries","2006","(2b) intermediate general qualification","in school","","","",""
"Some worries","2006","(2b) intermediate general qualification","inadequately","","","",""
"Some worries","2006","(2b) intermediate general qualification","general elemantary","248","0.417028118052691","0.376761669923168","0.457294566182214"
"Some worries","2006","(2b) intermediate general qualification","middle vocational","","","",""
"Some worries","2006","(2b) intermediate general qualification","vocational + Abi","","","",""
"Some worries","2006","(2b) intermediate general qualification","higher vocational","","","",""
"Some worries","2006","(2b) intermediate general qualification","higher education","","","",""
"Some worries","2006","(2a) intermediate vocational","in school","","","",""
"Some worries","2006","(2a) intermediate vocational","inadequately","","","",""
"Some worries","2006","(2a) intermediate vocational","general elemantary","","","",""
"Some worries","2006","(2a) intermediate vocational","middle vocational","1940","0.427373871058395","0.41279647022619","0.4419512718906"
"Some worries","2006","(2a) intermediate vocational","vocational + Abi","","","",""
"Some worries","2006","(2a) intermediate vocational","higher vocational","322","0.413319503690583","0.377450229995081","0.449188777386085"
"Some worries","2006","(2a) intermediate vocational","higher education","","","",""
"Some worries","2006","(2c_gen) general maturity certificate","in school","","","",""
"Some worries","2006","(2c_gen) general maturity certificate","inadequately","","","",""
"Some worries","2006","(2c_gen) general maturity certificate","general elemantary","","","",""
"Some worries","2006","(2c_gen) general maturity certificate","middle vocational","377","0.436929915507148","0.403104340743519","0.470755490270778"
