"plj0046","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","16-34 y.","1-pers.-HH","129","0.268213246754973","0.228245517457709","0.308180976052236","1"
"Big worries","1999","16-34 y.","(Married) couple without C. ","289","0.310436462953764","0.280716603032616","0.340156322874912","1"
"Big worries","1999","16-34 y.","Single parent ","110","0.368505564606137","0.314891999689214","0.422119129523059","1"
"Big worries","1999","16-34 y.","Couple + C. LE 16 ","452","0.349692514789769","0.324292071066442","0.375092958513097","1"
"Big worries","1999","16-34 y.","Couple + C. GT 16 ","267","0.306880148577041","0.277381381715587","0.336378915438496","1"
"Big worries","1999","16-34 y.","Couple + C. LE and GT 16","120","0.246746963497527","0.20618681090108","0.287307116093973","1"
"Big worries","1999","35-65 y.","1-pers.-HH","189","0.328741951650507","0.291735701173834","0.36574820212718","1"
"Big worries","1999","35-65 y.","(Married) couple without C. ","910","0.419088180749008","0.398614019530812","0.439562341967205","1"
"Big worries","1999","35-65 y.","Single parent ","119","0.347482662564042","0.297738816896253","0.397226508231832","1"
"Big worries","1999","35-65 y.","Couple + C. LE 16 ","524","0.300124024414498","0.278162572734121","0.322085476094875","1"
"Big worries","1999","35-65 y.","Couple + C. GT 16 ","533","0.379748390211003","0.354768184484675","0.404728595937332","1"
"Big worries","1999","35-65 y.","Couple + C. LE and GT 16","247","0.345973507764562","0.311347838189843","0.380599177339281","1"
"Big worries","1999","66 and older","1-pers.-HH","232","0.41383855341447","0.374063154638271","0.453613952190668","1"
"Big worries","1999","66 and older","(Married) couple without C. ","406","0.441921605026041","0.410733511016052","0.47310969903603","1"
"Big worries","1999","66 and older","Single parent ","16","","","","1"
"Big worries","1999","66 and older","Couple + C. LE 16 ","","","","","1"
"Big worries","1999","66 and older","Couple + C. GT 16 ","42","0.42994259245125","0.337844394257506","0.522040790644994","1"
"Big worries","1999","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No worries","1999","16-34 y.","(Married) couple without C. ","207","0.240012029502219","0.212577778093657","0.267446280910781","3"
"No worries","1999","16-34 y.","Couple + C. LE 16 ","265","0.177163481543785","0.156826680451358","0.197500282636212","3"
"No worries","1999","16-34 y.","Couple + C. GT 16 ","242","0.242579269777933","0.215162850648443","0.269995688907423","3"
"No worries","1999","16-34 y.","Couple + C. LE and GT 16","119","0.2886204496419","0.245990240426073","0.331250658857726","3"
"No worries","1999","16-34 y.","Single parent ","62","0.177994210539629","0.135482530051412","0.220505891027845","3"
"No worries","1999","35-65 y.","1-pers.-HH","142","0.229697759345878","0.196560870845175","0.262834647846581","3"
"No worries","1999","66 and older","Couple + C. LE and GT 16","","","","","3"
"No worries","1999","66 and older","Couple + C. GT 16 ","20","","","","3"
"No worries","1999","66 and older","Couple + C. LE 16 ","","","","","3"
"No worries","1999","66 and older","Single parent ","11","","","","3"
"No worries","1999","16-34 y.","1-pers.-HH","118","0.269502662336683","0.229474289126274","0.309531035547092","3"
"No worries","1999","35-65 y.","(Married) couple without C. ","328","0.142307502916076","0.127810507205015","0.156804498627138","3"
"No worries","1999","35-65 y.","Single parent ","63","0.18130059203083","0.141053119876261","0.221548064185399","3"
"No worries","1999","35-65 y.","Couple + C. LE 16 ","345","0.212404943094516","0.192805942723072","0.232003943465961","3"
"No worries","1999","35-65 y.","Couple + C. GT 16 ","266","0.170441419681347","0.151087221168017","0.189795618194677","3"
"No worries","1999","35-65 y.","Couple + C. LE and GT 16","121","0.196661658447707","0.167729010402259","0.225594306493156","3"
"No worries","1999","66 and older","1-pers.-HH","90","0.146617274187813","0.118050912015611","0.175183636360015","3"
"No worries","1999","66 and older","(Married) couple without C. ","117","0.10677465658072","0.0873799495983393","0.126169363563101","3"
"Some worries","1999","16-34 y.","Couple + C. GT 16 ","430","0.450540581645026","0.418716926205588","0.482364237084464","2"
"Some worries","1999","16-34 y.","Couple + C. LE and GT 16","195","0.464632586860574","0.417709775418881","0.511555398302266","2"
"Some worries","1999","35-65 y.","(Married) couple without C. ","993","0.438604316334915","0.418013702623886","0.459194930045944","2"
"Some worries","1999","35-65 y.","Single parent ","170","0.471216745405128","0.419070149439706","0.523363341370549","2"
"Some worries","1999","35-65 y.","Couple + C. LE 16 ","804","0.487471032490986","0.463519476331066","0.511422588650906","2"
"Some worries","1999","66 and older","Couple + C. LE and GT 16","","","","","2"
"Some worries","1999","35-65 y.","1-pers.-HH","288","0.441560289003615","0.402441453531633","0.480679124475597","2"
"Some worries","1999","16-34 y.","Couple + C. LE 16 ","637","0.473144003666446","0.44655014277326","0.499737864559631","2"
"Some worries","1999","66 and older","Couple + C. GT 16 ","49","0.409176078262022","0.317707747213847","0.500644409310197","2"
"Some worries","1999","16-34 y.","Single parent ","139","0.453500224854235","0.398171374842424","0.508829074866045","2"
"Some worries","1999","66 and older","Couple + C. LE 16 ","","","","","2"
"Some worries","1999","16-34 y.","(Married) couple without C. ","435","0.449551507544017","0.417597795067519","0.481505220020515","2"
"Some worries","1999","16-34 y.","1-pers.-HH","225","0.462284090908344","0.41730527599893","0.507262905817758","2"
"Some worries","1999","66 and older","Single parent ","23","","","","2"
"Some worries","1999","35-65 y.","Couple + C. LE and GT 16","357","0.45736483378773","0.421101774499489","0.493627893075971","2"
"Some worries","1999","66 and older","1-pers.-HH","267","0.439544172397718","0.399460970938733","0.479627373856702","2"
"Some worries","1999","66 and older","(Married) couple without C. ","451","0.451303738393239","0.420052367098489","0.482555109687989","2"
"Some worries","1999","35-65 y.","Couple + C. GT 16 ","651","0.44981019010765","0.424204587204702","0.475415793010597","2"
"Big worries","2000","16-34 y.","1-pers.-HH","196","0.226951306376326","0.199166284827128","0.254736327925524","1"
"Big worries","2000","16-34 y.","(Married) couple without C. ","359","0.270427815968247","0.245724963353964","0.29513066858253","1"
"Big worries","2000","16-34 y.","Single parent ","149","0.277693033646339","0.23831869330825","0.317067373984428","1"
"Big worries","2000","16-34 y.","Couple + C. LE 16 ","584","0.283553479550393","0.263829615244193","0.303277343856594","1"
"Big worries","2000","16-34 y.","Couple + C. GT 16 ","364","0.255403816710734","0.232919056424336","0.277888576997132","1"
"Big worries","2000","16-34 y.","Couple + C. LE and GT 16","160","0.218331435182583","0.188177088962383","0.248485781402784","1"
"Big worries","2000","35-65 y.","1-pers.-HH","404","0.305086276509346","0.280442317227418","0.329730235791274","1"
"Big worries","2000","35-65 y.","(Married) couple without C. ","1400","0.340486260417162","0.326180497574913","0.354792023259411","1"
"Big worries","2000","35-65 y.","Single parent ","166","0.251025490722058","0.216784196936383","0.285266784507733","1"
"Big worries","2000","35-65 y.","Couple + C. LE 16 ","881","0.280886162098778","0.265319287665866","0.296453036531691","1"
"Big worries","2000","35-65 y.","Couple + C. GT 16 ","730","0.334467145332644","0.315256296450786","0.353677994214501","1"
"Big worries","2000","35-65 y.","Couple + C. LE and GT 16","378","0.304828835109515","0.278805092477575","0.330852577741454","1"
"Big worries","2000","66 and older","1-pers.-HH","314","0.285212042662709","0.258745346468325","0.311678738857094","1"
"Big worries","2000","66 and older","(Married) couple without C. ","664","0.335985594525098","0.315534046275708","0.356437142774487","1"
"Big worries","2000","66 and older","Single parent ","24","","","","1"
"Big worries","2000","66 and older","Couple + C. LE 16 ","2","","","","1"
"Big worries","2000","66 and older","Couple + C. GT 16 ","48","0.336505174303267","0.262357004588117","0.410653344018416","1"
"Big worries","2000","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No worries","2000","66 and older","Couple + C. LE and GT 16","","","","","3"
"No worries","2000","16-34 y.","(Married) couple without C. ","350","0.307761214247228","0.282091431035843","0.333430997458612","3"
"No worries","2000","66 and older","Couple + C. LE 16 ","","","","","3"
"No worries","2000","16-34 y.","Couple + C. LE and GT 16","241","0.339011859451214","0.304458940779302","0.373564778123126","3"
"No worries","2000","16-34 y.","Single parent ","135","0.304417312330752","0.263961683839585","0.344872940821919","3"
"No worries","2000","16-34 y.","Couple + C. LE 16 ","505","0.270486338106076","0.251047423648494","0.289925252563658","3"
