"plj0046","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","Full Time","direct migration background","203","0.239510262886706","0.210768385763605","0.268252140009807","1"
"Big worries","1999","Full Time","indirect migration background","68","0.330332158293722","0.271317713269535","0.389346603317909","1"
"Big worries","1999","Full Time","no migration background","1763","0.366974889575559","0.353261063864837","0.380688715286281","1"
"Big worries","1999","Not Working","direct migration background","223","0.299453656275877","0.269662427802009","0.329244884749745","1"
"Big worries","1999","Not Working","indirect migration background","39","0.284362575243499","0.22004940319282","0.348675747294178","1"
"Big worries","1999","Not Working","no migration background","1450","0.398823850333005","0.383334597558418","0.414313103107593","1"
"Big worries","1999","Part Time","direct migration background","103","0.220327637309003","0.182534089559384","0.258121185058621","1"
"Big worries","1999","Part Time","indirect migration background","41","0.207916257778754","0.147618211402276","0.268214304155233","1"
"Big worries","1999","Part Time","no migration background","841","0.368790196136993","0.349072293197083","0.388508099076903","1"
"No worries","1999","Not Working","no migration background","612","0.145402471291259","0.134251678510483","0.156553264072035","3"
"No worries","1999","Not Working","indirect migration background","71","0.342261116989294","0.274618137499826","0.409904096478762","3"
"No worries","1999","Not Working","direct migration background","267","0.251453619669262","0.223234499438935","0.27967273989959","3"
"No worries","1999","Part Time","direct migration background","144","0.328917300040623","0.286076410177205","0.371758189904041","3"
"No worries","1999","Full Time","direct migration background","243","0.306046512454537","0.275010545224158","0.337082479684915","3"
"No worries","1999","Full Time","no migration background","821","0.186696750388687","0.175609480590588","0.197784020186785","3"
"No worries","1999","Full Time","indirect migration background","50","0.19319381184863","0.143656276654876","0.242731347042384","3"
"No worries","1999","Part Time","indirect migration background","53","0.31729845922454","0.248143570000415","0.386453348448665","3"
"No worries","1999","Part Time","no migration background","387","0.16312873210474","0.148028670046632","0.178228794162849","3"
"Some worries","1999","Part Time","no migration background","1072","0.468081071758266","0.447688714303901","0.488473429212632","2"
"Some worries","1999","Part Time","indirect migration background","80","0.474785282996705","0.400587567360493","0.548982998632918","2"
"Some worries","1999","Part Time","direct migration background","215","0.450755062650374","0.405383844342586","0.496126280958163","2"
"Some worries","1999","Not Working","no migration background","1777","0.455773678375736","0.440019221835479","0.471528134915993","2"
"Some worries","1999","Not Working","indirect migration background","79","0.373376307767207","0.304416828565828","0.442335786968587","2"
"Some worries","1999","Not Working","direct migration background","418","0.449092724054861","0.416739882536625","0.481445565573097","2"
"Some worries","1999","Full Time","no migration background","2161","0.446328360035754","0.432183998011046","0.460472722060463","2"
"Some worries","1999","Full Time","indirect migration background","126","0.476474029857648","0.413806596160254","0.539141463555042","2"
"Some worries","1999","Full Time","direct migration background","401","0.454443224658757","0.420910705674005","0.487975743643509","2"
"Big worries","2000","Full Time","direct migration background","229","0.194762700162514","0.172640215639085","0.216885184685943","1"
"Big worries","2000","Full Time","indirect migration background","74","0.227472321741359","0.182582591884743","0.272362051597975","1"
"Big worries","2000","Full Time","no migration background","2794","0.328967144484686","0.318933999989679","0.339000288979692","1"
"Big worries","2000","Not Working","direct migration background","240","0.193264592099991","0.172146640447633","0.214382543752349","1"
"Big worries","2000","Not Working","indirect migration background","35","0.195397579960524","0.145233514291878","0.245561645629169","1"
"Big worries","2000","Not Working","no migration background","2307","0.319157664246082","0.308508020023392","0.329807308468773","1"
"Big worries","2000","Part Time","direct migration background","111","0.134673020464759","0.109633303950377","0.159712736979142","1"
"Big worries","2000","Part Time","indirect migration background","32","0.144923096692344","0.100571240686329","0.189274952698359","1"
"Big worries","2000","Part Time","no migration background","1248","0.304895847154639","0.290783691968632","0.319008002340646","1"
"No worries","2000","Not Working","no migration background","1519","0.200297149432288","0.191153682676865","0.209440616187711","3"
"No worries","2000","Not Working","indirect migration background","96","0.371053296223616","0.309935520586436","0.432171071860797","3"
"No worries","2000","Not Working","direct migration background","513","0.380870495774357","0.354899446239536","0.406841545309178","3"
"No worries","2000","Full Time","no migration background","1920","0.241796860554999","0.232653475070306","0.250940246039692","3"
"No worries","2000","Full Time","indirect migration background","109","0.322797894700946","0.272731054402914","0.372864734998979","3"
"No worries","2000","Full Time","direct migration background","448","0.385188387016237","0.35800355283929","0.412373221193183","3"
"No worries","2000","Part Time","direct migration background","281","0.403057992891928","0.367079014727472","0.439036971056385","3"
"No worries","2000","Part Time","indirect migration background","92","0.397014970430157","0.335370075794211","0.458659865066103","3"
"No worries","2000","Part Time","no migration background","942","0.239913998419197","0.226823631828571","0.253004365009823","3"
"Some worries","2000","Part Time","no migration background","1898","0.455190154426164","0.439924636235806","0.470455672616523","2"
"Some worries","2000","Part Time","indirect migration background","118","0.458061932877499","0.395288289222234","0.520835576532764","2"
"Some worries","2000","Part Time","direct migration background","322","0.462268986643312","0.425698654352107","0.498839318934518","2"
"Some worries","2000","Not Working","no migration background","3534","0.48054518632163","0.469130862557358","0.491959510085902","2"
"Some worries","2000","Not Working","indirect migration background","109","0.43354912381586","0.370852702377575","0.496245545254145","2"
"Some worries","2000","Not Working","direct migration background","590","0.425864912125652","0.39941933440489","0.452310489846414","2"
"Some worries","2000","Full Time","no migration background","3710","0.429235994960315","0.418666231526712","0.439805758393918","2"
"Some worries","2000","Full Time","indirect migration background","152","0.449729783557695","0.396458947115848","0.503000619999542","2"
"Some worries","2000","Full Time","direct migration background","554","0.420048912821249","0.392477140694957","0.447620684947541","2"
"Big worries","2001","Full Time","direct migration background","187","0.162464415679727","0.140565853414566","0.184362977944889","1"
"Big worries","2001","Full Time","indirect migration background","61","0.180973096931248","0.138658459503098","0.223287734359398","1"
"Big worries","2001","Full Time","no migration background","2038","0.262019901912273","0.252134321126175","0.27190548269837","1"
"Big worries","2001","Not Working","direct migration background","197","0.179319428390893","0.157001652649136","0.201637204132649","1"
"Big worries","2001","Not Working","indirect migration background","38","0.161879045384119","0.114172384888135","0.209585705880103","1"
"Big worries","2001","Not Working","no migration background","1710","0.259460032300294","0.248942907828132","0.269977156772456","1"
"Big worries","2001","Part Time","direct migration background","83","0.107649791921191","0.0843373661750855","0.130962217667297","1"
"Big worries","2001","Part Time","indirect migration background","33","0.17585684616606","0.125665028702034","0.226048663630086","1"
"Big worries","2001","Part Time","no migration background","996","0.256519936547535","0.242791026918367","0.270248846176704","1"
"No worries","2001","Not Working","indirect migration background","89","0.400993685793155","0.337516916171823","0.464470455414488","3"
"No worries","2001","Not Working","no migration background","1640","0.238488360760438","0.228263453076171","0.248713268444704","3"
"No worries","2001","Not Working","direct migration background","448","0.402840181295345","0.374306234942219","0.431374127648471","3"
"No worries","2001","Full Time","indirect migration background","123","0.376366384853298","0.323118212863112","0.429614556843485","3"
"No worries","2001","Full Time","no migration background","2021","0.275331816190649","0.265290040370248","0.285373592011049","3"
"No worries","2001","Full Time","direct migration background","388","0.378598880975343","0.349804316073338","0.407393445877349","3"
"No worries","2001","Part Time","indirect migration background","87","0.425758005856297","0.360568026983146","0.490947984729448","3"
"No worries","2001","Part Time","direct migration background","272","0.432799351759329","0.39553231481189","0.470066388706767","3"
"No worries","2001","Part Time","no migration background","1070","0.281508697099414","0.267370387523935","0.295647006674894","3"
"Some worries","2001","Part Time","no migration background","1821","0.46197136635305","0.446298405659399","0.477644327046702","2"
"Some worries","2001","Part Time","indirect migration background","101","0.398385147977643","0.333840119256603","0.462930176698684","2"
"Some worries","2001","Part Time","direct migration background","324","0.45955085631948","0.422065865375799","0.497035847263161","2"
"Some worries","2001","Not Working","no migration background","3323","0.502051606939269","0.490055125762026","0.514048088116511","2"
"Some worries","2001","Not Working","indirect migration background","102","0.437127268822725","0.372882258344675","0.501372279300776","2"
"Some worries","2001","Not Working","direct migration background","490","0.417840390313762","0.389147360811056","0.446533419816468","2"
"Some worries","2001","Full Time","no migration background","3542","0.462648281897079","0.451439265034503","0.473857298759654","2"
"Some worries","2001","Full Time","indirect migration background","134","0.442660518215454","0.388068414553792","0.497252621877115","2"
"Some worries","2001","Full Time","direct migration background","515","0.458936703344929","0.429354175972103","0.488519230717755","2"
"Big worries","2002","Part Time","no migration background","1168","0.300702790558722","0.287092898697451","0.314312682419994","1"
"Big worries","2002","Full Time","direct migration background","175","0.16279421168684","0.140389388161017","0.185199035212664","1"
"Big worries","2002","Full Time","indirect migration background","48","0.16767183459726","0.127119426881342","0.208224242313178","1"
"Big worries","2002","Full Time","no migration background","2267","0.292133731035925","0.282268295627649","0.301999166444201","1"
"Big worries","2002","Not Working","direct migration background","223","0.223158710605199","0.198441018738648","0.24787640247175","1"
"Big worries","2002","Not Working","indirect migration background","36","0.170970695033878","0.122937898854025","0.219003491213731","1"
"Big worries","2002","Not Working","no migration background","2121","0.332170378919031","0.321042713813294","0.343298044024767","1"
"Big worries","2002","Part Time","direct migration background","111","0.18432730608741","0.154403210483947","0.214251401690872","1"
"Big worries","2002","Part Time","indirect migration background","39","0.208884840948012","0.154292514215946","0.263477167680078","1"
"No worries","2002","Not Working","indirect migration background","86","0.343975760112039","0.283369713932909","0.404581806291169","3"
"No worries","2002","Not Working","direct migration background","337","0.296240738950248","0.269134497987124","0.323346979913372","3"
"No worries","2002","Not Working","no migration background","1357","0.177761975110776","0.168729454339113","0.186794495882438","3"
"No worries","2002","Full Time","no migration background","2181","0.249100607270008","0.239717902193704","0.258483312346313","3"
"No worries","2002","Full Time","direct migration background","363","0.36157086550001","0.332412780338797","0.390728950661224","3"
"No worries","2002","Full Time","indirect migration background","122","0.345410298079971","0.293793445874468","0.397027150285474","3"
"No worries","2002","Part Time","direct migration background","229","0.379830249529101","0.342374516773304","0.417285982284899","3"
"No worries","2002","Part Time","no migration background","1121","0.248053317639334","0.235235293313758","0.26087134196491","3"
"No worries","2002","Part Time","indirect migration background","84","0.358994710434216","0.294572871045765","0.423416549822667","3"
"Some worries","2002","Part Time","no migration background","2072","0.451243891801944","0.436474915301108","0.46601286830278","2"
"Some worries","2002","Part Time","indirect migration background","90","0.432120448617772","0.365594846541312","0.498646050694232","2"
"Some worries","2002","Part Time","direct migration background","305","0.435842444383489","0.39757467051582","0.474110218251158","2"
"Some worries","2002","Not Working","no migration background","3404","0.490067645970194","0.478256961789741","0.501878330150647","2"
"Some worries","2002","Not Working","indirect migration background","114","0.485053544854083","0.421290658597963","0.548816431110203","2"
"Some worries","2002","Not Working","direct migration background","530","0.480600550444553","0.450940101757689","0.510260999131416","2"
"Some worries","2002","Full Time","no migration background","3714","0.458765661694067","0.44795535739979","0.469575965988344","2"
"Some worries","2002","Full Time","indirect migration background","156","0.48691786732277","0.432660265738425","0.541175468907115","2"
"Some worries","2002","Full Time","direct migration background","505","0.475634922813149","0.445326754943679","0.50594309068262","2"
"Big worries","2003","Part Time","no migration background","1014","0.252872796084547","0.239797318092722","0.265948274076371","1"
"Big worries","2003","Part Time","indirect migration background","39","0.212744438188161","0.1587885395067","0.266700336869622","1"
"Big worries","2003","Full Time","direct migration background","163","0.176726923515442","0.152119250029748","0.201334597001136","1"
"Big worries","2003","Full Time","indirect migration background","51","0.226404488090367","0.179590203611916","0.273218772568818","1"
"Big worries","2003","Full Time","no migration background","2020","0.285184361361689","0.275064782904527","0.295303939818852","1"
"Big worries","2003","Not Working","direct migration background","186","0.189701936843484","0.165953609141409","0.213450264545558","1"
"Big worries","2003","Not Working","indirect migration background","39","0.190922269034876","0.141907943387203","0.239936594682549","1"
"Big worries","2003","Not Working","no migration background","1938","0.311974785602638","0.300996103233279","0.322953467971996","1"
"Big worries","2003","Part Time","direct migration background","87","0.122070669055828","0.0965480643786948","0.14759327373296","1"
"No worries","2003","Not Working","indirect migration background","93","0.381761533070688","0.321175333771818","0.442347732369557","3"
"No worries","2003","Not Working","direct migration background","365","0.360729065392333","0.3316414715113","0.389816659273366","3"
"No worries","2003","Full Time","no migration background","2152","0.25929285217626","0.249470373691846","0.269115330660673","3"
"No worries","2003","Not Working","no migration background","1575","0.206911270432982","0.197311932990264","0.216510607875699","3"
"No worries","2003","Full Time","direct migration background","348","0.392574882963474","0.361071668592446","0.424078097334501","3"
"No worries","2003","Full Time","indirect migration background","106","0.312111837975485","0.260280437721443","0.363943238229528","3"
"No worries","2003","Part Time","no migration background","1238","0.277446219095727","0.263977269176767","0.290915169014687","3"
"No worries","2003","Part Time","indirect migration background","89","0.42637641650106","0.361174247829852","0.491578585172268","3"
"No worries","2003","Part Time","direct migration background","245","0.363091887560646","0.325600094170058","0.400583680951233","3"
"Some worries","2003","Part Time","direct migration background","300","0.514837443383527","0.475873020121173","0.553801866645881","2"
"Some worries","2003","Part Time","no migration background","1993","0.469680984819726","0.454667575248114","0.484694394391338","2"
"Some worries","2003","Not Working","no migration background","3328","0.481113943964381","0.469274037596818","0.492953850331943","2"
"Some worries","2003","Part Time","indirect migration background","93","0.360879145310779","0.297561560405144","0.424196730216414","2"
"Some worries","2003","Not Working","indirect migration background","115","0.427316197894436","0.365623787073091","0.489008608715782","2"
"Some worries","2003","Not Working","direct migration background","496","0.449568997764183","0.419437246688112","0.479700748840255","2"
"Some worries","2003","Full Time","no migration background","3475","0.455522786462051","0.444360646759841","0.466684926164262","2"
"Some worries","2003","Full Time","indirect migration background","150","0.461483673934147","0.405719341040382","0.517248006827913","2"
"Some worries","2003","Full Time","direct migration background","412","0.430698193521084","0.398753035074418","0.462643351967749","2"
"Big worries","2004","Full Time","direct migration background","200","0.231569125565995","0.203376105776934","0.259762145355056","1"
"Big worries","2004","Full Time","indirect migration background","85","0.310765531780497","0.259329457796241","0.362201605764753","1"
"Big worries","2004","Full Time","no migration background","2363","0.347568294258686","0.33660838903549","0.358528199481882","1"
"Big worries","2004","Not Working","direct migration background","232","0.233670034137143","0.208025686013425","0.259314382260861","1"
"Big worries","2004","Not Working","indirect migration background","55","0.287892710867276","0.232536088991235","0.343249332743316","1"
"Big worries","2004","Not Working","no migration background","2313","0.358886459728427","0.347503110032857","0.370269809423997","1"
"Big worries","2004","Part Time","direct migration background","103","0.18630105864421","0.155042820324327","0.217559296964093","1"
"Big worries","2004","Part Time","indirect migration background","51","0.229037053549702","0.175081052131037","0.282993054968367","1"
"Big worries","2004","Part Time","no migration background","1284","0.348664418587854","0.334209153255373","0.363119683920335","1"
"No worries","2004","Not Working","indirect migration background","82","0.251400213696248","0.198361961992675","0.304438465399822","3"
"No worries","2004","Not Working","direct migration background","323","0.310338725793978","0.282302589977535","0.338374861610422","3"
"No worries","2004","Full Time","no migration background","1719","0.228317301940403","0.218656615492531","0.237977988388275","3"
"No worries","2004","Not Working","no migration background","1348","0.182102405664486","0.172943757551211","0.191261053777762","3"
"No worries","2004","Full Time","indirect migration background","97","0.312289409975862","0.26078441120784","0.363794408743884","3"
