"plj0046","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Full Time","college entrance qualification","224","0.187307430300222","0.165140004791126","0.209474855809318"
"Big worries","1999","Full Time","lower secondary degree","807","0.436201279241682","0.413724566342209","0.458677992141156"
"Big worries","1999","Full Time","no degree/no degree yet","39","0.354050621309856","0.271843708755031","0.436257533864682"
"Big worries","1999","Full Time","Other degree","99","0.213947914096138","0.174204412530008","0.253691415662267"
"Big worries","1999","Full Time","secondary school degree","801","0.386211228412783","0.365201502115678","0.407220954709889"
"Big worries","1999","Not Working","college entrance qualification","126","0.288176086375114","0.248635047152449","0.327717125597778"
"Big worries","1999","Not Working","lower secondary degree","1066","0.43095960842283","0.411990229968193","0.449928986877467"
"Big worries","1999","Not Working","no degree/no degree yet","122","0.259370105614488","0.221368826139353","0.297371385089624"
"Big worries","1999","Not Working","Other degree","71","0.24172464731846","0.196082751180164","0.287366543456756"
"Big worries","1999","Not Working","secondary school degree","301","0.376837279904817","0.344027467743633","0.409647092066"
"Big worries","1999","Part Time","college entrance qualification","114","0.229660742730604","0.194019273554751","0.265302211906458"
"Big worries","1999","Part Time","lower secondary degree","413","0.424083745552039","0.393650459376201","0.454517031727877"
"Big worries","1999","Part Time","no degree/no degree yet","37","0.367948859532877","0.285367451501078","0.450530267564676"
"Big worries","1999","Part Time","Other degree","42","0.205425150913418","0.147363974204889","0.263486327621946"
"Big worries","1999","Part Time","secondary school degree","341","0.345987289440133","0.315722465530219","0.376252113350047"
"No worries","1999","Full Time","college entrance qualification","406","0.353615405106434","0.326451907009302","0.380778903203565"
"No worries","1999","Full Time","lower secondary degree","236","0.117225792187714","0.102645585054941","0.131805999320487"
"No worries","1999","Full Time","no degree/no degree yet","34","0.289111899470623","0.211180940447288","0.367042858493959"
"No worries","1999","Full Time","Other degree","117","0.337861523103144","0.292023042099587","0.383700004106701"
"No worries","1999","Full Time","secondary school degree","289","0.163636018081112","0.147672243403453","0.17959979275877"
"No worries","1999","Not Working","college entrance qualification","158","0.270573625908014","0.231788403634263","0.309358848181765"
"No worries","1999","Not Working","lower secondary degree","335","0.115326503523314","0.103091070589658","0.127561936456969"
"No worries","1999","Not Working","no degree/no degree yet","160","0.312464461588675","0.272277466707992","0.352651456469358"
"No worries","1999","Not Working","Other degree","108","0.284212997881109","0.236128663058143","0.332297332704075"
"No worries","1999","Not Working","secondary school degree","150","0.171955566591186","0.146407324523415","0.197503808658957"
"No worries","1999","Part Time","college entrance qualification","196","0.352729505720605","0.312240696900738","0.393218314540473"
"No worries","1999","Part Time","lower secondary degree","126","0.110409434469789","0.0911101349978705","0.129708733941707"
"No worries","1999","Part Time","no degree/no degree yet","39","0.240071870360434","0.166929447633611","0.313214293087257"
"No worries","1999","Part Time","Other degree","61","0.381334483801526","0.311531720792699","0.451137246810353"
"No worries","1999","Part Time","secondary school degree","134","0.137933837117301","0.115994641870673","0.159873032363929"
"Some worries","1999","Full Time","college entrance qualification","560","0.459077164593344","0.43076421514281","0.487390114043878"
"Some worries","1999","Full Time","lower secondary degree","827","0.446572928570604","0.424040724101458","0.46910513303975"
"Some worries","1999","Full Time","no degree/no degree yet","57","0.35683747921952","0.274485885070484","0.439189073368556"
"Some worries","1999","Full Time","Other degree","193","0.448190562800719","0.39999441220991","0.496386713391528"
"Some worries","1999","Full Time","secondary school degree","973","0.450152753506105","0.428684364315853","0.471621142696357"
"Some worries","1999","Not Working","college entrance qualification","220","0.441250287716872","0.397900798974039","0.484599776459706"
"Some worries","1999","Not Working","lower secondary degree","1217","0.453713888053857","0.434643286768329","0.472784489339384"
"Some worries","1999","Not Working","no degree/no degree yet","229","0.428165432796837","0.385263323542794","0.471067542050879"
"Some worries","1999","Not Working","Other degree","159","0.474062354800431","0.420830131615214","0.527294577985648"
"Some worries","1999","Not Working","secondary school degree","387","0.451207153503998","0.417515813014044","0.484898493993951"
"Some worries","1999","Part Time","college entrance qualification","225","0.41760975154879","0.375820599112867","0.459398903984713"
"Some worries","1999","Part Time","lower secondary degree","474","0.465506819978172","0.434789913431129","0.496223726525215"
"Some worries","1999","Part Time","no degree/no degree yet","55","0.391979270106689","0.308379865131299","0.47557867508208"
"Some worries","1999","Part Time","Other degree","83","0.413240365285056","0.342474617203018","0.484006113367094"
"Some worries","1999","Part Time","secondary school degree","474","0.516078873442567","0.4842837645649","0.547873982320234"
"Big worries","2000","Full Time","college entrance qualification","413","0.163790411333188","0.149216138473736","0.178364684192641"
"Big worries","2000","Full Time","lower secondary degree","1227","0.394425855086786","0.377458138189725","0.411393571983847"
"Big worries","2000","Full Time","no degree/no degree yet","23","","",""
"Big worries","2000","Full Time","Other degree","84","0.151242379046309","0.121514797092337","0.18096996100028"
"Big worries","2000","Full Time","secondary school degree","1341","0.36033406072332","0.344765354419654","0.375902767026987"
"Big worries","2000","Not Working","college entrance qualification","207","0.189899152107577","0.166856547644339","0.212941756570814"
"Big worries","2000","Not Working","lower secondary degree","1622","0.341172056814644","0.327898770210086","0.354445343419202"
"Big worries","2000","Not Working","no degree/no degree yet","130","0.205554126248013","0.174511900481616","0.236596352014411"
"Big worries","2000","Not Working","Other degree","92","0.149900701338516","0.121217589287983","0.178583813389049"
"Big worries","2000","Not Working","secondary school degree","518","0.317231045526357","0.294781927749809","0.339680163302905"
"Big worries","2000","Part Time","college entrance qualification","181","0.163531440487778","0.141773787614896","0.185289093360661"
"Big worries","2000","Part Time","lower secondary degree","630","0.362350549734208","0.34002657160532","0.384674527863096"
"Big worries","2000","Part Time","no degree/no degree yet","27","","",""
"Big worries","2000","Part Time","Other degree","54","0.136038614325655","0.100575315408246","0.171501913243064"
"Big worries","2000","Part Time","secondary school degree","498","0.293347411095828","0.271298596307246","0.31539622588441"
"No worries","2000","Full Time","college entrance qualification","999","0.425861007555628","0.406388245917719","0.445333769193536"
"No worries","2000","Full Time","lower secondary degree","559","0.170347103977908","0.157295236565353","0.183398971390463"
"No worries","2000","Full Time","no degree/no degree yet","34","0.34114329408539","0.247754579369163","0.434532008801617"
"No worries","2000","Full Time","Other degree","219","0.416912433602279","0.376003297765259","0.457821569439299"
"No worries","2000","Full Time","secondary school degree","663","0.201042910105998","0.188046321755841","0.214039498456155"
"No worries","2000","Not Working","college entrance qualification","418","0.362712632858091","0.334467117407074","0.390958148309108"
"No worries","2000","Not Working","lower secondary degree","879","0.17683512268541","0.166153593790222","0.187516651580598"
"No worries","2000","Not Working","no degree/no degree yet","243","0.365489723950493","0.328497153277012","0.402482294623974"
"No worries","2000","Not Working","Other degree","236","0.40523129831663","0.365784191870148","0.444678404763111"
"No worries","2000","Not Working","secondary school degree","342","0.198247220101092","0.179016376110173","0.217478064092011"
"No worries","2000","Part Time","college entrance qualification","455","0.428335377440846","0.399224906408577","0.457445848473115"
"No worries","2000","Part Time","lower secondary degree","309","0.170045102337119","0.152597914317905","0.187492290356333"
"No worries","2000","Part Time","no degree/no degree yet","63","0.424499239024609","0.346435537592513","0.502562940456706"
"No worries","2000","Part Time","Other degree","145","0.410070714474701","0.35919269206668","0.460948736882721"
"No worries","2000","Part Time","secondary school degree","343","0.219927028469345","0.199868546579726","0.239985510358963"
"Some worries","2000","Full Time","college entrance qualification","1065","0.410348581111184","0.390977260472595","0.429719901749773"
"Some worries","2000","Full Time","lower secondary degree","1401","0.435227040935306","0.41801422431459","0.452439857556022"
"Some worries","2000","Full Time","no degree/no degree yet","42","0.365520306082245","0.270657686835882","0.460382925328609"
"Some worries","2000","Full Time","Other degree","255","0.431845187351412","0.390746459566591","0.472943915136234"
"Some worries","2000","Full Time","secondary school degree","1649","0.438623029170681","0.422531538928831","0.454714519412531"
"Some worries","2000","Not Working","college entrance qualification","488","0.447388215034332","0.418176782862665","0.476599647205999"
"Some worries","2000","Not Working","lower secondary degree","2400","0.481992820499946","0.46800358717062","0.495982053829271"
"Some worries","2000","Not Working","no degree/no degree yet","278","0.428956149801493","0.390937317372274","0.466974982230713"
"Some worries","2000","Not Working","Other degree","267","0.444868000344855","0.404937631382146","0.484798369307563"
"Some worries","2000","Not Working","secondary school degree","791","0.48452173437255","0.460415111972028","0.508628356773073"
"Some worries","2000","Part Time","college entrance qualification","474","0.408133182071376","0.379219756366493","0.43704660777626"
"Some worries","2000","Part Time","lower secondary degree","842","0.467604347928674","0.444431860689417","0.49077683516793"
"Some worries","2000","Part Time","no degree/no degree yet","64","0.381001558740271","0.304301466802203","0.45770165067834"
"Some worries","2000","Part Time","Other degree","160","0.453890671199644","0.402389596379451","0.505391746019838"
"Some worries","2000","Part Time","secondary school degree","797","0.486725560434828","0.462520395963421","0.510930724906234"
"Big worries","2001","Full Time","college entrance qualification","339","0.148387261117812","0.133789353356397","0.162985168879227"
"Big worries","2001","Full Time","lower secondary degree","863","0.301838657666042","0.284777325984515","0.318899989347569"
"Big worries","2001","Full Time","no degree/no degree yet","17","","",""
"Big worries","2001","Full Time","Other degree","75","0.150030392438713","0.118571979229859","0.181488805647566"
"Big worries","2001","Full Time","secondary school degree","985","0.284285997469277","0.269020391321762","0.299551603616793"
"Big worries","2001","Not Working","college entrance qualification","169","0.157385934433488","0.13520012762975","0.179571741237227"
"Big worries","2001","Not Working","lower secondary degree","1222","0.289007028795963","0.275447190733234","0.302566866858692"
"Big worries","2001","Not Working","no degree/no degree yet","88","0.146231908622439","0.118099765843779","0.174364051401099"
"Big worries","2001","Not Working","Other degree","79","0.134430878294334","0.105362510233348","0.16349924635532"
"Big worries","2001","Not Working","secondary school degree","382","0.252237419712895","0.230418794289274","0.274056045136516"
"Big worries","2001","Part Time","college entrance qualification","136","0.11977615038281","0.100648746788361","0.138903553977258"
"Big worries","2001","Part Time","lower secondary degree","502","0.325184837980293","0.302373637377456","0.34799603858313"
"Big worries","2001","Part Time","no degree/no degree yet","32","0.214306595920381","0.1536837835878","0.274929408252962"
