"plj0046","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"No worries","1999","66 and older","lower secondary degree","159","0.117133270528779","0.0996456296673559","0.134620911390203"
"No worries","1999","66 and older","no degree/no degree yet","17","","",""
"No worries","1999","66 and older","Other degree","20","","",""
"No worries","1999","66 and older","secondary school degree","40","0.156304381720492","0.109474768123998","0.203133995316986"
"Some worries","1999","16-34 y.","college entrance qualification","431","0.437128070872918","0.406024521403134","0.468231620342702"
"Some worries","1999","16-34 y.","lower secondary degree","534","0.469231161676362","0.440400370477363","0.498061952875361"
"Some worries","1999","16-34 y.","no degree/no degree yet","173","0.430647697915226","0.381313938224696","0.479981457605755"
"Some worries","1999","16-34 y.","Other degree","84","0.452499771304097","0.381725953284288","0.523273589323905"
"Some worries","1999","16-34 y.","secondary school degree","773","0.482580148903019","0.458049434155562","0.507110863650476"
"Some worries","1999","35-65 y.","college entrance qualification","511","0.455008905276842","0.425700852213183","0.4843169583405"
"Some worries","1999","35-65 y.","lower secondary degree","1377","0.447540942262173","0.429897089605733","0.465184794918613"
"Some worries","1999","35-65 y.","no degree/no degree yet","139","0.381988900162891","0.328919562852575","0.435058237473206"
"Some worries","1999","35-65 y.","Other degree","322","0.448085440698067","0.410597543103851","0.485573338292284"
"Some worries","1999","35-65 y.","secondary school degree","965","0.469123894208651","0.447388078487885","0.490859709929417"
"Some worries","1999","66 and older","college entrance qualification","63","0.418842130473764","0.337978671641512","0.499705589306015"
"Some worries","1999","66 and older","lower secondary degree","607","0.456887257663674","0.429798253835258","0.483976261492089"
"Some worries","1999","66 and older","no degree/no degree yet","29","","",""
"Some worries","1999","66 and older","Other degree","29","","",""
"Some worries","1999","66 and older","secondary school degree","96","0.400559532312646","0.337369487122761","0.463749577502531"
"Big worries","2000","16-34 y.","college entrance qualification","291","0.144742215379017","0.128769775478149","0.160714655279885"
"Big worries","2000","16-34 y.","lower secondary degree","577","0.342530360840199","0.319951888343978","0.36510883333642"
"Big worries","2000","16-34 y.","no degree/no degree yet","104","0.195679052002916","0.162703084006041","0.228655019999791"
"Big worries","2000","16-34 y.","Other degree","46","0.127886325502241","0.0917994945882924","0.163973156416189"
"Big worries","2000","16-34 y.","secondary school degree","855","0.32450372273263","0.306500517211963","0.342506928253298"
"Big worries","2000","35-65 y.","college entrance qualification","412","0.172456658622487","0.157570467131056","0.187342850113918"
"Big worries","2000","35-65 y.","lower secondary degree","2108","0.38661577317068","0.373939226820937","0.399292319520424"
"Big worries","2000","35-65 y.","no degree/no degree yet","56","0.235809928951349","0.18536176346082","0.286258094441878"
"Big worries","2000","35-65 y.","Other degree","165","0.150864926045606","0.12907023357276","0.172659618518452"
"Big worries","2000","35-65 y.","secondary school degree","1341","0.337680832081031","0.322765640952618","0.352596023209444"
"Big worries","2000","66 and older","college entrance qualification","98","0.249861975322855","0.205264068017428","0.294459882628282"
"Big worries","2000","66 and older","lower secondary degree","794","0.325214955136539","0.306862860295958","0.34356704997712"
"Big worries","2000","66 and older","no degree/no degree yet","20","","",""
"Big worries","2000","66 and older","Other degree","19","","",""
"Big worries","2000","66 and older","secondary school degree","161","0.341508596615088","0.299173510558727","0.383843682671449"
"No worries","2000","16-34 y.","college entrance qualification","775","0.44945330971941","0.426871200346368","0.472035419092451"
"No worries","2000","16-34 y.","lower secondary degree","382","0.222665633688384","0.202871445239659","0.242459822137109"
"No worries","2000","16-34 y.","no degree/no degree yet","208","0.370098019049168","0.329964655186279","0.410231382912056"
"No worries","2000","16-34 y.","Other degree","136","0.450661917200749","0.396897440170699","0.504426394230798"
"No worries","2000","16-34 y.","secondary school degree","538","0.217339997872195","0.201480664922209","0.233199330822181"
"No worries","2000","35-65 y.","college entrance qualification","1001","0.415739826200271","0.396319246014053","0.435160406386488"
"No worries","2000","35-65 y.","lower secondary degree","879","0.150629777043244","0.141318724124975","0.159940829961513"
"No worries","2000","35-65 y.","no degree/no degree yet","105","0.369723709816257","0.312355965338879","0.427091454293634"
"No worries","2000","35-65 y.","Other degree","413","0.410914562424405","0.38095516162481","0.440873963224"
"No worries","2000","35-65 y.","secondary school degree","726","0.202483871582333","0.189810069764565","0.215157673400102"
"No worries","2000","66 and older","college entrance qualification","96","0.248224492882236","0.203724472700108","0.292724513064363"
"No worries","2000","66 and older","lower secondary degree","486","0.191136482523074","0.175732710415906","0.206540254630241"
"No worries","2000","66 and older","no degree/no degree yet","27","","",""
"No worries","2000","66 and older","Other degree","51","0.329092924364362","0.25313381180862","0.405052036920103"
"No worries","2000","66 and older","secondary school degree","84","0.173646251695565","0.139828846658744","0.207463656732386"
"Some worries","2000","16-34 y.","college entrance qualification","798","0.405804474901573","0.383512515609655","0.428096434193492"
"Some worries","2000","16-34 y.","lower secondary degree","738","0.434804005471417","0.411218049925178","0.458389961017656"
"Some worries","2000","16-34 y.","no degree/no degree yet","244","0.434222928947916","0.393023637884097","0.475422220011736"
"Some worries","2000","16-34 y.","Other degree","147","0.421451757297011","0.368094454745456","0.474809059848566"
"Some worries","2000","16-34 y.","secondary school degree","1205","0.458156279395175","0.438997300383728","0.477315258406622"
"Some worries","2000","35-65 y.","college entrance qualification","1061","0.411803515177242","0.392410091717505","0.43119693863698"
"Some worries","2000","35-65 y.","lower secondary degree","2682","0.462754449786076","0.449774991176202","0.47573390839595"
"Some worries","2000","35-65 y.","no degree/no degree yet","111","0.394466361232394","0.336384869357825","0.452547853106964"
"Some worries","2000","35-65 y.","Other degree","458","0.438220511529989","0.408007257430253","0.468433765629725"
"Some worries","2000","35-65 y.","secondary school degree","1795","0.459835296336636","0.444116973316125","0.475553619357146"
"Some worries","2000","66 and older","college entrance qualification","168","0.501913531794909","0.4504071989956","0.553419864594218"
"Some worries","2000","66 and older","lower secondary degree","1223","0.483648562340387","0.464071148917278","0.503225975763496"
"Some worries","2000","66 and older","no degree/no degree yet","29","","",""
"Some worries","2000","66 and older","Other degree","77","0.507717400919494","0.426899476958477","0.58853532488051"
"Some worries","2000","66 and older","secondary school degree","237","0.484845151689347","0.4402287032886","0.529461600090094"
"Big worries","2001","16-34 y.","college entrance qualification","237","0.130147757213095","0.1139667942874","0.146328720138789"
"Big worries","2001","16-34 y.","lower secondary degree","393","0.272606105425383","0.249363160691466","0.295849050159301"
"Big worries","2001","16-34 y.","no degree/no degree yet","95","0.166673432975056","0.136853046339043","0.196493819611069"
"Big worries","2001","16-34 y.","Other degree","25","","",""
"Big worries","2001","16-34 y.","secondary school degree","604","0.262908733690731","0.244670566639423","0.281146900742039"
"Big worries","2001","35-65 y.","college entrance qualification","334","0.144893731431476","0.130761168976785","0.159026293886167"
"Big worries","2001","35-65 y.","lower secondary degree","1558","0.31907518527117","0.30610721371916","0.332043156823179"
"Big worries","2001","35-65 y.","no degree/no degree yet","31","0.183209240040335","0.129052919507638","0.237365560573032"
"Big worries","2001","35-65 y.","Other degree","144","0.140875559473233","0.118659424587387","0.163091694359078"
"Big worries","2001","35-65 y.","secondary school degree","1036","0.270408578432698","0.256059788606876","0.28475736825852"
"Big worries","2001","66 and older","college entrance qualification","73","0.176237286969238","0.137724572229147","0.214750001709329"
"Big worries","2001","66 and older","lower secondary degree","636","0.277379501569205","0.25916560605051","0.2955933970879"
"Big worries","2001","66 and older","no degree/no degree yet","11","","",""
"Big worries","2001","66 and older","Other degree","20","","",""
"Big worries","2001","66 and older","secondary school degree","123","0.262990981379621","0.22352335832677","0.302458604432472"
"No worries","2001","16-34 y.","college entrance qualification","728","0.457019707871583","0.433063240766683","0.480976174976482"
"No worries","2001","16-34 y.","lower secondary degree","332","0.236887317235407","0.214694942600862","0.259079691869952"
"No worries","2001","16-34 y.","no degree/no degree yet","249","0.406144625645387","0.366848189367305","0.445441061923469"
"No worries","2001","16-34 y.","Other degree","128","0.505768562155053","0.445229101943107","0.566308022367"
"No worries","2001","16-34 y.","secondary school degree","571","0.269744475112365","0.251356591137311","0.288132359087419"
"No worries","2001","35-65 y.","college entrance qualification","1050","0.437048903973034","0.417133623729836","0.456964184216231"
"No worries","2001","35-65 y.","lower secondary degree","939","0.187512182472056","0.17665295009574","0.198371414848372"
"No worries","2001","35-65 y.","no degree/no degree yet","66","0.335064704997157","0.268984087951939","0.401145322042375"
"No worries","2001","35-65 y.","Other degree","359","0.407444541939816","0.37606682121798","0.438822262661653"
"No worries","2001","35-65 y.","secondary school degree","858","0.246459383472523","0.232537717984832","0.260381048960214"
"No worries","2001","66 and older","college entrance qualification","120","0.30385565922928","0.257368021108506","0.350343297350054"
"No worries","2001","66 and older","lower secondary degree","512","0.217989702107914","0.201192585166049","0.234786819049778"
"No worries","2001","66 and older","no degree/no degree yet","23","","",""
"No worries","2001","66 and older","Other degree","69","0.458805471754122","0.37825271339692","0.539358230111325"
"No worries","2001","66 and older","secondary school degree","100","0.226984823508355","0.189433386313704","0.264536260703006"
"Some worries","2001","16-34 y.","college entrance qualification","696","0.412832534915323","0.389155286830922","0.436509782999723"
"Some worries","2001","16-34 y.","lower secondary degree","685","0.490506577339209","0.464413203089679","0.51659995158874"
"Some worries","2001","16-34 y.","no degree/no degree yet","256","0.427181941379558","0.387600896119613","0.466762986639502"
"Some worries","2001","16-34 y.","Other degree","109","0.399583087988245","0.340273152309526","0.458893023666964"
"Some worries","2001","16-34 y.","secondary school degree","1063","0.467346791196904","0.446675864050813","0.488017718342995"
"Some worries","2001","35-65 y.","college entrance qualification","999","0.418057364595491","0.398253766802324","0.437860962388657"
"Some worries","2001","35-65 y.","lower secondary degree","2466","0.493412632256774","0.479503236519481","0.507322027994067"
"Some worries","2001","35-65 y.","no degree/no degree yet","99","0.481726054962508","0.411774107181387","0.551678002743629"
"Some worries","2001","35-65 y.","Other degree","439","0.451679898586951","0.419899809889737","0.483459987284165"
"Some worries","2001","35-65 y.","secondary school degree","1787","0.483132038094779","0.466988902007947","0.499275174181611"
"Some worries","2001","66 and older","college entrance qualification","183","0.519907053801482","0.469408413351627","0.570405694251337"
"Some worries","2001","66 and older","lower secondary degree","1173","0.504630796322882","0.484290283502002","0.524971309143761"
"Some worries","2001","66 and older","no degree/no degree yet","32","0.396504189904293","0.278489208216009","0.514519171592578"
"Some worries","2001","66 and older","Other degree","58","0.381946534703837","0.30340421322183","0.460488856185845"
"Some worries","2001","66 and older","secondary school degree","255","0.510024195112023","0.465209871103939","0.554838519120107"
"Big worries","2002","16-34 y.","college entrance qualification","229","0.122145981413058","0.106839005524982","0.137452957301134"
"Big worries","2002","16-34 y.","lower secondary degree","392","0.311771905337681","0.285989588825919","0.337554221849443"
"Big worries","2002","16-34 y.","no degree/no degree yet","117","0.185298369981521","0.155611101759192","0.21498563820385"
"Big worries","2002","16-34 y.","Other degree","32","0.130451258027571","0.085431831093003","0.175470684962139"
"Big worries","2002","16-34 y.","secondary school degree","655","0.310317690891589","0.290592275709216","0.330043106073961"
"Big worries","2002","35-65 y.","college entrance qualification","484","0.154564484742778","0.142321547694957","0.166807421790599"
"Big worries","2002","35-65 y.","lower secondary degree","1632","0.36902714428117","0.355206747664797","0.382847540897544"
"Big worries","2002","35-65 y.","no degree/no degree yet","39","0.29966429673781","0.231399677167316","0.367928916308304"
"Big worries","2002","35-65 y.","Other degree","149","0.17548508389681","0.151038061018117","0.199932106775503"
"Big worries","2002","35-65 y.","secondary school degree","1235","0.319559351766696","0.305212290256944","0.333906413276447"
"Big worries","2002","66 and older","college entrance qualification","138","0.280810910051747","0.240524118962524","0.32109770114097"
"Big worries","2002","66 and older","lower secondary degree","815","0.351022790433585","0.331839436222512","0.370206144644658"
"Big worries","2002","66 and older","no degree/no degree yet","9","","",""
"Big worries","2002","66 and older","Other degree","32","0.22143686275541","0.155428619343169","0.287445106167651"
"Big worries","2002","66 and older","secondary school degree","188","0.400104682689483","0.357501623260919","0.442707742118047"
"No worries","2002","16-34 y.","college entrance qualification","741","0.443089918237542","0.419869120804453","0.46631071567063"
"No worries","2002","16-34 y.","lower secondary degree","309","0.243711698286366","0.219816032917594","0.267607363655138"
"No worries","2002","16-34 y.","no degree/no degree yet","262","0.373350656840146","0.336392874919109","0.410308438761183"
"No worries","2002","16-34 y.","Other degree","84","0.418539718860467","0.352598461015239","0.484480976705696"
"No worries","2002","16-34 y.","secondary school degree","489","0.242438957521321","0.224166020266925","0.260711894775718"
"No worries","2002","35-65 y.","college entrance qualification","1419","0.412568529276016","0.395895397967954","0.429241660584079"
"No worries","2002","35-65 y.","lower secondary degree","699","0.143587405662841","0.133543891202573","0.153630920123109"
"No worries","2002","35-65 y.","no degree/no degree yet","50","0.288623179342126","0.221101925602569","0.356144433081682"
"No worries","2002","35-65 y.","Other degree","305","0.351291817581638","0.320611113507293","0.381972521655984"
"No worries","2002","35-65 y.","secondary school degree","831","0.200346967326129","0.188031972026357","0.212661962625902"
"No worries","2002","66 and older","college entrance qualification","121","0.242249079953379","0.203840482633468","0.28065767727329"
"No worries","2002","66 and older","lower secondary degree","344","0.137476983963643","0.123636779368197","0.151317188559088"
"No worries","2002","66 and older","no degree/no degree yet","26","","",""
"No worries","2002","66 and older","Other degree","50","0.340786715012741","0.265437175825533","0.416136254199948"
"No worries","2002","66 and older","secondary school degree","83","0.143676113028596","0.113174166924794","0.174178059132397"
"Some worries","2002","16-34 y.","college entrance qualification","788","0.4347641003494","0.411591201693746","0.457936999005054"
"Some worries","2002","16-34 y.","lower secondary degree","539","0.444516396375953","0.416858651703499","0.472174141048407"
"Some worries","2002","16-34 y.","no degree/no degree yet","279","0.441350973178332","0.403411026886536","0.479290919470129"
"Some worries","2002","16-34 y.","Other degree","99","0.451009023111962","0.384496399407195","0.517521646816729"
"Some worries","2002","16-34 y.","secondary school degree","969","0.44724335158709","0.42604328248091","0.46844342069327"
"Some worries","2002","35-65 y.","college entrance qualification","1446","0.432866985981206","0.416086280545862","0.44964769141655"
"Some worries","2002","35-65 y.","lower secondary degree","2352","0.487385450055989","0.473069579705442","0.501701320406536"
"Some worries","2002","35-65 y.","no degree/no degree yet","84","0.411712523920064","0.338376581066736","0.485048466773392"
"Some worries","2002","35-65 y.","Other degree","476","0.473223098521552","0.441134337721975","0.505311859321129"
"Some worries","2002","35-65 y.","secondary school degree","1992","0.480093680907175","0.464722132660118","0.495465229154232"
"Some worries","2002","66 and older","college entrance qualification","219","0.476940009994874","0.432164373151225","0.521715646838522"
"Some worries","2002","66 and older","lower secondary degree","1219","0.511500225602772","0.491409424027109","0.531591027178436"
"Some worries","2002","66 and older","no degree/no degree yet","30","0.452205049894231","0.33120985349598","0.573200246292482"
"Some worries","2002","66 and older","Other degree","70","0.437776422231849","0.358907299871406","0.516645544592293"
"Some worries","2002","66 and older","secondary school degree","237","0.456219204281921","0.412906535017293","0.499531873546549"
"Big worries","2003","16-34 y.","college entrance qualification","215","0.107966202044652","0.0931131355043811","0.122819268584924"
"Big worries","2003","16-34 y.","lower secondary degree","318","0.277428801788182","0.251517902968894","0.30333970060747"
"Big worries","2003","16-34 y.","no degree/no degree yet","108","0.201545539820773","0.171010183072405","0.232080896569141"
"Big worries","2003","16-34 y.","Other degree","28","","",""
"Big worries","2003","16-34 y.","secondary school degree","546","0.2891478505077","0.268821127360161","0.309474573655239"
"Big worries","2003","35-65 y.","college entrance qualification","462","0.16186618491279","0.149177649731755","0.174554720093826"
"Big worries","2003","35-65 y.","lower secondary degree","1435","0.352305096073957","0.338076932628088","0.366533259519827"
"Big worries","2003","35-65 y.","no degree/no degree yet","43","0.2661871414869","0.197918486268953","0.334455796704846"
"Big worries","2003","35-65 y.","Other degree","129","0.165952780784217","0.140927334430962","0.190978227137471"
"Big worries","2003","35-65 y.","secondary school degree","1129","0.297452037323337","0.283287242811284","0.31161683183539"
"Big worries","2003","66 and older","college entrance qualification","107","0.247392056124322","0.209532537100153","0.285251575148492"
"Big worries","2003","66 and older","lower secondary degree","755","0.330603899495011","0.311802675411687","0.349405123578335"
"Big worries","2003","66 and older","no degree/no degree yet","8","","",""
"Big worries","2003","66 and older","Other degree","37","0.225178908248989","0.16275536167653","0.287602454821449"
"Big worries","2003","66 and older","secondary school degree","152","0.292972567085051","0.25374111074886","0.332204023421242"
"No worries","2003","16-34 y.","college entrance qualification","738","0.447281721978189","0.423484621262606","0.471078822693772"
"No worries","2003","16-34 y.","lower secondary degree","295","0.247860803038528","0.222873497958042","0.272848108119015"
"No worries","2003","16-34 y.","no degree/no degree yet","293","0.410015848813427","0.372577919356458","0.447453778270395"
"No worries","2003","16-34 y.","Other degree","78","0.368723062285333","0.302839876148984","0.434606248421682"
"No worries","2003","16-34 y.","secondary school degree","474","0.259221455909982","0.239574402864352","0.278868508955611"
"No worries","2003","35-65 y.","college entrance qualification","1418","0.422710592185615","0.405693117977083","0.439728066394147"
"No worries","2003","35-65 y.","lower secondary degree","768","0.16718263056702","0.156068522706223","0.178296738427817"
"No worries","2003","35-65 y.","no degree/no degree yet","50","0.288891369709452","0.218879703796116","0.358903035622788"
"No worries","2003","35-65 y.","Other degree","315","0.379033534028436","0.346399772387725","0.411667295669148"
"No worries","2003","35-65 y.","secondary school degree","919","0.222664745415226","0.209773534086514","0.235555956743937"
"No worries","2003","66 and older","college entrance qualification","143","0.253690935228214","0.215513244869543","0.291868625586886"
"No worries","2003","66 and older","lower secondary degree","439","0.176367635348499","0.161135292764433","0.191599977932564"
"No worries","2003","66 and older","no degree/no degree yet","26","","",""
"No worries","2003","66 and older","Other degree","61","0.388531532035224","0.315689167321427","0.461373896749021"
"No worries","2003","66 and older","secondary school degree","100","0.176905477373037","0.144012868929007","0.209798085817066"
"Some worries","2003","16-34 y.","college entrance qualification","724","0.444752075977159","0.420968123774746","0.468536028179572"
"Some worries","2003","16-34 y.","lower secondary degree","534","0.47471039517329","0.445811572090595","0.503609218255985"
"Some worries","2003","16-34 y.","no degree/no degree yet","262","0.3884386113658","0.351338727313928","0.425538495417673"
"Some worries","2003","16-34 y.","Other degree","100","0.501945088922368","0.433667024828136","0.5702231530166"
"Some worries","2003","16-34 y.","secondary school degree","891","0.451630693582318","0.429318306199746","0.47394308096489"
"Some worries","2003","35-65 y.","college entrance qualification","1357","0.415423222901595","0.398446928193462","0.432399517609728"
"Some worries","2003","35-65 y.","lower secondary degree","2127","0.480512273359023","0.465630865110373","0.495393681607674"
"Some worries","2003","35-65 y.","no degree/no degree yet","68","0.444921488803648","0.368158115483805","0.521684862123491"
"Some worries","2003","35-65 y.","Other degree","405","0.455013685187347","0.421517197286437","0.488510173088256"
"Some worries","2003","35-65 y.","secondary school degree","1953","0.479883217261437","0.464402822547551","0.495363611975324"
"Some worries","2003","66 and older","college entrance qualification","249","0.498917008647464","0.45504709255046","0.542786924744467"
"Some worries","2003","66 and older","lower secondary degree","1211","0.493028465156491","0.473047413826692","0.513009516486289"
"Some worries","2003","66 and older","no degree/no degree yet","29","","",""
"Some worries","2003","66 and older","Other degree","74","0.386289559715787","0.313524630939589","0.459054488491984"
"Some worries","2003","66 and older","secondary school degree","265","0.530121955541913","0.487100679129915","0.57314323195391"
"Big worries","2004","16-34 y.","college entrance qualification","284","0.18611568439059","0.16737611257986","0.20485525620132"
"Big worries","2004","16-34 y.","lower secondary degree","375","0.340375350983972","0.311535952228168","0.369214749739777"
"Big worries","2004","16-34 y.","no degree/no degree yet","137","0.237091255461586","0.205078186608538","0.269104324314635"
"Big worries","2004","16-34 y.","Other degree","33","0.174189576059347","0.118472367353104","0.22990678476559"
"Big worries","2004","16-34 y.","secondary school degree","612","0.345721592294608","0.323527195459111","0.367915989130105"
"Big worries","2004","35-65 y.","college entrance qualification","567","0.199754780386826","0.185832331265086","0.213677229508566"
"Big worries","2004","35-65 y.","lower secondary degree","1581","0.413404062460359","0.398235965431476","0.428572159489243"
"Big worries","2004","35-65 y.","no degree/no degree yet","46","0.395276274501173","0.31755226882534","0.473000280177006"
"Big worries","2004","35-65 y.","Other degree","160","0.205119568484274","0.17748226836081","0.232756868607738"
"Big worries","2004","35-65 y.","secondary school degree","1432","0.37786567785598","0.362779713996594","0.392951641715366"
"Big worries","2004","66 and older","college entrance qualification","182","0.400691690378237","0.3592834027917","0.442099977964774"
"Big worries","2004","66 and older","lower secondary degree","933","0.379086398063583","0.359840025470066","0.3983327706571"
"Big worries","2004","66 and older","no degree/no degree yet","12","","",""
"Big worries","2004","66 and older","Other degree","45","0.248535791094954","0.183762098505319","0.31330948368459"
"Big worries","2004","66 and older","secondary school degree","198","0.372603987881083","0.331974320450185","0.41323365531198"
"No worries","2004","16-34 y.","college entrance qualification","649","0.419991378361263","0.396227120889475","0.443755635833052"
"No worries","2004","16-34 y.","lower secondary degree","213","0.198643823915566","0.174360449257944","0.222927198573189"
"No worries","2004","16-34 y.","no degree/no degree yet","257","0.360182022648404","0.324047486873269","0.396316558423539"
"No worries","2004","16-34 y.","Other degree","58","0.299138527473542","0.231873339682232","0.366403715264852"
"No worries","2004","16-34 y.","secondary school degree","392","0.211264605575174","0.192215357511983","0.230313853638364"
"No worries","2004","35-65 y.","college entrance qualification","1156","0.362028965831038","0.34529389153187","0.378764040130206"
"No worries","2004","35-65 y.","lower secondary degree","607","0.155789289230888","0.144618896830889","0.166959681630887"
"No worries","2004","35-65 y.","no degree/no degree yet","43","0.222088369797913","0.156010758114126","0.288165981481699"
"No worries","2004","35-65 y.","Other degree","242","0.3009232959012","0.269530392421809","0.332316199380591"
"No worries","2004","35-65 y.","secondary school degree","731","0.179468335082117","0.167528348219152","0.191408321945083"
"No worries","2004","66 and older","college entrance qualification","118","0.172918445854767","0.140962492207126","0.204874399502408"
"No worries","2004","66 and older","lower secondary degree","372","0.14685213329012","0.132810536892692","0.160893729687547"
"No worries","2004","66 and older","no degree/no degree yet","26","","",""
"No worries","2004","66 and older","Other degree","53","0.351804731541803","0.280230976574039","0.423378486509566"
"No worries","2004","66 and older","secondary school degree","81","0.135106626599859","0.10638108331455","0.163832169885169"
"Some worries","2004","16-34 y.","college entrance qualification","724","0.393892937248147","0.370366801098716","0.417419073397578"
"Some worries","2004","16-34 y.","lower secondary degree","449","0.460980825100461","0.430641756026209","0.491319894174713"
"Some worries","2004","16-34 y.","no degree/no degree yet","284","0.40272672189001","0.365809840171511","0.439643603608508"
"Some worries","2004","16-34 y.","Other degree","87","0.526671896467111","0.453323722254095","0.600020070680127"
"Some worries","2004","16-34 y.","secondary school degree","760","0.443013802130218","0.419832936699076","0.466194667561361"
"Some worries","2004","35-65 y.","college entrance qualification","1445","0.438216253782136","0.42093861737539","0.455493890188882"
"Some worries","2004","35-65 y.","lower secondary degree","1861","0.430806648308752","0.415553998107132","0.446059298510373"
"Some worries","2004","35-65 y.","no degree/no degree yet","63","0.382635355700914","0.305369125701805","0.459901585700024"
"Some worries","2004","35-65 y.","Other degree","418","0.493957135614526","0.459737179419051","0.528177091810001"
"Some worries","2004","35-65 y.","secondary school degree","1805","0.442665987061903","0.427211374926668","0.458120599197137"
"Some worries","2004","66 and older","college entrance qualification","238","0.426389863766996","0.384600207615825","0.468179519918167"
"Some worries","2004","66 and older","lower secondary degree","1136","0.474061468646298","0.454253085638862","0.493869851653734"
"Some worries","2004","66 and older","no degree/no degree yet","28","","",""
"Some worries","2004","66 and older","Other degree","73","0.399659477363243","0.326242935622889","0.473076019103597"
"Some worries","2004","66 and older","secondary school degree","265","0.492289385519058","0.450278000579473","0.534300770458643"
"Big worries","2005","16-34 y.","college entrance qualification","298","0.174728465010741","0.155962798528599","0.193494131492884"
"Big worries","2005","16-34 y.","lower secondary degree","419","0.44059649439632","0.40889310097206","0.472299887820581"
"Big worries","2005","16-34 y.","no degree/no degree yet","142","0.254562946448028","0.222036129705431","0.287089763190625"
"Big worries","2005","16-34 y.","Other degree","46","0.286006826324032","0.215094616230057","0.356919036418007"
"Big worries","2005","16-34 y.","secondary school degree","640","0.392243518766117","0.368394097732941","0.416092939799294"
"Big worries","2005","35-65 y.","college entrance qualification","692","0.23202389822288","0.21701095274324","0.24703684370252"
"Big worries","2005","35-65 y.","lower secondary degree","1803","0.507038516960688","0.490938009237134","0.523139024684242"
"Big worries","2005","35-65 y.","no degree/no degree yet","53","0.395208573725582","0.315357118218525","0.475060029232639"
"Big worries","2005","35-65 y.","Other degree","194","0.265402572533301","0.234415677905495","0.296389467161106"
"Big worries","2005","35-65 y.","secondary school degree","1650","0.451969268601322","0.436262741029215","0.467675796173429"
"Big worries","2005","66 and older","college entrance qualification","189","0.326916871816267","0.288271908892831","0.365561834739703"
"Big worries","2005","66 and older","lower secondary degree","1119","0.467175228045191","0.44730544484124","0.487045011249142"
"Big worries","2005","66 and older","no degree/no degree yet","13","","",""
"Big worries","2005","66 and older","Other degree","52","0.29355313310801","0.226465175673129","0.360641090542891"
"Big worries","2005","66 and older","secondary school degree","253","0.466077272919407","0.42404163666445","0.508112909174363"
"No worries","2005","16-34 y.","college entrance qualification","553","0.391225037056529","0.367107917221211","0.415342156891847"
"No worries","2005","16-34 y.","lower secondary degree","167","0.175956023823055","0.15163958882859","0.200272458817521"
"No worries","2005","16-34 y.","no degree/no degree yet","237","0.317732959475998","0.282967593160379","0.352498325791617"
"No worries","2005","16-34 y.","Other degree","44","0.270063245109334","0.200390784449977","0.339735705768691"
"No worries","2005","16-34 y.","secondary school degree","289","0.18500269898286","0.166035540613786","0.203969857351934"
