"plj0046","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Employed","general elemantary","409","0.374777772100419","0.347170260735008","0.402385283465831"
"Big worries","1999","Employed","higher education","325","0.198297491936929","0.17838374598381","0.218211237890048"
"Big worries","1999","Employed","higher vocational","230","0.344266006171303","0.307046393928171","0.381485618414435"
"Big worries","1999","Employed","in school","17","","",""
"Big worries","1999","Employed","inadequately","54","0.34462392091023","0.278427654000037","0.410820187820422"
"Big worries","1999","Employed","middle vocational","1822","0.398230568651722","0.384091668352014","0.412369468951431"
"Big worries","1999","Employed","vocational + Abi","102","0.247868774671432","0.205713367595296","0.290024181747569"
"Big worries","1999","Not Employed","general elemantary","453","0.399766786485123","0.37271934533026","0.426814227639986"
"Big worries","1999","Not Employed","higher education","133","0.341609940786644","0.296574940067428","0.38664494150586"
"Big worries","1999","Not Employed","higher vocational","69","0.372814591098236","0.304238009735749","0.441391172460724"
"Big worries","1999","Not Employed","in school","64","0.233172074822109","0.182920362188296","0.283423787455923"
"Big worries","1999","Not Employed","inadequately","48","0.218547877981724","0.164549425171675","0.272546330791774"
"Big worries","1999","Not Employed","middle vocational","894","0.406255220642396","0.386372827050215","0.426137614234577"
"Big worries","1999","Not Employed","vocational + Abi","28","","",""
"No worries","1999","Employed","general elemantary","223","0.179389898698084","0.157507719823315","0.201272077572854"
"No worries","1999","Employed","higher education","484","0.341293369826852","0.317612498731741","0.364974240921963"
"No worries","1999","Employed","higher vocational","105","0.199247962387699","0.167957866428327","0.230538058347072"
"No worries","1999","Employed","in school","10","","",""
"No worries","1999","Employed","inadequately","56","0.264966792606049","0.203496582111535","0.326437003100563"
"No worries","1999","Employed","middle vocational","673","0.146730092717853","0.136510441258928","0.156949744176779"
"No worries","1999","Employed","vocational + Abi","111","0.287860575198234","0.243655800938715","0.332065349457753"
"No worries","1999","Not Employed","general elemantary","239","0.155281946260841","0.135284285836479","0.175279606685204"
"No worries","1999","Not Employed","higher education","100","0.222170399454605","0.182694810099607","0.261645988809603"
"No worries","1999","Not Employed","higher vocational","33","0.143526104836521","0.0938034942930605","0.193248715379982"
"No worries","1999","Not Employed","in school","86","0.32632394835597","0.270603619997983","0.382044276713956"
"No worries","1999","Not Employed","inadequately","71","0.314118863391913","0.253469217427141","0.374768509356685"
"No worries","1999","Not Employed","middle vocational","350","0.134506816974355","0.120694286129284","0.148319347819425"
"No worries","1999","Not Employed","vocational + Abi","33","0.232638990584881","0.152582357945656","0.312695623224105"
"Some worries","1999","Employed","general elemantary","549","0.445832329201496","0.417483866398856","0.474180792004136"
"Some worries","1999","Employed","higher education","731","0.460409138236219","0.435515292662923","0.485302983809516"
"Some worries","1999","Employed","higher vocational","291","0.456486031440997","0.417466681862821","0.495505381019174"
"Some worries","1999","Employed","in school","18","","",""
"Some worries","1999","Employed","inadequately","88","0.390409286483722","0.322458461033387","0.458360111934056"
"Some worries","1999","Employed","middle vocational","2110","0.455039338630425","0.440656641931818","0.469422035329031"
"Some worries","1999","Employed","vocational + Abi","190","0.464270650130334","0.415579066158459","0.512962234102208"
"Some worries","1999","Not Employed","general elemantary","568","0.444951267254036","0.417511236095366","0.472391298412706"
"Some worries","1999","Not Employed","higher education","193","0.43621965975875","0.389127254525115","0.483312064992386"
"Some worries","1999","Not Employed","higher vocational","89","0.483659304065242","0.412788173868956","0.554530434261528"
"Some worries","1999","Not Employed","in school","122","0.440503976821921","0.381506008310605","0.499501945333237"
"Some worries","1999","Not Employed","inadequately","106","0.467333258626362","0.402140708846381","0.532525808406344"
"Some worries","1999","Not Employed","middle vocational","1100","0.45923796238325","0.439063996784435","0.479411927982065"
"Some worries","1999","Not Employed","vocational + Abi","46","0.374053535880095","0.282369931254834","0.465737140505356"
"Big worries","2000","Employed","general elemantary","492","0.326912736415252","0.303664965175642","0.350160507654861"
"Big worries","2000","Employed","higher education","505","0.168179234063502","0.15465927147126","0.181699196655744"
"Big worries","2000","Employed","higher vocational","446","0.316751395894151","0.292063188835811","0.341439602952491"
"Big worries","2000","Employed","in school","13","","",""
"Big worries","2000","Employed","inadequately","34","0.281839137070047","0.211688589587776","0.351989684552317"
"Big worries","2000","Employed","middle vocational","2816","0.349853737988999","0.339454103367645","0.360253372610352"
"Big worries","2000","Employed","vocational + Abi","176","0.190177888126106","0.163543673732459","0.216812102519754"
"Big worries","2000","Not Employed","general elemantary","568","0.308229841032755","0.2878183567294","0.32864132533611"
"Big worries","2000","Not Employed","higher education","188","0.221731569585835","0.193886807829096","0.249576331342575"
"Big worries","2000","Not Employed","higher vocational","138","0.271494631681796","0.232934843241285","0.310054420122307"
"Big worries","2000","Not Employed","in school","70","0.174471065233166","0.13755521031594","0.211386920150392"
"Big worries","2000","Not Employed","inadequately","56","0.24190521824495","0.187036535460585","0.296773901029315"
"Big worries","2000","Not Employed","middle vocational","1496","0.330675803529708","0.317168315103457","0.344183291955959"
"Big worries","2000","Not Employed","vocational + Abi","57","0.197292790042318","0.151252152184067","0.243333427900568"
"No worries","2000","Employed","general elemantary","423","0.256668297090582","0.235020826458192","0.278315767722971"
"No worries","2000","Employed","higher education","1169","0.427617999789435","0.40973479299158","0.445501206587291"
"No worries","2000","Employed","higher vocational","302","0.244464685529643","0.221657255256414","0.267272115802872"
"No worries","2000","Employed","in school","30","0.371686965220909","0.267722303429687","0.475651627012131"
"No worries","2000","Employed","inadequately","61","0.382307301941155","0.306534721444988","0.458079882437321"
"No worries","2000","Employed","middle vocational","1538","0.196303254953393","0.187642033517286","0.204964476389501"
