"plj0046","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Baden-Württemberg","542","0.353231092841854","0.330740423498196","0.375721762185511"
"Big worries","1999","Bavaria","625","0.360511723695972","0.338293319593042","0.382730127798902"
"Big worries","1999","Berlin","208","0.398144522016956","0.355825754318646","0.440463289715267"
"Big worries","1999","Brandenburg","226","0.357113885945379","0.318838441982772","0.395389329907986"
"Big worries","1999","Bremen","35","0.470512838793495","0.365022588783115","0.576003088803875"
"Big worries","1999","Hamburg","47","0.425919447812692","0.343715846614871","0.508123049010512"
"Big worries","1999","Hesse","273","0.338294964224665","0.307246104859116","0.369343823590215"
"Big worries","1999","Lower Saxony","407","0.38733660007923","0.359423350640557","0.415249849517903"
"Big worries","1999","Mecklenburg-Western Pomerania","120","0.30312578170212","0.258197097360924","0.348054466043317"
"Big worries","1999","North Rhine-Westphalia","946","0.361531621776524","0.343439628008541","0.379623615544507"
"Big worries","1999","Rhineland-Palatinate,Saarland","219","0.300002481925217","0.267655663110554","0.332349300739881"
"Big worries","1999","Saxony","481","0.416655900652501","0.388223844259546","0.445087957045456"
"Big worries","1999","Saxony-Anhalt","272","0.428518336396449","0.391594280400293","0.465442392392606"
"Big worries","1999","Schleswig-Holstein","72","0.280201989514221","0.231525960315801","0.32887801871264"
"Big worries","1999","Thuringia","258","0.351890313841495","0.317055988427885","0.386724639255105"
"No worries","1999","Baden-Württemberg","361","0.191761702593406","0.173237095621521","0.210286309565291"
"No worries","1999","Bavaria","365","0.188439502846408","0.170343473315112","0.206535532377705"
"No worries","1999","Berlin","112","0.206955181065259","0.17193216452307","0.241978197607449"
"No worries","1999","Brandenburg","82","0.137681234940369","0.110156627086036","0.165205842794702"
"No worries","1999","Bremen","18","","",""
"No worries","1999","Hamburg","42","0.244483020354027","0.173035500695307","0.315930540012748"
"No worries","1999","Hesse","195","0.197399671331693","0.171278746881122","0.223520595782263"
"No worries","1999","Lower Saxony","222","0.172210420289056","0.150576020492832","0.19384482008528"
