"plj0046","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Baden-Württemberg","Full Time","228","0.355027448834688","0.319502514490941","0.390552383178435"
"Big worries","1999","Baden-Württemberg","Not Working","184","0.345818895063113","0.308440017488789","0.383197772637436"
"Big worries","1999","Baden-Württemberg","Part Time","130","0.364469194011552","0.318220428770949","0.410717959252154"
"Big worries","1999","Bavaria","Full Time","272","0.324853836019603","0.29205109675406","0.357656575285146"
"Big worries","1999","Bavaria","Not Working","220","0.419901599695393","0.380703587543397","0.459099611847388"
"Big worries","1999","Bavaria","Part Time","133","0.319177065830559","0.273608223877606","0.364745907783512"
"Big worries","1999","Berlin","Full Time","104","0.441357390394713","0.377185267955733","0.505529512833693"
"Big worries","1999","Berlin","Not Working","76","0.406853049122385","0.337002274089569","0.4767038241552"
"Big worries","1999","Berlin","Part Time","28","","",""
"Big worries","1999","Brandenburg","Full Time","101","0.364201774642476","0.30382306014617","0.424580489138781"
"Big worries","1999","Brandenburg","Not Working","86","0.365741197274229","0.303360454351833","0.428121940196625"
"Big worries","1999","Brandenburg","Part Time","39","0.327906321603207","0.24689550017635","0.408917143030065"
"Big worries","1999","Bremen","Full Time","14","","",""
"Big worries","1999","Bremen","Not Working","20","","",""
"Big worries","1999","Bremen","Part Time","1","","",""
"Big worries","1999","Hamburg","Full Time","20","","",""
"Big worries","1999","Hamburg","Not Working","19","","",""
"Big worries","1999","Hamburg","Part Time","8","","",""
"Big worries","1999","Hesse","Full Time","101","0.293314511387821","0.246861404113067","0.339767618662575"
"Big worries","1999","Hesse","Not Working","107","0.367632162336828","0.315292498725619","0.419971825948038"
"Big worries","1999","Hesse","Part Time","65","0.357480974792703","0.290556581832141","0.424405367753264"
"Big worries","1999","Lower Saxony","Full Time","146","0.308084151983736","0.266866249237066","0.349302054730405"
"Big worries","1999","Lower Saxony","Not Working","165","0.486847872856796","0.438229011964636","0.535466733748955"
"Big worries","1999","Lower Saxony","Part Time","96","0.339904501851534","0.284619747959951","0.395189255743117"
"Big worries","1999","Mecklenburg-Western Pomerania","Full Time","50","0.285634966238596","0.218516929154904","0.352753003322288"
"Big worries","1999","Mecklenburg-Western Pomerania","Not Working","41","0.284184840824232","0.207819447766349","0.360550233882115"
"Big worries","1999","Mecklenburg-Western Pomerania","Part Time","29","","",""
"Big worries","1999","North Rhine-Westphalia","Full Time","385","0.347248149640671","0.31953820937033","0.374958089911012"
"Big worries","1999","North Rhine-Westphalia","Not Working","362","0.398982528943345","0.368354938226649","0.42961011966004"
"Big worries","1999","North Rhine-Westphalia","Part Time","199","0.31904347072649","0.281528434590122","0.356558506862858"
"Big worries","1999","Rhineland-Palatinate,Saarland","Full Time","95","0.339626010773084","0.286650597340078","0.39260142420609"
"Big worries","1999","Rhineland-Palatinate,Saarland","Not Working","74","0.246401525418943","0.197720855669093","0.295082195168793"
"Big worries","1999","Rhineland-Palatinate,Saarland","Part Time","50","0.349706472864158","0.276498085575497","0.42291486015282"
"Big worries","1999","Saxony-Anhalt","Full Time","127","0.441415142324293","0.386579743442297","0.49625054120629"
"Big worries","1999","Saxony-Anhalt","Not Working","102","0.422353426991252","0.362883929904131","0.481822924078373"
"Big worries","1999","Saxony-Anhalt","Part Time","43","0.411609247261619","0.319643261708405","0.503575232814832"
"Big worries","1999","Saxony","Full Time","232","0.441344433708324","0.399229283454942","0.483459583961705"
"Big worries","1999","Saxony","Not Working","150","0.379498791284838","0.332296662155362","0.426700920414314"
"Big worries","1999","Saxony","Part Time","99","0.449329694459045","0.382839554011268","0.515819834906822"
"Big worries","1999","Schleswig-Holstein","Full Time","31","0.267154420189467","0.195626294980663","0.338682545398271"
"Big worries","1999","Schleswig-Holstein","Not Working","22","","",""
"Big worries","1999","Schleswig-Holstein","Part Time","19","","",""
"Big worries","1999","Thuringia","Full Time","128","0.381233682553996","0.328831414347961","0.43363595076003"
"Big worries","1999","Thuringia","Not Working","84","0.316133953841536","0.26004630695525","0.372221600727821"
"Big worries","1999","Thuringia","Part Time","46","0.380897631169853","0.296771973014276","0.46502328932543"
"No worries","1999","Baden-Württemberg","Full Time","128","0.199329449721334","0.169671278826493","0.228987620616175"
"No worries","1999","Baden-Württemberg","Not Working","147","0.186461526422145","0.155853412833632","0.217069640010657"
"No worries","1999","Baden-Württemberg","Part Time","86","0.188089034301348","0.150536662898455","0.225641405704242"
"No worries","1999","Bavaria","Full Time","165","0.207373033627692","0.178975686369577","0.235770380885806"
"No worries","1999","Bavaria","Not Working","113","0.151006918505908","0.12256951483062","0.179444322181195"
"No worries","1999","Bavaria","Part Time","87","0.220539383312592","0.180009511442877","0.261069255182306"
"No worries","1999","Berlin","Full Time","45","0.199025385623241","0.147425613218295","0.250625158028187"
"No worries","1999","Berlin","Not Working","42","0.19408407861141","0.137848507062543","0.250319650160276"
"No worries","1999","Berlin","Part Time","25","","",""
"No worries","1999","Brandenburg","Full Time","33","0.135280282368826","0.0923653819210306","0.178195182816622"
"No worries","1999","Brandenburg","Not Working","32","0.153671925428822","0.106963310402933","0.200380540454711"
"No worries","1999","Brandenburg","Part Time","17","","",""
"No worries","1999","Bremen","Full Time","2","","",""
"No worries","1999","Bremen","Not Working","11","","",""
"No worries","1999","Bremen","Part Time","5","","",""
"No worries","1999","Hamburg","Full Time","15","","",""
"No worries","1999","Hamburg","Not Working","15","","",""
"No worries","1999","Hamburg","Part Time","12","","",""
"No worries","1999","Hesse","Full Time","85","0.235794104663376","0.192482270945851","0.2791059383809"
"No worries","1999","Hesse","Not Working","65","0.162379417758545","0.122345466959084","0.202413368558007"
"No worries","1999","Hesse","Part Time","45","0.201107899773416","0.145135541341642","0.257080258205189"
"No worries","1999","Lower Saxony","Full Time","96","0.193906007452432","0.158611018822848","0.229200996082016"
"No worries","1999","Lower Saxony","Not Working","62","0.126136900327264","0.0938424533481821","0.158431347306346"
"No worries","1999","Lower Saxony","Part Time","64","0.22006889233481","0.171715050350972","0.268422734318647"
"No worries","1999","Mecklenburg-Western Pomerania","Full Time","21","","",""
"No worries","1999","Mecklenburg-Western Pomerania","Not Working","23","","",""
"No worries","1999","Mecklenburg-Western Pomerania","Part Time","10","","",""
"No worries","1999","North Rhine-Westphalia","Full Time","243","0.230661427643953","0.206143271574517","0.255179583713389"
"No worries","1999","North Rhine-Westphalia","Not Working","183","0.160714660691931","0.137743924539055","0.183685396844808"
"No worries","1999","North Rhine-Westphalia","Part Time","122","0.192151137019949","0.160440330875123","0.223861943164774"
"No worries","1999","Rhineland-Palatinate,Saarland","Full Time","59","0.189687526282976","0.145831977293999","0.233543075271953"
"No worries","1999","Rhineland-Palatinate,Saarland","Not Working","57","0.148974458598315","0.108749829488374","0.189199087708256"
"No worries","1999","Rhineland-Palatinate,Saarland","Part Time","36","0.21323926376763","0.150359744164691","0.276118783370569"
"No worries","1999","Saxony-Anhalt","Full Time","43","0.139794686379709","0.101499939202467","0.178089433556952"
"No worries","1999","Saxony-Anhalt","Not Working","44","0.159161254535033","0.11511589203243","0.203206617037637"
"No worries","1999","Saxony-Anhalt","Part Time","14","","",""
"No worries","1999","Saxony","Full Time","79","0.14721322667055","0.117161384012584","0.177265069328516"
"No worries","1999","Saxony","Not Working","72","0.172856939744385","0.136076340606228","0.209637538882541"
"No worries","1999","Saxony","Part Time","24","","",""
"No worries","1999","Schleswig-Holstein","Full Time","41","0.22841577398439","0.160551041732212","0.296280506236568"
"No worries","1999","Schleswig-Holstein","Not Working","42","0.274997854212921","0.192303972560387","0.357691735865455"
"No worries","1999","Schleswig-Holstein","Part Time","14","","",""
"No worries","1999","Thuringia","Full Time","59","0.212989777136585","0.168816391422964","0.257163162850207"
"No worries","1999","Thuringia","Not Working","42","0.161147002452112","0.11679633361047","0.205497671293754"
"No worries","1999","Thuringia","Part Time","23","","",""
"Some worries","1999","Baden-Württemberg","Full Time","341","0.445643101443978","0.40874364028954","0.482542562598416"
"Some worries","1999","Baden-Württemberg","Not Working","291","0.467719578514742","0.428507856099689","0.506931300929796"
