"pli0095_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1986","35-65 y.","general elemantary","280","0.180039374657179","0.159804363359011","0.200274385955347"
"Min 1x per month","1986","35-65 y.","middle vocational","571","0.201954214072456","0.186558427961493","0.217350000183419"
"Min 1x per month","1986","35-65 y.","vocational + Abi","19","","",""
"Min 1x per month","1986","35-65 y.","higher vocational","57","0.193266131959666","0.149522086472639","0.237010177446694"
"Min 1x per month","1986","35-65 y.","higher education","74","0.169996407888792","0.135891648418128","0.204101167359456"
"Min 1x per month","1986","66 and older","in school","","","",""
"Min 1x per month","1986","66 and older","inadequately","3","","",""
"Min 1x per month","1986","66 and older","general elemantary","32","0.0769902325542505","0.0506346403008653","0.103345824807636"
"Min 1x per month","1986","66 and older","middle vocational","44","0.0895418622337449","0.0638918446697283","0.115191879797761"
"Min 1x per month","1986","66 and older","vocational + Abi","4","","",""
"Min 1x per month","1986","66 and older","higher vocational","13","","",""
"Min 1x per month","1986","66 and older","higher education","5","","",""
"Rarely","1986","16-34 y.","in school","98","0.521987722599437","0.450007713599079","0.593967731599794"
"Rarely","1986","16-34 y.","inadequately","93","0.495536013341374","0.431337817153696","0.559734209529051"
"Rarely","1986","16-34 y.","general elemantary","513","0.490688950589028","0.461450597846548","0.519927303331507"
"Rarely","1986","16-34 y.","middle vocational","951","0.527732370527945","0.505272826061784","0.550191914994106"
"Rarely","1986","16-34 y.","vocational + Abi","64","0.414979939041948","0.337160757064537","0.492799121019358"
"Rarely","1986","16-34 y.","higher vocational","102","0.505401821954065","0.434122781176697","0.576680862731433"
"Rarely","1986","16-34 y.","higher education","114","0.510948136304241","0.446204629559197","0.575691643049285"
"Rarely","1986","35-65 y.","in school","","","",""
"Rarely","1986","35-65 y.","inadequately","194","0.357083498525781","0.316444814181732","0.397722182869829"
"Rarely","1986","35-65 y.","general elemantary","676","0.499424479835583","0.473091929625396","0.52575703004577"
"Rarely","1986","35-65 y.","middle vocational","1418","0.563201469694834","0.544180441967302","0.582222497422365"
"Rarely","1986","35-65 y.","vocational + Abi","43","0.440814451015044","0.344463970137366","0.537164931892722"
"Rarely","1986","35-65 y.","higher vocational","179","0.539115130844716","0.483893032131855","0.594337229557576"
"Rarely","1986","35-65 y.","higher education","261","0.549799199562232","0.504628136055716","0.594970263068748"
"Rarely","1986","66 and older","in school","","","",""
"Rarely","1986","66 and older","inadequately","1","","",""
"Rarely","1986","66 and older","general elemantary","103","0.248848766347232","0.20610396980037","0.291593562894093"
"Rarely","1986","66 and older","middle vocational","160","0.301203534310255","0.259989038027986","0.342418030592524"
"Rarely","1986","66 and older","vocational + Abi","6","","",""
"Rarely","1986","66 and older","higher vocational","20","","",""
"Rarely","1986","66 and older","higher education","14","","",""
"Never","1986","16-34 y.","in school","30","0.185591587818052","0.129569086439874","0.24161408919623"
"Never","1986","16-34 y.","inadequately","58","0.253641509073817","0.197774678509467","0.309508339638167"
"Never","1986","16-34 y.","general elemantary","194","0.176420334976069","0.154126471280393","0.198714198671746"
"Never","1986","16-34 y.","middle vocational","196","0.101122828470817","0.0875592349325948","0.114686422009039"
"Never","1986","16-34 y.","vocational + Abi","11","","",""
"Never","1986","16-34 y.","higher vocational","17","","",""
"Never","1986","16-34 y.","higher education","26","","",""
"Never","1986","35-65 y.","in school","","","",""
"Never","1986","35-65 y.","inadequately","141","0.303804051853407","0.264797281895966","0.342810821810847"
"Never","1986","35-65 y.","general elemantary","311","0.233071702286503","0.210805540537625","0.255337864035382"
"Never","1986","35-65 y.","middle vocational","430","0.163024261074273","0.148858364729252","0.177190157419294"
"Never","1986","35-65 y.","vocational + Abi","25","","",""
"Never","1986","35-65 y.","higher vocational","50","0.175112779307956","0.133007928727526","0.217217629888387"
"Never","1986","35-65 y.","higher education","91","0.201375884909445","0.164965097281957","0.237786672536932"
"Never","1986","66 and older","in school","","","",""
"Never","1986","66 and older","inadequately","14","","",""
"Never","1986","66 and older","general elemantary","218","0.567272657461361","0.518288582596281","0.616256732326442"
"Never","1986","66 and older","middle vocational","242","0.548262134521821","0.503554469459244","0.592969799584399"
"Never","1986","66 and older","vocational + Abi","9","","",""
"Never","1986","66 and older","higher vocational","36","0.492275396823758","0.377590869002924","0.606959924644592"
"Never","1986","66 and older","higher education","32","0.636853513037572","0.507383004381947","0.766324021693196"
"Min 1x per week","1987","16-34 y.","in school","","","",""
"Min 1x per week","1987","16-34 y.","inadequately","","","",""
"Min 1x per week","1987","16-34 y.","general elemantary","","","",""
"Min 1x per week","1987","16-34 y.","middle vocational","","","",""
"Min 1x per week","1987","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1987","16-34 y.","higher vocational","","","",""
"Min 1x per week","1987","16-34 y.","higher education","","","",""
"Min 1x per week","1987","35-65 y.","in school","","","",""
"Min 1x per week","1987","35-65 y.","inadequately","","","",""
"Min 1x per week","1987","35-65 y.","general elemantary","","","",""
"Min 1x per week","1987","35-65 y.","middle vocational","","","",""
"Min 1x per week","1987","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1987","35-65 y.","higher vocational","","","",""
"Min 1x per week","1987","35-65 y.","higher education","","","",""
"Min 1x per week","1987","66 and older","in school","","","",""
"Min 1x per week","1987","66 and older","inadequately","","","",""
"Min 1x per week","1987","66 and older","general elemantary","","","",""
"Min 1x per week","1987","66 and older","middle vocational","","","",""
"Min 1x per week","1987","66 and older","vocational + Abi","","","",""
"Min 1x per week","1987","66 and older","higher vocational","","","",""
"Min 1x per week","1987","66 and older","higher education","","","",""
"Min 1x per month","1987","16-34 y.","in school","","","",""
"Min 1x per month","1987","16-34 y.","inadequately","","","",""
"Min 1x per month","1987","16-34 y.","general elemantary","","","",""
"Min 1x per month","1987","16-34 y.","middle vocational","","","",""
"Min 1x per month","1987","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1987","16-34 y.","higher vocational","","","",""
"Min 1x per month","1987","16-34 y.","higher education","","","",""
"Min 1x per month","1987","35-65 y.","in school","","","",""
"Min 1x per month","1987","35-65 y.","inadequately","","","",""
"Min 1x per month","1987","35-65 y.","general elemantary","","","",""
"Min 1x per month","1987","35-65 y.","middle vocational","","","",""
"Min 1x per month","1987","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1987","35-65 y.","higher vocational","","","",""
"Min 1x per month","1987","35-65 y.","higher education","","","",""
"Min 1x per month","1987","66 and older","in school","","","",""
"Min 1x per month","1987","66 and older","inadequately","","","",""
"Min 1x per month","1987","66 and older","general elemantary","","","",""
"Min 1x per month","1987","66 and older","middle vocational","","","",""
"Min 1x per month","1987","66 and older","vocational + Abi","","","",""
"Min 1x per month","1987","66 and older","higher vocational","","","",""
"Min 1x per month","1987","66 and older","higher education","","","",""
"Rarely","1987","16-34 y.","in school","","","",""
"Rarely","1987","16-34 y.","inadequately","","","",""
"Rarely","1987","16-34 y.","general elemantary","","","",""
"Rarely","1987","16-34 y.","middle vocational","","","",""
"Rarely","1987","16-34 y.","vocational + Abi","","","",""
"Rarely","1987","16-34 y.","higher vocational","","","",""
"Rarely","1987","16-34 y.","higher education","","","",""
"Rarely","1987","35-65 y.","in school","","","",""
"Rarely","1987","35-65 y.","inadequately","","","",""
"Rarely","1987","35-65 y.","general elemantary","","","",""
"Rarely","1987","35-65 y.","middle vocational","","","",""
"Rarely","1987","35-65 y.","vocational + Abi","","","",""
"Rarely","1987","35-65 y.","higher vocational","","","",""
"Rarely","1987","35-65 y.","higher education","","","",""
"Rarely","1987","66 and older","in school","","","",""
"Rarely","1987","66 and older","inadequately","","","",""
"Rarely","1987","66 and older","general elemantary","","","",""
"Rarely","1987","66 and older","middle vocational","","","",""
"Rarely","1987","66 and older","vocational + Abi","","","",""
"Rarely","1987","66 and older","higher vocational","","","",""
"Rarely","1987","66 and older","higher education","","","",""
"Never","1987","16-34 y.","in school","","","",""
"Never","1987","16-34 y.","inadequately","","","",""
"Never","1987","16-34 y.","general elemantary","","","",""
"Never","1987","16-34 y.","middle vocational","","","",""
"Never","1987","16-34 y.","vocational + Abi","","","",""
"Never","1987","16-34 y.","higher vocational","","","",""
"Never","1987","16-34 y.","higher education","","","",""
"Never","1987","35-65 y.","in school","","","",""
"Never","1987","35-65 y.","inadequately","","","",""
"Never","1987","35-65 y.","general elemantary","","","",""
"Never","1987","35-65 y.","middle vocational","","","",""
"Never","1987","35-65 y.","vocational + Abi","","","",""
"Never","1987","35-65 y.","higher vocational","","","",""
"Never","1987","35-65 y.","higher education","","","",""
"Never","1987","66 and older","in school","","","",""
"Never","1987","66 and older","inadequately","","","",""
"Never","1987","66 and older","general elemantary","","","",""
"Never","1987","66 and older","middle vocational","","","",""
"Never","1987","66 and older","vocational + Abi","","","",""
"Never","1987","66 and older","higher vocational","","","",""
"Never","1987","66 and older","higher education","","","",""
"Min 1x per week","1988","16-34 y.","in school","14","","",""
"Min 1x per week","1988","16-34 y.","inadequately","19","","",""
"Min 1x per week","1988","16-34 y.","general elemantary","122","0.103880289725107","0.085650084976719","0.122110494473496"
"Min 1x per week","1988","16-34 y.","middle vocational","153","0.0636268400805303","0.0523319625146018","0.0749217176464588"
"Min 1x per week","1988","16-34 y.","vocational + Abi","15","","",""
"Min 1x per week","1988","16-34 y.","higher vocational","9","","",""
"Min 1x per week","1988","16-34 y.","higher education","7","","",""
"Min 1x per week","1988","35-65 y.","in school","","","",""
"Min 1x per week","1988","35-65 y.","inadequately","73","0.12826909045263","0.0987517746595746","0.157786406245685"
"Min 1x per week","1988","35-65 y.","general elemantary","120","0.0860813260273594","0.0706248288785852","0.101537823176134"
"Min 1x per week","1988","35-65 y.","middle vocational","185","0.067587699151162","0.057598273450399","0.0775771248519249"
"Min 1x per week","1988","35-65 y.","vocational + Abi","14","","",""
"Min 1x per week","1988","35-65 y.","higher vocational","22","","",""
"Min 1x per week","1988","35-65 y.","higher education","30","0.0676374987885517","0.0441731815609275","0.0911018160161758"
"Min 1x per week","1988","66 and older","in school","","","",""
"Min 1x per week","1988","66 and older","inadequately","3","","",""
"Min 1x per week","1988","66 and older","general elemantary","35","0.0893044884744237","0.0607062257733595","0.117902751175488"
"Min 1x per week","1988","66 and older","middle vocational","26","","",""
"Min 1x per week","1988","66 and older","vocational + Abi","","","",""
"Min 1x per week","1988","66 and older","higher vocational","4","","",""
"Min 1x per week","1988","66 and older","higher education","3","","",""
"Min 1x per month","1988","16-34 y.","in school","29","","",""
"Min 1x per month","1988","16-34 y.","inadequately","46","0.212134926765035","0.154004527769258","0.270265325760812"
"Min 1x per month","1988","16-34 y.","general elemantary","270","0.259630312465928","0.233433770419173","0.285826854512682"
"Min 1x per month","1988","16-34 y.","middle vocational","533","0.295157901435722","0.274051704000157","0.316264098871286"
"Min 1x per month","1988","16-34 y.","vocational + Abi","50","0.35608178396322","0.280207848689282","0.431955719237158"
"Min 1x per month","1988","16-34 y.","higher vocational","47","0.27750484994209","0.208339606495253","0.346670093388926"
"Min 1x per month","1988","16-34 y.","higher education","72","0.354999809627469","0.289174326765328","0.42082529248961"
"Min 1x per month","1988","35-65 y.","in school","","","",""
"Min 1x per month","1988","35-65 y.","inadequately","119","0.230176905752163","0.19301902189474","0.267334789609585"
"Min 1x per month","1988","35-65 y.","general elemantary","242","0.177073210799556","0.156037370765513","0.198109050833598"
"Min 1x per month","1988","35-65 y.","middle vocational","527","0.212602636307239","0.196321526937549","0.22888374567693"
"Min 1x per month","1988","35-65 y.","vocational + Abi","16","","",""
"Min 1x per month","1988","35-65 y.","higher vocational","60","0.190898014474229","0.146935629763458","0.234860399184999"
"Min 1x per month","1988","35-65 y.","higher education","78","0.181647857462483","0.145622607361786","0.217673107563179"
"Min 1x per month","1988","66 and older","in school","","","",""
"Min 1x per month","1988","66 and older","inadequately","2","","",""
"Min 1x per month","1988","66 and older","general elemantary","39","0.0997029356292421","0.069658551950339","0.129747319308145"
"Min 1x per month","1988","66 and older","middle vocational","43","0.0783639632386798","0.0547131993341967","0.102014727143163"
"Min 1x per month","1988","66 and older","vocational + Abi","6","","",""
"Min 1x per month","1988","66 and older","higher vocational","9","","",""
"Min 1x per month","1988","66 and older","higher education","10","","",""
"Rarely","1988","16-34 y.","in school","87","0.533297234494366","0.456235282430348","0.610359186558384"
"Rarely","1988","16-34 y.","inadequately","76","0.46051993107733","0.389646540773094","0.531393321381566"
"Rarely","1988","16-34 y.","general elemantary","481","0.480260527644622","0.450408540028327","0.510112515260916"
"Rarely","1988","16-34 y.","middle vocational","891","0.524643883972419","0.501535013310142","0.547752754634697"
"Rarely","1988","16-34 y.","vocational + Abi","69","0.468174437110795","0.389108244092232","0.547240630129358"
"Rarely","1988","16-34 y.","higher vocational","93","0.590951785690178","0.51500691828288","0.666896653097476"
"Rarely","1988","16-34 y.","higher education","104","0.495581651556112","0.426803085149832","0.564360217962391"
"Rarely","1988","35-65 y.","in school","","","",""
"Rarely","1988","35-65 y.","inadequately","165","0.336467608375099","0.294758843782439","0.378176372967759"
"Rarely","1988","35-65 y.","general elemantary","580","0.474356617795077","0.446839628763831","0.501873606826322"
"Rarely","1988","35-65 y.","middle vocational","1296","0.553094495154333","0.53331067238174","0.572878317926927"
"Rarely","1988","35-65 y.","vocational + Abi","45","0.503201720824708","0.404210620095195","0.602192821554221"
"Rarely","1988","35-65 y.","higher vocational","185","0.593321072609343","0.538373359180172","0.648268786038514"
"Rarely","1988","35-65 y.","higher education","251","0.566589504355074","0.52028686713145","0.612892141578699"
"Rarely","1988","66 and older","in school","","","",""
"Rarely","1988","66 and older","inadequately","","","",""
"Rarely","1988","66 and older","general elemantary","97","0.251117916618199","0.20763066316311","0.294605170073288"
"Rarely","1988","66 and older","middle vocational","168","0.31630472883552","0.275379474864939","0.357229982806101"
"Rarely","1988","66 and older","vocational + Abi","3","","",""
"Rarely","1988","66 and older","higher vocational","20","","",""
"Rarely","1988","66 and older","higher education","14","","",""
"Never","1988","16-34 y.","in school","31","0.20884326206771","0.146055261628681","0.271631262506738"
"Never","1988","16-34 y.","inadequately","49","0.247259799487433","0.18591600982158","0.308603589153285"
"Never","1988","16-34 y.","general elemantary","203","0.156228870164343","0.134535105121183","0.177922635207504"
"Never","1988","16-34 y.","middle vocational","217","0.116571374511329","0.101721644280475","0.131421104742182"
"Never","1988","16-34 y.","vocational + Abi","19","","",""
"Never","1988","16-34 y.","higher vocational","12","","",""
"Never","1988","16-34 y.","higher education","20","","",""
"Never","1988","35-65 y.","in school","","","",""
"Never","1988","35-65 y.","inadequately","136","0.305086395420109","0.264441925929674","0.345730864910543"
"Never","1988","35-65 y.","general elemantary","323","0.262488845378008","0.238242708579157","0.286734982176859"
"Never","1988","35-65 y.","middle vocational","418","0.166715169387265","0.151883604036386","0.181546734738145"
"Never","1988","35-65 y.","vocational + Abi","23","","",""
"Never","1988","35-65 y.","higher vocational","40","0.13844870323686","0.0998152152587005","0.177082191215019"
"Never","1988","35-65 y.","higher education","81","0.184125139393891","0.147910007364299","0.220340271423484"
"Never","1988","66 and older","in school","","","",""
"Never","1988","66 and older","inadequately","12","","",""
"Never","1988","66 and older","general elemantary","211","0.559874659278136","0.510095219778495","0.609654098777776"
"Never","1988","66 and older","middle vocational","259","0.550684789573301","0.506908963149527","0.594460615997075"
"Never","1988","66 and older","vocational + Abi","9","","",""
"Never","1988","66 and older","higher vocational","36","0.550711856565613","0.433344252788301","0.668079460342924"
"Never","1988","66 and older","higher education","29","","",""
"Min 1x per week","1989","16-34 y.","in school","","","",""
"Min 1x per week","1989","16-34 y.","inadequately","","","",""
"Min 1x per week","1989","16-34 y.","general elemantary","","","",""
"Min 1x per week","1989","16-34 y.","middle vocational","","","",""
"Min 1x per week","1989","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1989","16-34 y.","higher vocational","","","",""
"Min 1x per week","1989","16-34 y.","higher education","","","",""
"Min 1x per week","1989","35-65 y.","in school","","","",""
"Min 1x per week","1989","35-65 y.","inadequately","","","",""
"Min 1x per week","1989","35-65 y.","general elemantary","","","",""
"Min 1x per week","1989","35-65 y.","middle vocational","","","",""
"Min 1x per week","1989","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1989","35-65 y.","higher vocational","","","",""
"Min 1x per week","1989","35-65 y.","higher education","","","",""
"Min 1x per week","1989","66 and older","in school","","","",""
"Min 1x per week","1989","66 and older","inadequately","","","",""
"Min 1x per week","1989","66 and older","general elemantary","","","",""
"Min 1x per week","1989","66 and older","middle vocational","","","",""
"Min 1x per week","1989","66 and older","vocational + Abi","","","",""
"Min 1x per week","1989","66 and older","higher vocational","","","",""
"Min 1x per week","1989","66 and older","higher education","","","",""
"Min 1x per month","1989","16-34 y.","in school","","","",""
"Min 1x per month","1989","16-34 y.","inadequately","","","",""
"Min 1x per month","1989","16-34 y.","general elemantary","","","",""
"Min 1x per month","1989","16-34 y.","middle vocational","","","",""
"Min 1x per month","1989","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1989","16-34 y.","higher vocational","","","",""
"Min 1x per month","1989","16-34 y.","higher education","","","",""
"Min 1x per month","1989","35-65 y.","in school","","","",""
"Min 1x per month","1989","35-65 y.","inadequately","","","",""
"Min 1x per month","1989","35-65 y.","general elemantary","","","",""
"Min 1x per month","1989","35-65 y.","middle vocational","","","",""
"Min 1x per month","1989","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1989","35-65 y.","higher vocational","","","",""
"Min 1x per month","1989","35-65 y.","higher education","","","",""
"Min 1x per month","1989","66 and older","in school","","","",""
"Min 1x per month","1989","66 and older","inadequately","","","",""
"Min 1x per month","1989","66 and older","general elemantary","","","",""
"Min 1x per month","1989","66 and older","middle vocational","","","",""
"Min 1x per month","1989","66 and older","vocational + Abi","","","",""
"Min 1x per month","1989","66 and older","higher vocational","","","",""
"Min 1x per month","1989","66 and older","higher education","","","",""
"Rarely","1989","16-34 y.","in school","","","",""
"Rarely","1989","16-34 y.","inadequately","","","",""
"Rarely","1989","16-34 y.","general elemantary","","","",""
"Rarely","1989","16-34 y.","middle vocational","","","",""
"Rarely","1989","16-34 y.","vocational + Abi","","","",""
"Rarely","1989","16-34 y.","higher vocational","","","",""
"Rarely","1989","16-34 y.","higher education","","","",""
"Rarely","1989","35-65 y.","in school","","","",""
"Rarely","1989","35-65 y.","inadequately","","","",""
"Rarely","1989","35-65 y.","general elemantary","","","",""
"Rarely","1989","35-65 y.","middle vocational","","","",""
"Rarely","1989","35-65 y.","vocational + Abi","","","",""
"Rarely","1989","35-65 y.","higher vocational","","","",""
