"pli0095_h","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","Full Time","(0) in school","","","",""
"Min 1x per week","1985","Full Time","(1a) inadequately completed","67","0.143237779978848","0.110798737349435","0.175676822608261"
"Min 1x per week","1985","Full Time","(1b) general elementary school","108","0.0969259873647677","0.0772439515476961","0.116608023181839"
"Min 1x per week","1985","Full Time","(1c) basic vocational qualification","205","0.0875244529947678","0.0750955216526256","0.0999533843369101"
"Min 1x per week","1985","Full Time","(2b) intermediate general qualification","7","","",""
"Min 1x per week","1985","Full Time","(2a) intermediate vocational","52","0.0762112014339142","0.0566803703733564","0.095742032494472"
"Min 1x per week","1985","Full Time","(2c_gen) general maturity certificate","14","","",""
"Min 1x per week","1985","Full Time","(2c_voc) vocational maturity certificate","32","0.133179828338639","0.0871161433112712","0.179243513366006"
"Min 1x per week","1985","Full Time","(3a) lower tertiary education","14","","",""
"Min 1x per week","1985","Full Time","(3b) higher tertiary education","22","","",""
"Min 1x per week","1985","Part Time","(0) in school","1","","",""
"Min 1x per week","1985","Part Time","(1a) inadequately completed","19","","",""
"Min 1x per week","1985","Part Time","(1b) general elementary school","57","0.117656011538982","0.0874817213737916","0.147830301704173"
"Min 1x per week","1985","Part Time","(1c) basic vocational qualification","63","0.0922210742980758","0.0692790031335451","0.115163145462606"
"Min 1x per week","1985","Part Time","(2b) intermediate general qualification","10","","",""
"Min 1x per week","1985","Part Time","(2a) intermediate vocational","24","","",""
"Min 1x per week","1985","Part Time","(2c_gen) general maturity certificate","15","","",""
"Min 1x per week","1985","Part Time","(2c_voc) vocational maturity certificate","14","","",""
"Min 1x per week","1985","Part Time","(3a) lower tertiary education","3","","",""
"Min 1x per week","1985","Part Time","(3b) higher tertiary education","14","","",""
"Min 1x per week","1985","Not Working","(0) in school","11","","",""
"Min 1x per week","1985","Not Working","(1a) inadequately completed","62","0.158199173450671","0.120344390366476","0.196053956534865"
"Min 1x per week","1985","Not Working","(1b) general elementary school","160","0.107587837113122","0.0907050057830705","0.124470668443173"
"Min 1x per week","1985","Not Working","(1c) basic vocational qualification","129","0.0960479575188108","0.079411098755957","0.112684816281665"
"Min 1x per week","1985","Not Working","(2b) intermediate general qualification","30","0.132391969950945","0.0891520687274193","0.175631871174472"
"Min 1x per week","1985","Not Working","(2a) intermediate vocational","42","0.111530529381004","0.0799634395607893","0.143097619201219"
"Min 1x per week","1985","Not Working","(2c_gen) general maturity certificate","26","","",""
"Min 1x per week","1985","Not Working","(2c_voc) vocational maturity certificate","15","","",""
"Min 1x per week","1985","Not Working","(3a) lower tertiary education","3","","",""
"Min 1x per week","1985","Not Working","(3b) higher tertiary education","16","","",""
"Min 1x per month","1985","Full Time","(0) in school","","","",""
"Min 1x per month","1985","Full Time","(1a) inadequately completed","127","0.257706064869762","0.21720566046012","0.298206469279405"
"Min 1x per month","1985","Full Time","(1b) general elementary school","263","0.251273557686707","0.222418416183537","0.280128699189877"
"Min 1x per month","1985","Full Time","(1c) basic vocational qualification","601","0.299957470173258","0.27980396817278","0.320110972173736"
"Min 1x per month","1985","Full Time","(2b) intermediate general qualification","48","0.333683306783937","0.253846477787573","0.413520135780302"
"Min 1x per month","1985","Full Time","(2a) intermediate vocational","198","0.275870304039458","0.24297108194442","0.308769526134497"
"Min 1x per month","1985","Full Time","(2c_gen) general maturity certificate","20","","",""
"Min 1x per month","1985","Full Time","(2c_voc) vocational maturity certificate","55","0.258348578992431","0.199004430442547","0.317692727542314"
"Min 1x per month","1985","Full Time","(3a) lower tertiary education","34","0.205385064080396","0.141991001715892","0.268779126444901"
"Min 1x per month","1985","Full Time","(3b) higher tertiary education","69","0.252398178941077","0.20340643452008","0.301389923362074"
"Min 1x per month","1985","Part Time","(0) in school","2","","",""
"Min 1x per month","1985","Part Time","(1a) inadequately completed","30","0.241601514739509","0.158935303491829","0.32426772598719"
"Min 1x per month","1985","Part Time","(1b) general elementary school","111","0.232733744118746","0.193159396600358","0.272308091637134"
"Min 1x per month","1985","Part Time","(1c) basic vocational qualification","180","0.291688127035505","0.255646936981251","0.32772931708976"
"Min 1x per month","1985","Part Time","(2b) intermediate general qualification","22","","",""
"Min 1x per month","1985","Part Time","(2a) intermediate vocational","57","0.25065921116587","0.195248250355538","0.306070171976202"
"Min 1x per month","1985","Part Time","(2c_gen) general maturity certificate","35","0.329166824662009","0.237523106895558","0.420810542428459"
"Min 1x per month","1985","Part Time","(2c_voc) vocational maturity certificate","22","","",""
"Min 1x per month","1985","Part Time","(3a) lower tertiary education","8","","",""
"Min 1x per month","1985","Part Time","(3b) higher tertiary education","29","","",""
"Min 1x per month","1985","Not Working","(0) in school","44","0.219388371611874","0.158764190399492","0.280012552824257"
"Min 1x per month","1985","Not Working","(1a) inadequately completed","92","0.223341125693707","0.180138167203888","0.266544084183525"
"Min 1x per month","1985","Not Working","(1b) general elementary school","249","0.171165944741416","0.150643767828143","0.19168812165469"
"Min 1x per month","1985","Not Working","(1c) basic vocational qualification","243","0.188858780528695","0.166759843021261","0.210957718036128"
"Min 1x per month","1985","Not Working","(2b) intermediate general qualification","64","0.243466265696107","0.188711032118359","0.298221499273856"
"Min 1x per month","1985","Not Working","(2a) intermediate vocational","88","0.215973246652028","0.174708248574169","0.257238244729887"
"Min 1x per month","1985","Not Working","(2c_gen) general maturity certificate","62","0.307830432687592","0.243857667990883","0.371803197384301"
"Min 1x per month","1985","Not Working","(2c_voc) vocational maturity certificate","36","0.244395690481902","0.166529461056873","0.32226191990693"
"Min 1x per month","1985","Not Working","(3a) lower tertiary education","17","","",""
"Min 1x per month","1985","Not Working","(3b) higher tertiary education","12","","",""
"Rarely","1985","Full Time","(0) in school","","","",""
"Rarely","1985","Full Time","(1a) inadequately completed","153","0.355894886793031","0.311559721532097","0.400230052053965"
"Rarely","1985","Full Time","(1b) general elementary school","371","0.499260850772731","0.465998130908783","0.53252357063668"
"Rarely","1985","Full Time","(1c) basic vocational qualification","955","0.501287827877495","0.479297736566478","0.523277919188512"
"Rarely","1985","Full Time","(2b) intermediate general qualification","65","0.521983370405356","0.437407684577944","0.606559056232767"
"Rarely","1985","Full Time","(2a) intermediate vocational","393","0.558090218175803","0.521535454027721","0.594644982323885"
"Rarely","1985","Full Time","(2c_gen) general maturity certificate","29","","",""
"Rarely","1985","Full Time","(2c_voc) vocational maturity certificate","94","0.475140104993398","0.407437171400057","0.542843038586739"
"Rarely","1985","Full Time","(3a) lower tertiary education","90","0.565650480149925","0.487868401550738","0.643432558749113"
"Rarely","1985","Full Time","(3b) higher tertiary education","170","0.551620204075533","0.495529909695663","0.607710498455403"
"Rarely","1985","Part Time","(0) in school","3","","",""
"Rarely","1985","Part Time","(1a) inadequately completed","40","0.471314308600328","0.374912857929737","0.56771575927092"
"Rarely","1985","Part Time","(1b) general elementary school","200","0.492789253570707","0.445968772330426","0.539609734810988"
"Rarely","1985","Part Time","(1c) basic vocational qualification","283","0.4696943371825","0.430121400484283","0.509267273880716"
"Rarely","1985","Part Time","(2b) intermediate general qualification","52","0.531867434581807","0.434068478785388","0.629666390378227"
"Rarely","1985","Part Time","(2a) intermediate vocational","123","0.500604645568909","0.436677715847396","0.564531575290423"
"Rarely","1985","Part Time","(2c_gen) general maturity certificate","42","0.428844734917236","0.332325351774712","0.525364118059759"
"Rarely","1985","Part Time","(2c_voc) vocational maturity certificate","37","0.468572776034229","0.359901189575517","0.577244362492941"
"Rarely","1985","Part Time","(3a) lower tertiary education","18","","",""
"Rarely","1985","Part Time","(3b) higher tertiary education","59","0.541401538796413","0.449119938084494","0.633683139508332"
"Rarely","1985","Not Working","(0) in school","101","0.574588157185436","0.502160456408819","0.647015857962053"
"Rarely","1985","Not Working","(1a) inadequately completed","118","0.332993485249566","0.284106091021986","0.381880879477147"
"Rarely","1985","Not Working","(1b) general elementary school","477","0.345882429909621","0.319966123206373","0.371798736612868"
"Rarely","1985","Not Working","(1c) basic vocational qualification","489","0.383499133161195","0.356045261024731","0.41095300529766"
"Rarely","1985","Not Working","(2b) intermediate general qualification","100","0.411511292578896","0.348726851119492","0.474295734038301"
"Rarely","1985","Not Working","(2a) intermediate vocational","154","0.378440762509546","0.32980489949111","0.427076625527982"
"Rarely","1985","Not Working","(2c_gen) general maturity certificate","85","0.412570670106763","0.344343072125971","0.480798268087554"
"Rarely","1985","Not Working","(2c_voc) vocational maturity certificate","39","0.333707382738584","0.248265547503835","0.419149217973333"
"Rarely","1985","Not Working","(3a) lower tertiary education","24","","",""
"Rarely","1985","Not Working","(3b) higher tertiary education","34","0.356852484133749","0.256758859735053","0.456946108532445"
"Never","1985","Full Time","(0) in school","","","",""
"Never","1985","Full Time","(1a) inadequately completed","101","0.243161268358359","0.203436812348129","0.282885724368589"
"Never","1985","Full Time","(1b) general elementary school","126","0.152539604175794","0.128620812197749","0.176458396153839"
"Never","1985","Full Time","(1c) basic vocational qualification","225","0.111230248954479","0.0974020838539491","0.125058414055009"
"Never","1985","Full Time","(2b) intermediate general qualification","14","","",""
"Never","1985","Full Time","(2a) intermediate vocational","66","0.0898282763508247","0.0687811321678355","0.110875420533814"
"Never","1985","Full Time","(2c_gen) general maturity certificate","12","","",""
"Never","1985","Full Time","(2c_voc) vocational maturity certificate","28","","",""
"Never","1985","Full Time","(3a) lower tertiary education","18","","",""
"Never","1985","Full Time","(3b) higher tertiary education","41","0.129342190610661","0.0914945792498715","0.167189801971451"
"Never","1985","Part Time","(0) in school","1","","",""
"Never","1985","Part Time","(1a) inadequately completed","14","","",""
"Never","1985","Part Time","(1b) general elementary school","70","0.156820990771564","0.122766607027202","0.190875374515927"
"Never","1985","Part Time","(1c) basic vocational qualification","85","0.146396461483919","0.11836660468072","0.174426318287119"
"Never","1985","Part Time","(2b) intermediate general qualification","16","","",""
"Never","1985","Part Time","(2a) intermediate vocational","31","0.150385779532148","0.104684492373927","0.196087066690369"
"Never","1985","Part Time","(2c_gen) general maturity certificate","9","","",""
"Never","1985","Part Time","(2c_voc) vocational maturity certificate","8","","",""
"Never","1985","Part Time","(3a) lower tertiary education","3","","",""
"Never","1985","Part Time","(3b) higher tertiary education","10","","",""
"Never","1985","Not Working","(0) in school","23","","",""
"Never","1985","Not Working","(1a) inadequately completed","85","0.285466215606056","0.238616956656808","0.332315474555305"
"Never","1985","Not Working","(1b) general elementary school","408","0.375363788235841","0.348980998366102","0.40174657810558"
"Never","1985","Not Working","(1c) basic vocational qualification","344","0.331594128791299","0.305012712820386","0.358175544762212"
"Never","1985","Not Working","(2b) intermediate general qualification","42","0.212630471774051","0.160427630341689","0.264833313206413"
"Never","1985","Not Working","(2a) intermediate vocational","98","0.294055461457422","0.248365969824749","0.339744953090096"
"Never","1985","Not Working","(2c_gen) general maturity certificate","27","","",""
"Never","1985","Not Working","(2c_voc) vocational maturity certificate","27","","",""
"Never","1985","Not Working","(3a) lower tertiary education","13","","",""
"Never","1985","Not Working","(3b) higher tertiary education","26","","",""
"Min 1x per week","1986","Full Time","(0) in school","","","",""
"Min 1x per week","1986","Full Time","(1a) inadequately completed","42","0.0883133238829221","0.0606100250170644","0.11601662274878"
"Min 1x per week","1986","Full Time","(1b) general elementary school","76","0.0766660295738338","0.0589967067019282","0.0943353524457395"
"Min 1x per week","1986","Full Time","(1c) basic vocational qualification","135","0.0619801426831751","0.0511153904473319","0.0728448949190183"
"Min 1x per week","1986","Full Time","(2b) intermediate general qualification","8","","",""
