"pli0095_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1988","Hesse","Female","82","0.144596132176324","0.113830901530703","0.175361362821946"
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","Male","89","0.2595991498066","0.213929093473768","0.305269206139432"
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","Female","79","0.229586461068902","0.187133058306516","0.272039863831287"
"Min 1x per month","1988","Baden-Württemberg","Male","262","0.26867394908789","0.240589854731699","0.296758043444081"
"Min 1x per month","1988","Baden-Württemberg","Female","194","0.189490725017946","0.164411180484015","0.214570269551876"
"Min 1x per month","1988","Bavaria","Male","226","0.267639915068591","0.236825830351271","0.298453999785912"
"Min 1x per month","1988","Bavaria","Female","183","0.187977731974568","0.161635236825925","0.21432022712321"
"Min 1x per month","1988","Berlin","Male","43","0.212751312489209","0.150494605747899","0.275008019230518"
"Min 1x per month","1988","Berlin","Female","38","0.204105356808079","0.143158902801094","0.265051810815064"
"Min 1x per month","1988","Brandenburg","Male","","","",""
"Min 1x per month","1988","Brandenburg","Female","","","",""
"Min 1x per month","1988","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per month","1988","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per month","1988","Saxony","Male","","","",""
"Min 1x per month","1988","Saxony","Female","","","",""
"Min 1x per month","1988","Saxony-Anhalt","Male","","","",""
"Min 1x per month","1988","Saxony-Anhalt","Female","","","",""
"Min 1x per month","1988","Thuringia","Male","","","",""
"Min 1x per month","1988","Thuringia","Female","","","",""
"Rarely","1988","Schleswig-Holstein","Male","92","0.59785736161759","0.520913382136056","0.674801341099125"
"Rarely","1988","Schleswig-Holstein","Female","97","0.562840293238987","0.486690813222387","0.638989773255586"
"Rarely","1988","Hamburg","Male","44","0.556599756694026","0.457737232801124","0.655462280586929"
"Rarely","1988","Hamburg","Female","47","0.477267376032181","0.381729821906342","0.572804930158021"
"Rarely","1988","Lower Saxony","Male","278","0.541497415222168","0.498210335501072","0.584784494943264"
"Rarely","1988","Lower Saxony","Female","304","0.56704576469595","0.525020784812755","0.609070744579146"
"Rarely","1988","Bremen","Male","30","0.626920571392975","0.484021744139627","0.769819398646324"
"Rarely","1988","Bremen","Female","26","","",""
"Rarely","1988","North Rhine-Westphalia","Male","702","0.521997318206721","0.495311847757262","0.548682788656179"
"Rarely","1988","North Rhine-Westphalia","Female","664","0.490830659679222","0.464103954652077","0.517557364706367"
"Rarely","1988","Hesse","Male","196","0.435024634033229","0.39148296213862","0.478566305927837"
"Rarely","1988","Hesse","Female","210","0.443037429068148","0.399583460400807","0.486491397735489"
"Rarely","1988","Rhineland-Palatinate,Saarland","Male","186","0.489644464817939","0.437570181765094","0.541718747870785"
"Rarely","1988","Rhineland-Palatinate,Saarland","Female","179","0.429900454772937","0.379927305933941","0.479873603611934"
"Rarely","1988","Baden-Württemberg","Male","377","0.425712773155515","0.394386044806232","0.457039501504798"
"Rarely","1988","Baden-Württemberg","Female","394","0.444294985869645","0.412496639508529","0.476093332230762"
"Rarely","1988","Bavaria","Male","351","0.450573060216366","0.415943331985807","0.485202788446925"
"Rarely","1988","Bavaria","Female","373","0.445347524020169","0.411837114470634","0.478857933569704"
"Rarely","1988","Berlin","Male","70","0.390684714583293","0.316463459587254","0.464905969579331"
"Rarely","1988","Berlin","Female","72","0.372204072221584","0.299108131872573","0.445300012570596"
"Rarely","1988","Brandenburg","Male","","","",""
"Rarely","1988","Brandenburg","Female","","","",""
"Rarely","1988","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","1988","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","1988","Saxony","Male","","","",""
"Rarely","1988","Saxony","Female","","","",""
"Rarely","1988","Saxony-Anhalt","Male","","","",""
"Rarely","1988","Saxony-Anhalt","Female","","","",""
"Rarely","1988","Thuringia","Male","","","",""
"Rarely","1988","Thuringia","Female","","","",""
"Never","1988","Schleswig-Holstein","Male","16","","",""
"Never","1988","Schleswig-Holstein","Female","34","0.247496473664679","0.181245377814427","0.313747569514931"
"Never","1988","Hamburg","Male","15","","",""
"Never","1988","Hamburg","Female","26","","",""
"Never","1988","Lower Saxony","Male","71","0.158012111768992","0.126324660363409","0.189699563174575"
"Never","1988","Lower Saxony","Female","103","0.223450756059462","0.188120004382313","0.258781507736611"
"Never","1988","Bremen","Male","5","","",""
"Never","1988","Bremen","Female","18","","",""
"Never","1988","North Rhine-Westphalia","Male","244","0.199103411065948","0.177770352123184","0.220436470008712"
"Never","1988","North Rhine-Westphalia","Female","349","0.288680442390723","0.264454007299787","0.312906877481659"
"Never","1988","Hesse","Male","97","0.199839600185504","0.164718935811366","0.234960264559643"
"Never","1988","Hesse","Female","126","0.270036930946447","0.231198805657649","0.308875056235244"
"Never","1988","Rhineland-Palatinate,Saarland","Male","58","0.185900190698948","0.145374987218827","0.226425394179069"
"Never","1988","Rhineland-Palatinate,Saarland","Female","96","0.283564965984202","0.238066986548776","0.329062945419629"
"Never","1988","Baden-Württemberg","Male","228","0.225374392834421","0.198902174762704","0.251846610906138"
"Never","1988","Baden-Württemberg","Female","259","0.284408320842662","0.255538076339585","0.31327856534574"
"Never","1988","Bavaria","Male","137","0.204206605937468","0.176149262010799","0.232263949864136"
"Never","1988","Bavaria","Female","193","0.262294117511652","0.232635176845496","0.291953058177809"
"Never","1988","Berlin","Male","43","0.359722727117149","0.286716142998559","0.43272931123574"
"Never","1988","Berlin","Female","45","0.359090661261816","0.286547946285582","0.43163337623805"
"Never","1988","Brandenburg","Male","","","",""
"Never","1988","Brandenburg","Female","","","",""
"Never","1988","Mecklenburg-Western Pomerania","Male","","","",""
"Never","1988","Mecklenburg-Western Pomerania","Female","","","",""
"Never","1988","Saxony","Male","","","",""
"Never","1988","Saxony","Female","","","",""
"Never","1988","Saxony-Anhalt","Male","","","",""
"Never","1988","Saxony-Anhalt","Female","","","",""
"Never","1988","Thuringia","Male","","","",""
"Never","1988","Thuringia","Female","","","",""
"Min 1x per week","1989","Schleswig-Holstein","Male","","","",""
"Min 1x per week","1989","Schleswig-Holstein","Female","","","",""
"Min 1x per week","1989","Hamburg","Male","","","",""
"Min 1x per week","1989","Hamburg","Female","","","",""
"Min 1x per week","1989","Lower Saxony","Male","","","",""
"Min 1x per week","1989","Lower Saxony","Female","","","",""
"Min 1x per week","1989","Bremen","Male","","","",""
"Min 1x per week","1989","Bremen","Female","","","",""
"Min 1x per week","1989","North Rhine-Westphalia","Male","","","",""
"Min 1x per week","1989","North Rhine-Westphalia","Female","","","",""
"Min 1x per week","1989","Hesse","Male","","","",""
"Min 1x per week","1989","Hesse","Female","","","",""
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per week","1989","Baden-Württemberg","Male","","","",""
"Min 1x per week","1989","Baden-Württemberg","Female","","","",""
"Min 1x per week","1989","Bavaria","Male","","","",""
"Min 1x per week","1989","Bavaria","Female","","","",""
"Min 1x per week","1989","Berlin","Male","","","",""
"Min 1x per week","1989","Berlin","Female","","","",""
"Min 1x per week","1989","Brandenburg","Male","","","",""
"Min 1x per week","1989","Brandenburg","Female","","","",""
"Min 1x per week","1989","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per week","1989","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per week","1989","Saxony","Male","","","",""
"Min 1x per week","1989","Saxony","Female","","","",""
"Min 1x per week","1989","Saxony-Anhalt","Male","","","",""
"Min 1x per week","1989","Saxony-Anhalt","Female","","","",""
"Min 1x per week","1989","Thuringia","Male","","","",""
"Min 1x per week","1989","Thuringia","Female","","","",""
"Min 1x per month","1989","Schleswig-Holstein","Male","","","",""
"Min 1x per month","1989","Schleswig-Holstein","Female","","","",""
"Min 1x per month","1989","Hamburg","Male","","","",""
"Min 1x per month","1989","Hamburg","Female","","","",""
"Min 1x per month","1989","Lower Saxony","Male","","","",""
"Min 1x per month","1989","Lower Saxony","Female","","","",""
"Min 1x per month","1989","Bremen","Male","","","",""
"Min 1x per month","1989","Bremen","Female","","","",""
"Min 1x per month","1989","North Rhine-Westphalia","Male","","","",""
"Min 1x per month","1989","North Rhine-Westphalia","Female","","","",""
"Min 1x per month","1989","Hesse","Male","","","",""
"Min 1x per month","1989","Hesse","Female","","","",""
"Min 1x per month","1989","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per month","1989","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per month","1989","Baden-Württemberg","Male","","","",""
"Min 1x per month","1989","Baden-Württemberg","Female","","","",""
"Min 1x per month","1989","Bavaria","Male","","","",""
"Min 1x per month","1989","Bavaria","Female","","","",""
"Min 1x per month","1989","Berlin","Male","","","",""
"Min 1x per month","1989","Berlin","Female","","","",""
"Min 1x per month","1989","Brandenburg","Male","","","",""
"Min 1x per month","1989","Brandenburg","Female","","","",""
"Min 1x per month","1989","Mecklenburg-Western Pomerania","Male","","","",""
"Min 1x per month","1989","Mecklenburg-Western Pomerania","Female","","","",""
"Min 1x per month","1989","Saxony","Male","","","",""
"Min 1x per month","1989","Saxony","Female","","","",""
"Min 1x per month","1989","Saxony-Anhalt","Male","","","",""
"Min 1x per month","1989","Saxony-Anhalt","Female","","","",""
"Min 1x per month","1989","Thuringia","Male","","","",""
"Min 1x per month","1989","Thuringia","Female","","","",""
"Rarely","1989","Schleswig-Holstein","Male","","","",""
"Rarely","1989","Schleswig-Holstein","Female","","","",""
"Rarely","1989","Hamburg","Male","","","",""
"Rarely","1989","Hamburg","Female","","","",""
"Rarely","1989","Lower Saxony","Male","","","",""
"Rarely","1989","Lower Saxony","Female","","","",""
"Rarely","1989","Bremen","Male","","","",""
"Rarely","1989","Bremen","Female","","","",""
"Rarely","1989","North Rhine-Westphalia","Male","","","",""
"Rarely","1989","North Rhine-Westphalia","Female","","","",""
"Rarely","1989","Hesse","Male","","","",""
"Rarely","1989","Hesse","Female","","","",""
"Rarely","1989","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","1989","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","1989","Baden-Württemberg","Male","","","",""
"Rarely","1989","Baden-Württemberg","Female","","","",""
"Rarely","1989","Bavaria","Male","","","",""
"Rarely","1989","Bavaria","Female","","","",""
"Rarely","1989","Berlin","Male","","","",""
"Rarely","1989","Berlin","Female","","","",""
"Rarely","1989","Brandenburg","Male","","","",""
"Rarely","1989","Brandenburg","Female","","","",""
"Rarely","1989","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","1989","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","1989","Saxony","Male","","","",""
"Rarely","1989","Saxony","Female","","","",""
"Rarely","1989","Saxony-Anhalt","Male","","","",""
"Rarely","1989","Saxony-Anhalt","Female","","","",""
"Rarely","1989","Thuringia","Male","","","",""
"Rarely","1989","Thuringia","Female","","","",""
"Never","1989","Schleswig-Holstein","Male","","","",""
"Never","1989","Schleswig-Holstein","Female","","","",""
"Never","1989","Hamburg","Male","","","",""
"Never","1989","Hamburg","Female","","","",""
"Never","1989","Lower Saxony","Male","","","",""
"Never","1989","Lower Saxony","Female","","","",""
"Never","1989","Bremen","Male","","","",""
"Never","1989","Bremen","Female","","","",""
"Never","1989","North Rhine-Westphalia","Male","","","",""
"Never","1989","North Rhine-Westphalia","Female","","","",""
"Never","1989","Hesse","Male","","","",""
"Never","1989","Hesse","Female","","","",""
"Never","1989","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","1989","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","1989","Baden-Württemberg","Male","","","",""
"Never","1989","Baden-Württemberg","Female","","","",""
"Never","1989","Bavaria","Male","","","",""
"Never","1989","Bavaria","Female","","","",""
"Never","1989","Berlin","Male","","","",""
"Never","1989","Berlin","Female","","","",""
"Never","1989","Brandenburg","Male","","","",""
"Never","1989","Brandenburg","Female","","","",""
"Never","1989","Mecklenburg-Western Pomerania","Male","","","",""
"Never","1989","Mecklenburg-Western Pomerania","Female","","","",""
"Never","1989","Saxony","Male","","","",""
"Never","1989","Saxony","Female","","","",""
"Never","1989","Saxony-Anhalt","Male","","","",""
"Never","1989","Saxony-Anhalt","Female","","","",""
"Never","1989","Thuringia","Male","","","",""
"Never","1989","Thuringia","Female","","","",""
"Min 1x per week","1990","Schleswig-Holstein","Male","","","",""
"Min 1x per week","1990","Schleswig-Holstein","Female","","","",""
"Min 1x per week","1990","Hamburg","Male","","","",""
"Min 1x per week","1990","Hamburg","Female","","","",""
"Min 1x per week","1990","Lower Saxony","Male","","","",""
"Min 1x per week","1990","Lower Saxony","Female","","","",""
"Min 1x per week","1990","Bremen","Male","","","",""
"Min 1x per week","1990","Bremen","Female","","","",""
"Min 1x per week","1990","North Rhine-Westphalia","Male","","","",""
"Min 1x per week","1990","North Rhine-Westphalia","Female","","","",""
"Min 1x per week","1990","Hesse","Male","","","",""
"Min 1x per week","1990","Hesse","Female","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Male","","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Female","","","",""
"Min 1x per week","1990","Baden-Württemberg","Male","","","",""
"Min 1x per week","1990","Baden-Württemberg","Female","","","",""
"Min 1x per week","1990","Bavaria","Male","","","",""
"Min 1x per week","1990","Bavaria","Female","","","",""
