"pli0095_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","Not Employed","(0) in school","11","","",""
"Min 1x per week","1985","Not Employed","(1a) inadequately completed","62","0.158199173450671","0.120344390366476","0.196053956534865"
"Min 1x per week","1985","Not Employed","(1b) general elementary school","160","0.107587837113122","0.0907050057830705","0.124470668443173"
"Min 1x per week","1985","Not Employed","(1c) basic vocational qualification","129","0.0960479575188108","0.079411098755957","0.112684816281665"
"Min 1x per week","1985","Not Employed","(2b) intermediate general qualification","30","0.132391969950945","0.0891520687274193","0.175631871174472"
"Min 1x per week","1985","Not Employed","(2a) intermediate vocational","42","0.111530529381004","0.0799634395607893","0.143097619201219"
"Min 1x per week","1985","Not Employed","(2c_gen) general maturity certificate","26","","",""
"Min 1x per week","1985","Not Employed","(2c_voc) vocational maturity certificate","15","","",""
"Min 1x per week","1985","Not Employed","(3a) lower tertiary education","3","","",""
"Min 1x per week","1985","Not Employed","(3b) higher tertiary education","16","","",""
"Min 1x per week","1985","Employed","(0) in school","1","","",""
"Min 1x per week","1985","Employed","(1a) inadequately completed","86","0.143748288331171","0.114454579604628","0.173041997057713"
"Min 1x per week","1985","Employed","(1b) general elementary school","165","0.104949004921912","0.0883267646762187","0.121571245167605"
"Min 1x per week","1985","Employed","(1c) basic vocational qualification","268","0.0886857914889693","0.0777519390080555","0.099619643969883"
"Min 1x per week","1985","Employed","(2b) intermediate general qualification","17","","",""
"Min 1x per week","1985","Employed","(2a) intermediate vocational","76","0.0814715004706338","0.0640208640892602","0.0989221368520074"
"Min 1x per week","1985","Employed","(2c_gen) general maturity certificate","29","","",""
"Min 1x per week","1985","Employed","(2c_voc) vocational maturity certificate","46","0.16067163599492","0.11840626846488","0.20293700352496"
"Min 1x per week","1985","Employed","(3a) lower tertiary education","17","","",""
"Min 1x per week","1985","Employed","(3b) higher tertiary education","36","0.0775932287771473","0.051822833878737","0.103363623675558"
"Min 1x per month","1985","Not Employed","(0) in school","44","0.219388371611874","0.158764190399492","0.280012552824257"
"Min 1x per month","1985","Not Employed","(1a) inadequately completed","92","0.223341125693707","0.180138167203888","0.266544084183525"
"Min 1x per month","1985","Not Employed","(1b) general elementary school","249","0.171165944741416","0.150643767828143","0.19168812165469"
"Min 1x per month","1985","Not Employed","(1c) basic vocational qualification","243","0.188858780528695","0.166759843021261","0.210957718036128"
"Min 1x per month","1985","Not Employed","(2b) intermediate general qualification","64","0.243466265696107","0.188711032118359","0.298221499273856"
"Min 1x per month","1985","Not Employed","(2a) intermediate vocational","88","0.215973246652028","0.174708248574169","0.257238244729887"
"Min 1x per month","1985","Not Employed","(2c_gen) general maturity certificate","62","0.307830432687592","0.243857667990883","0.371803197384301"
"Min 1x per month","1985","Not Employed","(2c_voc) vocational maturity certificate","36","0.244395690481902","0.166529461056873","0.32226191990693"
"Min 1x per month","1985","Not Employed","(3a) lower tertiary education","17","","",""
"Min 1x per month","1985","Not Employed","(3b) higher tertiary education","12","","",""
"Min 1x per month","1985","Employed","(0) in school","2","","",""
"Min 1x per month","1985","Employed","(1a) inadequately completed","157","0.254242336829196","0.21788474666804","0.290599926990352"
"Min 1x per month","1985","Employed","(1b) general elementary school","374","0.244098204271203","0.220801661112019","0.267394747430388"
"Min 1x per month","1985","Employed","(1c) basic vocational qualification","781","0.297912700989746","0.280323254061106","0.315502147918385"
"Min 1x per month","1985","Employed","(2b) intermediate general qualification","70","0.27339656654766","0.216290083673681","0.330503049421639"
"Min 1x per month","1985","Employed","(2a) intermediate vocational","255","0.269880109570238","0.241563280273253","0.298196938867224"
"Min 1x per month","1985","Employed","(2c_gen) general maturity certificate","55","0.303773911864548","0.235831315291496","0.371716508437599"
"Min 1x per month","1985","Employed","(2c_voc) vocational maturity certificate","77","0.254726761406624","0.204579855440724","0.304873667372525"
"Min 1x per month","1985","Employed","(3a) lower tertiary education","42","0.215758613875106","0.156958506832731","0.274558720917481"
"Min 1x per month","1985","Employed","(3b) higher tertiary education","98","0.257976073325695","0.215831021795682","0.300121124855708"
"Rarely","1985","Not Employed","(0) in school","101","0.574588157185436","0.502160456408819","0.647015857962053"
"Rarely","1985","Not Employed","(1a) inadequately completed","118","0.332993485249566","0.284106091021986","0.381880879477147"
"Rarely","1985","Not Employed","(1b) general elementary school","477","0.345882429909621","0.319966123206373","0.371798736612868"
"Rarely","1985","Not Employed","(1c) basic vocational qualification","489","0.383499133161195","0.356045261024731","0.41095300529766"
"Rarely","1985","Not Employed","(2b) intermediate general qualification","100","0.411511292578896","0.348726851119492","0.474295734038301"
"Rarely","1985","Not Employed","(2a) intermediate vocational","154","0.378440762509546","0.32980489949111","0.427076625527982"
"Rarely","1985","Not Employed","(2c_gen) general maturity certificate","85","0.412570670106763","0.344343072125971","0.480798268087554"
"Rarely","1985","Not Employed","(2c_voc) vocational maturity certificate","39","0.333707382738584","0.248265547503835","0.419149217973333"
"Rarely","1985","Not Employed","(3a) lower tertiary education","24","","",""
"Rarely","1985","Not Employed","(3b) higher tertiary education","34","0.356852484133749","0.256758859735053","0.456946108532445"
"Rarely","1985","Employed","(0) in school","3","","",""
"Rarely","1985","Employed","(1a) inadequately completed","193","0.380719019383291","0.340175779662503","0.42126225910408"
"Rarely","1985","Employed","(1b) general elementary school","571","0.496756187124573","0.469639453987847","0.523872920261299"
"Rarely","1985","Employed","(1c) basic vocational qualification","1238","0.49347567217219","0.474247183785512","0.512704160558868"
"Rarely","1985","Employed","(2b) intermediate general qualification","117","0.526248366544512","0.462273276928761","0.590223456160264"
"Rarely","1985","Employed","(2a) intermediate vocational","516","0.544431557648217","0.512662044791818","0.576201070504616"
"Rarely","1985","Employed","(2c_gen) general maturity certificate","71","0.429173306836777","0.356049255462507","0.502297358211048"
"Rarely","1985","Employed","(2c_voc) vocational maturity certificate","131","0.473118885079429","0.415655586784365","0.530582183374493"
"Rarely","1985","Employed","(3a) lower tertiary education","108","0.559791757856674","0.488832101905504","0.630751413807844"
"Rarely","1985","Employed","(3b) higher tertiary education","229","0.548968239921029","0.501036290495228","0.59690018934683"
"Never","1985","Not Employed","(0) in school","23","","",""
"Never","1985","Not Employed","(1a) inadequately completed","85","0.285466215606056","0.238616956656808","0.332315474555305"
"Never","1985","Not Employed","(1b) general elementary school","408","0.375363788235841","0.348980998366102","0.40174657810558"
"Never","1985","Not Employed","(1c) basic vocational qualification","344","0.331594128791299","0.305012712820386","0.358175544762212"
"Never","1985","Not Employed","(2b) intermediate general qualification","42","0.212630471774051","0.160427630341689","0.264833313206413"
