"pli0095_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","Couple + C. LE and GT 16","Rural Area","87","0.256056311485936","0.208822940300819","0.303289682671052"
"Rarely","1985","1-pers.-HH","Urban Area","322","0.311440468739089","0.282579678753261","0.340301258724916"
"Rarely","1985","1-pers.-HH","Rural Area","57","0.310815316420851","0.242631630901583","0.378999001940118"
"Rarely","1985","(Married) couple without C. ","Urban Area","828","0.437992479272175","0.415736356050492","0.460248602493857"
"Rarely","1985","(Married) couple without C. ","Rural Area","210","0.423494700012333","0.379744938201891","0.467244461822775"
"Rarely","1985","Single parent ","Urban Area","186","0.469012584594407","0.421679095850029","0.516346073338785"
"Rarely","1985","Single parent ","Rural Area","53","0.47671748990851","0.385432825482739","0.56800215433428"
"Rarely","1985","Couple + C. LE 16 ","Urban Area","975","0.501229190712762","0.479900084036583","0.522558297388942"
"Rarely","1985","Couple + C. LE 16 ","Rural Area","241","0.471838897863035","0.429927715120411","0.513750080605659"
"Rarely","1985","Couple + C. GT 16 ","Urban Area","802","0.523067619089308","0.498864922085689","0.547270316092928"
"Rarely","1985","Couple + C. GT 16 ","Rural Area","185","0.508875485358778","0.458611390787334","0.559139579930221"
"Rarely","1985","Couple + C. LE and GT 16","Urban Area","512","0.502559919915788","0.473573853160615","0.531545986670961"
"Rarely","1985","Couple + C. LE and GT 16","Rural Area","182","0.577220529193315","0.523759292743036","0.630681765643594"
"Never","1985","1-pers.-HH","Urban Area","289","0.333658162712243","0.30427156124583","0.363044764178656"
"Never","1985","1-pers.-HH","Rural Area","59","0.378504852622015","0.307052578660495","0.449957126583534"
"Never","1985","(Married) couple without C. ","Urban Area","413","0.237752677447968","0.218656088994179","0.256849265901758"
"Never","1985","(Married) couple without C. ","Rural Area","114","0.26042909174301","0.22157071014042","0.2992874733456"
"Never","1985","Single parent ","Urban Area","101","0.214129314777253","0.175220521514947","0.253038108039559"
"Never","1985","Single parent ","Rural Area","27","","",""
"Never","1985","Couple + C. LE 16 ","Urban Area","251","0.099862958939155","0.0870732545654968","0.112652663312813"
"Never","1985","Couple + C. LE 16 ","Rural Area","61","0.103652678006715","0.0780622077829209","0.129243148230509"
"Never","1985","Couple + C. GT 16 ","Urban Area","249","0.153003734466544","0.135559649047274","0.170447819885815"
"Never","1985","Couple + C. GT 16 ","Rural Area","61","0.171877820339293","0.133945149734988","0.209810490943599"
"Never","1985","Couple + C. LE and GT 16","Urban Area","164","0.146719625476987","0.126207297158801","0.167231953795173"
"Never","1985","Couple + C. LE and GT 16","Rural Area","33","0.0948791903249708","0.0631652701261438","0.126593110523798"
"Min 1x per week","1986","1-pers.-HH","Urban Area","103","0.100543810957317","0.0813906358158564","0.119696986098778"
"Min 1x per week","1986","1-pers.-HH","Rural Area","16","","",""
"Min 1x per week","1986","(Married) couple without C. ","Urban Area","165","0.0841046710627365","0.0717094884336081","0.0964998536918649"
"Min 1x per week","1986","(Married) couple without C. ","Rural Area","34","0.0729926340107138","0.0486595619998948","0.0973257060215328"
"Min 1x per week","1986","Single parent ","Urban Area","34","0.0932705455633433","0.0644822350823732","0.122058856044313"
"Min 1x per week","1986","Single parent ","Rural Area","6","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","Urban Area","182","0.0848908302616041","0.0723911687788243","0.0973904917443839"
"Min 1x per week","1986","Couple + C. LE 16 ","Rural Area","33","0.0472230479517697","0.0284991071169422","0.0659469887865973"
"Min 1x per week","1986","Couple + C. GT 16 ","Urban Area","126","0.063838395522599","0.0521170826054316","0.0755597084397664"
"Min 1x per week","1986","Couple + C. GT 16 ","Rural Area","27","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","Urban Area","111","0.0796540936830504","0.0634837283438113","0.0958244590222894"
"Min 1x per week","1986","Couple + C. LE and GT 16","Rural Area","28","","",""
"Min 1x per month","1986","1-pers.-HH","Urban Area","204","0.183296243093355","0.158653890916768","0.207938595269942"
"Min 1x per month","1986","1-pers.-HH","Rural Area","33","0.183378205672947","0.124510326523447","0.242246084822447"
"Min 1x per month","1986","(Married) couple without C. ","Urban Area","420","0.199088955311493","0.18125549273156","0.216922417891426"
"Min 1x per month","1986","(Married) couple without C. ","Rural Area","92","0.18518507091126","0.148848134760477","0.221522007062044"
"Min 1x per month","1986","Single parent ","Urban Area","91","0.228868003129802","0.18728058493033","0.270455421329274"
"Min 1x per month","1986","Single parent ","Rural Area","29","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","Urban Area","480","0.248886098716838","0.229495794296437","0.268276403137238"
"Min 1x per month","1986","Couple + C. LE 16 ","Rural Area","129","0.227539279923911","0.190531671229047","0.264546888618774"
"Min 1x per month","1986","Couple + C. GT 16 ","Urban Area","383","0.209554867967922","0.190040944038827","0.229068791897016"
"Min 1x per month","1986","Couple + C. GT 16 ","Rural Area","85","0.195635665547851","0.157787722244019","0.233483608851683"
"Min 1x per month","1986","Couple + C. LE and GT 16","Urban Area","282","0.236896904984408","0.211504049545063","0.262289760423754"
"Min 1x per month","1986","Couple + C. LE and GT 16","Rural Area","75","0.204340211245421","0.159882697259166","0.248797725231676"
"Rarely","1986","1-pers.-HH","Urban Area","346","0.35373666021972","0.323284514633537","0.384188805805903"
"Rarely","1986","1-pers.-HH","Rural Area","56","0.293019062751129","0.223780851998654","0.362257273503603"
"Rarely","1986","(Married) couple without C. ","Urban Area","903","0.467178679888899","0.444896778170485","0.489460581607314"
"Rarely","1986","(Married) couple without C. ","Rural Area","202","0.462557042843678","0.415916384937695","0.509197700749661"
"Rarely","1986","Single parent ","Urban Area","174","0.451059820039284","0.401800928041112","0.500318712037457"
"Rarely","1986","Single parent ","Rural Area","57","0.506929599887378","0.415949295046343","0.597909904728412"
"Rarely","1986","Couple + C. LE 16 ","Urban Area","955","0.530137990696922","0.50775536474557","0.552520616648274"
"Rarely","1986","Couple + C. LE 16 ","Rural Area","265","0.581497774188943","0.537951846625898","0.625043701751987"
"Rarely","1986","Couple + C. GT 16 ","Urban Area","865","0.553705013132703","0.529870290733095","0.577539735532312"
"Rarely","1986","Couple + C. GT 16 ","Rural Area","237","0.577547811273383","0.530420287738059","0.624675334808707"
"Rarely","1986","Couple + C. LE and GT 16","Urban Area","507","0.533458589793901","0.503664117724161","0.563253061863641"
"Rarely","1986","Couple + C. LE and GT 16","Rural Area","178","0.602024011716731","0.548055568393255","0.655992455040206"
"Never","1986","1-pers.-HH","Urban Area","294","0.362423285729608","0.33180736168056","0.393039209778655"
"Never","1986","1-pers.-HH","Rural Area","61","0.422411326993436","0.347271332561247","0.497551321425626"
"Never","1986","(Married) couple without C. ","Urban Area","438","0.249627693736871","0.230298900940768","0.268956486532975"
"Never","1986","(Married) couple without C. ","Rural Area","111","0.279265252234348","0.237297857281471","0.321232647187225"
"Never","1986","Single parent ","Urban Area","93","0.226801631267571","0.185346947263591","0.268256315271551"
"Never","1986","Single parent ","Rural Area","24","","",""
"Never","1986","Couple + C. LE 16 ","Urban Area","293","0.136085080324636","0.120708061305693","0.151462099343579"
"Never","1986","Couple + C. LE 16 ","Rural Area","66","0.143739897935377","0.112771684493912","0.174708111376842"
"Never","1986","Couple + C. GT 16 ","Urban Area","297","0.172901723376776","0.154770041734732","0.19103340501882"
"Never","1986","Couple + C. GT 16 ","Rural Area","73","0.168131790637234","0.132450212971335","0.203813368303132"
"Never","1986","Couple + C. LE and GT 16","Urban Area","177","0.14999041153864","0.128665663910985","0.171315159166295"
"Never","1986","Couple + C. LE and GT 16","Rural Area","35","0.105868265156777","0.0719457377062965","0.139790792607257"
"Min 1x per week","1987","1-pers.-HH","Urban Area","","","",""
"Min 1x per week","1987","1-pers.-HH","Rural Area","","","",""
"Min 1x per week","1987","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per week","1987","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per week","1987","Single parent ","Urban Area","","","",""
"Min 1x per week","1987","Single parent ","Rural Area","","","",""
"Min 1x per week","1987","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per week","1987","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per week","1987","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per week","1987","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per week","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per week","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per month","1987","1-pers.-HH","Urban Area","","","",""
"Min 1x per month","1987","1-pers.-HH","Rural Area","","","",""
"Min 1x per month","1987","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per month","1987","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per month","1987","Single parent ","Urban Area","","","",""
"Min 1x per month","1987","Single parent ","Rural Area","","","",""
"Min 1x per month","1987","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per month","1987","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per month","1987","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per month","1987","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per month","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per month","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","1987","1-pers.-HH","Urban Area","","","",""
"Rarely","1987","1-pers.-HH","Rural Area","","","",""
"Rarely","1987","(Married) couple without C. ","Urban Area","","","",""
"Rarely","1987","(Married) couple without C. ","Rural Area","","","",""
"Rarely","1987","Single parent ","Urban Area","","","",""
"Rarely","1987","Single parent ","Rural Area","","","",""
"Rarely","1987","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","1987","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","1987","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","1987","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","1987","1-pers.-HH","Urban Area","","","",""
"Never","1987","1-pers.-HH","Rural Area","","","",""
"Never","1987","(Married) couple without C. ","Urban Area","","","",""
"Never","1987","(Married) couple without C. ","Rural Area","","","",""
"Never","1987","Single parent ","Urban Area","","","",""
"Never","1987","Single parent ","Rural Area","","","",""
"Never","1987","Couple + C. LE 16 ","Urban Area","","","",""
"Never","1987","Couple + C. LE 16 ","Rural Area","","","",""
"Never","1987","Couple + C. GT 16 ","Urban Area","","","",""
"Never","1987","Couple + C. GT 16 ","Rural Area","","","",""
"Never","1987","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","1987","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per week","1988","1-pers.-HH","Urban Area","81","0.0904217435269784","0.0715910761352891","0.109252410918668"
"Min 1x per week","1988","1-pers.-HH","Rural Area","21","","",""
"Min 1x per week","1988","(Married) couple without C. ","Urban Area","163","0.0735259096075764","0.0616165955530012","0.0854352236621515"
"Min 1x per week","1988","(Married) couple without C. ","Rural Area","28","","",""
"Min 1x per week","1988","Single parent ","Urban Area","26","","",""
"Min 1x per week","1988","Single parent ","Rural Area","5","","",""
"Min 1x per week","1988","Couple + C. LE 16 ","Urban Area","151","0.0590739977657265","0.0480500251297707","0.0700979704016823"
"Min 1x per week","1988","Couple + C. LE 16 ","Rural Area","32","0.0430407155038909","0.0245546679079754","0.0615267630998064"
"Min 1x per week","1988","Couple + C. GT 16 ","Urban Area","178","0.0754152271520806","0.0631135493538983","0.0877169049502629"
"Min 1x per week","1988","Couple + C. GT 16 ","Rural Area","35","0.0740606692762263","0.0491348039142606","0.0989865346381919"
"Min 1x per week","1988","Couple + C. LE and GT 16","Urban Area","74","0.0685429498307532","0.0515665293495008","0.0855193703120056"
"Min 1x per week","1988","Couple + C. LE and GT 16","Rural Area","20","","",""
"Min 1x per month","1988","1-pers.-HH","Urban Area","188","0.186837492721243","0.161243978211074","0.212431007231413"
"Min 1x per month","1988","1-pers.-HH","Rural Area","30","0.149475552979972","0.0955590228084395","0.203392083151505"
"Min 1x per month","1988","(Married) couple without C. ","Urban Area","386","0.191702127180902","0.173740358887727","0.209663895474078"
"Min 1x per month","1988","(Married) couple without C. ","Rural Area","99","0.216445703869671","0.177246775362302","0.25564463237704"
"Min 1x per month","1988","Single parent ","Urban Area","92","0.236486151049457","0.194259697677475","0.278712604421439"
"Min 1x per month","1988","Single parent ","Rural Area","26","","",""
"Min 1x per month","1988","Couple + C. LE 16 ","Urban Area","440","0.251701350503179","0.231408527665591","0.271994173340766"
"Min 1x per month","1988","Couple + C. LE 16 ","Rural Area","149","0.302491220859103","0.260651495801958","0.344330945916248"
"Min 1x per month","1988","Couple + C. GT 16 ","Urban Area","359","0.203142019951522","0.184398471886861","0.221885568016183"
"Min 1x per month","1988","Couple + C. GT 16 ","Rural Area","91","0.224227825463641","0.18452905881299","0.263926592114292"
"Min 1x per month","1988","Couple + C. LE and GT 16","Urban Area","199","0.211669997064319","0.184224759732562","0.239115234396076"
"Min 1x per month","1988","Couple + C. LE and GT 16","Rural Area","48","0.175291784286981","0.126782705089474","0.223800863484489"
"Rarely","1988","1-pers.-HH","Urban Area","332","0.356765895037806","0.325311203091044","0.388220586984567"
"Rarely","1988","1-pers.-HH","Rural Area","55","0.315486596116723","0.245215798234513","0.385757393998933"
"Rarely","1988","(Married) couple without C. ","Urban Area","816","0.455945974759898","0.433219733506999","0.478672216012798"
"Rarely","1988","(Married) couple without C. ","Rural Area","199","0.468690112725361","0.42119138165094","0.516188843799782"
"Rarely","1988","Single parent ","Urban Area","176","0.456612841033941","0.40711320150212","0.506112480565762"
"Rarely","1988","Single parent ","Rural Area","66","0.561385361138329","0.472602411205097","0.65016831107156"
"Rarely","1988","Couple + C. LE 16 ","Urban Area","878","0.552348531939686","0.529097682770803","0.575599381108569"
"Rarely","1988","Couple + C. LE 16 ","Rural Area","234","0.565679108205794","0.52053011965453","0.610828096757058"
"Rarely","1988","Couple + C. GT 16 ","Urban Area","889","0.535077214220789","0.511841281934004","0.558313146507574"
"Rarely","1988","Couple + C. GT 16 ","Rural Area","214","0.518910782089343","0.471352701124491","0.566468863054196"
"Rarely","1988","Couple + C. LE and GT 16","Urban Area","419","0.560806347413167","0.527462339629489","0.594150355196845"
"Rarely","1988","Couple + C. LE and GT 16","Rural Area","140","0.626833055984192","0.565128160937363","0.688537951031022"
"Never","1988","1-pers.-HH","Urban Area","290","0.365974868713973","0.334345676015077","0.397604061412869"
"Never","1988","1-pers.-HH","Rural Area","62","0.398898022062636","0.324852556159485","0.472943487965788"
"Never","1988","(Married) couple without C. ","Urban Area","480","0.278825988451623","0.25836453099547","0.299287445907777"
"Never","1988","(Married) couple without C. ","Rural Area","98","0.261371028783592","0.219548811372583","0.303193246194602"
"Never","1988","Single parent ","Urban Area","95","0.241891480044754","0.199336610352657","0.284446349736851"
"Never","1988","Single parent ","Rural Area","23","","",""
"Never","1988","Couple + C. LE 16 ","Urban Area","288","0.136876119791409","0.120804390112773","0.152947849470045"
"Never","1988","Couple + C. LE 16 ","Rural Area","48","0.0887889554312116","0.0628801997045154","0.114697711157908"
"Never","1988","Couple + C. GT 16 ","Urban Area","344","0.186365538675608","0.168224634483128","0.204506442868088"
"Never","1988","Couple + C. GT 16 ","Rural Area","84","0.182800723170789","0.146011712894803","0.219589733446775"
"Never","1988","Couple + C. LE and GT 16","Urban Area","159","0.158980705691761","0.134413345069987","0.183548066313535"
"Never","1988","Couple + C. LE and GT 16","Rural Area","28","","",""
"Min 1x per week","1989","1-pers.-HH","Urban Area","","","",""
"Min 1x per week","1989","1-pers.-HH","Rural Area","","","",""
"Min 1x per week","1989","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per week","1989","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per week","1989","Single parent ","Urban Area","","","",""
"Min 1x per week","1989","Single parent ","Rural Area","","","",""
"Min 1x per week","1989","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per week","1989","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per week","1989","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per week","1989","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per week","1989","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per week","1989","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per month","1989","1-pers.-HH","Urban Area","","","",""
"Min 1x per month","1989","1-pers.-HH","Rural Area","","","",""
"Min 1x per month","1989","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per month","1989","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per month","1989","Single parent ","Urban Area","","","",""
"Min 1x per month","1989","Single parent ","Rural Area","","","",""
"Min 1x per month","1989","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per month","1989","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per month","1989","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per month","1989","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per month","1989","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per month","1989","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","1989","1-pers.-HH","Urban Area","","","",""
"Rarely","1989","1-pers.-HH","Rural Area","","","",""
"Rarely","1989","(Married) couple without C. ","Urban Area","","","",""
"Rarely","1989","(Married) couple without C. ","Rural Area","","","",""
"Rarely","1989","Single parent ","Urban Area","","","",""
"Rarely","1989","Single parent ","Rural Area","","","",""
"Rarely","1989","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","1989","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","1989","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","1989","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","1989","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","1989","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","1989","1-pers.-HH","Urban Area","","","",""
"Never","1989","1-pers.-HH","Rural Area","","","",""
"Never","1989","(Married) couple without C. ","Urban Area","","","",""
"Never","1989","(Married) couple without C. ","Rural Area","","","",""
"Never","1989","Single parent ","Urban Area","","","",""
"Never","1989","Single parent ","Rural Area","","","",""
"Never","1989","Couple + C. LE 16 ","Urban Area","","","",""
"Never","1989","Couple + C. LE 16 ","Rural Area","","","",""
"Never","1989","Couple + C. GT 16 ","Urban Area","","","",""
"Never","1989","Couple + C. GT 16 ","Rural Area","","","",""
"Never","1989","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","1989","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per week","1990","1-pers.-HH","Urban Area","33","0.185656109154196","0.123842394832692","0.2474698234757"
"Min 1x per week","1990","1-pers.-HH","Rural Area","39","0.214538346397791","0.153544162462081","0.2755325303335"
"Min 1x per week","1990","(Married) couple without C. ","Urban Area","51","0.157680766771699","0.117688090309773","0.197673443233626"
"Min 1x per week","1990","(Married) couple without C. ","Rural Area","110","0.177166730868564","0.146666940621788","0.207666521115339"
"Min 1x per week","1990","Single parent ","Urban Area","12","","",""
"Min 1x per week","1990","Single parent ","Rural Area","14","","",""
"Min 1x per week","1990","Couple + C. LE 16 ","Urban Area","96","0.17996668005133","0.147261092292213","0.212672267810447"
"Min 1x per week","1990","Couple + C. LE 16 ","Rural Area","169","0.179984576966844","0.154982671791924","0.204986482141765"
"Min 1x per week","1990","Couple + C. GT 16 ","Urban Area","38","0.15061182539215","0.106096977692532","0.195126673091768"
"Min 1x per week","1990","Couple + C. GT 16 ","Rural Area","82","0.1505226083469","0.12101151368563","0.18003370300817"
"Min 1x per week","1990","Couple + C. LE and GT 16","Urban Area","12","","",""
"Min 1x per week","1990","Couple + C. LE and GT 16","Rural Area","48","0.215415455235986","0.161336298900185","0.269494611571787"
"Min 1x per month","1990","1-pers.-HH","Urban Area","37","0.269150949685063","0.198642997909481","0.339658901460645"
"Min 1x per month","1990","1-pers.-HH","Rural Area","34","0.17063125999487","0.114735791980961","0.22652672800878"
"Min 1x per month","1990","(Married) couple without C. ","Urban Area","86","0.269333893114358","0.22065308993213","0.318014696296586"
"Min 1x per month","1990","(Married) couple without C. ","Rural Area","161","0.262614372303679","0.227461855471682","0.297766889135677"
"Min 1x per month","1990","Single parent ","Urban Area","29","","",""
"Min 1x per month","1990","Single parent ","Rural Area","23","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","Urban Area","183","0.34987441265351","0.309270781216005","0.390478044091015"
"Min 1x per month","1990","Couple + C. LE 16 ","Rural Area","301","0.336742080249178","0.305985760664762","0.367498399833593"
"Min 1x per month","1990","Couple + C. GT 16 ","Urban Area","68","0.279706166661246","0.223842669534945","0.335569663787548"
"Min 1x per month","1990","Couple + C. GT 16 ","Rural Area","177","0.316388497824513","0.278006854703808","0.354770140945218"
"Min 1x per month","1990","Couple + C. LE and GT 16","Urban Area","23","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","Rural Area","63","0.255668030798576","0.198283722217848","0.313052339379304"
"Rarely","1990","1-pers.-HH","Urban Area","30","0.174538442944706","0.114196363557845","0.234880522331568"
"Rarely","1990","1-pers.-HH","Rural Area","51","0.29636746692598","0.228515617974388","0.364219315877572"
"Rarely","1990","(Married) couple without C. ","Urban Area","154","0.475132377744877","0.420331823086786","0.529932932402968"
"Rarely","1990","(Married) couple without C. ","Rural Area","261","0.436582349593539","0.396963837940344","0.476200861246733"
"Rarely","1990","Single parent ","Urban Area","45","0.500306224166569","0.398686844455961","0.601925603877177"
"Rarely","1990","Single parent ","Rural Area","45","0.499045971397057","0.397426757610229","0.600665185183886"
"Rarely","1990","Couple + C. LE 16 ","Urban Area","236","0.441612347666954","0.399335882940578","0.483888812393329"
"Rarely","1990","Couple + C. LE 16 ","Rural Area","393","0.425506267551849","0.393329673176628","0.457682861927071"
"Rarely","1990","Couple + C. GT 16 ","Urban Area","126","0.501177713313711","0.438948967199951","0.563406459427471"
"Rarely","1990","Couple + C. GT 16 ","Rural Area","265","0.462531994976641","0.421383331187756","0.503680658765525"
"Rarely","1990","Couple + C. LE and GT 16","Urban Area","47","0.522530540499556","0.419336296277026","0.625724784722087"
"Rarely","1990","Couple + C. LE and GT 16","Rural Area","107","0.513067246093712","0.447317626670259","0.578816865517165"
"Never","1990","1-pers.-HH","Urban Area","52","0.370654498216035","0.29387319117712","0.44743580525495"
"Never","1990","1-pers.-HH","Rural Area","50","0.318462926681359","0.249240367647292","0.387685485715426"
"Never","1990","(Married) couple without C. ","Urban Area","28","","",""
"Never","1990","(Married) couple without C. ","Rural Area","70","0.123636547234218","0.0973420174831373","0.1499310769853"
"Never","1990","Single parent ","Urban Area","7","","",""
"Never","1990","Single parent ","Rural Area","11","","",""
"Never","1990","Couple + C. LE 16 ","Urban Area","15","","",""
"Never","1990","Couple + C. LE 16 ","Rural Area","44","0.0577670752321286","0.0425838590649386","0.0729502913993187"
"Never","1990","Couple + C. GT 16 ","Urban Area","16","","",""
"Never","1990","Couple + C. GT 16 ","Rural Area","40","0.0705568988519457","0.0494225104141271","0.0916912872897642"
"Never","1990","Couple + C. LE and GT 16","Urban Area","8","","",""
"Never","1990","Couple + C. LE and GT 16","Rural Area","4","","",""
"Min 1x per week","1991","1-pers.-HH","Urban Area","","","",""
"Min 1x per week","1991","1-pers.-HH","Rural Area","","","",""
"Min 1x per week","1991","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per week","1991","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per week","1991","Single parent ","Urban Area","","","",""
"Min 1x per week","1991","Single parent ","Rural Area","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per month","1991","1-pers.-HH","Urban Area","","","",""
"Min 1x per month","1991","1-pers.-HH","Rural Area","","","",""
"Min 1x per month","1991","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per month","1991","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per month","1991","Single parent ","Urban Area","","","",""
"Min 1x per month","1991","Single parent ","Rural Area","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","1991","1-pers.-HH","Urban Area","","","",""
"Rarely","1991","1-pers.-HH","Rural Area","","","",""
"Rarely","1991","(Married) couple without C. ","Urban Area","","","",""
"Rarely","1991","(Married) couple without C. ","Rural Area","","","",""
"Rarely","1991","Single parent ","Urban Area","","","",""
"Rarely","1991","Single parent ","Rural Area","","","",""
"Rarely","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","1991","Couple + C. LE 16 ","Rural Area","","","",""
