"pli0095_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","1-pers.-HH","(0) in school","","","",""
"Min 1x per week","1985","1-pers.-HH","(1a) inadequately completed","12","","",""
"Min 1x per week","1985","1-pers.-HH","(1b) general elementary school","47","0.140251001655803","0.100891343132153","0.179610660179453"
"Min 1x per week","1985","1-pers.-HH","(1c) basic vocational qualification","36","0.0917504122449453","0.0614644069195161","0.122036417570374"
"Min 1x per week","1985","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"Min 1x per week","1985","1-pers.-HH","(2a) intermediate vocational","28","","",""
"Min 1x per week","1985","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per week","1985","1-pers.-HH","(3a) lower tertiary education","7","","",""
"Min 1x per week","1985","1-pers.-HH","(3b) higher tertiary education","5","","",""
"Min 1x per week","1985","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per week","1985","(Married) couple without C. ","(1a) inadequately completed","16","","",""
"Min 1x per week","1985","(Married) couple without C. ","(1b) general elementary school","61","0.101295143127518","0.0762609356556695","0.126329350599366"
"Min 1x per week","1985","(Married) couple without C. ","(1c) basic vocational qualification","104","0.0985212577699426","0.0800502406912815","0.116992274848604"
"Min 1x per week","1985","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"Min 1x per week","1985","(Married) couple without C. ","(2a) intermediate vocational","24","","",""
"Min 1x per week","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","13","","",""
"Min 1x per week","1985","(Married) couple without C. ","(3a) lower tertiary education","6","","",""
"Min 1x per week","1985","(Married) couple without C. ","(3b) higher tertiary education","11","","",""
"Min 1x per week","1985","Single parent ","(0) in school","1","","",""
"Min 1x per week","1985","Single parent ","(1a) inadequately completed","3","","",""
"Min 1x per week","1985","Single parent ","(1b) general elementary school","13","","",""
"Min 1x per week","1985","Single parent ","(1c) basic vocational qualification","13","","",""
"Min 1x per week","1985","Single parent ","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1985","Single parent ","(2a) intermediate vocational","4","","",""
"Min 1x per week","1985","Single parent ","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1985","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1985","Single parent ","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Single parent ","(3b) higher tertiary education","2","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(1a) inadequately completed","52","0.206818494539649","0.159462396941179","0.254174592138118"
"Min 1x per week","1985","Couple + C. LE 16 ","(1b) general elementary school","71","0.105135581483963","0.0786446056142479","0.131626557353677"
"Min 1x per week","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","112","0.101871871156444","0.0832541978880213","0.120489544424867"
"Min 1x per week","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(2a) intermediate vocational","32","0.0769368121290709","0.0495601681231085","0.104313456135033"
"Min 1x per week","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","8","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(3a) lower tertiary education","4","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","(3b) higher tertiary education","21","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(0) in school","7","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(1a) inadequately completed","19","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(1b) general elementary school","59","0.115493169523297","0.0860606300229888","0.144925709023604"
"Min 1x per week","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","60","0.0804332279142451","0.059509689696516","0.101356766131974"
"Min 1x per week","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","9","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(2a) intermediate vocational","23","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","18","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","(3b) higher tertiary education","6","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(0) in school","4","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(1a) inadequately completed","38","0.203273188215772","0.148582776953263","0.25796359947828"
"Min 1x per week","1985","Couple + C. LE and GT 16","(1b) general elementary school","54","0.0919398608522056","0.0633001295317909","0.12057959217262"
"Min 1x per week","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","49","0.0731438627210576","0.048675856999659","0.0976118684424562"
"Min 1x per week","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","5","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Min 1x per month","1985","1-pers.-HH","(0) in school","","","",""
"Min 1x per month","1985","1-pers.-HH","(1a) inadequately completed","14","","",""
"Min 1x per month","1985","1-pers.-HH","(1b) general elementary school","55","0.163230330579667","0.121339797033544","0.20512086412579"
"Min 1x per month","1985","1-pers.-HH","(1c) basic vocational qualification","83","0.216154381067871","0.172969406678768","0.259339355456975"
"Min 1x per month","1985","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1985","1-pers.-HH","(2a) intermediate vocational","48","0.2490056936754","0.186180279833571","0.31183110751723"
"Min 1x per month","1985","1-pers.-HH","(2c_gen) general maturity certificate","20","","",""
"Min 1x per month","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","20","","",""
"Min 1x per month","1985","1-pers.-HH","(3a) lower tertiary education","7","","",""
"Min 1x per month","1985","1-pers.-HH","(3b) higher tertiary education","17","","",""
"Min 1x per month","1985","(Married) couple without C. ","(0) in school","","","",""
"Min 1x per month","1985","(Married) couple without C. ","(1a) inadequately completed","30","0.210978011872097","0.133670917039665","0.288285106704529"
"Min 1x per month","1985","(Married) couple without C. ","(1b) general elementary school","121","0.183345299449655","0.151239379783391","0.215451219115919"
"Min 1x per month","1985","(Married) couple without C. ","(1c) basic vocational qualification","248","0.23244133752453","0.206261884851836","0.258620790197224"
"Min 1x per month","1985","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"Min 1x per month","1985","(Married) couple without C. ","(2a) intermediate vocational","89","0.256488687430121","0.210138787650313","0.302838587209928"
"Min 1x per month","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","20","","",""
"Min 1x per month","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","27","","",""
"Min 1x per month","1985","(Married) couple without C. ","(3a) lower tertiary education","20","","",""
"Min 1x per month","1985","(Married) couple without C. ","(3b) higher tertiary education","24","","",""
"Min 1x per month","1985","Single parent ","(0) in school","9","","",""
"Min 1x per month","1985","Single parent ","(1a) inadequately completed","10","","",""
"Min 1x per month","1985","Single parent ","(1b) general elementary school","19","","",""
"Min 1x per month","1985","Single parent ","(1c) basic vocational qualification","46","0.259407553256722","0.19252896964445","0.326286136868995"
"Min 1x per month","1985","Single parent ","(2b) intermediate general qualification","12","","",""
"Min 1x per month","1985","Single parent ","(2a) intermediate vocational","15","","",""
"Min 1x per month","1985","Single parent ","(2c_gen) general maturity certificate","9","","",""
"Min 1x per month","1985","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1985","Single parent ","(3a) lower tertiary education","1","","",""
"Min 1x per month","1985","Single parent ","(3b) higher tertiary education","3","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(0) in school","1","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(1a) inadequately completed","75","0.253236342165165","0.202391192021767","0.304081492308564"
"Min 1x per month","1985","Couple + C. LE 16 ","(1b) general elementary school","168","0.326691616215012","0.286185511386504","0.367197721043519"
"Min 1x per month","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","324","0.320526951799178","0.291802780525013","0.349251123073343"
"Min 1x per month","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","10","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(2a) intermediate vocational","105","0.288827736313205","0.242268671051898","0.335386801574512"
"Min 1x per month","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","16","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","36","0.294650391082934","0.209456692248491","0.379844089917377"
"Min 1x per month","1985","Couple + C. LE 16 ","(3a) lower tertiary education","22","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","(3b) higher tertiary education","35","0.208128179639806","0.146921668359426","0.269334690920185"
"Min 1x per month","1985","Couple + C. GT 16 ","(0) in school","13","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(1a) inadequately completed","40","0.200725496865246","0.134612356725675","0.266838637004817"
"Min 1x per month","1985","Couple + C. GT 16 ","(1b) general elementary school","107","0.198965077216699","0.16220189112125","0.235728263312147"
"Min 1x per month","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","167","0.260070412722473","0.226320985013093","0.293819840431853"
"Min 1x per month","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","48","0.266254930731291","0.198813380212763","0.333696481249819"
"Min 1x per month","1985","Couple + C. GT 16 ","(2a) intermediate vocational","49","0.207176626593334","0.154337884176148","0.26001536901052"
"Min 1x per month","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","29","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","17","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(3a) lower tertiary education","6","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","(3b) higher tertiary education","18","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(0) in school","22","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(1a) inadequately completed","67","0.345144923333081","0.280536407037743","0.40975343962842"
"Min 1x per month","1985","Couple + C. LE and GT 16","(1b) general elementary school","105","0.255963047449431","0.212707122699676","0.299218972199185"
"Min 1x per month","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","115","0.268345994369929","0.22670664850767","0.309985340232189"
"Min 1x per month","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","38","0.299896321850344","0.216149965619873","0.383642678080816"
"Min 1x per month","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","26","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"Rarely","1985","1-pers.-HH","(0) in school","","","",""
"Rarely","1985","1-pers.-HH","(1a) inadequately completed","22","","",""
"Rarely","1985","1-pers.-HH","(1b) general elementary school","67","0.208941243913793","0.16285949472691","0.255022993100676"
"Rarely","1985","1-pers.-HH","(1c) basic vocational qualification","115","0.326689513148631","0.277484351404954","0.375894674892309"
"Rarely","1985","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"Rarely","1985","1-pers.-HH","(2a) intermediate vocational","65","0.344026174008449","0.275009918113546","0.413042429903351"
"Rarely","1985","1-pers.-HH","(2c_gen) general maturity certificate","22","","",""
"Rarely","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","24","","",""
"Rarely","1985","1-pers.-HH","(3a) lower tertiary education","9","","",""
"Rarely","1985","1-pers.-HH","(3b) higher tertiary education","39","0.48432840220697","0.373421809097856","0.595234995316083"
"Rarely","1985","(Married) couple without C. ","(0) in school","","","",""
"Rarely","1985","(Married) couple without C. ","(1a) inadequately completed","34","0.397253671711887","0.3045370820394","0.489970261384374"
"Rarely","1985","(Married) couple without C. ","(1b) general elementary school","227","0.419993492463747","0.379042097005464","0.460944887922029"
"Rarely","1985","(Married) couple without C. ","(1c) basic vocational qualification","432","0.42497701564521","0.394338098346129","0.45561593294429"
"Rarely","1985","(Married) couple without C. ","(2b) intermediate general qualification","15","","",""
"Rarely","1985","(Married) couple without C. ","(2a) intermediate vocational","173","0.488885353599189","0.435829466803952","0.541941240394425"
"Rarely","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","14","","",""
"Rarely","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","44","0.420121501744937","0.32703382945758","0.513209174032293"
"Rarely","1985","(Married) couple without C. ","(3a) lower tertiary education","39","0.486904435642788","0.376685670511373","0.597123200774202"
"Rarely","1985","(Married) couple without C. ","(3b) higher tertiary education","53","0.465176956076589","0.372387046050577","0.557966866102601"
"Rarely","1985","Single parent ","(0) in school","7","","",""
"Rarely","1985","Single parent ","(1a) inadequately completed","14","","",""
"Rarely","1985","Single parent ","(1b) general elementary school","72","0.510359745638625","0.430889773521523","0.589829717755728"
"Rarely","1985","Single parent ","(1c) basic vocational qualification","69","0.445980845058673","0.37013590503897","0.521825785078375"
"Rarely","1985","Single parent ","(2b) intermediate general qualification","24","","",""
"Rarely","1985","Single parent ","(2a) intermediate vocational","25","","",""
"Rarely","1985","Single parent ","(2c_gen) general maturity certificate","12","","",""
"Rarely","1985","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"Rarely","1985","Single parent ","(3a) lower tertiary education","1","","",""
"Rarely","1985","Single parent ","(3b) higher tertiary education","7","","",""
"Rarely","1985","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","1985","Couple + C. LE 16 ","(1a) inadequately completed","101","0.375962924445603","0.319329524222269","0.432596324668938"
"Rarely","1985","Couple + C. LE 16 ","(1b) general elementary school","218","0.472019035525993","0.42890354161053","0.515134529441455"
