"pli0095_h","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","in school","","","",""
"Min 1x per week","1985","inadequately","136","0.152718291091889","0.12840691530072","0.177029666883059"
"Min 1x per week","1985","general elemantary","368","0.104556500661814","0.0936831573640551","0.115429843959573"
"Min 1x per week","1985","middle vocational","557","0.0962006235425879","0.0881434936777407","0.104257753407435"
"Min 1x per week","1985","vocational + Abi","45","0.162353841255814","0.118688747757133","0.206018934754496"
"Min 1x per week","1985","higher vocational","53","0.0824576090071068","0.0607186386203058","0.104196579393908"
"Min 1x per week","1985","higher education","72","0.0924881199536958","0.0717123596847615","0.11326388022263"
"Min 1x per month","1985","in school","46","0.223851008440279","0.163948681203181","0.283753335677376"
"Min 1x per month","1985","inadequately","225","0.231223955445588","0.202729102027442","0.259718808863735"
"Min 1x per month","1985","general elemantary","750","0.209631828616181","0.195167049078242","0.224096608154121"
"Min 1x per month","1985","middle vocational","1390","0.257396954274962","0.245450597894205","0.269343310655719"
"Min 1x per month","1985","vocational + Abi","86","0.293489213044246","0.239571895173666","0.347406530914826"
"Min 1x per month","1985","higher vocational","157","0.249523470369129","0.215322786401193","0.283724154337065"
"Min 1x per month","1985","higher education","169","0.227314361144827","0.197260335858042","0.257368386431612"
"Rarely","1985","in school","104","0.567242289337236","0.496039283659868","0.638445295014605"
"Rarely","1985","inadequately","295","0.382601132994016","0.349753344691857","0.415448921296174"
"Rarely","1985","general elemantary","1251","0.413772999262933","0.396271209259779","0.431274789266086"
"Rarely","1985","middle vocational","2371","0.460892582318607","0.447272086586532","0.474513078050682"
"Rarely","1985","vocational + Abi","104","0.390157473910354","0.33240087278727","0.447914075033438"
"Rarely","1985","higher vocational","288","0.451243538518878","0.411915176880413","0.490571900157343"
"Rarely","1985","higher education","395","0.514714154106984","0.478874017365743","0.550554290848225"
"Never","1985","in school","","","",""
"Never","1985","inadequately","185","0.233456620468507","0.204866133086058","0.262047107850956"
"Never","1985","general elemantary","673","0.272038671459072","0.256224808780271","0.287852534137873"
"Never","1985","middle vocational","827","0.185509839863843","0.174888439053915","0.196131240673771"
"Never","1985","vocational + Abi","39","0.153999471789586","0.111261122676835","0.196737820902336"
"Never","1985","higher vocational","117","0.216775382104886","0.184209812554523","0.249340951655249"
"Never","1985","higher education","111","0.165483364794493","0.138834270059746","0.192132459529241"
"Min 1x per week","1986","in school","","","",""
"Min 1x per week","1986","inadequately","98","0.0883950541327836","0.0685499154855117","0.108240192780056"
"Min 1x per week","1986","general elemantary","264","0.0902277578790103","0.0798019276107662","0.100653588147254"
"Min 1x per week","1986","middle vocational","384","0.0702064911406243","0.0631147341923211","0.0772982480889276"
"Min 1x per week","1986","vocational + Abi","40","0.134550042857428","0.0942185177639639","0.174881567950892"
"Min 1x per week","1986","higher vocational","42","0.0775509131570633","0.0556894699341998","0.0994123563799269"
"Min 1x per week","1986","higher education","64","0.0789912344990319","0.0596618233258496","0.0983206456722143"
"Min 1x per month","1986","in school","44","0.22644422979335","0.166134321080856","0.286754138505843"
"Min 1x per month","1986","inadequately","187","0.196015947183614","0.168263183477017","0.223768710890211"
"Min 1x per month","1986","general elemantary","622","0.175610361644476","0.161764641235182","0.18945608205377"
"Min 1x per month","1986","middle vocational","1205","0.216134781684736","0.20470981395714","0.227559749412332"
"Min 1x per month","1986","vocational + Abi","77","0.277629527836751","0.224700421177326","0.330558634496176"
"Min 1x per month","1986","higher vocational","129","0.23497327316742","0.200318608091358","0.269627938243481"
"Min 1x per month","1986","higher education","146","0.194166019797787","0.165819046509001","0.222512993086573"
"Rarely","1986","in school","98","0.521987722599437","0.450007713599079","0.593967731599794"
"Rarely","1986","inadequately","288","0.392237414639799","0.358104112324667","0.426370716954931"
"Rarely","1986","general elemantary","1292","0.433877040327759","0.415842173268364","0.451911907387153"
"Rarely","1986","middle vocational","2529","0.509250296441322","0.495374190014087","0.523126402868557"
"Rarely","1986","vocational + Abi","113","0.415249927140127","0.357009886566289","0.473489967713966"
"Rarely","1986","higher vocational","301","0.478605253929106","0.437774610398248","0.519435897459963"
"Rarely","1986","higher education","389","0.507407977350215","0.471580219963858","0.543235734736571"
"Never","1986","in school","30","0.185591587818052","0.129569086439874","0.24161408919623"
"Never","1986","inadequately","213","0.323351584043804","0.290650974417162","0.356052193670445"
"Never","1986","general elemantary","723","0.300284840148755","0.283604627921192","0.316965052376318"
"Never","1986","middle vocational","868","0.204408430733318","0.193214916852385","0.215601944614252"
"Never","1986","vocational + Abi","45","0.172570502165694","0.127909288044829","0.217231716286559"
"Never","1986","higher vocational","103","0.208870559746411","0.175644674785319","0.242096444707504"
"Never","1986","higher education","149","0.219434768352967","0.18977589744416","0.249093639261773"
"Min 1x per week","1987","in school","","","",""
"Min 1x per week","1987","inadequately","","","",""
"Min 1x per week","1987","general elemantary","","","",""
"Min 1x per week","1987","middle vocational","","","",""
"Min 1x per week","1987","vocational + Abi","","","",""
"Min 1x per week","1987","higher vocational","","","",""
"Min 1x per week","1987","higher education","","","",""
"Min 1x per month","1987","in school","","","",""
"Min 1x per month","1987","inadequately","","","",""
"Min 1x per month","1987","general elemantary","","","",""
"Min 1x per month","1987","middle vocational","","","",""
"Min 1x per month","1987","vocational + Abi","","","",""
"Min 1x per month","1987","higher vocational","","","",""
"Min 1x per month","1987","higher education","","","",""
"Rarely","1987","in school","","","",""
"Rarely","1987","inadequately","","","",""
"Rarely","1987","general elemantary","","","",""
"Rarely","1987","middle vocational","","","",""
"Rarely","1987","vocational + Abi","","","",""
"Rarely","1987","higher vocational","","","",""
"Rarely","1987","higher education","","","",""
"Never","1987","in school","","","",""
"Never","1987","inadequately","","","",""
"Never","1987","general elemantary","","","",""
"Never","1987","middle vocational","","","",""
"Never","1987","vocational + Abi","","","",""
"Never","1987","higher vocational","","","",""
"Never","1987","higher education","","","",""
"Min 1x per week","1988","in school","","","",""
"Min 1x per week","1988","inadequately","95","0.115276636532719","0.0916188849446667","0.138934388120771"
"Min 1x per week","1988","general elemantary","277","0.091855957248551","0.0810078167008102","0.102704097796292"
"Min 1x per week","1988","middle vocational","364","0.0640474051478671","0.0570596305325474","0.0710351797631869"
"Min 1x per week","1988","vocational + Abi","","","",""
"Min 1x per week","1988","higher vocational","35","0.0665046529780275","0.0454308438217414","0.0875784621343135"
"Min 1x per week","1988","higher education","40","0.0616680390019796","0.0438353092935321","0.0795007687104272"
"Min 1x per month","1988","in school","","","",""
"Min 1x per month","1988","inadequately","167","0.210996587674163","0.180770897409969","0.241222277938357"
"Min 1x per month","1988","general elemantary","551","0.179032441086821","0.164632751339108","0.193432130834534"
"Min 1x per month","1988","middle vocational","1103","0.217041346561025","0.205276078013114","0.228806615108935"
"Min 1x per month","1988","vocational + Abi","72","0.276945527056718","0.223470053746859","0.330421000366578"
"Min 1x per month","1988","higher vocational","116","0.200377945374956","0.166522518837403","0.234233371912509"
"Min 1x per month","1988","higher education","160","0.22988658723196","0.198694555545352","0.261078618918569"
"Rarely","1988","in school","87","0.533297234494366","0.456235282430348","0.610359186558384"
"Rarely","1988","inadequately","241","0.366874660156207","0.331171819053233","0.402577501259181"
"Rarely","1988","general elemantary","1158","0.415954794031844","0.397442059687175","0.434467528376513"
"Rarely","1988","middle vocational","2355","0.502972249355295","0.488702264123323","0.517242234587267"
"Rarely","1988","vocational + Abi","117","0.442677917499685","0.383321318928699","0.50203451607067"
"Rarely","1988","higher vocational","298","0.535472763765375","0.49328998041617","0.577655547114579"
"Rarely","1988","higher education","369","0.508719327619536","0.471658640972395","0.545780014266677"
"Never","1988","in school","31","0.20884326206771","0.146055261628681","0.271631262506738"
"Never","1988","inadequately","197","0.306852115636911","0.272687496549806","0.341016734724016"
"Never","1988","general elemantary","737","0.313156807632784","0.29573737530268","0.330576239962887"
"Never","1988","middle vocational","894","0.215938998935814","0.204195387828741","0.227682610042886"
"Never","1988","vocational + Abi","51","0.194290469815357","0.147009437459171","0.241571502171543"
"Never","1988","higher vocational","88","0.197644637881642","0.163963492959868","0.231325782803416"
"Never","1988","higher education","130","0.199726046146524","0.170088230204423","0.229363862088626"
"Min 1x per week","1989","in school","","","",""
"Min 1x per week","1989","inadequately","","","",""
"Min 1x per week","1989","general elemantary","","","",""
"Min 1x per week","1989","middle vocational","","","",""
"Min 1x per week","1989","vocational + Abi","","","",""
"Min 1x per week","1989","higher vocational","","","",""
"Min 1x per week","1989","higher education","","","",""
"Min 1x per month","1989","in school","","","",""
"Min 1x per month","1989","inadequately","","","",""
"Min 1x per month","1989","general elemantary","","","",""
"Min 1x per month","1989","middle vocational","","","",""
"Min 1x per month","1989","vocational + Abi","","","",""
"Min 1x per month","1989","higher vocational","","","",""
"Min 1x per month","1989","higher education","","","",""
"Rarely","1989","in school","","","",""
"Rarely","1989","inadequately","","","",""
"Rarely","1989","general elemantary","","","",""
"Rarely","1989","middle vocational","","","",""
"Rarely","1989","vocational + Abi","","","",""
"Rarely","1989","higher vocational","","","",""
"Rarely","1989","higher education","","","",""
"Never","1989","in school","","","",""
"Never","1989","inadequately","","","",""
"Never","1989","general elemantary","","","",""
"Never","1989","middle vocational","","","",""
"Never","1989","vocational + Abi","","","",""
"Never","1989","higher vocational","","","",""
