"pli0095_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2000","35-65 y.","Male","","","",""
"Rarely","2000","35-65 y.","Female","","","",""
"Rarely","2000","66 and older","Male","","","",""
"Rarely","2000","66 and older","Female","","","",""
"Never","2000","16-34 y.","Male","","","",""
"Never","2000","16-34 y.","Female","","","",""
"Never","2000","35-65 y.","Male","","","",""
"Never","2000","35-65 y.","Female","","","",""
"Never","2000","66 and older","Male","","","",""
"Never","2000","66 and older","Female","","","",""
"Min 1x per week","2001","16-34 y.","Male","494","0.165133069833009","0.151897133361919","0.178369006304099"
"Min 1x per week","2001","16-34 y.","Female","441","0.141918992599604","0.129923336381929","0.15391464881728"
"Min 1x per week","2001","35-65 y.","Male","657","0.107066873426771","0.0992588225015419","0.114874924352"
"Min 1x per week","2001","35-65 y.","Female","718","0.116445982886735","0.10846178936939","0.12443017640408"
"Min 1x per week","2001","66 and older","Male","193","0.121982989946027","0.105258886060284","0.13870709383177"
"Min 1x per week","2001","66 and older","Female","227","0.113136322179376","0.0990081357623031","0.127264508596449"
"Min 1x per month","2001","16-34 y.","Male","1228","0.403462932711518","0.385974553759722","0.420951311663314"
"Min 1x per month","2001","16-34 y.","Female","1149","0.347099785952827","0.330735759054746","0.363463812850908"
"Min 1x per month","2001","35-65 y.","Male","2010","0.324693409693737","0.312868635931276","0.336518183456198"
"Min 1x per month","2001","35-65 y.","Female","1738","0.276583154540803","0.265448944293409","0.287717364788198"
"Min 1x per month","2001","66 and older","Male","308","0.203362163921444","0.182793442486658","0.223930885356231"
"Min 1x per month","2001","66 and older","Female","304","0.145285656400588","0.129568324645081","0.161002988156095"
"Rarely","2001","16-34 y.","Male","1146","0.378260773363089","0.360973408236594","0.395548138489585"
"Rarely","2001","16-34 y.","Female","1407","0.431113054544197","0.414089581115694","0.4481365279727"
"Rarely","2001","35-65 y.","Male","2848","0.479404884280965","0.466789314178729","0.4920204543832"
"Rarely","2001","35-65 y.","Female","3067","0.493052595294926","0.480608013032454","0.505497177557398"
"Rarely","2001","66 and older","Male","595","0.400863638121145","0.375819682503516","0.425907593738773"
"Rarely","2001","66 and older","Female","623","0.303941664777279","0.283426505538504","0.324456824016055"
"Never","2001","16-34 y.","Male","155","0.0531432240923835","0.0451468130085497","0.0611396351762172"
"Never","2001","16-34 y.","Female","254","0.0798681669033717","0.0705495492538608","0.0891867845528826"
"Never","2001","35-65 y.","Male","509","0.0888348325985274","0.0816503448583922","0.0960193203386626"
"Never","2001","35-65 y.","Female","677","0.113918267277536","0.106009918340981","0.12182661621409"
"Never","2001","66 and older","Male","375","0.273791208011384","0.251004464974881","0.296577951047888"
"Never","2001","66 and older","Female","777","0.437636356642757","0.41550937023848","0.459763343047033"
"Min 1x per week","2002","16-34 y.","Male","","","",""
"Min 1x per week","2002","16-34 y.","Female","","","",""
"Min 1x per week","2002","35-65 y.","Male","","","",""
"Min 1x per week","2002","35-65 y.","Female","","","",""
"Min 1x per week","2002","66 and older","Male","","","",""
"Min 1x per week","2002","66 and older","Female","","","",""
"Min 1x per month","2002","16-34 y.","Male","","","",""
"Min 1x per month","2002","16-34 y.","Female","","","",""
"Min 1x per month","2002","35-65 y.","Male","","","",""
"Min 1x per month","2002","35-65 y.","Female","","","",""
"Min 1x per month","2002","66 and older","Male","","","",""
"Min 1x per month","2002","66 and older","Female","","","",""
"Rarely","2002","16-34 y.","Male","","","",""
"Rarely","2002","16-34 y.","Female","","","",""
"Rarely","2002","35-65 y.","Male","","","",""
"Rarely","2002","35-65 y.","Female","","","",""
"Rarely","2002","66 and older","Male","","","",""
"Rarely","2002","66 and older","Female","","","",""
"Never","2002","16-34 y.","Male","","","",""
"Never","2002","16-34 y.","Female","","","",""
"Never","2002","35-65 y.","Male","","","",""
"Never","2002","35-65 y.","Female","","","",""
"Never","2002","66 and older","Male","","","",""
"Never","2002","66 and older","Female","","","",""
"Min 1x per week","2003","16-34 y.","Male","","","",""
"Min 1x per week","2003","16-34 y.","Female","","","",""
"Min 1x per week","2003","35-65 y.","Male","","","",""
"Min 1x per week","2003","35-65 y.","Female","","","",""
"Min 1x per week","2003","66 and older","Male","","","",""
"Min 1x per week","2003","66 and older","Female","","","",""
"Min 1x per month","2003","16-34 y.","Male","","","",""
"Min 1x per month","2003","16-34 y.","Female","","","",""
"Min 1x per month","2003","35-65 y.","Male","","","",""
"Min 1x per month","2003","35-65 y.","Female","","","",""
"Min 1x per month","2003","66 and older","Male","","","",""
"Min 1x per month","2003","66 and older","Female","","","",""
"Rarely","2003","16-34 y.","Male","","","",""
"Rarely","2003","16-34 y.","Female","","","",""
"Rarely","2003","35-65 y.","Male","","","",""
"Rarely","2003","35-65 y.","Female","","","",""
"Rarely","2003","66 and older","Male","","","",""
"Rarely","2003","66 and older","Female","","","",""
"Never","2003","16-34 y.","Male","","","",""
"Never","2003","16-34 y.","Female","","","",""
"Never","2003","35-65 y.","Male","","","",""
"Never","2003","35-65 y.","Female","","","",""
"Never","2003","66 and older","Male","","","",""
"Never","2003","66 and older","Female","","","",""
"Min 1x per week","2004","16-34 y.","Male","","","",""
"Min 1x per week","2004","16-34 y.","Female","","","",""
"Min 1x per week","2004","35-65 y.","Male","","","",""
"Min 1x per week","2004","35-65 y.","Female","","","",""
"Min 1x per week","2004","66 and older","Male","","","",""
"Min 1x per week","2004","66 and older","Female","","","",""
"Min 1x per month","2004","16-34 y.","Male","","","",""
"Min 1x per month","2004","16-34 y.","Female","","","",""
"Min 1x per month","2004","35-65 y.","Male","","","",""
"Min 1x per month","2004","35-65 y.","Female","","","",""
"Min 1x per month","2004","66 and older","Male","","","",""
"Min 1x per month","2004","66 and older","Female","","","",""
"Rarely","2004","16-34 y.","Male","","","",""
"Rarely","2004","16-34 y.","Female","","","",""
"Rarely","2004","35-65 y.","Male","","","",""
"Rarely","2004","35-65 y.","Female","","","",""
"Rarely","2004","66 and older","Male","","","",""
"Rarely","2004","66 and older","Female","","","",""
"Never","2004","16-34 y.","Male","","","",""
"Never","2004","16-34 y.","Female","","","",""
"Never","2004","35-65 y.","Male","","","",""
"Never","2004","35-65 y.","Female","","","",""
"Never","2004","66 and older","Male","","","",""
"Never","2004","66 and older","Female","","","",""
"Min 1x per week","2005","16-34 y.","Male","413","0.160100177632405","0.145856289868416","0.174344065396393"
"Min 1x per week","2005","16-34 y.","Female","380","0.134037165152931","0.121340658431817","0.146733671874044"
"Min 1x per week","2005","35-65 y.","Male","529","0.102086028221486","0.0941718980590809","0.110000158383891"
"Min 1x per week","2005","35-65 y.","Female","669","0.116840619647436","0.108700301935548","0.124980937359324"
"Min 1x per week","2005","66 and older","Male","206","0.123690982776541","0.108199392155387","0.139182573397695"
"Min 1x per week","2005","66 and older","Female","246","0.118038491590679","0.104044008444414","0.132032974736944"
"Min 1x per month","2005","16-34 y.","Male","1069","0.427930344460596","0.408711384190167","0.447149304731024"
"Min 1x per month","2005","16-34 y.","Female","1020","0.380553315634867","0.362459434849807","0.398647196419927"
"Min 1x per month","2005","35-65 y.","Male","1891","0.338746171433617","0.32637462561561","0.351117717251625"
"Min 1x per month","2005","35-65 y.","Female","1747","0.291892952599731","0.280372059422514","0.303413845776949"
"Min 1x per month","2005","66 and older","Male","407","0.212612855970932","0.193360349771581","0.231865362170284"
"Min 1x per month","2005","66 and older","Female","370","0.169488204250269","0.153215382628268","0.185761025872271"
"Rarely","2005","16-34 y.","Male","970","0.375233603589867","0.35642621123702","0.394040995942714"
"Rarely","2005","16-34 y.","Female","1202","0.424701282635573","0.406280397592524","0.443122167678622"
"Rarely","2005","35-65 y.","Male","2838","0.493756727819109","0.480687834410222","0.506825621227996"
"Rarely","2005","35-65 y.","Female","3057","0.49768727362827","0.48501687597646","0.51035767128008"
"Rarely","2005","66 and older","Male","731","0.414769682775861","0.39158691623089","0.437952449320832"
"Rarely","2005","66 and older","Female","721","0.326341091041783","0.306004594766107","0.346677587317458"
"Never","2005","16-34 y.","Male","94","0.0367358743171325","0.0294289135614838","0.0440428350727812"
"Never","2005","16-34 y.","Female","164","0.060708236576629","0.0518091369434454","0.0696073362098127"
"Never","2005","35-65 y.","Male","364","0.0654110725257878","0.058948006075102","0.0718741389764736"
"Never","2005","35-65 y.","Female","509","0.0935791541245632","0.0861987628502579","0.100959545398868"
"Never","2005","66 and older","Male","391","0.248926478476666","0.228580661901175","0.269272295052158"
"Never","2005","66 and older","Female","705","0.386132213117269","0.365015532019968","0.407248894214569"
"Min 1x per week","2006","16-34 y.","Male","","","",""
"Min 1x per week","2006","16-34 y.","Female","","","",""
"Min 1x per week","2006","35-65 y.","Male","","","",""
"Min 1x per week","2006","35-65 y.","Female","","","",""
"Min 1x per week","2006","66 and older","Male","","","",""
"Min 1x per week","2006","66 and older","Female","","","",""
"Min 1x per month","2006","16-34 y.","Male","","","",""
"Min 1x per month","2006","16-34 y.","Female","","","",""
"Min 1x per month","2006","35-65 y.","Male","","","",""
"Min 1x per month","2006","35-65 y.","Female","","","",""
"Min 1x per month","2006","66 and older","Male","","","",""
"Min 1x per month","2006","66 and older","Female","","","",""
"Rarely","2006","16-34 y.","Male","","","",""
"Rarely","2006","16-34 y.","Female","","","",""
"Rarely","2006","35-65 y.","Male","","","",""
"Rarely","2006","35-65 y.","Female","","","",""
"Rarely","2006","66 and older","Male","","","",""
"Rarely","2006","66 and older","Female","","","",""
"Never","2006","16-34 y.","Male","","","",""
"Never","2006","16-34 y.","Female","","","",""
"Never","2006","35-65 y.","Male","","","",""
"Never","2006","35-65 y.","Female","","","",""
"Never","2006","66 and older","Male","","","",""
"Never","2006","66 and older","Female","","","",""
"Min 1x per week","2007","16-34 y.","Male","398","0.171140583878487","0.155529641027051","0.186751526729923"
"Min 1x per week","2007","16-34 y.","Female","344","0.132559947293011","0.119189756174871","0.145930138411152"
"Min 1x per week","2007","35-65 y.","Male","600","0.103481218691255","0.0954242368987642","0.111538200483746"
"Min 1x per week","2007","35-65 y.","Female","713","0.11081396297525","0.102834645919309","0.118793280031191"
"Min 1x per week","2007","66 and older","Male","245","0.110913266622511","0.0972729950413959","0.124553538203625"
"Min 1x per week","2007","66 and older","Female","278","0.117498418807394","0.104403667845415","0.130593169769372"
"Min 1x per month","2007","16-34 y.","Male","960","0.437833882913255","0.417270280031906","0.458397485794603"
"Min 1x per month","2007","16-34 y.","Female","963","0.385176328992118","0.365988899230678","0.404363758753558"
"Min 1x per month","2007","35-65 y.","Male","1865","0.35121843808486","0.33859144851139","0.363845427658329"
"Min 1x per month","2007","35-65 y.","Female","1759","0.294573710883197","0.282986071405611","0.306161350360783"
"Min 1x per month","2007","66 and older","Male","487","0.237975377593991","0.219478018884406","0.256472736303577"
"Min 1x per month","2007","66 and older","Female","438","0.170762312994288","0.155459931803359","0.186064694185217"
"Rarely","2007","16-34 y.","Male","770","0.341274312070911","0.321621880569958","0.360926743571865"
"Rarely","2007","16-34 y.","Female","1013","0.410644456252244","0.39124750890385","0.430041403600637"
"Rarely","2007","35-65 y.","Male","2606","0.4615900047664","0.448402984498711","0.474777025034088"
"Rarely","2007","35-65 y.","Female","2943","0.499504257120731","0.486794362422961","0.5122141518185"
"Rarely","2007","66 and older","Male","843","0.422746668816596","0.401289000634857","0.444204336998335"
"Rarely","2007","66 and older","Female","861","0.358062413693854","0.338566245805606","0.377558581582102"
"Never","2007","16-34 y.","Male","108","0.0497512211373468","0.0407389816499998","0.0587634606246938"
"Never","2007","16-34 y.","Female","151","0.0716192674626269","0.0614523402362899","0.0817861946889638"
"Never","2007","35-65 y.","Male","419","0.0837103384574852","0.0763843224889253","0.0910363544260451"
"Never","2007","35-65 y.","Female","530","0.0951080690208223","0.0876508104582261","0.102565327583419"
"Never","2007","66 and older","Male","461","0.228364686966902","0.210130780388553","0.246598593545251"
"Never","2007","66 and older","Female","746","0.353676854504464","0.334234374534809","0.37311933447412"
"Min 1x per week","2008","16-34 y.","Male","","","",""
"Min 1x per week","2008","16-34 y.","Female","","","",""
"Min 1x per week","2008","35-65 y.","Male","","","",""
"Min 1x per week","2008","35-65 y.","Female","","","",""
"Min 1x per week","2008","66 and older","Male","","","",""
"Min 1x per week","2008","66 and older","Female","","","",""
"Min 1x per month","2008","16-34 y.","Male","","","",""
"Min 1x per month","2008","16-34 y.","Female","","","",""
"Min 1x per month","2008","35-65 y.","Male","","","",""
"Min 1x per month","2008","35-65 y.","Female","","","",""
"Min 1x per month","2008","66 and older","Male","","","",""
"Min 1x per month","2008","66 and older","Female","","","",""
"Rarely","2008","16-34 y.","Male","","","",""
"Rarely","2008","16-34 y.","Female","","","",""
"Rarely","2008","35-65 y.","Male","","","",""
"Rarely","2008","35-65 y.","Female","","","",""
"Rarely","2008","66 and older","Male","","","",""
"Rarely","2008","66 and older","Female","","","",""
"Never","2008","16-34 y.","Male","","","",""
"Never","2008","16-34 y.","Female","","","",""
"Never","2008","35-65 y.","Male","","","",""
"Never","2008","35-65 y.","Female","","","",""
"Never","2008","66 and older","Male","","","",""
"Never","2008","66 and older","Female","","","",""
"Min 1x per week","2009","16-34 y.","Male","302","0.148513675130393","0.132582449602927","0.164444900657859"
"Min 1x per week","2009","16-34 y.","Female","249","0.111176310537786","0.0976213932517243","0.124731227823848"
"Min 1x per week","2009","35-65 y.","Male","424","0.0925797150584006","0.0842969260954787","0.100862504021322"
"Min 1x per week","2009","35-65 y.","Female","529","0.107062666641689","0.0986165253832069","0.115508807900171"
"Min 1x per week","2009","66 and older","Male","188","0.0847978574548226","0.0725396148910439","0.0970561000186013"
"Min 1x per week","2009","66 and older","Female","230","0.102440081584037","0.0897664184502991","0.115113744717774"
"Min 1x per month","2009","16-34 y.","Male","818","0.424772267098045","0.402627296421213","0.446917237774876"
"Min 1x per month","2009","16-34 y.","Female","832","0.421841083256552","0.400545919542684","0.443136246970421"
"Min 1x per month","2009","35-65 y.","Male","1608","0.337442192636414","0.323929994197015","0.350954391075812"
"Min 1x per month","2009","35-65 y.","Female","1475","0.281250595211394","0.268968730871709","0.293532459551079"
"Min 1x per month","2009","66 and older","Male","438","0.219284689058189","0.20107813478571","0.237491243330667"
"Min 1x per month","2009","66 and older","Female","388","0.154747828926561","0.139631688904866","0.169863968948257"
"Rarely","2009","16-34 y.","Male","724","0.386837960365235","0.36501923897039","0.408656681760081"
"Rarely","2009","16-34 y.","Female","892","0.414326905819706","0.393085554729829","0.435568256909583"
"Rarely","2009","35-65 y.","Male","2348","0.494369902467996","0.480082380717616","0.508657424218376"
"Rarely","2009","35-65 y.","Female","2689","0.519086890444663","0.505438477300096","0.532735303589231"
"Rarely","2009","66 and older","Male","939","0.467537399754879","0.445582574234458","0.4894922252753"
"Rarely","2009","66 and older","Female","899","0.405219197141182","0.384700066638918","0.425738327643446"
"Never","2009","16-34 y.","Male","70","0.0398760974063271","0.0311101857544719","0.0486420090581823"
"Never","2009","16-34 y.","Female","93","0.0526557003859562","0.0430249627362733","0.0622864380356392"
"Never","2009","35-65 y.","Male","324","0.0756081898371896","0.0680533215125753","0.0831630581618039"
"Never","2009","35-65 y.","Female","455","0.0925998477022534","0.0846815216258454","0.100518173778661"
"Never","2009","66 and older","Male","419","0.228380053732109","0.209908302746815","0.246851804717404"
"Never","2009","66 and older","Female","682","0.33759289234822","0.317827992617598","0.357357792078843"
"Min 1x per week","2010","16-34 y.","Male","","","",""
"Min 1x per week","2010","16-34 y.","Female","","","",""
"Min 1x per week","2010","35-65 y.","Male","","","",""
"Min 1x per week","2010","35-65 y.","Female","","","",""
"Min 1x per week","2010","66 and older","Male","","","",""
"Min 1x per week","2010","66 and older","Female","","","",""
"Min 1x per month","2010","16-34 y.","Male","","","",""
"Min 1x per month","2010","16-34 y.","Female","","","",""
"Min 1x per month","2010","35-65 y.","Male","","","",""
"Min 1x per month","2010","35-65 y.","Female","","","",""
"Min 1x per month","2010","66 and older","Male","","","",""
"Min 1x per month","2010","66 and older","Female","","","",""
"Rarely","2010","16-34 y.","Male","","","",""
"Rarely","2010","16-34 y.","Female","","","",""
"Rarely","2010","35-65 y.","Male","","","",""
"Rarely","2010","35-65 y.","Female","","","",""
"Rarely","2010","66 and older","Male","","","",""
"Rarely","2010","66 and older","Female","","","",""
"Never","2010","16-34 y.","Male","","","",""
"Never","2010","16-34 y.","Female","","","",""
"Never","2010","35-65 y.","Male","","","",""
"Never","2010","35-65 y.","Female","","","",""
"Never","2010","66 and older","Male","","","",""
"Never","2010","66 and older","Female","","","",""
"Min 1x per week","2011","16-34 y.","Male","540","0.170595284489689","0.156909611825113","0.184280957154265"
"Min 1x per week","2011","16-34 y.","Female","673","0.159762621100375","0.148269664310094","0.171255577890655"
"Min 1x per week","2011","35-65 y.","Male","832","0.112478934983399","0.105313992264448","0.119643877702349"
"Min 1x per week","2011","35-65 y.","Female","1175","0.129362722959549","0.12240369918616","0.136321746732938"
"Min 1x per week","2011","66 and older","Male","265","0.0937455252043564","0.0822670171582604","0.105224033250452"
"Min 1x per week","2011","66 and older","Female","295","0.0898163877660167","0.0790136572996125","0.100619118232421"
"Min 1x per month","2011","16-34 y.","Male","1230","0.428089623331268","0.410087210131217","0.446092036531318"
"Min 1x per month","2011","16-34 y.","Female","1492","0.40097196508643","0.385598429231769","0.41634550094109"
"Min 1x per month","2011","35-65 y.","Male","2572","0.327852944675802","0.317207605956","0.338498283395604"
"Min 1x per month","2011","35-65 y.","Female","2767","0.290295820854398","0.28088377162419","0.299707870084606"
"Min 1x per month","2011","66 and older","Male","582","0.224496511623949","0.208064839362761","0.240928183885137"
"Min 1x per month","2011","66 and older","Female","475","0.1593913278137","0.145561380696269","0.173221274931131"
"Rarely","2011","16-34 y.","Male","993","0.358654492741224","0.341204970002381","0.376104015480066"
"Rarely","2011","16-34 y.","Female","1472","0.38430998553751","0.369051371914439","0.399568599160581"
"Rarely","2011","35-65 y.","Male","3532","0.489445384291797","0.478109353624142","0.500781414959451"
"Rarely","2011","35-65 y.","Female","4195","0.492616233433557","0.482249360852998","0.502983106014116"
"Rarely","2011","66 and older","Male","1092","0.451453132199377","0.431855739611714","0.471050524787039"
"Rarely","2011","66 and older","Female","1090","0.411421597468627","0.392829133600575","0.43001406133668"
"Never","2011","16-34 y.","Male","139","0.0426605994378198","0.0353079166416623","0.0500132822339773"
"Never","2011","16-34 y.","Female","267","0.0549554282756857","0.0478067684581179","0.0621040880932535"
"Never","2011","35-65 y.","Male","534","0.0702227360490028","0.0644282339507034","0.0760172381473021"
"Never","2011","35-65 y.","Female","797","0.0877252227524968","0.0818591129139278","0.0935913325910657"
"Never","2011","66 and older","Male","538","0.230304830972318","0.213724393235204","0.246885268709432"
"Never","2011","66 and older","Female","831","0.339370686951656","0.32148081113411","0.357260562769202"
"Min 1x per week","2012","16-34 y.","Male","","","",""
"Min 1x per week","2012","16-34 y.","Female","","","",""
"Min 1x per week","2012","35-65 y.","Male","","","",""
"Min 1x per week","2012","35-65 y.","Female","","","",""
"Min 1x per week","2012","66 and older","Male","","","",""
"Min 1x per week","2012","66 and older","Female","","","",""
"Min 1x per month","2012","16-34 y.","Male","","","",""
"Min 1x per month","2012","16-34 y.","Female","","","",""
"Min 1x per month","2012","35-65 y.","Male","","","",""
"Min 1x per month","2012","35-65 y.","Female","","","",""
"Min 1x per month","2012","66 and older","Male","","","",""
"Min 1x per month","2012","66 and older","Female","","","",""
"Rarely","2012","16-34 y.","Male","","","",""
"Rarely","2012","16-34 y.","Female","","","",""
"Rarely","2012","35-65 y.","Male","","","",""
"Rarely","2012","35-65 y.","Female","","","",""
"Rarely","2012","66 and older","Male","","","",""
"Rarely","2012","66 and older","Female","","","",""
"Never","2012","16-34 y.","Male","","","",""
"Never","2012","16-34 y.","Female","","","",""
"Never","2012","35-65 y.","Male","","","",""
"Never","2012","35-65 y.","Female","","","",""
"Never","2012","66 and older","Male","","","",""
"Never","2012","66 and older","Female","","","",""
"Min 1x per week","2013","16-34 y.","Male","","","",""
"Min 1x per week","2013","16-34 y.","Female","","","",""
"Min 1x per week","2013","35-65 y.","Male","","","",""
"Min 1x per week","2013","35-65 y.","Female","","","",""
"Min 1x per week","2013","66 and older","Male","","","",""
"Min 1x per week","2013","66 and older","Female","","","",""
"Min 1x per month","2013","16-34 y.","Male","","","",""
"Min 1x per month","2013","16-34 y.","Female","","","",""
"Min 1x per month","2013","35-65 y.","Male","","","",""
"Min 1x per month","2013","35-65 y.","Female","","","",""
"Min 1x per month","2013","66 and older","Male","","","",""
"Min 1x per month","2013","66 and older","Female","","","",""
"Rarely","2013","16-34 y.","Male","","","",""
"Rarely","2013","16-34 y.","Female","","","",""
"Rarely","2013","35-65 y.","Male","","","",""
"Rarely","2013","35-65 y.","Female","","","",""
"Rarely","2013","66 and older","Male","","","",""
"Rarely","2013","66 and older","Female","","","",""
"Never","2013","16-34 y.","Male","","","",""
"Never","2013","16-34 y.","Female","","","",""
"Never","2013","35-65 y.","Male","","","",""
"Never","2013","35-65 y.","Female","","","",""
"Never","2013","66 and older","Male","","","",""
"Never","2013","66 and older","Female","","","",""
"Min 1x per week","2014","16-34 y.","Male","","","",""
"Min 1x per week","2014","16-34 y.","Female","","","",""
"Min 1x per week","2014","35-65 y.","Male","","","",""
"Min 1x per week","2014","35-65 y.","Female","","","",""
"Min 1x per week","2014","66 and older","Male","","","",""
"Min 1x per week","2014","66 and older","Female","","","",""
"Min 1x per month","2014","16-34 y.","Male","","","",""
"Min 1x per month","2014","16-34 y.","Female","","","",""
"Min 1x per month","2014","35-65 y.","Male","","","",""
"Min 1x per month","2014","35-65 y.","Female","","","",""
"Min 1x per month","2014","66 and older","Male","","","",""
"Min 1x per month","2014","66 and older","Female","","","",""
"Rarely","2014","16-34 y.","Male","","","",""
"Rarely","2014","16-34 y.","Female","","","",""
"Rarely","2014","35-65 y.","Male","","","",""
"Rarely","2014","35-65 y.","Female","","","",""
"Rarely","2014","66 and older","Male","","","",""
"Rarely","2014","66 and older","Female","","","",""
"Never","2014","16-34 y.","Male","","","",""
"Never","2014","16-34 y.","Female","","","",""
"Never","2014","35-65 y.","Male","","","",""
"Never","2014","35-65 y.","Female","","","",""
"Never","2014","66 and older","Male","","","",""
"Never","2014","66 and older","Female","","","",""
"Min 1x per week","2015","16-34 y.","Male","592","0.167343955519316","0.154131003728858","0.180556907309774"
"Min 1x per week","2015","16-34 y.","Female","634","0.162252205136688","0.150283386798839","0.174221023474537"
"Min 1x per week","2015","35-65 y.","Male","780","0.101470446187473","0.0943386232893546","0.108602269085591"
"Min 1x per week","2015","35-65 y.","Female","1039","0.115668478970271","0.108806079296076","0.122530878644466"
"Min 1x per week","2015","66 and older","Male","231","0.0811234954812034","0.070227639845578","0.0920193511168289"
"Min 1x per week","2015","66 and older","Female","272","0.0971291591264694","0.0855945238045376","0.108663794448401"
"Min 1x per month","2015","16-34 y.","Male","1375","0.45202951778301","0.434412840613202","0.469646194952817"
"Min 1x per month","2015","16-34 y.","Female","1457","0.400707755977601","0.384799135269357","0.416616376685845"
"Min 1x per month","2015","35-65 y.","Male","2480","0.342785363563805","0.331574751349271","0.35399597577834"
"Min 1x per month","2015","35-65 y.","Female","2667","0.298665780256585","0.2888456739066","0.30848588660657"
"Min 1x per month","2015","66 and older","Male","596","0.2287298908947","0.211967955944663","0.245491825844736"
"Min 1x per month","2015","66 and older","Female","496","0.184180274384381","0.169081736288872","0.199278812479889"
"Rarely","2015","16-34 y.","Male","985","0.343605908186071","0.326795639353329","0.360416177018814"
"Rarely","2015","16-34 y.","Female","1366","0.396862151626214","0.38097933736358","0.412744965888848"
"Rarely","2015","35-65 y.","Male","3231","0.494302311422332","0.482493494576535","0.50611112826813"
"Rarely","2015","35-65 y.","Female","4034","0.507184201800972","0.496457008347035","0.51791139525491"
"Rarely","2015","66 and older","Male","1137","0.482532916530128","0.462591120211166","0.502474712849089"
"Rarely","2015","66 and older","Female","1078","0.425023921283338","0.405768730963155","0.44427911160352"
"Never","2015","16-34 y.","Male","114","0.0370206185116028","0.0303372971366041","0.0437039398866015"
"Never","2015","16-34 y.","Female","188","0.0401778872594976","0.0338027689596937","0.0465530055593015"
"Never","2015","35-65 y.","Male","395","0.0614418788263895","0.0557699938944555","0.0671137637583235"
"Never","2015","35-65 y.","Female","604","0.0784815389721719","0.0727112612169025","0.0842518167274412"
"Never","2015","66 and older","Male","448","0.207613697093969","0.191427086447892","0.223800307740047"
"Never","2015","66 and older","Female","686","0.293666645205812","0.275926857882091","0.311406432529533"
"Min 1x per week","2016","16-34 y.","Male","","","",""
"Min 1x per week","2016","16-34 y.","Female","","","",""
"Min 1x per week","2016","35-65 y.","Male","","","",""
"Min 1x per week","2016","35-65 y.","Female","","","",""
"Min 1x per week","2016","66 and older","Male","","","",""
"Min 1x per week","2016","66 and older","Female","","","",""
"Min 1x per month","2016","16-34 y.","Male","","","",""
"Min 1x per month","2016","16-34 y.","Female","","","",""
"Min 1x per month","2016","35-65 y.","Male","","","",""
"Min 1x per month","2016","35-65 y.","Female","","","",""
"Min 1x per month","2016","66 and older","Male","","","",""
"Min 1x per month","2016","66 and older","Female","","","",""
"Rarely","2016","16-34 y.","Male","","","",""
"Rarely","2016","16-34 y.","Female","","","",""
"Rarely","2016","35-65 y.","Male","","","",""
"Rarely","2016","35-65 y.","Female","","","",""
"Rarely","2016","66 and older","Male","","","",""
"Rarely","2016","66 and older","Female","","","",""
"Never","2016","16-34 y.","Male","","","",""
"Never","2016","16-34 y.","Female","","","",""
"Never","2016","35-65 y.","Male","","","",""
"Never","2016","35-65 y.","Female","","","",""
"Never","2016","66 and older","Male","","","",""
"Never","2016","66 and older","Female","","","",""
"Min 1x per week","2017","16-34 y.","Male","647","0.194172361462225","0.179856850786742","0.208487872137708"
"Min 1x per week","2017","16-34 y.","Female","612","0.166552623669115","0.153844706141463","0.179260541196767"
"Min 1x per week","2017","35-65 y.","Male","856","0.125620280730677","0.117809390825501","0.133431170635854"
"Min 1x per week","2017","35-65 y.","Female","1130","0.130479699327122","0.123321195382042","0.137638203272202"
"Min 1x per week","2017","66 and older","Male","296","0.109677389362962","0.0973439612009056","0.122010817525019"
"Min 1x per week","2017","66 and older","Female","332","0.119102903989377","0.106518635887411","0.131687172091342"
"Min 1x per month","2017","16-34 y.","Male","1254","0.440734729310476","0.422767147870279","0.458702310750673"
"Min 1x per month","2017","16-34 y.","Female","1362","0.41836984570906","0.401544530811009","0.43519516060711"
"Min 1x per month","2017","35-65 y.","Male","2612","0.366956003282348","0.355596887022435","0.378315119542261"
"Min 1x per month","2017","35-65 y.","Female","2825","0.316658714517887","0.306772603471146","0.326544825564629"
"Min 1x per month","2017","66 and older","Male","651","0.245536027439799","0.228548568483835","0.262523486395763"
"Min 1x per month","2017","66 and older","Female","575","0.198937555485467","0.183428127805595","0.214446983165339"
"Rarely","2017","16-34 y.","Male","914","0.329166289731569","0.312160093938019","0.346172485525118"
"Rarely","2017","16-34 y.","Female","1147","0.363003250203141","0.346601755745001","0.379404744661281"
"Rarely","2017","35-65 y.","Male","3064","0.446874083305257","0.435156847049103","0.458591319561412"
"Rarely","2017","35-65 y.","Female","3929","0.47201356367447","0.461403950391492","0.482623176957448"
"Rarely","2017","66 and older","Male","1085","0.442460587190631","0.422857402246234","0.462063772135027"
"Rarely","2017","66 and older","Female","1019","0.388970616933982","0.370030020833476","0.407911213034487"
"Never","2017","16-34 y.","Male","118","0.0359266194957304","0.0291913452732682","0.0426618937181927"
"Never","2017","16-34 y.","Female","181","0.0520742804186841","0.0444962150233028","0.0596523458140655"
"Never","2017","35-65 y.","Male","384","0.0605496326817175","0.0549286366920612","0.0661706286713739"
"Never","2017","35-65 y.","Female","621","0.0808480224805206","0.0750545453649784","0.0866414995960629"
"Never","2017","66 and older","Male","434","0.202325996006608","0.186470124498048","0.218181867515168"
