"pli0095_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1988","Not Working","Urban Area","1163","0.389428086607127","0.371513256667794","0.407342916546459","4"
"Rarely","1988","Not Working","Rural Area","306","0.407334571349241","0.370805711115145","0.443863431583337","4"
"Min 1x per month","1989","Full Time","Urban Area","","","","","3"
"Min 1x per month","1989","Full Time","Rural Area","","","","","3"
"Min 1x per month","1989","Part Time","Rural Area","","","","","3"
"Min 1x per month","1989","Part Time","Urban Area","","","","","3"
"Min 1x per month","1989","Not Working","Urban Area","","","","","3"
"Min 1x per month","1989","Not Working","Rural Area","","","","","3"
"Min 1x per week","1989","Full Time","Urban Area","","","","","2"
"Min 1x per week","1989","Full Time","Rural Area","","","","","2"
"Min 1x per week","1989","Part Time","Urban Area","","","","","2"
"Min 1x per week","1989","Part Time","Rural Area","","","","","2"
"Min 1x per week","1989","Not Working","Urban Area","","","","","2"
"Min 1x per week","1989","Not Working","Rural Area","","","","","2"
"Never","1989","Full Time","Urban Area","","","","","5"
"Never","1989","Full Time","Rural Area","","","","","5"
"Never","1989","Part Time","Urban Area","","","","","5"
"Never","1989","Not Working","Urban Area","","","","","5"
"Never","1989","Part Time","Rural Area","","","","","5"
"Never","1989","Not Working","Rural Area","","","","","5"
"Rarely","1989","Full Time","Urban Area","","","","","4"
"Rarely","1989","Full Time","Rural Area","","","","","4"
"Rarely","1989","Part Time","Urban Area","","","","","4"
"Rarely","1989","Part Time","Rural Area","","","","","4"
"Rarely","1989","Not Working","Urban Area","","","","","4"
"Rarely","1989","Not Working","Rural Area","","","","","4"
"Min 1x per month","1990","Full Time","Urban Area","","","","","3"
"Min 1x per month","1990","Full Time","Rural Area","","","","","3"
"Min 1x per month","1990","Part Time","Rural Area","","","","","3"
"Min 1x per month","1990","Part Time","Urban Area","","","","","3"
"Min 1x per month","1990","Not Working","Urban Area","","","","","3"
"Min 1x per month","1990","Not Working","Rural Area","","","","","3"
"Min 1x per week","1990","Full Time","Urban Area","","","","","2"
"Min 1x per week","1990","Full Time","Rural Area","","","","","2"
"Min 1x per week","1990","Part Time","Urban Area","","","","","2"
"Min 1x per week","1990","Part Time","Rural Area","","","","","2"
"Min 1x per week","1990","Not Working","Urban Area","","","","","2"
"Min 1x per week","1990","Not Working","Rural Area","","","","","2"
"Never","1990","Full Time","Urban Area","","","","","5"
"Never","1990","Full Time","Rural Area","","","","","5"
"Never","1990","Part Time","Urban Area","","","","","5"
"Never","1990","Not Working","Urban Area","","","","","5"
"Never","1990","Part Time","Rural Area","","","","","5"
"Never","1990","Not Working","Rural Area","","","","","5"
"Rarely","1990","Full Time","Rural Area","","","","","4"
"Rarely","1990","Full Time","Urban Area","","","","","4"
"Rarely","1990","Part Time","Urban Area","","","","","4"
"Rarely","1990","Part Time","Rural Area","","","","","4"
"Rarely","1990","Not Working","Urban Area","","","","","4"
"Rarely","1990","Not Working","Rural Area","","","","","4"
"Min 1x per month","1991","Full Time","Urban Area","","","","","3"
"Min 1x per month","1991","Full Time","Rural Area","","","","","3"
"Min 1x per month","1991","Part Time","Urban Area","","","","","3"
"Min 1x per month","1991","Part Time","Rural Area","","","","","3"
"Min 1x per month","1991","Not Working","Urban Area","","","","","3"
"Min 1x per month","1991","Not Working","Rural Area","","","","","3"
"Min 1x per week","1991","Full Time","Urban Area","","","","","2"
"Min 1x per week","1991","Full Time","Rural Area","","","","","2"
"Min 1x per week","1991","Part Time","Urban Area","","","","","2"
"Min 1x per week","1991","Part Time","Rural Area","","","","","2"
"Min 1x per week","1991","Not Working","Urban Area","","","","","2"
"Min 1x per week","1991","Not Working","Rural Area","","","","","2"
"Never","1991","Full Time","Urban Area","","","","","5"
"Never","1991","Full Time","Rural Area","","","","","5"
"Never","1991","Part Time","Urban Area","","","","","5"
"Never","1991","Part Time","Rural Area","","","","","5"
"Never","1991","Not Working","Urban Area","","","","","5"
"Never","1991","Not Working","Rural Area","","","","","5"
"Rarely","1991","Full Time","Urban Area","","","","","4"
"Rarely","1991","Full Time","Rural Area","","","","","4"
"Rarely","1991","Part Time","Urban Area","","","","","4"
"Rarely","1991","Not Working","Urban Area","","","","","4"
"Rarely","1991","Part Time","Rural Area","","","","","4"
"Rarely","1991","Not Working","Rural Area","","","","","4"
"Min 1x per month","1992","Full Time","Urban Area","1277","0.281712977189153","0.268289641305686","0.29513631307262","3"
"Min 1x per month","1992","Full Time","Rural Area","662","0.305186943467148","0.285870010024729","0.324503876909566","3"
"Min 1x per month","1992","Part Time","Urban Area","458","0.28920037396439","0.266723204369423","0.311677543559357","3"
"Min 1x per month","1992","Part Time","Rural Area","248","0.299167327261985","0.269084590832244","0.329250063691725","3"
"Min 1x per month","1992","Not Working","Urban Area","703","0.210960580380919","0.196010650068463","0.225910510693374","3"
"Min 1x per month","1992","Not Working","Rural Area","292","0.198206751412684","0.176757948982062","0.219655553843306","3"
"Min 1x per week","1992","Full Time","Urban Area","373","0.0765981654370131","0.0686619660340415","0.0845343648399847","2"
"Min 1x per week","1992","Full Time","Rural Area","174","0.0727169842680244","0.0618240394012545","0.0836099291347943","2"
"Min 1x per week","1992","Part Time","Urban Area","159","0.0827686591170964","0.0691089640444877","0.0964283541897051","2"
"Min 1x per week","1992","Part Time","Rural Area","74","0.081556154252141","0.0635754059722756","0.0995369025320064","2"
"Min 1x per week","1992","Not Working","Urban Area","353","0.116227280092021","0.104483348972812","0.127971211211229","2"
"Min 1x per week","1992","Not Working","Rural Area","137","0.103109527723655","0.0867477030866708","0.11947135236064","2"
"Never","1992","Full Time","Rural Area","148","0.0783320558461929","0.0670606463804911","0.0896034653118948","5"
"Never","1992","Full Time","Urban Area","453","0.098379479511109","0.0894921317447966","0.107266827277421","5"
"Never","1992","Part Time","Urban Area","148","0.0874620423373403","0.0734563726915298","0.101467711983151","5"
"Never","1992","Part Time","Rural Area","82","0.098298981513859","0.0787394307054473","0.117858532322271","5"
"Never","1992","Not Working","Urban Area","680","0.291605784856707","0.274951548159596","0.308260021553818","5"
"Never","1992","Not Working","Rural Area","319","0.320266658310505","0.295162955765313","0.345370360855696","5"
"Rarely","1992","Full Time","Urban Area","2211","0.543309377862725","0.528445139256922","0.558173616468528","4"
"Rarely","1992","Full Time","Rural Area","1199","0.543764016418635","0.522870034082448","0.564657998754822","4"
"Rarely","1992","Part Time","Urban Area","798","0.540568924581173","0.515862817264601","0.565275031897746","4"
"Rarely","1992","Part Time","Rural Area","486","0.520977536972015","0.488157389622677","0.553797684321354","4"
"Rarely","1992","Not Working","Urban Area","1125","0.381206354670353","0.363409545219953","0.399003164120753","4"
"Rarely","1992","Not Working","Rural Area","579","0.378417062553156","0.352322649841965","0.404511475264348","4"
"Min 1x per month","1993","Full Time","Urban Area","","","","","3"
"Min 1x per month","1993","Full Time","Rural Area","","","","","3"
"Min 1x per month","1993","Part Time","Urban Area","","","","","3"
"Min 1x per month","1993","Part Time","Rural Area","","","","","3"
"Min 1x per month","1993","Not Working","Urban Area","","","","","3"
"Min 1x per month","1993","Not Working","Rural Area","","","","","3"
"Min 1x per week","1993","Full Time","Urban Area","","","","","2"
"Min 1x per week","1993","Full Time","Rural Area","","","","","2"
"Min 1x per week","1993","Part Time","Urban Area","","","","","2"
"Min 1x per week","1993","Part Time","Rural Area","","","","","2"
"Min 1x per week","1993","Not Working","Urban Area","","","","","2"
"Min 1x per week","1993","Not Working","Rural Area","","","","","2"
"Never","1993","Full Time","Urban Area","","","","","5"
"Never","1993","Full Time","Rural Area","","","","","5"
"Never","1993","Part Time","Urban Area","","","","","5"
"Never","1993","Part Time","Rural Area","","","","","5"
"Never","1993","Not Working","Urban Area","","","","","5"
"Never","1993","Not Working","Rural Area","","","","","5"
"Rarely","1993","Full Time","Urban Area","","","","","4"
"Rarely","1993","Full Time","Rural Area","","","","","4"
"Rarely","1993","Part Time","Urban Area","","","","","4"
"Rarely","1993","Part Time","Rural Area","","","","","4"
"Rarely","1993","Not Working","Urban Area","","","","","4"
"Rarely","1993","Not Working","Rural Area","","","","","4"
"Min 1x per month","1994","Full Time","Rural Area","639","0.304503194893777","0.284389792040349","0.324616597747205","3"
"Min 1x per month","1994","Full Time","Urban Area","1173","0.290874488317054","0.276700436731397","0.30504853990271","3"
"Min 1x per month","1994","Part Time","Urban Area","447","0.292230035664959","0.269826522673731","0.314633548656186","3"
"Min 1x per month","1994","Part Time","Rural Area","249","0.297470573439416","0.265347835264549","0.329593311614284","3"
"Min 1x per month","1994","Not Working","Urban Area","711","0.204381583278379","0.190058789601428","0.218704376955331","3"
"Min 1x per month","1994","Not Working","Rural Area","324","0.206458925844975","0.185961764411497","0.226956087278453","3"
"Min 1x per week","1994","Full Time","Urban Area","314","0.0713868935876568","0.0633515160923847","0.0794222710829289","2"
"Min 1x per week","1994","Full Time","Rural Area","171","0.0827474231603032","0.0707063896480936","0.0947884566725128","2"
"Min 1x per week","1994","Part Time","Urban Area","154","0.0813935723107031","0.0679235774984368","0.0948635671229695","2"
"Min 1x per week","1994","Part Time","Rural Area","69","0.0951493297180246","0.0745311834919354","0.115767475944114","2"
"Min 1x per week","1994","Not Working","Urban Area","363","0.110575645482388","0.0994368381306111","0.121714452834165","2"
"Min 1x per week","1994","Not Working","Rural Area","160","0.102665216974122","0.0872949610002022","0.118035472948042","2"
"Never","1994","Full Time","Urban Area","337","0.0782447705535997","0.0698633988085722","0.0866261422986272","5"
"Never","1994","Full Time","Rural Area","128","0.0802351140550874","0.0683620528773503","0.0921081752328245","5"
"Never","1994","Part Time","Urban Area","162","0.107777497187032","0.0925015458265123","0.123053448547551","5"
"Never","1994","Part Time","Rural Area","45","0.0731210264922885","0.0548277732160206","0.0914142797685565","5"
"Never","1994","Not Working","Urban Area","673","0.264916363113666","0.249242458035339","0.280590268191994","5"
"Never","1994","Not Working","Rural Area","326","0.27339309896578","0.250822882858882","0.295963315072678","5"
"Rarely","1994","Full Time","Urban Area","2120","0.55949384754169","0.544000213822156","0.574987481261224","4"
"Rarely","1994","Full Time","Rural Area","1073","0.532514267890833","0.510707471919875","0.554321063861791","4"
"Rarely","1994","Part Time","Urban Area","820","0.518598894837307","0.493985191121364","0.54321259855325","4"
"Rarely","1994","Part Time","Rural Area","415","0.534259070350271","0.499207583306827","0.569310557393714","4"
"Rarely","1994","Not Working","Urban Area","1298","0.420126408125566","0.402595230156478","0.437657586094654","4"
"Rarely","1994","Not Working","Rural Area","688","0.417482758215123","0.392510038167288","0.442455478262957","4"
"Min 1x per month","1995","Full Time","Rural Area","","","","","3"
"Min 1x per month","1995","Full Time","Urban Area","","","","","3"
"Min 1x per month","1995","Part Time","Urban Area","","","","","3"
"Min 1x per month","1995","Part Time","Rural Area","","","","","3"
"Min 1x per month","1995","Not Working","Urban Area","","","","","3"
"Min 1x per month","1995","Not Working","Rural Area","","","","","3"
"Min 1x per week","1995","Full Time","Urban Area","","","","","2"
"Min 1x per week","1995","Full Time","Rural Area","","","","","2"
"Min 1x per week","1995","Part Time","Rural Area","","","","","2"
"Min 1x per week","1995","Part Time","Urban Area","","","","","2"
"Min 1x per week","1995","Not Working","Rural Area","","","","","2"
"Min 1x per week","1995","Not Working","Urban Area","","","","","2"
"Never","1995","Full Time","Urban Area","","","","","5"
"Never","1995","Full Time","Rural Area","","","","","5"
"Never","1995","Part Time","Urban Area","","","","","5"
"Never","1995","Part Time","Rural Area","","","","","5"
"Never","1995","Not Working","Urban Area","","","","","5"
"Never","1995","Not Working","Rural Area","","","","","5"
"Rarely","1995","Full Time","Urban Area","","","","","4"
"Rarely","1995","Full Time","Rural Area","","","","","4"
"Rarely","1995","Part Time","Urban Area","","","","","4"
"Rarely","1995","Part Time","Rural Area","","","","","4"
"Rarely","1995","Not Working","Urban Area","","","","","4"
"Rarely","1995","Not Working","Rural Area","","","","","4"
"Min 1x per month","1996","Full Time","Urban Area","1224","0.319392958685319","0.304392190438648","0.33439372693199","3"
"Min 1x per month","1996","Full Time","Rural Area","749","0.347627218320707","0.326906162977139","0.368348273664276","3"
"Min 1x per month","1996","Part Time","Urban Area","609","0.343703724224955","0.321979021545154","0.365428426904757","3"
"Min 1x per month","1996","Not Working","Urban Area","854","0.240277877635881","0.225254702007406","0.255301053264357","3"
"Min 1x per month","1996","Part Time","Rural Area","297","0.35879577626423","0.326682876165125","0.390908676363334","3"
"Min 1x per month","1996","Not Working","Rural Area","442","0.252039919118577","0.230276946078603","0.27380289215855","3"
"Min 1x per week","1996","Full Time","Urban Area","439","0.107416676692413","0.0974543024103243","0.117379050974503","2"
"Min 1x per week","1996","Full Time","Rural Area","209","0.101705858848697","0.0885539334478547","0.114857784249539","2"
"Min 1x per week","1996","Part Time","Urban Area","218","0.105258512461498","0.0912210323388115","0.119295992584185","2"
"Min 1x per week","1996","Part Time","Rural Area","96","0.119513429590764","0.0977950508293644","0.141231808352165","2"
"Min 1x per week","1996","Not Working","Urban Area","430","0.135041483936808","0.123024134083464","0.147058833790152","2"
"Min 1x per week","1996","Not Working","Rural Area","193","0.12013991437849","0.103843396566004","0.136436432190975","2"
"Never","1996","Full Time","Urban Area","262","0.0664482262996964","0.0584348873228518","0.074461565276541","5"
"Never","1996","Full Time","Rural Area","75","0.0417475441810134","0.0330446740163318","0.0504504143456949","5"
"Never","1996","Part Time","Urban Area","152","0.0836041831398217","0.0709432036402847","0.0962651626393587","5"
"Never","1996","Part Time","Rural Area","33","0.0412036383342085","0.0278963780375989","0.0545108986308181","5"
"Never","1996","Not Working","Urban Area","590","0.232720142019245","0.217861765827785","0.247578518210705","5"
"Never","1996","Not Working","Rural Area","230","0.194768207885949","0.174918055774948","0.21461835999695","5"
"Rarely","1996","Full Time","Urban Area","1786","0.506742138322571","0.490656691412084","0.522827585233058","4"
"Rarely","1996","Part Time","Urban Area","857","0.467433580173725","0.444611322917142","0.490255837430307","4"
"Rarely","1996","Full Time","Rural Area","996","0.508919378649582","0.487166939623111","0.530671817676053","4"
"Rarely","1996","Part Time","Rural Area","431","0.480487155810797","0.447037110059987","0.513937201561607","4"
"Rarely","1996","Not Working","Urban Area","1233","0.391960496408066","0.374794678085143","0.409126314730988","4"
"Rarely","1996","Not Working","Rural Area","664","0.433051958616985","0.408215710974638","0.457888206259332","4"
"Min 1x per month","1997","Full Time","Urban Area","1156","0.32194544577367","0.306733756059751","0.33715713548759","3"
"Min 1x per month","1997","Full Time","Rural Area","749","0.37961141869764","0.358110638976118","0.401112198419163","3"
"Min 1x per month","1997","Part Time","Urban Area","536","0.30493691375191","0.283148122341648","0.326725705162173","3"
"Min 1x per month","1997","Part Time","Rural Area","282","0.346192394694274","0.313767462114154","0.378617327274394","3"
"Min 1x per month","1997","Not Working","Urban Area","729","0.205101699037753","0.190954002923144","0.219249395152362","3"
"Min 1x per month","1997","Not Working","Rural Area","411","0.233087298405364","0.212120126994155","0.254054469816573","3"
"Min 1x per week","1997","Full Time","Urban Area","367","0.0899168305142761","0.0806032851779489","0.0992303758506033","2"
"Min 1x per week","1997","Full Time","Rural Area","190","0.09005896406088","0.0773759411433594","0.102741986978401","2"
"Min 1x per week","1997","Part Time","Urban Area","186","0.108381359818355","0.0936689810822387","0.123093738554471","2"
"Min 1x per week","1997","Part Time","Rural Area","99","0.11129047835187","0.0898564274662797","0.13272452923746","2"
"Min 1x per week","1997","Not Working","Urban Area","450","0.135451869602997","0.12346150472316","0.147442234482834","2"
"Min 1x per week","1997","Not Working","Rural Area","224","0.151277340146383","0.13350774983857","0.169046930454197","2"
"Never","1997","Full Time","Urban Area","300","0.0814170385548638","0.0725133319641905","0.0903207451455372","5"
"Never","1997","Full Time","Rural Area","85","0.0552146070354572","0.0450954052525781","0.0653338088183362","5"
"Never","1997","Part Time","Urban Area","147","0.0808354741347219","0.0679347629882286","0.0937361852812152","5"
"Never","1997","Part Time","Rural Area","39","0.0479056980008633","0.0333501384494397","0.0624612575522869","5"
"Never","1997","Not Working","Urban Area","638","0.250525982975909","0.235343248830402","0.265708717121417","5"
"Never","1997","Not Working","Rural Area","258","0.213402794621458","0.193084660302551","0.233720928940365","5"
"Rarely","1997","Full Time","Urban Area","1801","0.50672068515719","0.49044329530387","0.52299807501051","4"
"Rarely","1997","Full Time","Rural Area","933","0.475115010206022","0.452989966846469","0.497240053565576","4"
"Rarely","1997","Part Time","Urban Area","846","0.505846252295013","0.482183985655314","0.529508518934713","4"
"Rarely","1997","Part Time","Rural Area","407","0.494611428952993","0.460536095207245","0.528686762698741","4"
"Rarely","1997","Not Working","Rural Area","669","0.402232566826794","0.377915436813433","0.426549696840155","4"
"Rarely","1997","Not Working","Urban Area","1312","0.408920448383341","0.391694319539946","0.426146577226736","4"
"Min 1x per month","1998","Full Time","Urban Area","","","","","3"
"Min 1x per month","1998","Part Time","Urban Area","","","","","3"
"Min 1x per month","1998","Full Time","Rural Area","","","","","3"
"Min 1x per month","1998","Part Time","Rural Area","","","","","3"
"Min 1x per month","1998","Not Working","Urban Area","","","","","3"
"Min 1x per month","1998","Not Working","Rural Area","","","","","3"
"Min 1x per week","1998","Full Time","Urban Area","","","","","2"
"Min 1x per week","1998","Full Time","Rural Area","","","","","2"
"Min 1x per week","1998","Part Time","Urban Area","","","","","2"
"Min 1x per week","1998","Part Time","Rural Area","","","","","2"
"Min 1x per week","1998","Not Working","Urban Area","","","","","2"
"Min 1x per week","1998","Not Working","Rural Area","","","","","2"
"Never","1998","Full Time","Urban Area","","","","","5"
"Never","1998","Full Time","Rural Area","","","","","5"
"Never","1998","Part Time","Urban Area","","","","","5"
"Never","1998","Part Time","Rural Area","","","","","5"
"Never","1998","Not Working","Urban Area","","","","","5"
"Never","1998","Not Working","Rural Area","","","","","5"
"Rarely","1998","Full Time","Urban Area","","","","","4"
"Rarely","1998","Full Time","Rural Area","","","","","4"
"Rarely","1998","Part Time","Rural Area","","","","","4"
"Rarely","1998","Part Time","Urban Area","","","","","4"
"Rarely","1998","Not Working","Rural Area","","","","","4"
"Rarely","1998","Not Working","Urban Area","","","","","4"
"Min 1x per month","1999","Full Time","Urban Area","1188","0.299864594026341","0.285267420711688","0.314461767340993","3"
"Min 1x per month","1999","Full Time","Rural Area","741","0.341291524212727","0.320746594792104","0.361836453633351","3"
"Min 1x per month","1999","Part Time","Urban Area","588","0.297466453290404","0.277191983730508","0.317740922850301","3"
"Min 1x per month","1999","Part Time","Rural Area","301","0.283279318874349","0.255097128126952","0.311461509621746","3"
"Min 1x per month","1999","Not Working","Urban Area","751","0.202069562793022","0.188264468503155","0.215874657082889","3"
"Min 1x per month","1999","Not Working","Rural Area","437","0.230702398514563","0.210521355491806","0.25088344153732","3"
"Min 1x per week","1999","Full Time","Urban Area","374","0.0950976841370179","0.0857522179735419","0.104443150300494","2"
"Min 1x per week","1999","Full Time","Rural Area","181","0.0875598287249575","0.0753122588267369","0.0998073986231781","2"
"Min 1x per week","1999","Part Time","Rural Area","115","0.120856807749834","0.100469601559907","0.141244013939762","2"
"Min 1x per week","1999","Part Time","Urban Area","225","0.12165948421731","0.107161707296169","0.136157261138452","2"
"Min 1x per week","1999","Not Working","Rural Area","187","0.109322855727745","0.0943747554678444","0.124270955987646","2"
"Min 1x per week","1999","Not Working","Urban Area","379","0.106539697574041","0.095932521674067","0.117146873474014","2"
