"pli0095_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","Not Employed","1-pers.-HH","75","0.122909809072013","0.0957885846361719","0.150031033507854"
"Min 1x per week","1985","Not Employed","(Married) couple without C. ","114","0.0970784781388183","0.0793472083520056","0.114809747925631"
"Min 1x per week","1985","Not Employed","Single parent ","21","","",""
"Min 1x per week","1985","Not Employed","Couple + C. LE 16 ","112","0.124593689618283","0.10119075963345","0.147996619603115"
"Min 1x per week","1985","Not Employed","Couple + C. GT 16 ","79","0.108376636671231","0.0851654665560551","0.131587806786406"
"Min 1x per week","1985","Not Employed","Couple + C. LE and GT 16","70","0.096287681822344","0.0710786779230419","0.121496685721646"
"Min 1x per week","1985","Employed","1-pers.-HH","88","0.139686511973686","0.11201741169333","0.167355612254042"
"Min 1x per week","1985","Employed","(Married) couple without C. ","131","0.0909187557165824","0.0754563471657683","0.106381164267396"
"Min 1x per week","1985","Employed","Single parent ","27","","",""
"Min 1x per week","1985","Employed","Couple + C. LE 16 ","215","0.093487789679667","0.0803667997649685","0.106608779594366"
"Min 1x per week","1985","Employed","Couple + C. GT 16 ","138","0.0839152234542249","0.0689975587913875","0.0988328881170622"
"Min 1x per week","1985","Employed","Couple + C. LE and GT 16","108","0.0740971949742303","0.0573972219172577","0.0907971680312029"
"Min 1x per month","1985","Not Employed","1-pers.-HH","94","0.156371033194955","0.126369200280439","0.186372866109472"
"Min 1x per month","1985","Not Employed","(Married) couple without C. ","215","0.188910859558116","0.165467701750398","0.212354017365835"
"Min 1x per month","1985","Not Employed","Single parent ","44","0.192112963846855","0.138955956965558","0.245269970728152"
"Min 1x per month","1985","Not Employed","Couple + C. LE 16 ","216","0.292205650227604","0.259978995668917","0.324432304786291"
"Min 1x per month","1985","Not Employed","Couple + C. GT 16 ","163","0.209961100618424","0.179550000004852","0.240372201231997"
"Min 1x per month","1985","Not Employed","Couple + C. LE and GT 16","127","0.238360069861634","0.201947877933352","0.274772261789917"
"Min 1x per month","1985","Employed","1-pers.-HH","182","0.305030725859258","0.268281852332271","0.341779599386245"
"Min 1x per month","1985","Employed","(Married) couple without C. ","374","0.270134351586949","0.24625291640078","0.294015786773118"
"Min 1x per month","1985","Employed","Single parent ","83","0.243618960863482","0.197374475142527","0.289863446584436"
"Min 1x per month","1985","Employed","Couple + C. LE 16 ","585","0.30675244430293","0.28596789957065","0.327536989035211"
"Min 1x per month","1985","Employed","Couple + C. GT 16 ","339","0.241554594115566","0.218525203670238","0.264583984560895"
"Min 1x per month","1985","Employed","Couple + C. LE and GT 16","275","0.274680320635271","0.246221906828483","0.303138734442059"
"Rarely","1985","Not Employed","1-pers.-HH","141","0.239559868712725","0.204303835967118","0.274815901458332"
"Rarely","1985","Not Employed","(Married) couple without C. ","381","0.354974938594444","0.326317293735801","0.383632583453088"
"Rarely","1985","Not Employed","Single parent ","92","0.440372964165027","0.373389665467064","0.507356262862991"
"Rarely","1985","Not Employed","Couple + C. LE 16 ","334","0.462955650577057","0.427621704349064","0.49828959680505"
"Rarely","1985","Not Employed","Couple + C. GT 16 ","320","0.4898337965148","0.452507173916829","0.52716041911277"
"Rarely","1985","Not Employed","Couple + C. LE and GT 16","247","0.509444147314358","0.466722524796104","0.552165769832612"
"Rarely","1985","Employed","1-pers.-HH","238","0.413952594858387","0.374640054079968","0.453265135636806"
"Rarely","1985","Employed","(Married) couple without C. ","657","0.519356178705814","0.492484587329686","0.546227770081941"
"Rarely","1985","Employed","Single parent ","147","0.492225035378258","0.438366866241347","0.546083204515169"
"Rarely","1985","Employed","Couple + C. LE 16 ","882","0.50681144378307","0.484277768674908","0.529345118891231"
"Rarely","1985","Employed","Couple + C. GT 16 ","667","0.536973569190402","0.510145341993541","0.563801796387263"
"Rarely","1985","Employed","Couple + C. LE and GT 16","447","0.532899017385711","0.501089283424073","0.56470875134735"
"Never","1985","Not Employed","1-pers.-HH","253","0.481159289020307","0.439887304333484","0.52243127370713"
"Never","1985","Not Employed","(Married) couple without C. ","361","0.359035723708621","0.330305493926945","0.387765953490297"
"Never","1985","Not Employed","Single parent ","54","0.257740324252299","0.198723480104562","0.316757168400036"
"Never","1985","Not Employed","Couple + C. LE 16 ","103","0.120245009577056","0.0971970876780085","0.143292931476104"
"Never","1985","Not Employed","Couple + C. GT 16 ","127","0.191828466195545","0.162428503331409","0.221228429059681"
"Never","1985","Not Employed","Couple + C. LE and GT 16","82","0.155908101001663","0.124906478338156","0.186909723665171"
"Never","1985","Employed","1-pers.-HH","95","0.141330167308669","0.113525354594782","0.169134980022557"
"Never","1985","Employed","(Married) couple without C. ","166","0.119590713990655","0.102138919499938","0.137042508481372"
"Never","1985","Employed","Single parent ","74","0.202571783015047","0.15927363018399","0.245869935846105"
"Never","1985","Employed","Couple + C. LE 16 ","209","0.0929483222343328","0.0798613518517361","0.10603529261693"
"Never","1985","Employed","Couple + C. GT 16 ","183","0.137556613239807","0.119024767986269","0.156088458493345"
"Never","1985","Employed","Couple + C. LE and GT 16","115","0.118323467004787","0.0977303412867226","0.138916592722852"
"Min 1x per week","1986","Not Employed","1-pers.-HH","66","0.110313960830427","0.0837923851087025","0.136835536552152"
"Min 1x per week","1986","Not Employed","(Married) couple without C. ","90","0.0830632880841651","0.0659153940692208","0.100211182099109"
"Min 1x per week","1986","Not Employed","Single parent ","16","","",""
"Min 1x per week","1986","Not Employed","Couple + C. LE 16 ","69","0.0850452113401468","0.0640015669489207","0.106088855731373"
"Min 1x per week","1986","Not Employed","Couple + C. GT 16 ","57","0.067749437499786","0.0489704122526294","0.0865284627469426"
"Min 1x per week","1986","Not Employed","Couple + C. LE and GT 16","58","0.10467246707457","0.0777314211019318","0.131613513047208"
"Min 1x per week","1986","Employed","1-pers.-HH","53","0.086690313592035","0.0637312324314553","0.109649394752615"
"Min 1x per week","1986","Employed","(Married) couple without C. ","109","0.0805167762247998","0.0661088027134232","0.0949247497361765"
"Min 1x per week","1986","Employed","Single parent ","24","","",""
"Min 1x per week","1986","Employed","Couple + C. LE 16 ","146","0.0725301180730843","0.0603012764080616","0.0847589597381071"
"Min 1x per week","1986","Employed","Couple + C. GT 16 ","96","0.0600226444631109","0.0476025131534628","0.0724427757727591"
"Min 1x per week","1986","Employed","Couple + C. LE and GT 16","81","0.0706973230946413","0.0539235042451123","0.0874711419441702"
"Min 1x per month","1986","Not Employed","1-pers.-HH","72","0.121087226660487","0.0934695112259303","0.148704942095044"
"Min 1x per month","1986","Not Employed","(Married) couple without C. ","162","0.151865763885862","0.129566075855316","0.174165451916408"
"Min 1x per month","1986","Not Employed","Single parent ","42","0.209963682557988","0.152799183248659","0.267128181867316"
"Min 1x per month","1986","Not Employed","Couple + C. LE 16 ","169","0.236613997273176","0.204552151766073","0.268675842780279"
"Min 1x per month","1986","Not Employed","Couple + C. GT 16 ","150","0.206251795546857","0.176017899266711","0.236485691827003"
"Min 1x per month","1986","Not Employed","Couple + C. LE and GT 16","120","0.236284809804745","0.198900370750885","0.273669248858606"
"Min 1x per month","1986","Employed","1-pers.-HH","165","0.27328232297782","0.236920234692852","0.309644411262788"
"Min 1x per month","1986","Employed","(Married) couple without C. ","350","0.240640787499388","0.218004976421348","0.263276598577428"
"Min 1x per month","1986","Employed","Single parent ","78","0.239200950861289","0.191941099250979","0.286460802471599"
"Min 1x per month","1986","Employed","Couple + C. LE 16 ","440","0.246759857580064","0.226432533752767","0.26708718140736"
"Min 1x per month","1986","Employed","Couple + C. GT 16 ","318","0.20638357005444","0.185221759879391","0.227545380229489"
"Min 1x per month","1986","Employed","Couple + C. LE and GT 16","237","0.221792064012601","0.194604349656709","0.248979778368492"
"Rarely","1986","Not Employed","1-pers.-HH","139","0.239450669586262","0.203323210469525","0.275578128702998"
"Rarely","1986","Not Employed","(Married) couple without C. ","385","0.38444731018546","0.35422082976946","0.41467379060146"
"Rarely","1986","Not Employed","Single parent ","79","0.412311901147364","0.343221586797313","0.481402215497416"
"Rarely","1986","Not Employed","Couple + C. LE 16 ","320","0.510377693076474","0.472666294004999","0.548089092147949"
"Rarely","1986","Not Employed","Couple + C. GT 16 ","339","0.517357129005577","0.480018184369168","0.554696073641986"
"Rarely","1986","Not Employed","Couple + C. LE and GT 16","239","0.522887047853466","0.478930680101845","0.566843415605088"
"Rarely","1986","Employed","1-pers.-HH","263","0.493327296705982","0.452533745708164","0.534120847703799"
"Rarely","1986","Employed","(Married) couple without C. ","720","0.548201536149857","0.521848521315029","0.574554550984686"
"Rarely","1986","Employed","Single parent ","152","0.5022487470481","0.446857450069576","0.557640044026625"
"Rarely","1986","Employed","Couple + C. LE 16 ","900","0.554708688031563","0.531275530246554","0.578141845816572"
"Rarely","1986","Employed","Couple + C. GT 16 ","763","0.580750140687049","0.554948872468608","0.60655140890549"
"Rarely","1986","Employed","Couple + C. LE and GT 16","446","0.57133760363326","0.538951703846576","0.603723503419945"
"Never","1986","Not Employed","1-pers.-HH","259","0.529148142922824","0.486891355358156","0.571404930487493"
"Never","1986","Not Employed","(Married) couple without C. ","358","0.380623637844513","0.350454580397531","0.410792695291494"
"Never","1986","Not Employed","Single parent ","58","0.29755892912648","0.233390378939209","0.361727479313751"
"Never","1986","Not Employed","Couple + C. LE 16 ","117","0.167963098310203","0.13976145358032","0.196164743040087"
