"pli0095_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","16-34 y.","Not Employed","184","0.115419228482702","0.0983174399131643","0.13252101705224"
"Min 1x per week","1985","16-34 y.","Employed","322","0.0980371571726167","0.0870326312885855","0.109041683056648"
"Min 1x per week","1985","35-65 y.","Not Employed","230","0.118259885416394","0.103254431285992","0.133265339546796"
"Min 1x per week","1985","35-65 y.","Employed","427","0.090427076034047","0.0814720266310129","0.0993821254370812"
"Min 1x per week","1985","66 and older","Not Employed","92","0.0900102145438611","0.0727404658296261","0.107279963258096"
"Min 1x per week","1985","66 and older","Employed","6","","",""
"Min 1x per month","1985","16-34 y.","Not Employed","373","0.273911421095154","0.250042456767701","0.297780385422607"
"Min 1x per month","1985","16-34 y.","Employed","920","0.328994620177764","0.311607043530289","0.346382196825238"
"Min 1x per month","1985","35-65 y.","Not Employed","417","0.227991376006044","0.208496054454947","0.247486697557141"
"Min 1x per month","1985","35-65 y.","Employed","1003","0.238577465652861","0.225269013321632","0.25188591798409"
"Min 1x per month","1985","66 and older","Not Employed","131","0.122736122876481","0.102935758395137","0.142536487357825"
"Min 1x per month","1985","66 and older","Employed","3","","",""
"Rarely","1985","16-34 y.","Not Employed","601","0.470554748590101","0.44384010951627","0.497269387663932"
"Rarely","1985","16-34 y.","Employed","1277","0.48219258391435","0.463700917313578","0.500684250515121"
"Rarely","1985","35-65 y.","Not Employed","745","0.429881290509595","0.406876566059564","0.452886014959625"
"Rarely","1985","35-65 y.","Employed","1918","0.525738650709319","0.510146938877804","0.541330362540834"
"Rarely","1985","66 and older","Not Employed","297","0.269682631986812","0.242903027120723","0.296462236852901"
"Rarely","1985","66 and older","Employed","14","","",""
"Never","1985","16-34 y.","Not Employed","183","0.140114601832043","0.121536741750278","0.158692461913807"
"Never","1985","16-34 y.","Employed","286","0.09077563873527","0.0801439599527109","0.101407317517829"
"Never","1985","35-65 y.","Not Employed","387","0.223867448067968","0.204497719244895","0.24323717689104"
"Never","1985","35-65 y.","Employed","592","0.145256807603773","0.134254442488937","0.156259172718609"
"Never","1985","66 and older","Not Employed","535","0.517571030592846","0.487418516391013","0.547723544794679"
"Never","1985","66 and older","Employed","21","","",""
"Min 1x per week","1986","16-34 y.","Not Employed","124","0.0810684401707331","0.0658890338892675","0.0962478464521988"
"Min 1x per week","1986","16-34 y.","Employed","249","0.0783479936119275","0.0684615675777458","0.0882344196461091"
"Min 1x per week","1986","35-65 y.","Not Employed","186","0.102927151172609","0.0883882714009551","0.117466030944262"
"Min 1x per week","1986","35-65 y.","Employed","277","0.0681361466307905","0.0601012160004871","0.0761710772610939"
"Min 1x per week","1986","66 and older","Not Employed","72","0.0745580715534836","0.05820372550362","0.0909124176033472"
"Min 1x per week","1986","66 and older","Employed","5","","",""
"Min 1x per month","1986","16-34 y.","Not Employed","330","0.260332970012831","0.235928464629582","0.284737475396081"
"Min 1x per month","1986","16-34 y.","Employed","866","0.295554586077419","0.278767148150521","0.312342024004318"
"Min 1x per month","1986","35-65 y.","Not Employed","330","0.188781680497369","0.17005758224002","0.207505778754719"
"Min 1x per month","1986","35-65 y.","Employed","812","0.194522432258274","0.181900417465185","0.207144447051362"
"Min 1x per month","1986","66 and older","Not Employed","97","0.0941316729596329","0.0759509273534358","0.11231241856583"
"Min 1x per month","1986","66 and older","Employed","4","","",""
"Rarely","1986","16-34 y.","Not Employed","579","0.493275277907846","0.465470590645067","0.521079965170626"
"Rarely","1986","16-34 y.","Employed","1383","0.515310865857098","0.496923979689753","0.533697752024443"
"Rarely","1986","35-65 y.","Not Employed","768","0.467557672494173","0.443684727718199","0.491430617270146"
"Rarely","1986","35-65 y.","Employed","2021","0.573075431724669","0.557303002644214","0.588847860805125"
"Rarely","1986","66 and older","Not Employed","286","0.266706996544351","0.239173127735968","0.294240865352733"
"Rarely","1986","66 and older","Employed","18","","",""
"Never","1986","16-34 y.","Not Employed","209","0.165323311908589","0.144664112689708","0.18598251112747"
"Never","1986","16-34 y.","Employed","340","0.110786554453555","0.0992390421468676","0.122334066760242"
"Never","1986","35-65 y.","Not Employed","394","0.240733495835849","0.220277647526492","0.261189344145207"
"Never","1986","35-65 y.","Employed","668","0.164265989386267","0.152451227337008","0.176080751435525"
"Never","1986","66 and older","Not Employed","536","0.564603258942533","0.533734047104045","0.595472470781021"
"Never","1986","66 and older","Employed","15","","",""
"Min 1x per week","1987","16-34 y.","Not Employed","","","",""
"Min 1x per week","1987","16-34 y.","Employed","","","",""
"Min 1x per week","1987","35-65 y.","Not Employed","","","",""
"Min 1x per week","1987","35-65 y.","Employed","","","",""
"Min 1x per week","1987","66 and older","Not Employed","","","",""
"Min 1x per week","1987","66 and older","Employed","","","",""
"Min 1x per month","1987","16-34 y.","Not Employed","","","",""
"Min 1x per month","1987","16-34 y.","Employed","","","",""
"Min 1x per month","1987","35-65 y.","Not Employed","","","",""
"Min 1x per month","1987","35-65 y.","Employed","","","",""
"Min 1x per month","1987","66 and older","Not Employed","","","",""
"Min 1x per month","1987","66 and older","Employed","","","",""
"Rarely","1987","16-34 y.","Not Employed","","","",""
"Rarely","1987","16-34 y.","Employed","","","",""
"Rarely","1987","35-65 y.","Not Employed","","","",""
"Rarely","1987","35-65 y.","Employed","","","",""
"Rarely","1987","66 and older","Not Employed","","","",""
"Rarely","1987","66 and older","Employed","","","",""
"Never","1987","16-34 y.","Not Employed","","","",""
"Never","1987","16-34 y.","Employed","","","",""
"Never","1987","35-65 y.","Not Employed","","","",""
"Never","1987","35-65 y.","Employed","","","",""
"Never","1987","66 and older","Not Employed","","","",""
"Never","1987","66 and older","Employed","","","",""
"Min 1x per week","1988","16-34 y.","Not Employed","97","0.0772260605981938","0.0611176955748213","0.0933344256215664"
"Min 1x per week","1988","16-34 y.","Employed","250","0.0699645351986212","0.0604907349673025","0.07943833542994"
"Min 1x per week","1988","35-65 y.","Not Employed","176","0.10631000557216","0.0906906607573779","0.121929350386943"
"Min 1x per week","1988","35-65 y.","Employed","272","0.0606741990023421","0.0528507406939445","0.0684976573107397"
"Min 1x per week","1988","66 and older","Not Employed","65","0.0668875576954487","0.0513253877660672","0.0824497276248303"
"Min 1x per week","1988","66 and older","Employed","6","","",""
"Min 1x per month","1988","16-34 y.","Not Employed","243","0.240218214596215","0.214439024590337","0.265997404602094"
"Min 1x per month","1988","16-34 y.","Employed","829","0.299955079399133","0.282936372611246","0.316973786187021"
"Min 1x per month","1988","35-65 y.","Not Employed","281","0.182543774315008","0.162968941566167","0.202118607063849"
"Min 1x per month","1988","35-65 y.","Employed","768","0.204592086157728","0.191372191633098","0.217811980682358"
"Min 1x per month","1988","66 and older","Not Employed","104","0.0972648434137607","0.0788066744226212","0.1157230124049"
"Min 1x per month","1988","66 and older","Employed","5","","",""
"Rarely","1988","16-34 y.","Not Employed","508","0.502958455506878","0.472787833548612","0.533129077465144"
"Rarely","1988","16-34 y.","Employed","1337","0.514735302961341","0.496173642774417","0.533296963148265"
"Rarely","1988","35-65 y.","Not Employed","674","0.46635398612798","0.441074585320047","0.491633386935913"
"Rarely","1988","35-65 y.","Employed","1871","0.564100755591493","0.547850506599664","0.580351004583321"
"Rarely","1988","66 and older","Not Employed","287","0.280048709226708","0.252078298824041","0.308019119629376"
"Rarely","1988","66 and older","Employed","15","","",""
"Never","1988","16-34 y.","Not Employed","207","0.179597269298713","0.156434777722453","0.202759760874972"
"Never","1988","16-34 y.","Employed","369","0.115345082440905","0.103481332584615","0.127208832297195"
"Never","1988","35-65 y.","Not Employed","365","0.244792233984852","0.223004386037494","0.266580081932209"
"Never","1988","35-65 y.","Employed","666","0.170632959248438","0.158304935324683","0.182960983172193"
"Never","1988","66 and older","Not Employed","534","0.555798889664082","0.524847571398805","0.586750207929359"
"Never","1988","66 and older","Employed","22","","",""
"Min 1x per week","1989","16-34 y.","Not Employed","","","",""
"Min 1x per week","1989","16-34 y.","Employed","","","",""
"Min 1x per week","1989","35-65 y.","Not Employed","","","",""
"Min 1x per week","1989","35-65 y.","Employed","","","",""
"Min 1x per week","1989","66 and older","Not Employed","","","",""
"Min 1x per week","1989","66 and older","Employed","","","",""
"Min 1x per month","1989","16-34 y.","Not Employed","","","",""
"Min 1x per month","1989","16-34 y.","Employed","","","",""
"Min 1x per month","1989","35-65 y.","Not Employed","","","",""
"Min 1x per month","1989","35-65 y.","Employed","","","",""
"Min 1x per month","1989","66 and older","Not Employed","","","",""
"Min 1x per month","1989","66 and older","Employed","","","",""
"Rarely","1989","16-34 y.","Not Employed","","","",""
"Rarely","1989","16-34 y.","Employed","","","",""
"Rarely","1989","35-65 y.","Not Employed","","","",""
"Rarely","1989","35-65 y.","Employed","","","",""
"Rarely","1989","66 and older","Not Employed","","","",""
"Rarely","1989","66 and older","Employed","","","",""
"Never","1989","16-34 y.","Not Employed","","","",""
"Never","1989","16-34 y.","Employed","","","",""
"Never","1989","35-65 y.","Not Employed","","","",""
"Never","1989","35-65 y.","Employed","","","",""
"Never","1989","66 and older","Not Employed","","","",""
"Never","1989","66 and older","Employed","","","",""
"Min 1x per week","1990","16-34 y.","Not Employed","","","",""
