"pli0095_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1985","16-34 y.","1-pers.-HH","119","0.375722554161089","0.322987664538741","0.428457443783436","3"
"Min 1x per month","1985","35-65 y.","(Married) couple without C. ","318","0.227487073214182","0.204906480483512","0.250067665944852","3"
"Min 1x per month","1985","16-34 y.","Couple + C. GT 16 ","247","0.275448135759876","0.245110603711739","0.305785667808012","3"
"Min 1x per month","1985","66 and older","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1985","16-34 y.","Couple + C. LE 16 ","393","0.325667913430326","0.299563606508443","0.351772220352208","3"
"Min 1x per month","1985","35-65 y.","1-pers.-HH","109","0.242898545527419","0.203144271514331","0.282652819540506","3"
"Min 1x per month","1985","35-65 y.","Single parent ","46","0.195311891070703","0.144732892787668","0.245890889353738","3"
"Min 1x per month","1985","35-65 y.","Couple + C. LE and GT 16","224","0.249877773945291","0.220840958334949","0.278914589555633","3"
"Min 1x per month","1985","66 and older","1-pers.-HH","48","0.12091780698226","0.088765701670559","0.15306991229396","3"
"Min 1x per month","1985","66 and older","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1985","66 and older","Couple + C. GT 16 ","6","","","","3"
"Min 1x per month","1985","66 and older","Single parent ","3","","","","3"
"Min 1x per month","1985","16-34 y.","(Married) couple without C. ","204","0.353693009302082","0.314949155008742","0.392436863595422","3"
"Min 1x per month","1985","16-34 y.","Single parent ","78","0.266183208442056","0.214230302620281","0.318136114263832","3"
"Min 1x per month","1985","16-34 y.","Couple + C. LE and GT 16","178","0.278077088977952","0.242723498604131","0.313430679351773","3"
"Min 1x per month","1985","35-65 y.","Couple + C. LE 16 ","408","0.283810091682318","0.260327583630733","0.307292599733902","3"
"Min 1x per month","1985","35-65 y.","Couple + C. GT 16 ","249","0.204231466167362","0.180788442064645","0.227674490270079","3"
"Min 1x per month","1985","66 and older","(Married) couple without C. ","67","0.134466387130926","0.104259992751137","0.164672781510716","3"
"Min 1x per week","1985","16-34 y.","1-pers.-HH","46","0.139931675204995","0.102157057366551","0.17770629304344","2"
"Min 1x per week","1985","16-34 y.","(Married) couple without C. ","59","0.0994113022003813","0.0751646777683749","0.123657926632388","2"
"Min 1x per week","1985","16-34 y.","Single parent ","24","","","","2"
"Min 1x per week","1985","16-34 y.","Couple + C. LE 16 ","160","0.10401734619314","0.0870118051342023","0.121022887252077","2"
"Min 1x per week","1985","16-34 y.","Couple + C. GT 16 ","89","0.0900493154620231","0.070610279365547","0.109488351558499","2"
"Min 1x per week","1985","16-34 y.","Couple + C. LE and GT 16","78","0.0901821484569386","0.0675803486076411","0.112783948306236","2"
"Min 1x per week","1985","35-65 y.","1-pers.-HH","66","0.137565450991757","0.105634482548264","0.169496419435251","2"
"Min 1x per week","1985","35-65 y.","(Married) couple without C. ","149","0.1019685169949","0.085668692390139","0.118268341599662","2"
"Min 1x per week","1985","35-65 y.","Single parent ","22","","","","2"
"Min 1x per week","1985","35-65 y.","Couple + C. LE 16 ","167","0.101249916207679","0.0855378510115807","0.116961981403777","2"
"Min 1x per week","1985","35-65 y.","Couple + C. GT 16 ","123","0.0933080289827606","0.076393951408048","0.110222106557473","2"
"Min 1x per week","1985","35-65 y.","Couple + C. LE and GT 16","100","0.0751966885382449","0.0575101354634638","0.092883241613026","2"
"Min 1x per week","1985","66 and older","1-pers.-HH","51","0.119488792803964","0.0875012725433211","0.151476313064606","2"
"Min 1x per week","1985","66 and older","(Married) couple without C. ","37","0.0746080179913136","0.0513428780836297","0.0978731578989975","2"
"Min 1x per week","1985","66 and older","Single parent ","2","","","","2"
"Min 1x per week","1985","66 and older","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1985","66 and older","Couple + C. GT 16 ","5","","","","2"
"Min 1x per week","1985","66 and older","Couple + C. LE and GT 16","","","","","2"
"Never","1985","16-34 y.","Couple + C. LE and GT 16","76","0.132723580504871","0.105952967076337","0.159494193933405","5"
"Never","1985","35-65 y.","(Married) couple without C. ","252","0.188955404683238","0.167868825793992","0.210041983572483","5"
"Never","1985","35-65 y.","Couple + C. LE 16 ","181","0.110254703954634","0.0939411764918681","0.1265682314174","5"
"Never","1985","35-65 y.","Single parent ","59","0.227840012030388","0.174326835210921","0.281353188849856","5"
"Never","1985","16-34 y.","1-pers.-HH","24","","","","5"
"Never","1985","16-34 y.","(Married) couple without C. ","38","0.0584436281436905","0.0394345128062424","0.0774527434811386","5"
"Never","1985","16-34 y.","Single parent ","57","0.187622393260265","0.141729334895501","0.233515451625029","5"
"Never","1985","16-34 y.","Couple + C. LE 16 ","131","0.0897664480571462","0.0738435831983281","0.105689312915964","5"
"Never","1985","16-34 y.","Couple + C. GT 16 ","110","0.135184081032014","0.111964723199577","0.158403438864451","5"
"Never","1985","35-65 y.","1-pers.-HH","116","0.256467916468441","0.215986033236454","0.296949799700429","5"
"Never","1985","35-65 y.","Couple + C. GT 16 ","187","0.165661153896457","0.14404191012156","0.187280397671354","5"
"Never","1985","35-65 y.","Couple + C. LE and GT 16","121","0.130125099024246","0.107560475488941","0.15268972255955","5"
"Never","1985","66 and older","1-pers.-HH","208","0.540917200393236","0.491774337913827","0.590060062872645","5"
"Never","1985","66 and older","(Married) couple without C. ","237","0.489086140457274","0.444825614439246","0.533346666475302","5"
"Never","1985","66 and older","Single parent ","12","","","","5"
"Never","1985","66 and older","Couple + C. LE 16 ","","","","","5"
"Never","1985","66 and older","Couple + C. GT 16 ","13","","","","5"
"Never","1985","66 and older","Couple + C. LE and GT 16","","","","","5"
"Rarely","1985","35-65 y.","Single parent ","109","0.489790388524958","0.426012294474996","0.55356848257492","4"
"Rarely","1985","35-65 y.","Couple + C. LE and GT 16","409","0.544800438492218","0.51140102831192","0.578199848672517","4"
"Rarely","1985","66 and older","(Married) couple without C. ","149","0.301839454420486","0.261193651620433","0.342485257220539","4"
"Rarely","1985","35-65 y.","Couple + C. LE 16 ","660","0.504685288155369","0.478643703937323","0.530726872373416","4"
"Rarely","1985","16-34 y.","1-pers.-HH","135","0.426088502209181","0.372243182959103","0.47993382145926","4"
"Rarely","1985","16-34 y.","(Married) couple without C. ","284","0.488452060353846","0.447945599377639","0.528958521330054","4"
"Rarely","1985","16-34 y.","Single parent ","119","0.467310516418145","0.408660851957299","0.525960180878992","4"
"Rarely","1985","16-34 y.","Couple + C. LE 16 ","554","0.480548292319389","0.452717288111186","0.508379296527591","4"
"Rarely","1985","16-34 y.","Couple + C. GT 16 ","387","0.499318467746087","0.465364135714546","0.533272799777628","4"
"Rarely","1985","16-34 y.","Couple + C. LE and GT 16","285","0.499017182060239","0.459564668811995","0.538469695308483","4"
"Rarely","1985","35-65 y.","1-pers.-HH","156","0.363068087012383","0.318488619913568","0.407647554111198","4"
"Rarely","1985","35-65 y.","(Married) couple without C. ","605","0.481589005107681","0.45467492863889","0.508503081576472","4"
"Rarely","1985","35-65 y.","Couple + C. GT 16 ","577","0.536799350953421","0.507802589485931","0.56579611242091","4"
"Rarely","1985","66 and older","1-pers.-HH","88","0.218676199820541","0.177913228900262","0.25943917074082","4"
"Rarely","1985","66 and older","Single parent ","11","","","","4"
"Rarely","1985","66 and older","Couple + C. LE 16 ","2","","","","4"
"Rarely","1985","66 and older","Couple + C. GT 16 ","23","","","","4"
"Rarely","1985","66 and older","Couple + C. LE and GT 16","","","","","4"
"Min 1x per month","1986","66 and older","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1986","16-34 y.","Couple + C. LE 16 ","308","0.275682645654204","0.249777017035971","0.301588274272436","3"
"Min 1x per month","1986","16-34 y.","1-pers.-HH","112","0.334960581038039","0.283409153054921","0.386512009021157","3"
"Min 1x per month","1986","16-34 y.","Couple + C. GT 16 ","252","0.277600997096394","0.247826990340355","0.307375003852433","3"
