"pli0095_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2015","Couple + C. LE 16 ","2608","0.381789837856476","0.370227398965929","0.393352276747024","3"
"Min 1x per month","2015","Single parent ","803","0.318844248054285","0.30018790231357","0.337500593795","3"
"Min 1x per month","2015","Couple + C. LE and GT 16","838","0.357996611234574","0.338152191471732","0.377841030997416","3"
"Min 1x per month","2015","Couple + C. GT 16 ","1041","0.344191958081219","0.327087956822276","0.361295959340163","3"
"Min 1x per week","2015","1-pers.-HH","491","0.122615296037456","0.112080876513322","0.133149715561591","2"
"Min 1x per week","2015","Single parent ","370","0.159779172075118","0.145111172838697","0.174447171311538","2"
"Min 1x per week","2015","(Married) couple without C. ","878","0.0931328103420954","0.086738036470405","0.0995275842137857","2"
"Min 1x per week","2015","Couple + C. LE 16 ","885","0.122565450308251","0.114760671553824","0.130370229062678","2"
"Min 1x per week","2015","Couple + C. GT 16 ","391","0.124049682626215","0.112182529199169","0.13591683605326","2"
"Min 1x per week","2015","Couple + C. LE and GT 16","378","0.149588567221691","0.134824907284711","0.164352227158671","2"
"Never","2015","1-pers.-HH","576","0.168040684918216","0.156031832137904","0.180049537698529","5"
"Never","2015","(Married) couple without C. ","902","0.113946414928985","0.106954722430929","0.120938107427041","5"
"Never","2015","Single parent ","210","0.104346980879292","0.0921086014087842","0.116585360349799","5"
"Never","2015","Couple + C. LE 16 ","336","0.041859706444401","0.0370934013360499","0.0466260115527521","5"
"Never","2015","Couple + C. GT 16 ","183","0.0694064398262391","0.0602571181542466","0.0785557614982316","5"
"Never","2015","Couple + C. LE and GT 16","129","0.057769939380511","0.0481125504803995","0.0674273282806225","5"
"Rarely","2015","1-pers.-HH","1568","0.434747912969487","0.41882644545581","0.450669380483164","4"
"Rarely","2015","(Married) couple without C. ","3745","0.489892112298687","0.478892351629988","0.500891872967386","4"
"Rarely","2015","Single parent ","1014","0.417029598991306","0.397290798078662","0.436768399903949","4"
"Rarely","2015","Couple + C. GT 16 ","1349","0.462351919466327","0.444402749350327","0.480301089582326","4"
"Rarely","2015","Couple + C. LE 16 ","2953","0.453785005390872","0.441936158763013","0.465633852018731","4"
"Rarely","2015","Couple + C. LE and GT 16","897","0.434644882163224","0.41412578556577","0.455163978760677","4"
"Min 1x per month","2016","1-pers.-HH","","","","","3"
"Min 1x per month","2016","(Married) couple without C. ","","","","","3"
"Min 1x per month","2016","Single parent ","","","","","3"
"Min 1x per month","2016","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","2016","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","2016","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","2016","1-pers.-HH","","","","","2"
"Min 1x per week","2016","(Married) couple without C. ","","","","","2"
"Min 1x per week","2016","Single parent ","","","","","2"
"Min 1x per week","2016","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2016","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2016","Couple + C. LE and GT 16","","","","","2"
"Never","2016","1-pers.-HH","","","","","5"
"Never","2016","(Married) couple without C. ","","","","","5"
"Never","2016","Single parent ","","","","","5"
"Never","2016","Couple + C. LE 16 ","","","","","5"
"Never","2016","Couple + C. GT 16 ","","","","","5"
"Never","2016","Couple + C. LE and GT 16","","","","","5"
"Rarely","2016","1-pers.-HH","","","","","4"
"Rarely","2016","Single parent ","","","","","4"
"Rarely","2016","(Married) couple without C. ","","","","","4"
"Rarely","2016","Couple + C. LE 16 ","","","","","4"
"Rarely","2016","Couple + C. GT 16 ","","","","","4"
"Rarely","2016","Couple + C. LE and GT 16","","","","","4"
"Min 1x per month","2017","1-pers.-HH","1252","0.296119795169845","0.28187511683867","0.31036447350102","3"
"Min 1x per month","2017","(Married) couple without C. ","2675","0.32043572827331","0.310357698022294","0.330513758524326","3"
"Min 1x per month","2017","Single parent ","801","0.349545597652495","0.329781702627047","0.369309492677942","3"
"Min 1x per month","2017","Couple + C. LE 16 ","2234","0.371187506905592","0.358910758301953","0.383464255509232","3"
"Min 1x per month","2017","Couple + C. GT 16 ","1203","0.369153011667812","0.352602736234326","0.385703287101299","3"
"Min 1x per month","2017","Couple + C. LE and GT 16","851","0.383305905050051","0.363171827745284","0.403439982354819","3"
"Min 1x per week","2017","1-pers.-HH","595","0.145524361158972","0.134521965870228","0.156526756447716","2"
"Min 1x per week","2017","Single parent ","383","0.171660531846285","0.156030797529548","0.187290266163023","2"
"Min 1x per week","2017","(Married) couple without C. ","1035","0.115219730025282","0.108324145863434","0.122115314187131","2"
"Min 1x per week","2017","Couple + C. LE 16 ","826","0.136757792715951","0.128026702390307","0.145488883041595","2"
"Min 1x per week","2017","Couple + C. GT 16 ","494","0.146887785561653","0.134747303751007","0.159028267372299","2"
"Min 1x per week","2017","Couple + C. LE and GT 16","368","0.155911815886857","0.1408887868324","0.170934844941314","2"
"Never","2017","1-pers.-HH","579","0.164778146675041","0.153203165803455","0.176353127546626","5"
"Never","2017","(Married) couple without C. ","851","0.115378552578763","0.108478836857297","0.12227826830023","5"
"Never","2017","Single parent ","194","0.0984896298356191","0.0861388947241809","0.110840364947057","5"
"Never","2017","Couple + C. LE 16 ","325","0.0605363313572743","0.0544763100606291","0.0665963526539196","5"
"Never","2017","Couple + C. GT 16 ","186","0.0577606404663457","0.0497597813754786","0.0657614995572128","5"
"Never","2017","Couple + C. LE and GT 16","121","0.0498300405440262","0.0408190953147612","0.0588409857732911","5"
"Rarely","2017","1-pers.-HH","1520","0.393577696996142","0.378334629477243","0.408820764515042","4"
"Rarely","2017","(Married) couple without C. ","3675","0.448965989122645","0.438223971858311","0.459708006386979","4"
"Rarely","2017","Single parent ","858","0.3803042406656","0.360182430956156","0.400426050375045","4"
"Rarely","2017","Couple + C. LE 16 ","2564","0.431518369021182","0.418932477956714","0.444104260085651","4"
"Rarely","2017","Couple + C. GT 16 ","1383","0.426198562304189","0.409238524848807","0.443158599759571","4"
"Rarely","2017","Couple + C. LE and GT 16","900","0.410952238519066","0.390577360750347","0.431327116287785","4"
