"pli0095_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1993","Bremen","Not Employed","","","","","2"
"Min 1x per week","1993","Bremen","Employed","","","","","2"
"Min 1x per week","1993","North Rhine-Westphalia","Not Employed","","","","","2"
"Min 1x per week","1993","North Rhine-Westphalia","Employed","","","","","2"
"Min 1x per week","1993","Hesse","Not Employed","","","","","2"
"Min 1x per week","1993","Hesse","Employed","","","","","2"
"Min 1x per week","1993","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Min 1x per week","1993","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Min 1x per week","1993","Baden-Württemberg","Not Employed","","","","","2"
"Min 1x per week","1993","Baden-Württemberg","Employed","","","","","2"
"Min 1x per week","1993","Bavaria","Not Employed","","","","","2"
"Min 1x per week","1993","Bavaria","Employed","","","","","2"
"Min 1x per week","1993","Berlin","Not Employed","","","","","2"
"Min 1x per week","1993","Berlin","Employed","","","","","2"
"Min 1x per week","1993","Brandenburg","Not Employed","","","","","2"
"Min 1x per week","1993","Thuringia","Not Employed","","","","","2"
"Min 1x per week","1993","Thuringia","Employed","","","","","2"
"Min 1x per week","1993","Brandenburg","Employed","","","","","2"
"Min 1x per week","1993","Saxony-Anhalt","Employed","","","","","2"
"Min 1x per week","1993","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Min 1x per week","1993","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Min 1x per week","1993","Saxony","Not Employed","","","","","2"
"Min 1x per week","1993","Saxony","Employed","","","","","2"
"Min 1x per week","1993","Saxony-Anhalt","Not Employed","","","","","2"
"Never","1993","Hamburg","Not Employed","","","","","5"
"Never","1993","Schleswig-Holstein","Employed","","","","","5"
"Never","1993","Schleswig-Holstein","Not Employed","","","","","5"
"Never","1993","Hamburg","Employed","","","","","5"
"Never","1993","Lower Saxony","Not Employed","","","","","5"
"Never","1993","Lower Saxony","Employed","","","","","5"
"Never","1993","Bremen","Not Employed","","","","","5"
"Never","1993","Bremen","Employed","","","","","5"
"Never","1993","North Rhine-Westphalia","Not Employed","","","","","5"
"Never","1993","North Rhine-Westphalia","Employed","","","","","5"
"Never","1993","Hesse","Not Employed","","","","","5"
"Never","1993","Hesse","Employed","","","","","5"
"Never","1993","Rhineland-Palatinate,Saarland","Not Employed","","","","","5"
"Never","1993","Baden-Württemberg","Employed","","","","","5"
"Never","1993","Baden-Württemberg","Not Employed","","","","","5"
"Never","1993","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Never","1993","Bavaria","Not Employed","","","","","5"
"Never","1993","Bavaria","Employed","","","","","5"
"Never","1993","Berlin","Not Employed","","","","","5"
"Never","1993","Berlin","Employed","","","","","5"
"Never","1993","Brandenburg","Not Employed","","","","","5"
"Never","1993","Brandenburg","Employed","","","","","5"
"Never","1993","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Never","1993","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Never","1993","Saxony","Not Employed","","","","","5"
"Never","1993","Saxony","Employed","","","","","5"
"Never","1993","Saxony-Anhalt","Not Employed","","","","","5"
"Never","1993","Saxony-Anhalt","Employed","","","","","5"
"Never","1993","Thuringia","Not Employed","","","","","5"
"Never","1993","Thuringia","Employed","","","","","5"
"Rarely","1993","Schleswig-Holstein","Employed","","","","","4"
"Rarely","1993","Schleswig-Holstein","Not Employed","","","","","4"
"Rarely","1993","Hamburg","Not Employed","","","","","4"
"Rarely","1993","Hamburg","Employed","","","","","4"
"Rarely","1993","Lower Saxony","Not Employed","","","","","4"
"Rarely","1993","Lower Saxony","Employed","","","","","4"
"Rarely","1993","Bremen","Not Employed","","","","","4"
"Rarely","1993","North Rhine-Westphalia","Employed","","","","","4"
"Rarely","1993","Bremen","Employed","","","","","4"
"Rarely","1993","North Rhine-Westphalia","Not Employed","","","","","4"
"Rarely","1993","Hesse","Not Employed","","","","","4"
"Rarely","1993","Hesse","Employed","","","","","4"
"Rarely","1993","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"Rarely","1993","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"Rarely","1993","Baden-Württemberg","Not Employed","","","","","4"
"Rarely","1993","Baden-Württemberg","Employed","","","","","4"
"Rarely","1993","Bavaria","Not Employed","","","","","4"
"Rarely","1993","Bavaria","Employed","","","","","4"
"Rarely","1993","Berlin","Not Employed","","","","","4"
"Rarely","1993","Berlin","Employed","","","","","4"
"Rarely","1993","Brandenburg","Not Employed","","","","","4"
"Rarely","1993","Brandenburg","Employed","","","","","4"
"Rarely","1993","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Rarely","1993","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Rarely","1993","Saxony","Not Employed","","","","","4"
"Rarely","1993","Saxony","Employed","","","","","4"
"Rarely","1993","Saxony-Anhalt","Employed","","","","","4"
"Rarely","1993","Saxony-Anhalt","Not Employed","","","","","4"
"Rarely","1993","Thuringia","Not Employed","","","","","4"
"Rarely","1993","Thuringia","Employed","","","","","4"
"Min 1x per month","1994","Schleswig-Holstein","Not Employed","19","","","","3"
"Min 1x per month","1994","Schleswig-Holstein","Employed","39","0.206372305181129","0.148055148429173","0.264689461933085","3"
"Min 1x per month","1994","Hamburg","Not Employed","15","","","","3"
"Min 1x per month","1994","Hamburg","Employed","25","","","","3"
"Min 1x per month","1994","Lower Saxony","Not Employed","89","0.244523170798943","0.20012476007686","0.288921581521026","3"
"Min 1x per month","1994","Lower Saxony","Employed","192","0.29117413483514","0.255062888604463","0.327285381065817","3"
"Min 1x per month","1994","Bremen","Not Employed","6","","","","3"
"Min 1x per month","1994","Bremen","Employed","7","","","","3"
"Min 1x per month","1994","North Rhine-Westphalia","Not Employed","215","0.204132542665621","0.177828571589766","0.230436513741476","3"
"Min 1x per month","1994","North Rhine-Westphalia","Employed","425","0.290996603788673","0.268420395029905","0.313572812547441","3"
"Min 1x per month","1994","Hesse","Not Employed","80","0.196424750292937","0.153231310495686","0.239618190090188","3"
"Min 1x per month","1994","Hesse","Employed","199","0.330062867574988","0.292215462920808","0.367910272229167","3"
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","Not Employed","62","0.223013650598798","0.17221985629071","0.273807444906885","3"
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","Employed","120","0.320563658936835","0.273074698181266","0.368052619692404","3"
"Min 1x per month","1994","Baden-Württemberg","Employed","416","0.329180051323977","0.302230818374046","0.356129284273908","3"
"Min 1x per month","1994","Baden-Württemberg","Not Employed","146","0.242527770678977","0.207248414047892","0.277807127310062","3"
"Min 1x per month","1994","Bavaria","Not Employed","97","0.168936988758836","0.135995043006688","0.201878934510983","3"
"Min 1x per month","1994","Bavaria","Employed","312","0.262314096031989","0.236103251312408","0.28852494075157","3"
"Min 1x per month","1994","Berlin","Not Employed","38","0.19873330418864","0.138923289588727","0.258543318788553","3"
"Min 1x per month","1994","Berlin","Employed","120","0.306818162045022","0.260327437913045","0.353308886176999","3"
"Min 1x per month","1994","Brandenburg","Not Employed","43","0.186747483496577","0.134288454508414","0.239206512484741","3"
"Min 1x per month","1994","Brandenburg","Employed","114","0.305329574390682","0.25985445779512","0.350804690986244","3"
"Min 1x per month","1994","Mecklenburg-Western Pomerania","Not Employed","32","0.225653486253918","0.157615290658665","0.29369168184917","3"
"Min 1x per month","1994","Saxony-Anhalt","Employed","136","0.329882386872985","0.286963079089003","0.372801694656968","3"
"Min 1x per month","1994","Thuringia","Employed","126","0.325183438089812","0.280647490045686","0.369719386133937","3"
"Min 1x per month","1994","Mecklenburg-Western Pomerania","Employed","71","0.276542085814932","0.222688775133887","0.330395396495977","3"
"Min 1x per month","1994","Saxony","Not Employed","98","0.203579633230448","0.164978656598704","0.242180609862192","3"
"Min 1x per month","1994","Thuringia","Not Employed","44","0.187385960011227","0.137705615040639","0.237066304981814","3"
"Min 1x per month","1994","Saxony","Employed","206","0.28373895356123","0.250532185408204","0.316945721714256","3"
"Min 1x per month","1994","Saxony-Anhalt","Not Employed","51","0.199558596013732","0.149307568478469","0.249809623548995","3"
"Min 1x per week","1994","Schleswig-Holstein","Not Employed","7","","","","2"
"Min 1x per week","1994","Schleswig-Holstein","Employed","13","","","","2"
"Min 1x per week","1994","Hamburg","Not Employed","3","","","","2"
"Min 1x per week","1994","Hamburg","Employed","6","","","","2"
"Min 1x per week","1994","Lower Saxony","Not Employed","36","0.087375005254165","0.0582049919267539","0.116545018581576","2"
"Min 1x per week","1994","Lower Saxony","Employed","38","0.0515846464878472","0.0340031507912997","0.0691661421843947","2"
"Min 1x per week","1994","Bremen","Not Employed","5","","","","2"
"Min 1x per week","1994","Bremen","Employed","3","","","","2"
"Min 1x per week","1994","North Rhine-Westphalia","Not Employed","81","0.0802233953992454","0.062496343294525","0.0979504475039658","2"
"Min 1x per week","1994","North Rhine-Westphalia","Employed","119","0.0689108433385283","0.0563209424491103","0.0815007442279462","2"
"Min 1x per week","1994","Hesse","Not Employed","55","0.147149632315222","0.108635295712687","0.185663968917756","2"
"Min 1x per week","1994","Hesse","Employed","60","0.0897857248158849","0.0667768059858612","0.112794643645909","2"
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","Not Employed","35","0.144747596655107","0.101814613063653","0.187680580246561","2"
"Min 1x per week","1994","Baden-Württemberg","Not Employed","90","0.114219077550286","0.0880379077718589","0.140400247328713","2"
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","Employed","42","0.0865483163178202","0.0579373030755371","0.115159329560103","2"
"Min 1x per week","1994","Bavaria","Not Employed","56","0.118176984148323","0.0897960253685512","0.146557942928095","2"
"Min 1x per week","1994","Bavaria","Employed","92","0.0768497976829474","0.0609792465197471","0.0927203488461476","2"
"Min 1x per week","1994","Baden-Württemberg","Employed","121","0.0970655881527855","0.0800875534382302","0.114043622867341","2"
"Min 1x per week","1994","Berlin","Not Employed","27","","","","2"
"Min 1x per week","1994","Thuringia","Employed","41","0.0951116703972095","0.0672204174667407","0.123002923327678","2"
"Min 1x per week","1994","Berlin","Employed","30","0.0793460754246364","0.0520994249294085","0.106592725919864","2"
"Min 1x per week","1994","Thuringia","Not Employed","25","","","","2"
"Min 1x per week","1994","Brandenburg","Not Employed","25","","","","2"
"Min 1x per week","1994","Brandenburg","Employed","26","","","","2"
"Min 1x per week","1994","Mecklenburg-Western Pomerania","Not Employed","17","","","","2"
"Min 1x per week","1994","Saxony-Anhalt","Not Employed","26","","","","2"
"Min 1x per week","1994","Saxony-Anhalt","Employed","38","0.0700812801500708","0.0467777810510369","0.0933847792491047","2"
"Min 1x per week","1994","Mecklenburg-Western Pomerania","Employed","25","","","","2"
"Min 1x per week","1994","Saxony","Not Employed","35","0.0890881775303037","0.0617790291690082","0.116397325891599","2"
"Min 1x per week","1994","Saxony","Employed","54","0.0819588483018001","0.0617537736096936","0.102163922993907","2"
"Never","1994","Schleswig-Holstein","Employed","17","","","","5"
"Never","1994","Schleswig-Holstein","Not Employed","16","","","","5"
"Never","1994","Hamburg","Employed","3","","","","5"
"Never","1994","Hamburg","Not Employed","26","","","","5"
"Never","1994","Bremen","Not Employed","16","","","","5"
"Never","1994","Lower Saxony","Not Employed","73","0.254391499442707","0.209402787048038","0.299380211837376","5"
"Never","1994","Lower Saxony","Employed","43","0.0747319454706506","0.0538301675269761","0.0956337234143252","5"
"Never","1994","Bremen","Employed","5","","","","5"
"Never","1994","North Rhine-Westphalia","Not Employed","205","0.263333073755154","0.234590006407262","0.292076141103047","5"
"Never","1994","North Rhine-Westphalia","Employed","125","0.069462791155062","0.0568263179367215","0.0820992643734024","5"
"Never","1994","Hesse","Not Employed","61","0.25134132538757","0.204180620081117","0.298502030694023","5"
"Never","1994","Hesse","Employed","63","0.108424865522119","0.083400437234433","0.133449293809805","5"
"Never","1994","Rhineland-Palatinate,Saarland","Not Employed","64","0.28911614480369","0.233797219329474","0.344435070277905","5"
"Never","1994","Baden-Württemberg","Not Employed","120","0.251877483447125","0.216147106545151","0.287607860349099","5"
"Never","1994","Baden-Württemberg","Employed","97","0.0782540893075672","0.0628517814317883","0.0936563971833461","5"
"Never","1994","Rhineland-Palatinate,Saarland","Employed","39","0.120347414861188","0.0872392498710834","0.153455579851294","5"
"Never","1994","Bavaria","Not Employed","121","0.284517705429934","0.244851195466575","0.324184215393294","5"
"Never","1994","Bavaria","Employed","135","0.138866783115336","0.118261963394745","0.159471602835927","5"
"Never","1994","Berlin","Not Employed","29","","","","5"
"Never","1994","Berlin","Employed","26","","","","5"
"Never","1994","Brandenburg","Not Employed","42","0.236924725463444","0.179688755857092","0.294160695069796","5"
"Never","1994","Brandenburg","Employed","19","","","","5"
"Never","1994","Mecklenburg-Western Pomerania","Not Employed","22","","","","5"
"Never","1994","Mecklenburg-Western Pomerania","Employed","16","","","","5"
"Never","1994","Saxony","Not Employed","96","0.290009242961999","0.246508946434245","0.333509539489753","5"
"Never","1994","Saxony","Employed","42","0.066962884741161","0.0485510105177233","0.0853747589645987","5"
"Never","1994","Saxony-Anhalt","Not Employed","56","0.313787603495308","0.255444151001106","0.372131055989511","5"
"Never","1994","Saxony-Anhalt","Employed","29","","","","5"
"Never","1994","Thuringia","Not Employed","52","0.284171357104708","0.226750640952173","0.341592073257244","5"
"Never","1994","Thuringia","Employed","13","","","","5"
"Rarely","1994","Schleswig-Holstein","Employed","116","0.658400450692653","0.590061873732911","0.726739027652396","4"
"Rarely","1994","Schleswig-Holstein","Not Employed","57","0.53891246644551","0.440719292327993","0.637105640563027","4"
"Rarely","1994","Hamburg","Not Employed","17","","","","4"
"Rarely","1994","Hamburg","Employed","48","0.633794581657641","0.529520155442314","0.738069007872969","4"
"Rarely","1994","Lower Saxony","Not Employed","162","0.413710324504185","0.362835708594208","0.464584940414162","4"
"Rarely","1994","Bremen","Not Employed","21","","","","4"
"Rarely","1994","Lower Saxony","Employed","335","0.582509273206362","0.543310620528934","0.62170792588379","4"
"Rarely","1994","North Rhine-Westphalia","Not Employed","401","0.452310988179979","0.419829912352987","0.484792064006972","4"
"Rarely","1994","Bremen","Employed","26","","","","4"
"Rarely","1994","North Rhine-Westphalia","Employed","886","0.570629761717736","0.546027441160684","0.595232082274789","4"
"Rarely","1994","Hesse","Not Employed","129","0.405084292004271","0.351713108917323","0.45845547509122","4"
"Rarely","1994","Hesse","Employed","271","0.471726542087009","0.431547896171117","0.5119051880029","4"
"Rarely","1994","Rhineland-Palatinate,Saarland","Not Employed","97","0.343122607942406","0.285192403316282","0.401052812568529","4"
"Rarely","1994","Rhineland-Palatinate,Saarland","Employed","170","0.472540609884156","0.421739263899721","0.523341955868592","4"
"Rarely","1994","Baden-Württemberg","Not Employed","211","0.391375668323612","0.351203235978623","0.431548100668601","4"
"Rarely","1994","Baden-Württemberg","Employed","534","0.49550027121567","0.466826878266935","0.524173664164405","4"
"Rarely","1994","Bavaria","Not Employed","223","0.428368321662907","0.384863567972937","0.471873075352877","4"
"Rarely","1994","Bavaria","Employed","543","0.521969323169728","0.492205766004387","0.551732880335069","4"
"Rarely","1994","Berlin","Not Employed","77","0.406847665147729","0.333218636352418","0.480476693943041","4"
"Rarely","1994","Berlin","Employed","202","0.5522567166276","0.502127925196849","0.60238550805835","4"
"Rarely","1994","Brandenburg","Not Employed","102","0.455820589676137","0.388778401188853","0.522862778163421","4"
"Rarely","1994","Brandenburg","Employed","235","0.572536374232234","0.523687888621711","0.621384859842758","4"
"Rarely","1994","Mecklenburg-Western Pomerania","Not Employed","74","0.480642930722485","0.39932086664196","0.561964994803009","4"
"Rarely","1994","Mecklenburg-Western Pomerania","Employed","153","0.544730141138578","0.484771703648229","0.604688578628928","4"
"Rarely","1994","Saxony","Not Employed","189","0.417322946277249","0.370050286289807","0.464595606264692","4"
"Rarely","1994","Saxony-Anhalt","Employed","258","0.538125193804048","0.492615760489845","0.583634627118251","4"
"Rarely","1994","Saxony","Employed","406","0.567339313395809","0.530844880517684","0.603833746273934","4"
"Rarely","1994","Saxony-Anhalt","Not Employed","110","0.364019865847081","0.30352350202503","0.424516229669131","4"
"Rarely","1994","Thuringia","Employed","245","0.548063109807796","0.500747133271751","0.595379086343842","4"
"Rarely","1994","Thuringia","Not Employed","116","0.42779611788987","0.364806679304087","0.490785556475653","4"
"Min 1x per month","1995","Lower Saxony","Employed","","","","","3"
"Min 1x per month","1995","Schleswig-Holstein","Not Employed","","","","","3"
"Min 1x per month","1995","Schleswig-Holstein","Employed","","","","","3"
"Min 1x per month","1995","Lower Saxony","Not Employed","","","","","3"
"Min 1x per month","1995","Hamburg","Not Employed","","","","","3"
"Min 1x per month","1995","Hamburg","Employed","","","","","3"
"Min 1x per month","1995","Bremen","Not Employed","","","","","3"
"Min 1x per month","1995","Bremen","Employed","","","","","3"
"Min 1x per month","1995","North Rhine-Westphalia","Not Employed","","","","","3"
"Min 1x per month","1995","North Rhine-Westphalia","Employed","","","","","3"
"Min 1x per month","1995","Hesse","Not Employed","","","","","3"
"Min 1x per month","1995","Hesse","Employed","","","","","3"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"Min 1x per month","1995","Baden-Württemberg","Not Employed","","","","","3"
"Min 1x per month","1995","Baden-Württemberg","Employed","","","","","3"
"Min 1x per month","1995","Bavaria","Not Employed","","","","","3"
"Min 1x per month","1995","Bavaria","Employed","","","","","3"
"Min 1x per month","1995","Berlin","Not Employed","","","","","3"
"Min 1x per month","1995","Berlin","Employed","","","","","3"
"Min 1x per month","1995","Brandenburg","Not Employed","","","","","3"
"Min 1x per month","1995","Brandenburg","Employed","","","","","3"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Min 1x per month","1995","Saxony-Anhalt","Employed","","","","","3"
"Min 1x per month","1995","Saxony","Not Employed","","","","","3"
"Min 1x per month","1995","Thuringia","Not Employed","","","","","3"
"Min 1x per month","1995","Thuringia","Employed","","","","","3"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Min 1x per month","1995","Saxony","Employed","","","","","3"
"Min 1x per month","1995","Saxony-Anhalt","Not Employed","","","","","3"
"Min 1x per week","1995","Hamburg","Employed","","","","","2"
"Min 1x per week","1995","Lower Saxony","Not Employed","","","","","2"
"Min 1x per week","1995","Lower Saxony","Employed","","","","","2"
"Min 1x per week","1995","Bremen","Not Employed","","","","","2"
"Min 1x per week","1995","Bremen","Employed","","","","","2"
"Min 1x per week","1995","North Rhine-Westphalia","Not Employed","","","","","2"
"Min 1x per week","1995","Schleswig-Holstein","Not Employed","","","","","2"
"Min 1x per week","1995","Schleswig-Holstein","Employed","","","","","2"
"Min 1x per week","1995","Hamburg","Not Employed","","","","","2"
"Min 1x per week","1995","North Rhine-Westphalia","Employed","","","","","2"
"Min 1x per week","1995","Hesse","Not Employed","","","","","2"
"Min 1x per week","1995","Hesse","Employed","","","","","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Min 1x per week","1995","Baden-Württemberg","Not Employed","","","","","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Min 1x per week","1995","Bavaria","Not Employed","","","","","2"
"Min 1x per week","1995","Bavaria","Employed","","","","","2"
"Min 1x per week","1995","Baden-Württemberg","Employed","","","","","2"
"Min 1x per week","1995","Berlin","Not Employed","","","","","2"
"Min 1x per week","1995","Berlin","Employed","","","","","2"
"Min 1x per week","1995","Brandenburg","Not Employed","","","","","2"
"Min 1x per week","1995","Brandenburg","Employed","","","","","2"
"Min 1x per week","1995","Thuringia","Employed","","","","","2"
"Min 1x per week","1995","Thuringia","Not Employed","","","","","2"
"Min 1x per week","1995","Saxony","Not Employed","","","","","2"
"Min 1x per week","1995","Saxony","Employed","","","","","2"
"Min 1x per week","1995","Saxony-Anhalt","Not Employed","","","","","2"
"Min 1x per week","1995","Saxony-Anhalt","Employed","","","","","2"
"Min 1x per week","1995","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Min 1x per week","1995","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Never","1995","Schleswig-Holstein","Not Employed","","","","","5"
"Never","1995","Schleswig-Holstein","Employed","","","","","5"
"Never","1995","Hamburg","Not Employed","","","","","5"
"Never","1995","Hamburg","Employed","","","","","5"
"Never","1995","Lower Saxony","Employed","","","","","5"
"Never","1995","Bremen","Not Employed","","","","","5"
"Never","1995","Lower Saxony","Not Employed","","","","","5"
"Never","1995","Bremen","Employed","","","","","5"
"Never","1995","North Rhine-Westphalia","Not Employed","","","","","5"
"Never","1995","North Rhine-Westphalia","Employed","","","","","5"
"Never","1995","Hesse","Not Employed","","","","","5"
"Never","1995","Hesse","Employed","","","","","5"
"Never","1995","Rhineland-Palatinate,Saarland","Not Employed","","","","","5"
"Never","1995","Baden-Württemberg","Employed","","","","","5"
"Never","1995","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Never","1995","Baden-Württemberg","Not Employed","","","","","5"
"Never","1995","Bavaria","Not Employed","","","","","5"
"Never","1995","Bavaria","Employed","","","","","5"
"Never","1995","Berlin","Not Employed","","","","","5"
"Never","1995","Berlin","Employed","","","","","5"
"Never","1995","Brandenburg","Not Employed","","","","","5"
"Never","1995","Brandenburg","Employed","","","","","5"
"Never","1995","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Never","1995","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Never","1995","Saxony","Not Employed","","","","","5"
"Never","1995","Saxony","Employed","","","","","5"
"Never","1995","Saxony-Anhalt","Not Employed","","","","","5"
"Never","1995","Saxony-Anhalt","Employed","","","","","5"
"Never","1995","Thuringia","Not Employed","","","","","5"
"Never","1995","Thuringia","Employed","","","","","5"
"Rarely","1995","Schleswig-Holstein","Not Employed","","","","","4"
"Rarely","1995","Schleswig-Holstein","Employed","","","","","4"
"Rarely","1995","Hamburg","Not Employed","","","","","4"
"Rarely","1995","Hamburg","Employed","","","","","4"
"Rarely","1995","Lower Saxony","Not Employed","","","","","4"
"Rarely","1995","Lower Saxony","Employed","","","","","4"
"Rarely","1995","Bremen","Not Employed","","","","","4"
"Rarely","1995","Bremen","Employed","","","","","4"
"Rarely","1995","North Rhine-Westphalia","Not Employed","","","","","4"
"Rarely","1995","North Rhine-Westphalia","Employed","","","","","4"
"Rarely","1995","Hesse","Not Employed","","","","","4"
"Rarely","1995","Hesse","Employed","","","","","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"Rarely","1995","Baden-Württemberg","Not Employed","","","","","4"
"Rarely","1995","Baden-Württemberg","Employed","","","","","4"
"Rarely","1995","Berlin","Not Employed","","","","","4"
"Rarely","1995","Bavaria","Not Employed","","","","","4"
"Rarely","1995","Bavaria","Employed","","","","","4"
"Rarely","1995","Brandenburg","Not Employed","","","","","4"
"Rarely","1995","Berlin","Employed","","","","","4"
"Rarely","1995","Brandenburg","Employed","","","","","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Rarely","1995","Saxony","Not Employed","","","","","4"
"Rarely","1995","Saxony","Employed","","","","","4"
"Rarely","1995","Saxony-Anhalt","Not Employed","","","","","4"
"Rarely","1995","Saxony-Anhalt","Employed","","","","","4"
"Rarely","1995","Thuringia","Employed","","","","","4"
"Rarely","1995","Thuringia","Not Employed","","","","","4"
"Min 1x per month","1996","Lower Saxony","Not Employed","91","0.193541765353161","0.153608717555062","0.23347481315126","3"
"Min 1x per month","1996","Schleswig-Holstein","Employed","58","0.305919220978276","0.238602922145881","0.373235519810671","3"
"Min 1x per month","1996","Lower Saxony","Employed","224","0.309196196999087","0.274279352354959","0.344113041643214","3"
"Min 1x per month","1996","Schleswig-Holstein","Not Employed","28","","","","3"
"Min 1x per month","1996","Hamburg","Employed","36","0.3739597324253","0.26793268883633","0.47998677601427","3"
"Min 1x per month","1996","Hamburg","Not Employed","14","","","","3"
"Min 1x per month","1996","Bremen","Not Employed","15","","","","3"
"Min 1x per month","1996","Bremen","Employed","16","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","Not Employed","279","0.277459210205135","0.24858947084703","0.306328949563239","3"
"Min 1x per month","1996","North Rhine-Westphalia","Employed","535","0.326394496485564","0.303645500145131","0.349143492825996","3"
"Min 1x per month","1996","Hesse","Not Employed","88","0.240428253182471","0.193532890263612","0.28732361610133","3"
"Min 1x per month","1996","Hesse","Employed","190","0.344324732477099","0.306017316206717","0.38263214874748","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Not Employed","71","0.238109021435071","0.187491837501885","0.288726205368257","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Employed","144","0.325216152454189","0.280521016938141","0.369911287970237","3"
"Min 1x per month","1996","Baden-Württemberg","Not Employed","186","0.269985974180835","0.234223838927493","0.305748109434178","3"
"Min 1x per month","1996","Baden-Württemberg","Employed","405","0.360522817995321","0.332427718960444","0.388617917030198","3"
"Min 1x per month","1996","Bavaria","Not Employed","134","0.200362508988784","0.166880097965741","0.233844920011826","3"
"Min 1x per month","1996","Bavaria","Employed","351","0.297265088922012","0.270353091679157","0.324177086164867","3"
"Min 1x per month","1996","Berlin","Not Employed","51","0.25141402760915","0.190050110907964","0.312777944310336","3"
"Min 1x per month","1996","Berlin","Employed","118","0.365158880417253","0.314789339724388","0.415528421110118","3"
"Min 1x per month","1996","Brandenburg","Not Employed","52","0.238807827711625","0.180157356199925","0.297458299223325","3"
"Min 1x per month","1996","Brandenburg","Employed","144","0.374624412954868","0.326951795487254","0.422297030422482","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Not Employed","43","0.337163146198255","0.25741794111566","0.416908351280849","3"
"Min 1x per month","1996","Saxony","Not Employed","97","0.218598496637316","0.177632792984752","0.259564200289881","3"
"Min 1x per month","1996","Saxony-Anhalt","Employed","154","0.3575791261843","0.312172199540455","0.402986052828145","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Employed","94","0.356254575394932","0.29837737442631","0.414131776363554","3"
"Min 1x per month","1996","Thuringia","Employed","151","0.353942556100163","0.308692262250331","0.399192849949995","3"
"Min 1x per month","1996","Thuringia","Not Employed","73","0.268646386881217","0.21160917260746","0.325683601154975","3"
"Min 1x per month","1996","Saxony","Employed","259","0.366861228757364","0.331510420507264","0.402212037007463","3"
"Min 1x per month","1996","Saxony-Anhalt","Not Employed","74","0.24649685403135","0.192859113388116","0.300134594674584","3"
"Min 1x per week","1996","Hamburg","Employed","5","","","","2"
"Min 1x per week","1996","Lower Saxony","Not Employed","46","0.124973984091593","0.0915487498973757","0.158399218285811","2"
"Min 1x per week","1996","Lower Saxony","Employed","78","0.109134768254085","0.0855773263312532","0.132692210176916","2"
"Min 1x per week","1996","Bremen","Not Employed","1","","","","2"
"Min 1x per week","1996","Bremen","Employed","4","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","Not Employed","111","0.10915005748963","0.0890440255576071","0.129256089421653","2"
"Min 1x per week","1996","North Rhine-Westphalia","Employed","180","0.0927665571720176","0.078691723905425","0.10684139043861","2"
"Min 1x per week","1996","Hesse","Not Employed","45","0.142472671616362","0.104115858348086","0.180829484884638","2"
"Min 1x per week","1996","Schleswig-Holstein","Not Employed","7","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","Employed","15","","","","2"
"Min 1x per week","1996","Hamburg","Not Employed","4","","","","2"
"Min 1x per week","1996","Hesse","Employed","83","0.129368329344493","0.102310960243138","0.156425698445848","2"
