"pli0095_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1985","Not Working","direct migration background","248","0.277922725298853","0.248375166357398","0.307470284240307","3"
"Min 1x per month","1985","Part Time","direct migration background","132","0.285650767940963","0.244325589518686","0.326975946363239","3"
"Min 1x per month","1985","Full Time","direct migration background","510","0.320716852076696","0.29768024287676","0.343753461276632","3"
"Min 1x per month","1985","Full Time","no migration background","907","0.274365444503919","0.259176415587321","0.289554473420518","3"
"Min 1x per month","1985","Part Time","indirect migration background","8","","","","3"
"Min 1x per month","1985","Full Time","indirect migration background","10","","","","3"
"Min 1x per month","1985","Not Working","indirect migration background","12","","","","3"
"Min 1x per month","1985","Part Time","no migration background","359","0.259428886940969","0.236201647741897","0.28265612614004","3"
"Min 1x per month","1985","Not Working","no migration background","661","0.19045338217542","0.176891017080628","0.204015747270213","3"
"Min 1x per week","1985","Full Time","no migration background","252","0.0782280996231564","0.0690869788453596","0.0873692204009533","2"
"Min 1x per week","1985","Full Time","direct migration background","269","0.163226554107571","0.144986270130482","0.18146683808466","2"
"Min 1x per week","1985","Full Time","indirect migration background","9","","","","2"
"Min 1x per week","1985","Part Time","no migration background","133","0.0986648840796687","0.0828622496652885","0.114467518494049","2"
"Min 1x per week","1985","Part Time","direct migration background","92","0.203466110050714","0.166637110756618","0.240295109344811","2"
"Min 1x per week","1985","Part Time","indirect migration background","","","","","2"
"Min 1x per week","1985","Not Working","no migration background","332","0.10157295786721","0.0911389631456198","0.1120069525888","2"
"Min 1x per week","1985","Not Working","direct migration background","161","0.160440276138918","0.136232759577707","0.184647792700128","2"
"Min 1x per week","1985","Not Working","indirect migration background","13","","","","2"
"Never","1985","Full Time","indirect migration background","8","","","","5"
"Never","1985","Full Time","no migration background","391","0.116885125769561","0.105948218026367","0.127822033512756","5"
"Never","1985","Part Time","no migration background","181","0.141992680246945","0.123496437468117","0.160488923025773","5"
"Never","1985","Part Time","direct migration background","70","0.130015542310142","0.0992478353088667","0.160783249311418","5"
"Never","1985","Full Time","direct migration background","246","0.141484105417597","0.124282846183783","0.158685364651411","5"
"Never","1985","Part Time","indirect migration background","3","","","","5"
"Never","1985","Not Working","no migration background","918","0.32717618562882","0.310970713994303","0.343381657263336","5"
"Never","1985","Not Working","direct migration background","172","0.222988009882791","0.19553295253157","0.250443067234012","5"
"Never","1985","Not Working","indirect migration background","15","","","","5"
"Rarely","1985","Part Time","direct migration background","165","0.380867579698181","0.336443286752364","0.425291872643997","4"
"Rarely","1985","Full Time","direct migration background","552","0.374572488398136","0.350683999808424","0.398460976987849","4"
"Rarely","1985","Part Time","indirect migration background","9","","","","4"
"Rarely","1985","Full Time","no migration background","1765","0.530521330103363","0.513532413584244","0.547510246622482","4"
"Rarely","1985","Full Time","indirect migration background","23","","","","4"
"Rarely","1985","Not Working","no migration background","1309","0.38079747432855","0.364025524895458","0.397569423761641","4"
"Rarely","1985","Part Time","no migration background","695","0.499913548732417","0.473417870550365","0.526409226914469","4"
"Rarely","1985","Not Working","direct migration background","302","0.338648988679438","0.307434326314346","0.369863651044531","4"
"Rarely","1985","Not Working","indirect migration background","32","0.322779147490515","0.214785119730672","0.430773175250358","4"
"Min 1x per month","1986","Full Time","direct migration background","460","0.2971198994535","0.274243719336576","0.319996079570423","3"
"Min 1x per month","1986","Not Working","direct migration background","219","0.252218367390541","0.223040129359925","0.281396605421156","3"
"Min 1x per month","1986","Part Time","direct migration background","125","0.250520778346187","0.210879885931062","0.290161670761311","3"
"Min 1x per month","1986","Not Working","indirect migration background","16","","","","3"
"Min 1x per month","1986","Part Time","indirect migration background","11","","","","3"
"Min 1x per month","1986","Full Time","no migration background","781","0.237168895466784","0.222529684187139","0.251808106746429","3"
"Min 1x per month","1986","Full Time","indirect migration background","18","","","","3"
"Min 1x per month","1986","Part Time","no migration background","287","0.210224116131486","0.188342006965276","0.232106225297696","3"
"Min 1x per month","1986","Not Working","no migration background","522","0.159444624969622","0.146335753871114","0.17255349606813","3"
"Min 1x per week","1986","Full Time","no migration background","200","0.0635355112435555","0.0551403597454373","0.0719306627416738","2"
"Min 1x per week","1986","Full Time","direct migration background","169","0.0939636274618848","0.0793576805733634","0.108569574350406","2"
"Min 1x per week","1986","Full Time","indirect migration background","4","","","","2"
"Min 1x per week","1986","Part Time","no migration background","115","0.0913007810832822","0.0758324555796141","0.10676910658695","2"
"Min 1x per week","1986","Part Time","direct migration background","41","0.0654805380142756","0.0428501477787773","0.0881109282497739","2"
"Min 1x per week","1986","Part Time","indirect migration background","2","","","","2"
"Min 1x per week","1986","Not Working","no migration background","252","0.0849608349986303","0.074976792661339","0.0949448773359216","2"
"Min 1x per week","1986","Not Working","direct migration background","123","0.107879697767147","0.0870364743878923","0.128722921146402","2"
"Min 1x per week","1986","Not Working","indirect migration background","7","","","","2"
"Never","1986","Full Time","no migration background","448","0.140261694590381","0.128310060290232","0.15221332889053","5"
"Never","1986","Full Time","indirect migration background","7","","","","5"
"Never","1986","Part Time","no migration background","190","0.142384955037598","0.123618846432112","0.161151063643085","5"
"Never","1986","Part Time","direct migration background","101","0.168104937725137","0.133893899313556","0.202315976136718","5"
"Never","1986","Full Time","direct migration background","274","0.16082176010538","0.142431980431293","0.179211539779467","5"
"Never","1986","Part Time","indirect migration background","3","","","","5"
"Never","1986","Not Working","no migration background","925","0.359807701638895","0.342621985400689","0.376993417877102","5"
"Never","1986","Not Working","direct migration background","200","0.276536463546101","0.246484847131397","0.306588079960805","5"
"Never","1986","Not Working","indirect migration background","14","","","","5"
"Rarely","1986","Full Time","direct migration background","630","0.448094712979236","0.423200740752334","0.472988685206138","4"
"Rarely","1986","Part Time","indirect migration background","20","","","","4"
"Rarely","1986","Full Time","no migration background","1814","0.559033898699279","0.541945699780941","0.576122097617618","4"
"Rarely","1986","Part Time","direct migration background","192","0.515893745914401","0.470175219237586","0.561612272591215","4"
"Rarely","1986","Full Time","indirect migration background","26","","","","4"
"Rarely","1986","Part Time","no migration background","740","0.556090147747634","0.529408295742151","0.582771999753117","4"
"Rarely","1986","Not Working","no migration background","1297","0.395786838392852","0.37827616082918","0.413297515956524","4"
"Rarely","1986","Not Working","direct migration background","309","0.363365471296211","0.331050763454002","0.39568017913842","4"
"Rarely","1986","Not Working","indirect migration background","27","","","","4"
"Min 1x per month","1987","Full Time","direct migration background","","","","","3"
"Min 1x per month","1987","Part Time","indirect migration background","","","","","3"
"Min 1x per month","1987","Not Working","direct migration background","","","","","3"
"Min 1x per month","1987","Full Time","no migration background","","","","","3"
"Min 1x per month","1987","Part Time","direct migration background","","","","","3"
"Min 1x per month","1987","Not Working","indirect migration background","","","","","3"
"Min 1x per month","1987","Full Time","indirect migration background","","","","","3"
"Min 1x per month","1987","Part Time","no migration background","","","","","3"
"Min 1x per month","1987","Not Working","no migration background","","","","","3"
"Min 1x per week","1987","Full Time","no migration background","","","","","2"
"Min 1x per week","1987","Full Time","direct migration background","","","","","2"
"Min 1x per week","1987","Full Time","indirect migration background","","","","","2"
"Min 1x per week","1987","Part Time","no migration background","","","","","2"
"Min 1x per week","1987","Part Time","direct migration background","","","","","2"
"Min 1x per week","1987","Part Time","indirect migration background","","","","","2"
"Min 1x per week","1987","Not Working","no migration background","","","","","2"
"Min 1x per week","1987","Not Working","direct migration background","","","","","2"
"Min 1x per week","1987","Not Working","indirect migration background","","","","","2"
"Never","1987","Part Time","no migration background","","","","","5"
"Never","1987","Part Time","direct migration background","","","","","5"
"Never","1987","Full Time","no migration background","","","","","5"
"Never","1987","Full Time","direct migration background","","","","","5"
"Never","1987","Part Time","indirect migration background","","","","","5"
"Never","1987","Not Working","direct migration background","","","","","5"
"Never","1987","Not Working","indirect migration background","","","","","5"
"Never","1987","Full Time","indirect migration background","","","","","5"
"Never","1987","Not Working","no migration background","","","","","5"
"Rarely","1987","Part Time","direct migration background","","","","","4"
"Rarely","1987","Full Time","direct migration background","","","","","4"
"Rarely","1987","Not Working","indirect migration background","","","","","4"
"Rarely","1987","Part Time","indirect migration background","","","","","4"
"Rarely","1987","Full Time","no migration background","","","","","4"
"Rarely","1987","Not Working","no migration background","","","","","4"
"Rarely","1987","Not Working","direct migration background","","","","","4"
"Rarely","1987","Full Time","indirect migration background","","","","","4"
"Rarely","1987","Part Time","no migration background","","","","","4"
"Min 1x per month","1988","Full Time","no migration background","753","0.243417078288144","0.228307891422506","0.258526265153782","3"
"Min 1x per month","1988","Full Time","direct migration background","394","0.265427251442761","0.242313829609556","0.288540673275966","3"
"Min 1x per month","1988","Part Time","direct migration background","115","0.225644347984781","0.187732747694381","0.26355594827518","3"
"Min 1x per month","1988","Part Time","indirect migration background","11","","","","3"
"Min 1x per month","1988","Not Working","direct migration background","162","0.177086433756473","0.150797356748147","0.203375510764799","3"
"Min 1x per month","1988","Not Working","indirect migration background","29","","","","3"
"Min 1x per month","1988","Full Time","indirect migration background","24","","","","3"
"Min 1x per month","1988","Part Time","no migration background","305","0.239478601165343","0.216430015595463","0.262527186735223","3"
"Min 1x per month","1988","Not Working","no migration background","437","0.154620268079848","0.140810646176391","0.168429889983305","3"
"Min 1x per week","1988","Full Time","no migration background","176","0.0548025225396412","0.0467894540544092","0.0628155910248732","2"
"Min 1x per week","1988","Full Time","direct migration background","169","0.0999956457792124","0.0842924901739156","0.115698801384509","2"
"Min 1x per week","1988","Full Time","indirect migration background","8","","","","2"
"Min 1x per week","1988","Part Time","no migration background","99","0.0752180731910848","0.0609739417533413","0.0894622046288282","2"
"Min 1x per week","1988","Part Time","direct migration background","68","0.102351544661919","0.0748605790018394","0.129842510321998","2"
"Min 1x per week","1988","Part Time","indirect migration background","8","","","","2"
"Min 1x per week","1988","Not Working","no migration background","214","0.0812734615841948","0.0708361134116779","0.0917108097567117","2"
"Min 1x per week","1988","Not Working","direct migration background","115","0.110576728122698","0.088979814387468","0.132173641857929","2"
"Min 1x per week","1988","Not Working","indirect migration background","9","","","","2"
"Never","1988","Part Time","no migration background","203","0.158928494374062","0.139182793754841","0.178674194993282","5"
"Never","1988","Part Time","direct migration background","89","0.211292756014082","0.174268199129026","0.248317312899137","5"
"Never","1988","Full Time","no migration background","434","0.136810172229698","0.124711167274257","0.148909177185139","5"
"Never","1988","Full Time","direct migration background","309","0.204880200961532","0.183753077810535","0.22600732411253","5"
"Never","1988","Full Time","indirect migration background","14","","","","5"
"Never","1988","Part Time","indirect migration background","8","","","","5"
"Never","1988","Not Working","no migration background","852","0.371146141426882","0.352693013122421","0.389599269731343","5"
"Never","1988","Not Working","direct migration background","239","0.333058383141459","0.300601286001341","0.365515480281577","5"
"Never","1988","Not Working","indirect migration background","15","","","","5"
"Rarely","1988","Full Time","direct migration background","530","0.429696901816495","0.403784476652925","0.455609326980064","4"
"Rarely","1988","Not Working","no migration background","1130","0.392960128909075","0.374304688172124","0.411615569646026","4"
"Rarely","1988","Not Working","direct migration background","294","0.37927845497937","0.345864100304175","0.412692809654564","4"
"Rarely","1988","Full Time","no migration background","1736","0.564970226942517","0.547515640067682","0.582424813817351","4"
"Rarely","1988","Part Time","direct migration background","195","0.460711351339219","0.415503408342849","0.50591929433559","4"
"Rarely","1988","Part Time","indirect migration background","24","","","","4"
"Rarely","1988","Not Working","indirect migration background","45","0.600315434283136","0.503335140198949","0.697295728367323","4"
"Rarely","1988","Full Time","indirect migration background","28","","","","4"
"Rarely","1988","Part Time","no migration background","710","0.526374831269511","0.499408606654833","0.553341055884189","4"
"Min 1x per month","1989","Full Time","direct migration background","","","","","3"
"Min 1x per month","1989","Part Time","indirect migration background","","","","","3"
"Min 1x per month","1989","Full Time","no migration background","","","","","3"
"Min 1x per month","1989","Part Time","direct migration background","","","","","3"
"Min 1x per month","1989","Part Time","no migration background","","","","","3"
"Min 1x per month","1989","Not Working","direct migration background","","","","","3"
"Min 1x per month","1989","Not Working","indirect migration background","","","","","3"
"Min 1x per month","1989","Full Time","indirect migration background","","","","","3"
"Min 1x per month","1989","Not Working","no migration background","","","","","3"
"Min 1x per week","1989","Full Time","no migration background","","","","","2"
"Min 1x per week","1989","Full Time","direct migration background","","","","","2"
"Min 1x per week","1989","Full Time","indirect migration background","","","","","2"
"Min 1x per week","1989","Part Time","no migration background","","","","","2"
"Min 1x per week","1989","Part Time","direct migration background","","","","","2"
"Min 1x per week","1989","Part Time","indirect migration background","","","","","2"
"Min 1x per week","1989","Not Working","no migration background","","","","","2"
"Min 1x per week","1989","Not Working","direct migration background","","","","","2"
"Min 1x per week","1989","Not Working","indirect migration background","","","","","2"
"Never","1989","Part Time","no migration background","","","","","5"
"Never","1989","Part Time","direct migration background","","","","","5"
"Never","1989","Full Time","no migration background","","","","","5"
"Never","1989","Full Time","direct migration background","","","","","5"
"Never","1989","Full Time","indirect migration background","","","","","5"
"Never","1989","Part Time","indirect migration background","","","","","5"
"Never","1989","Not Working","no migration background","","","","","5"
"Never","1989","Not Working","direct migration background","","","","","5"
"Never","1989","Not Working","indirect migration background","","","","","5"
"Rarely","1989","Full Time","direct migration background","","","","","4"
"Rarely","1989","Part Time","direct migration background","","","","","4"
"Rarely","1989","Part Time","indirect migration background","","","","","4"
"Rarely","1989","Not Working","no migration background","","","","","4"
"Rarely","1989","Not Working","direct migration background","","","","","4"
"Rarely","1989","Not Working","indirect migration background","","","","","4"
"Rarely","1989","Full Time","no migration background","","","","","4"
"Rarely","1989","Full Time","indirect migration background","","","","","4"
"Rarely","1989","Part Time","no migration background","","","","","4"
"Min 1x per month","1990","Full Time","direct migration background","","","","","3"
"Min 1x per month","1990","Full Time","no migration background","","","","","3"
"Min 1x per month","1990","Part Time","direct migration background","","","","","3"
"Min 1x per month","1990","Part Time","indirect migration background","","","","","3"
"Min 1x per month","1990","Part Time","no migration background","","","","","3"
"Min 1x per month","1990","Not Working","direct migration background","","","","","3"
"Min 1x per month","1990","Not Working","indirect migration background","","","","","3"
"Min 1x per month","1990","Full Time","indirect migration background","","","","","3"
"Min 1x per month","1990","Not Working","no migration background","","","","","3"
"Min 1x per week","1990","Full Time","no migration background","","","","","2"
"Min 1x per week","1990","Full Time","direct migration background","","","","","2"
"Min 1x per week","1990","Full Time","indirect migration background","","","","","2"
"Min 1x per week","1990","Part Time","no migration background","","","","","2"
"Min 1x per week","1990","Part Time","direct migration background","","","","","2"
"Min 1x per week","1990","Part Time","indirect migration background","","","","","2"
"Min 1x per week","1990","Not Working","no migration background","","","","","2"
"Min 1x per week","1990","Not Working","direct migration background","","","","","2"
"Min 1x per week","1990","Not Working","indirect migration background","","","","","2"
"Never","1990","Full Time","no migration background","","","","","5"
"Never","1990","Part Time","no migration background","","","","","5"
"Never","1990","Part Time","direct migration background","","","","","5"
"Never","1990","Full Time","direct migration background","","","","","5"
"Never","1990","Full Time","indirect migration background","","","","","5"
"Never","1990","Part Time","indirect migration background","","","","","5"
"Never","1990","Not Working","no migration background","","","","","5"
"Never","1990","Not Working","direct migration background","","","","","5"
"Never","1990","Not Working","indirect migration background","","","","","5"
"Rarely","1990","Full Time","no migration background","","","","","4"
"Rarely","1990","Full Time","direct migration background","","","","","4"
"Rarely","1990","Part Time","direct migration background","","","","","4"
"Rarely","1990","Part Time","indirect migration background","","","","","4"
"Rarely","1990","Not Working","no migration background","","","","","4"
"Rarely","1990","Not Working","direct migration background","","","","","4"
"Rarely","1990","Not Working","indirect migration background","","","","","4"
"Rarely","1990","Full Time","indirect migration background","","","","","4"
"Rarely","1990","Part Time","no migration background","","","","","4"
"Min 1x per month","1991","Full Time","no migration background","","","","","3"
"Min 1x per month","1991","Full Time","direct migration background","","","","","3"
"Min 1x per month","1991","Part Time","direct migration background","","","","","3"
"Min 1x per month","1991","Part Time","indirect migration background","","","","","3"
"Min 1x per month","1991","Part Time","no migration background","","","","","3"
"Min 1x per month","1991","Full Time","indirect migration background","","","","","3"
"Min 1x per month","1991","Not Working","direct migration background","","","","","3"
"Min 1x per month","1991","Not Working","indirect migration background","","","","","3"
"Min 1x per month","1991","Not Working","no migration background","","","","","3"
"Min 1x per week","1991","Full Time","no migration background","","","","","2"
"Min 1x per week","1991","Full Time","direct migration background","","","","","2"
"Min 1x per week","1991","Full Time","indirect migration background","","","","","2"
"Min 1x per week","1991","Part Time","no migration background","","","","","2"
"Min 1x per week","1991","Part Time","direct migration background","","","","","2"
"Min 1x per week","1991","Part Time","indirect migration background","","","","","2"
