"pli0095_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","16-34 y.","no migration background","266","0.0934221544628539","0.0828045286012051","0.104039780324503"
"Min 1x per week","1985","16-34 y.","direct migration background","220","0.180270381643184","0.15796535370722","0.202575409579147"
"Min 1x per week","1985","16-34 y.","indirect migration background","20","","",""
"Min 1x per week","1985","35-65 y.","no migration background","358","0.0915408811412287","0.082559135816176","0.100522626466281"
"Min 1x per week","1985","35-65 y.","direct migration background","297","0.162587457807226","0.145254927976788","0.179919987637665"
"Min 1x per week","1985","35-65 y.","indirect migration background","2","","",""
"Min 1x per week","1985","66 and older","no migration background","93","0.0902247412915197","0.0729528267264441","0.107496655856595"
"Min 1x per week","1985","66 and older","direct migration background","5","","",""
"Min 1x per week","1985","66 and older","indirect migration background","","","",""
"Min 1x per month","1985","16-34 y.","no migration background","893","0.308637577056419","0.291784577335524","0.325490576777315"
"Min 1x per month","1985","16-34 y.","direct migration background","374","0.35311035445674","0.325378711819501","0.380841997093979"
"Min 1x per month","1985","16-34 y.","indirect migration background","26","","",""
"Min 1x per month","1985","35-65 y.","no migration background","909","0.229809351070431","0.216705967112857","0.242912735028005"
"Min 1x per month","1985","35-65 y.","direct migration background","509","0.276008100421528","0.255010170929968","0.297006029913088"
"Min 1x per month","1985","35-65 y.","indirect migration background","2","","",""
"Min 1x per month","1985","66 and older","no migration background","125","0.116044090558643","0.096736085062425","0.135352096054861"
"Min 1x per month","1985","66 and older","direct migration background","7","","",""
"Min 1x per month","1985","66 and older","indirect migration background","2","","",""
"Rarely","1985","16-34 y.","no migration background","1430","0.495112042668958","0.476871020189608","0.513353065148309"
"Rarely","1985","16-34 y.","direct migration background","391","0.333955328864573","0.306589970698034","0.361320687031112"
"Rarely","1985","16-34 y.","indirect migration background","57","0.456035362549457","0.366548515933949","0.545522209164965"
"Rarely","1985","35-65 y.","no migration background","2034","0.505629370920423","0.490057421829297","0.52120132001155"
"Rarely","1985","35-65 y.","direct migration background","623","0.398823088023778","0.37582244392147","0.421823732126087"
"Rarely","1985","35-65 y.","indirect migration background","6","","",""
"Rarely","1985","66 and older","no migration background","305","0.275858273857628","0.248914067808377","0.302802479906879"
"Rarely","1985","66 and older","direct migration background","5","","",""
"Rarely","1985","66 and older","indirect migration background","1","","",""
"Never","1985","16-34 y.","no migration background","297","0.102828225811768","0.0917468444848074","0.11390960713873"
"Never","1985","16-34 y.","direct migration background","156","0.132663935035504","0.112981654890346","0.152346215180661"
"Never","1985","16-34 y.","indirect migration background","16","","",""
"Never","1985","35-65 y.","no migration background","659","0.173020396867917","0.161239006424652","0.184801787311183"
"Never","1985","35-65 y.","direct migration background","312","0.162581353747467","0.145249086110979","0.179913621383955"
"Never","1985","35-65 y.","indirect migration background","8","","",""
"Never","1985","66 and older","no migration background","534","0.517872894292209","0.487749565511628","0.54799622307279"
"Never","1985","66 and older","direct migration background","20","","",""
"Never","1985","66 and older","indirect migration background","2","","",""
"Min 1x per week","1986","16-34 y.","no migration background","208","0.0743190143220335","0.0646860768651689","0.0839519517788982"
"Min 1x per week","1986","16-34 y.","direct migration background","153","0.1217169790452","0.102412854107613","0.141021103982788"
"Min 1x per week","1986","16-34 y.","indirect migration background","12","","",""
"Min 1x per week","1986","35-65 y.","no migration background","286","0.0799574044816843","0.0712695311125262","0.0886452778508423"
"Min 1x per week","1986","35-65 y.","direct migration background","176","0.0816572026312482","0.0686052361953305","0.094709169067166"
"Min 1x per week","1986","35-65 y.","indirect migration background","1","","",""
"Min 1x per week","1986","66 and older","no migration background","73","0.0765247326323629","0.0598725835686727","0.0931768816960531"
"Min 1x per week","1986","66 and older","direct migration background","4","","",""
"Min 1x per week","1986","66 and older","indirect migration background","","","",""
"Min 1x per month","1986","16-34 y.","no migration background","805","0.282491464531048","0.265956841441696","0.2990260876204"
"Min 1x per month","1986","16-34 y.","direct migration background","349","0.315606711848054","0.288166764107449","0.343046659588658"
"Min 1x per month","1986","16-34 y.","indirect migration background","42","0.27644326347901","0.199562848981473","0.353323677976547"
"Min 1x per month","1986","35-65 y.","no migration background","696","0.183877732553679","0.171469144851155","0.196286320256203"
"Min 1x per month","1986","35-65 y.","direct migration background","443","0.256113388458542","0.235309438550166","0.276917338366918"
"Min 1x per month","1986","35-65 y.","indirect migration background","3","","",""
"Min 1x per month","1986","66 and older","no migration background","89","0.0875845098171442","0.069876623636613","0.105292395997675"
"Min 1x per month","1986","66 and older","direct migration background","12","","",""
"Min 1x per month","1986","66 and older","indirect migration background","","","",""
"Rarely","1986","16-34 y.","no migration background","1479","0.519892479600572","0.501543829432053","0.53824112976909"
"Rarely","1986","16-34 y.","direct migration background","423","0.412429709331904","0.383365254646565","0.441494164017244"
"Rarely","1986","16-34 y.","indirect migration background","60","0.508694116298448","0.422757004305604","0.594631228291291"
"Rarely","1986","35-65 y.","no migration background","2078","0.54647901484863","0.53053250632364","0.562425523373621"
"Rarely","1986","35-65 y.","direct migration background","700","0.471155460278402","0.447363927975846","0.494946992580958"
"Rarely","1986","35-65 y.","indirect migration background","11","","",""
"Rarely","1986","66 and older","no migration background","294","0.278724793963223","0.250638460462181","0.306811127464265"
"Rarely","1986","66 and older","direct migration background","8","","",""
"Rarely","1986","66 and older","indirect migration background","2","","",""
"Never","1986","16-34 y.","no migration background","356","0.123297041546347","0.111222221624751","0.135371861467943"
"Never","1986","16-34 y.","direct migration background","177","0.150246599774842","0.129150310329597","0.171342889220086"
"Never","1986","16-34 y.","indirect migration background","16","","",""
"Never","1986","35-65 y.","no migration background","684","0.189685848116006","0.177127736225169","0.202243960006843"
"Never","1986","35-65 y.","direct migration background","372","0.191073948631808","0.172335594706293","0.209812302557322"
"Never","1986","35-65 y.","indirect migration background","6","","",""
"Never","1986","66 and older","no migration background","523","0.55716596358727","0.526050983242185","0.588280943932355"
"Never","1986","66 and older","direct migration background","26","","",""
"Never","1986","66 and older","indirect migration background","2","","",""
"Min 1x per week","1987","16-34 y.","no migration background","","","",""
"Min 1x per week","1987","16-34 y.","direct migration background","","","",""
"Min 1x per week","1987","16-34 y.","indirect migration background","","","",""
"Min 1x per week","1987","35-65 y.","no migration background","","","",""
"Min 1x per week","1987","35-65 y.","direct migration background","","","",""
"Min 1x per week","1987","35-65 y.","indirect migration background","","","",""
"Min 1x per week","1987","66 and older","no migration background","","","",""
"Min 1x per week","1987","66 and older","direct migration background","","","",""
"Min 1x per week","1987","66 and older","indirect migration background","","","",""
"Min 1x per month","1987","16-34 y.","no migration background","","","",""
"Min 1x per month","1987","16-34 y.","direct migration background","","","",""
"Min 1x per month","1987","16-34 y.","indirect migration background","","","",""
"Min 1x per month","1987","35-65 y.","no migration background","","","",""
"Min 1x per month","1987","35-65 y.","direct migration background","","","",""
"Min 1x per month","1987","35-65 y.","indirect migration background","","","",""
"Min 1x per month","1987","66 and older","no migration background","","","",""
