"pli0095_h","year","n","percent","lower_confidence","upper_confidence","value"
"Never","1996","1342","0.12864027588897","0.12290046584725","0.13438008593069","5"
"Rarely","1996","5967","0.457778120066837","0.44923677373039","0.466319466403284","4"
"Min 1x per month","1997","3864","0.282307410989402","0.274514151156304","0.290100670822501","3"
"Min 1x per week","1997","1516","0.114692091475315","0.109175095160273","0.120209087790356","2"
"Never","1997","1467","0.142715348237651","0.136659337301072","0.148771359174231","5"
"Rarely","1997","5968","0.460285149297632","0.451655672778715","0.468914625816549","4"
"Min 1x per month","1998","","","","","3"
"Min 1x per week","1998","","","","","2"
"Never","1998","","","","","5"
"Rarely","1998","","","","","4"
"Min 1x per month","1999","4006","0.267016953506161","0.259606193482284","0.274427713530037","3"
"Min 1x per week","1999","1461","0.104610590457236","0.0994838637098023","0.109737317204669","2"
"Never","1999","1551","0.140503630028304","0.134682434826085","0.146324825230523","5"
"Rarely","1999","6672","0.4878688260083","0.479495683025811","0.496241968990788","4"
"Min 1x per month","2000","","","","","3"
"Min 1x per week","2000","","","","","2"
"Never","2000","","","","","5"
"Rarely","2000","","","","","4"
"Min 1x per month","2001","6737","0.293462740197367","0.287432007872751","0.299493472521984","3"
"Min 1x per week","2001","2730","0.123560694593442","0.119202294179892","0.127919095006992","2"
"Never","2001","2747","0.147007747403327","0.142317792266046","0.151697702540608","5"
"Rarely","2001","9686","0.435968817805864","0.4294012388172","0.442536396794527","4"
"Min 1x per month","2002","","","","","3"
"Min 1x per week","2002","","","","","2"
"Never","2002","","","","","5"
"Rarely","2002","","","","","4"
"Min 1x per month","2003","","","","","3"
"Min 1x per week","2003","","","","","2"
"Never","2003","","","","","5"
"Rarely","2003","","","","","4"
"Min 1x per month","2004","","","","","3"
"Min 1x per week","2004","","","","","2"
"Never","2004","","","","","5"
"Rarely","2004","","","","","4"
"Min 1x per month","2005","6504","0.310320499165699","0.304017238699484","0.316623759631914","3"
"Min 1x per week","2005","2443","0.121470171463372","0.117019255032181","0.125921087894563","2"
"Never","2005","2227","0.125660551981284","0.121144323760297","0.13017678020227","5"
"Rarely","2005","9519","0.442548777389645","0.435781400391067","0.449316154388223","4"
"Min 1x per month","2006","","","","","3"
"Min 1x per week","2006","","","","","2"
"Never","2006","","","","","5"
"Rarely","2006","","","","","4"
"Min 1x per month","2007","6472","0.315212383674509","0.308852632081413","0.321572135267605","3"
"Min 1x per week","2007","2578","0.119512813532631","0.115072339613999","0.123953287451263","2"
"Never","2007","2415","0.131618263549727","0.126990469886488","0.136246057212967","5"
"Rarely","2007","9036","0.433656539243133","0.426872732563622","0.440440345922643","4"
"Min 1x per month","2008","","","","","3"
"Min 1x per week","2008","","","","","2"
"Never","2008","","","","","5"
"Rarely","2008","","","","","4"
"Min 1x per month","2009","5559","0.306998051880274","0.300262611514751","0.313733492245796","3"
"Min 1x per week","2009","1922","0.105940545933103","0.101446419760721","0.110434672105485","2"
"Never","2009","2043","0.123760442064324","0.118951679748985","0.128569204379663","5"
"Rarely","2009","8491","0.4633009601223","0.456019340858963","0.470582579385637","4"
"Min 1x per month","2010","","","","","3"
"Min 1x per week","2010","","","","","2"
"Never","2010","","","","","5"
"Rarely","2010","","","","","4"
"Min 1x per month","2011","9118","0.304552416837467","0.299197898316908","0.309906935358027","3"
"Min 1x per week","2011","3780","0.124291561130806","0.120453094338867","0.128130027922745","2"
"Never","2011","3106","0.123495141862683","0.119667253183936","0.127323030541431","5"
"Rarely","2011","12374","0.447660880169044","0.441875463097894","0.453446297240193","4"
"Min 1x per month","2012","","","","","3"
"Min 1x per week","2012","","","","","2"
"Never","2012","","","","","5"
"Rarely","2012","","","","","4"
"Min 1x per month","2013","","","","","3"
"Min 1x per week","2013","","","","","2"
"Never","2013","","","","","5"
"Rarely","2013","","","","","4"
"Min 1x per month","2014","","","","","3"
"Min 1x per week","2014","","","","","2"
"Never","2014","","","","","5"
"Rarely","2014","","","","","4"
"Min 1x per month","2015","9071","0.316676568407508","0.311116063961941","0.322237072853075","3"
"Min 1x per week","2015","3548","0.11716397146896","0.113319557585047","0.121008385352873","2"
"Never","2015","2435","0.108583125677905","0.104864224263671","0.112302027092138","5"
"Rarely","2015","11831","0.457576334445628","0.451621164458551","0.463531504432704","4"
"Min 1x per month","2016","","","","","3"
"Min 1x per week","2016","","","","","2"
"Never","2016","","","","","5"
"Rarely","2016","","","","","4"
"Min 1x per month","2017","9279","0.332613475370004","0.326958644146384","0.338268306593625","3"
"Min 1x per week","2017","3873","0.137259473973923","0.133129262630747","0.141389685317099","2"
"Never","2017","2357","0.109020969650621","0.105280296416234","0.112761642885008","5"
"Rarely","2017","11158","0.421106081005452","0.415180154502484","0.42703200750842","4"
