"pli0095_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","Bremen","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Bremen","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Bremen","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Bremen","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Bremen","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","(0) in school","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","(1a) inadequately completed","49","0.18305060818704","0.137836070348566","0.228265146025515"
"Min 1x per week","1985","North Rhine-Westphalia","(1b) general elementary school","71","0.0920436043493785","0.0693066863516989","0.114780522347058"
"Min 1x per week","1985","North Rhine-Westphalia","(1c) basic vocational qualification","92","0.0875081076558263","0.070149581210662","0.104866634100991"
"Min 1x per week","1985","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Hesse","(0) in school","","","",""
"Min 1x per week","1985","Hesse","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Hesse","(1b) general elementary school","50","0.134599509103214","0.0950450562820249","0.174153961924402"
"Min 1x per week","1985","Hesse","(1c) basic vocational qualification","44","0.102278059766711","0.0701638530844784","0.134392266448943"
"Min 1x per week","1985","Hesse","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Hesse","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Hesse","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Hesse","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Hesse","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","30","0.0924109718480489","0.0587883134437631","0.126033630252335"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Baden-Württemberg","(0) in school","","","",""
"Min 1x per week","1985","Baden-Württemberg","(1a) inadequately completed","50","0.147737089955962","0.104688453316166","0.190785726595757"
"Min 1x per week","1985","Baden-Württemberg","(1b) general elementary school","75","0.137434624497091","0.108149645217575","0.166719603776607"
"Min 1x per week","1985","Baden-Württemberg","(1c) basic vocational qualification","94","0.117361115736226","0.0930449999994984","0.141677231472954"
"Min 1x per week","1985","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Bavaria","(0) in school","","","",""
"Min 1x per week","1985","Bavaria","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Bavaria","(1b) general elementary school","61","0.110486665433549","0.0816495823115253","0.139323748555574"
"Min 1x per week","1985","Bavaria","(1c) basic vocational qualification","80","0.100773686033815","0.0784735687748483","0.123073803292782"
"Min 1x per week","1985","Bavaria","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Bavaria","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Bavaria","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Bavaria","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Bavaria","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Berlin","(0) in school","","","",""
"Min 1x per week","1985","Berlin","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Berlin","(1b) general elementary school","","","",""
"Min 1x per week","1985","Berlin","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","Berlin","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Berlin","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Berlin","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Berlin","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Berlin","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Brandenburg","(0) in school","","","",""
"Min 1x per week","1985","Brandenburg","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Brandenburg","(1b) general elementary school","","","",""
"Min 1x per week","1985","Brandenburg","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","Brandenburg","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Brandenburg","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Brandenburg","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Brandenburg","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Saxony","(0) in school","","","",""
"Min 1x per week","1985","Saxony","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Saxony","(1b) general elementary school","","","",""
"Min 1x per week","1985","Saxony","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","Saxony","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Saxony","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Saxony","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Saxony","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Saxony","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(0) in school","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(1b) general elementary school","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","Thuringia","(0) in school","","","",""
"Min 1x per week","1985","Thuringia","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Thuringia","(1b) general elementary school","","","",""
"Min 1x per week","1985","Thuringia","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","Thuringia","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Thuringia","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Thuringia","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Thuringia","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Thuringia","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(0) in school","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(1b) general elementary school","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(1c) basic vocational qualification","37","0.234777006560125","0.165306277210143","0.304247735910107"
"Min 1x per month","1985","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Hamburg","(0) in school","","","",""
"Min 1x per month","1985","Hamburg","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Hamburg","(1b) general elementary school","","","",""
"Min 1x per month","1985","Hamburg","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","Hamburg","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Hamburg","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Hamburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Hamburg","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Hamburg","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Lower Saxony","(0) in school","","","",""
"Min 1x per month","1985","Lower Saxony","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Lower Saxony","(1b) general elementary school","58","0.199206479315645","0.150280433952005","0.248132524679285"
"Min 1x per month","1985","Lower Saxony","(1c) basic vocational qualification","95","0.248118461593176","0.205251762927765","0.290985160258587"
"Min 1x per month","1985","Lower Saxony","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Lower Saxony","(2a) intermediate vocational","44","0.291469723129242","0.220610648186803","0.362328798071681"
"Min 1x per month","1985","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Lower Saxony","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Lower Saxony","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Bremen","(0) in school","","","",""
"Min 1x per month","1985","Bremen","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Bremen","(1b) general elementary school","","","",""
"Min 1x per month","1985","Bremen","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","Bremen","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Bremen","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Bremen","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Bremen","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Bremen","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","(0) in school","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","(1a) inadequately completed","84","0.224592147030521","0.175799170531184","0.273385123529857"
"Min 1x per month","1985","North Rhine-Westphalia","(1b) general elementary school","140","0.1866422787982","0.155998091931754","0.217286465664647"
"Min 1x per month","1985","North Rhine-Westphalia","(1c) basic vocational qualification","283","0.263429898867578","0.236370772079262","0.290489025655895"
"Min 1x per month","1985","North Rhine-Westphalia","(2b) intermediate general qualification","38","0.240479817611615","0.167013987339454","0.313945647883777"
"Min 1x per month","1985","North Rhine-Westphalia","(2a) intermediate vocational","84","0.254408585932388","0.206464527825248","0.302352644039528"
"Min 1x per month","1985","North Rhine-Westphalia","(2c_gen) general maturity certificate","36","0.306404784776732","0.22685224460203","0.385957324951433"
"Min 1x per month","1985","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","39","0.301579118003534","0.220472783105894","0.382685452901175"
"Min 1x per month","1985","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","North Rhine-Westphalia","(3b) higher tertiary education","43","0.280628148218683","0.210121815308287","0.35113448112908"
"Min 1x per month","1985","Hesse","(0) in school","","","",""
"Min 1x per month","1985","Hesse","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Hesse","(1b) general elementary school","78","0.237257224564594","0.187955302742168","0.28655914638702"
"Min 1x per month","1985","Hesse","(1c) basic vocational qualification","107","0.309583333699417","0.260585209126698","0.358581458272137"
"Min 1x per month","1985","Hesse","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Hesse","(2a) intermediate vocational","34","0.234068524672893","0.163424568056609","0.304712481289178"
"Min 1x per month","1985","Hesse","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Hesse","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Hesse","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(1b) general elementary school","68","0.261166497775648","0.204763504388567","0.317569491162729"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","90","0.301559718136479","0.248278154083953","0.354841282189005"
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Baden-Württemberg","(0) in school","","","",""
"Min 1x per month","1985","Baden-Württemberg","(1a) inadequately completed","61","0.187021549941537","0.139715881869835","0.234327218013239"
"Min 1x per month","1985","Baden-Württemberg","(1b) general elementary school","123","0.192781866027824","0.15922901913006","0.226334712925588"
"Min 1x per month","1985","Baden-Württemberg","(1c) basic vocational qualification","178","0.253345394146945","0.220486197630764","0.286204590663126"
"Min 1x per month","1985","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Baden-Württemberg","(2a) intermediate vocational","50","0.24186367120033","0.181915073368234","0.301812269032425"
"Min 1x per month","1985","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Bavaria","(0) in school","","","",""
"Min 1x per month","1985","Bavaria","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Bavaria","(1b) general elementary school","105","0.177296235701062","0.142165142501645","0.212427328900479"
"Min 1x per month","1985","Bavaria","(1c) basic vocational qualification","164","0.229180377776306","0.198044281080482","0.26031647447213"
"Min 1x per month","1985","Bavaria","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Bavaria","(2a) intermediate vocational","63","0.230969353729638","0.179936900238397","0.282001807220879"
"Min 1x per month","1985","Bavaria","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Bavaria","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Bavaria","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Berlin","(0) in school","","","",""
"Min 1x per month","1985","Berlin","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Berlin","(1b) general elementary school","","","",""
"Min 1x per month","1985","Berlin","(1c) basic vocational qualification","35","0.264353578500076","0.178773010344968","0.349934146655184"
"Min 1x per month","1985","Berlin","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Berlin","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Berlin","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Berlin","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Berlin","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Brandenburg","(0) in school","","","",""
"Min 1x per month","1985","Brandenburg","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Brandenburg","(1b) general elementary school","","","",""
"Min 1x per month","1985","Brandenburg","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","Brandenburg","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Brandenburg","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Brandenburg","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Brandenburg","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Saxony","(0) in school","","","",""
"Min 1x per month","1985","Saxony","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Saxony","(1b) general elementary school","","","",""
"Min 1x per month","1985","Saxony","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","Saxony","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Saxony","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Saxony","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Saxony","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Saxony","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(0) in school","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(1b) general elementary school","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","Thuringia","(0) in school","","","",""
"Min 1x per month","1985","Thuringia","(1a) inadequately completed","","","",""
"Min 1x per month","1985","Thuringia","(1b) general elementary school","","","",""
"Min 1x per month","1985","Thuringia","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","Thuringia","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","Thuringia","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","Thuringia","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","Thuringia","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Thuringia","(3b) higher tertiary education","","","",""
"Rarely","1985","Schleswig-Holstein","(0) in school","","","",""
"Rarely","1985","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Rarely","1985","Schleswig-Holstein","(1b) general elementary school","35","0.499279036858032","0.381303191354927","0.617254882361137"
"Rarely","1985","Schleswig-Holstein","(1c) basic vocational qualification","76","0.531379774687554","0.449591113972186","0.613168435402922"
"Rarely","1985","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Rarely","1985","Schleswig-Holstein","(2a) intermediate vocational","39","0.578687338934778","0.456759728682707","0.700614949186849"
"Rarely","1985","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Rarely","1985","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Rarely","1985","Hamburg","(0) in school","","","",""
"Rarely","1985","Hamburg","(1a) inadequately completed","","","",""
"Rarely","1985","Hamburg","(1b) general elementary school","","","",""
"Rarely","1985","Hamburg","(1c) basic vocational qualification","48","0.468699980016002","0.36990100551212","0.567498954519883"
"Rarely","1985","Hamburg","(2b) intermediate general qualification","","","",""
"Rarely","1985","Hamburg","(2a) intermediate vocational","","","",""
"Rarely","1985","Hamburg","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","Hamburg","(3a) lower tertiary education","","","",""
"Rarely","1985","Hamburg","(3b) higher tertiary education","","","",""
"Rarely","1985","Lower Saxony","(0) in school","","","",""
"Rarely","1985","Lower Saxony","(1a) inadequately completed","","","",""
"Rarely","1985","Lower Saxony","(1b) general elementary school","117","0.443778663448516","0.382918216216899","0.504639110680133"
"Rarely","1985","Lower Saxony","(1c) basic vocational qualification","208","0.522108047884491","0.472533262845407","0.571682832923575"
"Rarely","1985","Lower Saxony","(2b) intermediate general qualification","","","",""
"Rarely","1985","Lower Saxony","(2a) intermediate vocational","79","0.478339981009164","0.400449987985274","0.556229974033054"
"Rarely","1985","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","Lower Saxony","(3a) lower tertiary education","","","",""
"Rarely","1985","Lower Saxony","(3b) higher tertiary education","32","0.61514981696301","0.482903764423536","0.747395869502484"
"Rarely","1985","Bremen","(0) in school","","","",""
"Rarely","1985","Bremen","(1a) inadequately completed","","","",""
"Rarely","1985","Bremen","(1b) general elementary school","","","",""
"Rarely","1985","Bremen","(1c) basic vocational qualification","","","",""
"Rarely","1985","Bremen","(2b) intermediate general qualification","","","",""
"Rarely","1985","Bremen","(2a) intermediate vocational","","","",""
"Rarely","1985","Bremen","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","Bremen","(3a) lower tertiary education","","","",""
"Rarely","1985","Bremen","(3b) higher tertiary education","","","",""
"Rarely","1985","North Rhine-Westphalia","(0) in school","36","0.5931247997108","0.469846446327014","0.716403153094586"
"Rarely","1985","North Rhine-Westphalia","(1a) inadequately completed","103","0.426894555130549","0.369061983272256","0.484727126988843"
"Rarely","1985","North Rhine-Westphalia","(1b) general elementary school","260","0.38259132000375","0.344365552611711","0.420817087395788"
"Rarely","1985","North Rhine-Westphalia","(1c) basic vocational qualification","472","0.456194422797747","0.425597974437535","0.486790871157958"
