"pli0095_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","(0) in school","in school","12","","",""
"Min 1x per week","1985","(0) in school","inadequately","","","",""
"Min 1x per week","1985","(0) in school","general elemantary","","","",""
"Min 1x per week","1985","(0) in school","middle vocational","","","",""
"Min 1x per week","1985","(0) in school","vocational + Abi","","","",""
"Min 1x per week","1985","(0) in school","higher vocational","","","",""
"Min 1x per week","1985","(0) in school","higher education","","","",""
"Min 1x per week","1985","(1a) inadequately completed","in school","","","",""
"Min 1x per week","1985","(1a) inadequately completed","inadequately","132","0.152029461286425","0.127348783718838","0.176710138854011"
"Min 1x per week","1985","(1a) inadequately completed","general elemantary","","","",""
"Min 1x per week","1985","(1a) inadequately completed","middle vocational","16","","",""
"Min 1x per week","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Min 1x per week","1985","(1a) inadequately completed","higher vocational","","","",""
"Min 1x per week","1985","(1a) inadequately completed","higher education","","","",""
"Min 1x per week","1985","(1b) general elementary school","in school","","","",""
"Min 1x per week","1985","(1b) general elementary school","inadequately","4","","",""
"Min 1x per week","1985","(1b) general elementary school","general elemantary","321","0.105910630225615","0.0940181386963159","0.117803121754914"
"Min 1x per week","1985","(1b) general elementary school","middle vocational","","","",""
"Min 1x per week","1985","(1b) general elementary school","vocational + Abi","","","",""
"Min 1x per week","1985","(1b) general elementary school","higher vocational","","","",""
"Min 1x per week","1985","(1b) general elementary school","higher education","","","",""
"Min 1x per week","1985","(1c) basic vocational qualification","in school","","","",""
"Min 1x per week","1985","(1c) basic vocational qualification","inadequately","","","",""
"Min 1x per week","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Min 1x per week","1985","(1c) basic vocational qualification","middle vocational","377","0.0938331750271226","0.084202966297362","0.103463383756883"
"Min 1x per week","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Min 1x per week","1985","(1c) basic vocational qualification","higher vocational","20","","",""
"Min 1x per week","1985","(1c) basic vocational qualification","higher education","","","",""
"Min 1x per week","1985","(2b) intermediate general qualification","in school","","","",""
"Min 1x per week","1985","(2b) intermediate general qualification","inadequately","","","",""
"Min 1x per week","1985","(2b) intermediate general qualification","general elemantary","47","0.0982029722626311","0.0712990327360319","0.12510691178923"
"Min 1x per week","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Min 1x per week","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Min 1x per week","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Min 1x per week","1985","(2b) intermediate general qualification","higher education","","","",""
"Min 1x per week","1985","(2a) intermediate vocational","in school","","","",""
"Min 1x per week","1985","(2a) intermediate vocational","inadequately","","","",""
