"pli0095_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","Full Time","in school","","","",""
"Min 1x per week","1985","Full Time","inadequately","62","0.158959661668405","0.123216995704944","0.194702327631866"
"Min 1x per week","1985","Full Time","general elemantary","113","0.083099843137545","0.0659398928906499","0.10025979338444"
"Min 1x per week","1985","Full Time","middle vocational","260","0.0877819691358145","0.0768030460776212","0.0987608921940077"
"Min 1x per week","1985","Full Time","vocational + Abi","25","","",""
"Min 1x per week","1985","Full Time","higher vocational","28","","",""
"Min 1x per week","1985","Full Time","higher education","36","0.0812265410688003","0.0562076214161887","0.106245460721412"
"Min 1x per week","1985","Part Time","in school","1","","",""
"Min 1x per week","1985","Part Time","inadequately","18","","",""
"Min 1x per week","1985","Part Time","general elemantary","65","0.107904586886003","0.0815153739886283","0.134293799783378"
"Min 1x per week","1985","Part Time","middle vocational","99","0.0991744327168818","0.0795595426588127","0.118789322774951"
"Min 1x per week","1985","Part Time","vocational + Abi","9","","",""
"Min 1x per week","1985","Part Time","higher vocational","12","","",""
"Min 1x per week","1985","Part Time","higher education","17","","",""
"Min 1x per week","1985","Not Working","in school","11","","",""
"Min 1x per week","1985","Not Working","inadequately","56","0.138020666581801","0.101357571975982","0.174683761187621"
"Min 1x per week","1985","Not Working","general elemantary","190","0.112339107456034","0.0964483598967879","0.12822985501528"
"Min 1x per week","1985","Not Working","middle vocational","198","0.104941445346751","0.0903769587974361","0.119505931896066"
"Min 1x per week","1985","Not Working","vocational + Abi","11","","",""
"Min 1x per week","1985","Not Working","higher vocational","13","","",""
"Min 1x per week","1985","Not Working","higher education","19","","",""
"Min 1x per month","1985","Full Time","in school","","","",""
"Min 1x per month","1985","Full Time","inadequately","110","0.258725679952994","0.215915770374722","0.301535589531266"
"Min 1x per month","1985","Full Time","general elemantary","308","0.265182152282416","0.237740080723896","0.292624223840937"
"Min 1x per month","1985","Full Time","middle vocational","751","0.288031985476286","0.27046252777961","0.305601443172963"
"Min 1x per month","1985","Full Time","vocational + Abi","40","0.274666477849227","0.202265677513084","0.34706727818537"
"Min 1x per month","1985","Full Time","higher vocational","105","0.311752619776694","0.262874343389964","0.360630896163425"
"Min 1x per month","1985","Full Time","higher education","103","0.235527508689974","0.196666228578608","0.274388788801341"
"Min 1x per month","1985","Part Time","in school","2","","",""
"Min 1x per month","1985","Part Time","inadequately","27","","",""
"Min 1x per month","1985","Part Time","general elemantary","132","0.227534749861364","0.19187615934749","0.263193340375238"
"Min 1x per month","1985","Part Time","middle vocational","265","0.296041648791289","0.266083459971414","0.325999837611165"
"Min 1x per month","1985","Part Time","vocational + Abi","16","","",""
"Min 1x per month","1985","Part Time","higher vocational","17","","",""
"Min 1x per month","1985","Part Time","higher education","37","0.270861643259503","0.198276862063948","0.343446424455057"
"Min 1x per month","1985","Not Working","in school","44","0.219388371611874","0.158764190399492","0.280012552824257"
"Min 1x per month","1985","Not Working","inadequately","88","0.226700071612478","0.182195108425688","0.271205034799268"
"Min 1x per month","1985","Not Working","general elemantary","310","0.182471085149385","0.163035219469482","0.201906950829287"
"Min 1x per month","1985","Not Working","middle vocational","374","0.204099375559746","0.184945961607681","0.223252789511812"
"Min 1x per month","1985","Not Working","vocational + Abi","30","0.30797187194512","0.205520403014794","0.410423340875447"
"Min 1x per month","1985","Not Working","higher vocational","35","0.190878058672956","0.131094874761043","0.250661242584868"
"Min 1x per month","1985","Not Working","higher education","29","","",""
"Rarely","1985","Full Time","in school","","","",""
"Rarely","1985","Full Time","inadequately","140","0.3561276188874","0.309317710551548","0.402937527223253"
"Rarely","1985","Full Time","general elemantary","433","0.505933296640112","0.474852343884967","0.537014249395257"
"Rarely","1985","Full Time","middle vocational","1259","0.518652825477935","0.499267399731278","0.538038251224592"
"Rarely","1985","Full Time","vocational + Abi","63","0.462324583468379","0.381451268180391","0.543197898756366"
"Rarely","1985","Full Time","higher vocational","169","0.48955602931731","0.436807083529376","0.542304975105243"
"Rarely","1985","Full Time","higher education","260","0.556654972817924","0.511158333356571","0.602151612279277"
"Rarely","1985","Part Time","in school","3","","",""
