"pli0095_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","Schleswig-Holstein","Full Time","12","","",""
"Min 1x per week","1985","Schleswig-Holstein","Part Time","9","","",""
"Min 1x per week","1985","Schleswig-Holstein","Not Working","12","","",""
"Min 1x per week","1985","Hamburg","Full Time","8","","",""
"Min 1x per week","1985","Hamburg","Part Time","3","","",""
"Min 1x per week","1985","Hamburg","Not Working","12","","",""
"Min 1x per week","1985","Lower Saxony","Full Time","30","0.0655165331480545","0.0422909775650358","0.0887420887310733"
"Min 1x per week","1985","Lower Saxony","Part Time","25","","",""
"Min 1x per week","1985","Lower Saxony","Not Working","40","0.0893391049766391","0.0636069455036394","0.115071264449639"
"Min 1x per week","1985","Bremen","Full Time","1","","",""
"Min 1x per week","1985","Bremen","Part Time","2","","",""
"Min 1x per week","1985","Bremen","Not Working","5","","",""
"Min 1x per week","1985","North Rhine-Westphalia","Full Time","121","0.0802354358622712","0.0653880822670379","0.0950827894575046"
"Min 1x per week","1985","North Rhine-Westphalia","Part Time","49","0.0884439021890688","0.0627191729367699","0.114168631441368"
"Min 1x per week","1985","North Rhine-Westphalia","Not Working","157","0.119776132413148","0.101343316904834","0.138208947921463"
"Min 1x per week","1985","Hesse","Full Time","72","0.108442457639697","0.0815617376808467","0.135323177598546"
"Min 1x per week","1985","Hesse","Part Time","35","0.191258670767175","0.13488936670065","0.2476279748337"
"Min 1x per week","1985","Hesse","Not Working","55","0.102725921126646","0.0736906404385606","0.13176120181473"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","Full Time","42","0.0992492901516853","0.0669898272611747","0.131508753042196"
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","Part Time","19","","",""
"Min 1x per week","1985","Rhineland-Palatinate,Saarland","Not Working","26","","",""
"Min 1x per week","1985","Baden-Württemberg","Full Time","132","0.0996515702754167","0.0813232869532476","0.117979853597586"
"Min 1x per week","1985","Baden-Württemberg","Part Time","50","0.108856909297607","0.0757992101128763","0.141914608482338"
