"plh0206i04","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2009","Part Time","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","Part Time","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","Part Time","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","Part Time","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","Part Time","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","Part Time","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","Not Working","(0) in school","","","",""
"1 Strongly disagree","2009","Not Working","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","Not Working","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","Not Working","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","Not Working","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","Not Working","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","Not Working","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","Not Working","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","Not Working","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","Not Working","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","Full Time","(0) in school","","","",""
"2 on scale 1-7 ","2009","Full Time","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","Full Time","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","Full Time","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","Full Time","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","Full Time","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","Full Time","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","Full Time","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","Full Time","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","Full Time","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","Part Time","(0) in school","","","",""
"2 on scale 1-7 ","2009","Part Time","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","Part Time","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","Part Time","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","Part Time","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","Part Time","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","Part Time","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","Part Time","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","Part Time","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","Part Time","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","Not Working","(0) in school","","","",""
"2 on scale 1-7 ","2009","Not Working","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","Not Working","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","Not Working","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","Not Working","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","Not Working","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","Not Working","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","Not Working","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","Not Working","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","Not Working","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","Full Time","(0) in school","","","",""
"3 on scale 1-7 ","2009","Full Time","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","Full Time","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","Full Time","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","Full Time","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","Full Time","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","Full Time","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","Full Time","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","Full Time","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","Full Time","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","Part Time","(0) in school","","","",""
"3 on scale 1-7 ","2009","Part Time","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","Part Time","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","Part Time","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","Part Time","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","Part Time","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","Part Time","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","Part Time","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","Part Time","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","Part Time","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","Not Working","(0) in school","","","",""
"3 on scale 1-7 ","2009","Not Working","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","Not Working","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","Not Working","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","Not Working","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","Not Working","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","Not Working","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","Not Working","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","Not Working","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","Not Working","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","Full Time","(0) in school","","","",""
"4 on scale 1-7","2009","Full Time","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","Full Time","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","Full Time","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","Full Time","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","Full Time","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","Full Time","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","Full Time","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","Full Time","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","Full Time","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","Part Time","(0) in school","","","",""
"4 on scale 1-7","2009","Part Time","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","Part Time","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","Part Time","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","Part Time","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","Part Time","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","Part Time","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","Part Time","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","Part Time","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","Part Time","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","Not Working","(0) in school","","","",""
"4 on scale 1-7","2009","Not Working","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","Not Working","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","Not Working","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","Not Working","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","Not Working","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","Not Working","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","Not Working","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","Not Working","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","Not Working","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","Full Time","(0) in school","","","",""
"5 on scale 1-7","2009","Full Time","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","Full Time","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","Full Time","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","Full Time","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","Full Time","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","Full Time","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","Full Time","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","Full Time","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","Full Time","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","Part Time","(0) in school","","","",""
"5 on scale 1-7","2009","Part Time","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","Part Time","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","Part Time","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","Part Time","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","Part Time","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","Part Time","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","Part Time","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","Part Time","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","Part Time","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","Not Working","(0) in school","","","",""
"5 on scale 1-7","2009","Not Working","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","Not Working","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","Not Working","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","Not Working","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","Not Working","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","Not Working","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","Not Working","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","Not Working","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","Not Working","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","Full Time","(0) in school","","","",""
"6 on scale 1-7","2009","Full Time","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","Full Time","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","Full Time","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","Full Time","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","Full Time","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","Full Time","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","Full Time","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","Full Time","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","Full Time","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","Part Time","(0) in school","","","",""
"6 on scale 1-7","2009","Part Time","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","Part Time","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","Part Time","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","Part Time","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","Part Time","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","Part Time","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","Part Time","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","Part Time","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","Part Time","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","Not Working","(0) in school","","","",""
"6 on scale 1-7","2009","Not Working","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","Not Working","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","Not Working","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","Not Working","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","Not Working","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","Not Working","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","Not Working","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","Not Working","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","Not Working","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","Full Time","(0) in school","","","",""
"7 Strongly agree","2009","Full Time","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","Full Time","(1b) general elementary school","","","",""
"7 Strongly agree","2009","Full Time","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","Full Time","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","Full Time","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","Full Time","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","Full Time","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","Full Time","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","Full Time","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","Part Time","(0) in school","","","",""
"7 Strongly agree","2009","Part Time","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","Part Time","(1b) general elementary school","","","",""
"7 Strongly agree","2009","Part Time","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","Part Time","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","Part Time","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","Part Time","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","Part Time","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","Part Time","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","Part Time","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","Not Working","(0) in school","","","",""
"7 Strongly agree","2009","Not Working","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","Not Working","(1b) general elementary school","","","",""
"7 Strongly agree","2009","Not Working","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","Not Working","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","Not Working","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","Not Working","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","Not Working","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","Not Working","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","Not Working","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","Full Time","(0) in school","","","",""
"1 Strongly disagree","2010","Full Time","(1a) inadequately completed","","","",""
"1 Strongly disagree","2010","Full Time","(1b) general elementary school","","","",""
"1 Strongly disagree","2010","Full Time","(1c) basic vocational qualification","8","","",""
"1 Strongly disagree","2010","Full Time","(2b) intermediate general qualification","2","","",""
"1 Strongly disagree","2010","Full Time","(2a) intermediate vocational","7","","",""
"1 Strongly disagree","2010","Full Time","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2010","Full Time","(2c_voc) vocational maturity certificate","2","","",""
"1 Strongly disagree","2010","Full Time","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2010","Full Time","(3b) higher tertiary education","5","","",""
"1 Strongly disagree","2010","Part Time","(0) in school","1","","",""
"1 Strongly disagree","2010","Part Time","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2010","Part Time","(1b) general elementary school","1","","",""
"1 Strongly disagree","2010","Part Time","(1c) basic vocational qualification","9","","",""
"1 Strongly disagree","2010","Part Time","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2010","Part Time","(2a) intermediate vocational","10","","",""
"1 Strongly disagree","2010","Part Time","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2010","Part Time","(2c_voc) vocational maturity certificate","2","","",""
"1 Strongly disagree","2010","Part Time","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2010","Part Time","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","Not Working","(0) in school","2","","",""
"1 Strongly disagree","2010","Not Working","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2010","Not Working","(1b) general elementary school","10","","",""
"1 Strongly disagree","2010","Not Working","(1c) basic vocational qualification","31","0.0149703152659783","0.0099781551568512","0.0199624753751054"
"1 Strongly disagree","2010","Not Working","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2010","Not Working","(2a) intermediate vocational","9","","",""
"1 Strongly disagree","2010","Not Working","(2c_gen) general maturity certificate","3","","",""
"1 Strongly disagree","2010","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2010","Not Working","(3a) lower tertiary education","2","","",""
"1 Strongly disagree","2010","Not Working","(3b) higher tertiary education","3","","",""
"2 on scale 1-7 ","2010","Full Time","(0) in school","","","",""
"2 on scale 1-7 ","2010","Full Time","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2010","Full Time","(1b) general elementary school","3","","",""
"2 on scale 1-7 ","2010","Full Time","(1c) basic vocational qualification","10","","",""
"2 on scale 1-7 ","2010","Full Time","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2010","Full Time","(2a) intermediate vocational","11","","",""
"2 on scale 1-7 ","2010","Full Time","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2010","Full Time","(2c_voc) vocational maturity certificate","4","","",""
"2 on scale 1-7 ","2010","Full Time","(3a) lower tertiary education","6","","",""
"2 on scale 1-7 ","2010","Full Time","(3b) higher tertiary education","11","","",""
"2 on scale 1-7 ","2010","Part Time","(0) in school","","","",""
"2 on scale 1-7 ","2010","Part Time","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2010","Part Time","(1b) general elementary school","1","","",""
"2 on scale 1-7 ","2010","Part Time","(1c) basic vocational qualification","8","","",""
"2 on scale 1-7 ","2010","Part Time","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2010","Part Time","(2a) intermediate vocational","8","","",""
"2 on scale 1-7 ","2010","Part Time","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2010","Part Time","(2c_voc) vocational maturity certificate","4","","",""
"2 on scale 1-7 ","2010","Part Time","(3a) lower tertiary education","4","","",""
"2 on scale 1-7 ","2010","Part Time","(3b) higher tertiary education","5","","",""
"2 on scale 1-7 ","2010","Not Working","(0) in school","2","","",""
"2 on scale 1-7 ","2010","Not Working","(1a) inadequately completed","4","","",""
"2 on scale 1-7 ","2010","Not Working","(1b) general elementary school","11","","",""
"2 on scale 1-7 ","2010","Not Working","(1c) basic vocational qualification","28","","",""
"2 on scale 1-7 ","2010","Not Working","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2010","Not Working","(2a) intermediate vocational","12","","",""
"2 on scale 1-7 ","2010","Not Working","(2c_gen) general maturity certificate","3","","",""
"2 on scale 1-7 ","2010","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"2 on scale 1-7 ","2010","Not Working","(3a) lower tertiary education","4","","",""
"2 on scale 1-7 ","2010","Not Working","(3b) higher tertiary education","6","","",""
"3 on scale 1-7 ","2010","Full Time","(0) in school","","","",""
"3 on scale 1-7 ","2010","Full Time","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2010","Full Time","(1b) general elementary school","1","","",""
"3 on scale 1-7 ","2010","Full Time","(1c) basic vocational qualification","35","0.0355317537142866","0.0253304631756552","0.045733044252918"
"3 on scale 1-7 ","2010","Full Time","(2b) intermediate general qualification","2","","",""
"3 on scale 1-7 ","2010","Full Time","(2a) intermediate vocational","43","0.0263209012027452","0.0191935279010681","0.0334482745044224"
"3 on scale 1-7 ","2010","Full Time","(2c_gen) general maturity certificate","3","","",""
"3 on scale 1-7 ","2010","Full Time","(2c_voc) vocational maturity certificate","16","","",""
"3 on scale 1-7 ","2010","Full Time","(3a) lower tertiary education","13","","",""
"3 on scale 1-7 ","2010","Full Time","(3b) higher tertiary education","22","","",""
"3 on scale 1-7 ","2010","Part Time","(0) in school","2","","",""
"3 on scale 1-7 ","2010","Part Time","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2010","Part Time","(1b) general elementary school","6","","",""
"3 on scale 1-7 ","2010","Part Time","(1c) basic vocational qualification","23","","",""
"3 on scale 1-7 ","2010","Part Time","(2b) intermediate general qualification","4","","",""
"3 on scale 1-7 ","2010","Part Time","(2a) intermediate vocational","32","0.0236928540958193","0.0147617033522292","0.0326240048394094"
"3 on scale 1-7 ","2010","Part Time","(2c_gen) general maturity certificate","8","","",""
"3 on scale 1-7 ","2010","Part Time","(2c_voc) vocational maturity certificate","13","","",""
"3 on scale 1-7 ","2010","Part Time","(3a) lower tertiary education","5","","",""
"3 on scale 1-7 ","2010","Part Time","(3b) higher tertiary education","10","","",""
"3 on scale 1-7 ","2010","Not Working","(0) in school","6","","",""
"3 on scale 1-7 ","2010","Not Working","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2010","Not Working","(1b) general elementary school","13","","",""
"3 on scale 1-7 ","2010","Not Working","(1c) basic vocational qualification","44","0.0209678106343737","0.015077700687255","0.0268579205814924"
"3 on scale 1-7 ","2010","Not Working","(2b) intermediate general qualification","2","","",""
"3 on scale 1-7 ","2010","Not Working","(2a) intermediate vocational","25","","",""
"3 on scale 1-7 ","2010","Not Working","(2c_gen) general maturity certificate","10","","",""
"3 on scale 1-7 ","2010","Not Working","(2c_voc) vocational maturity certificate","10","","",""
"3 on scale 1-7 ","2010","Not Working","(3a) lower tertiary education","13","","",""
"3 on scale 1-7 ","2010","Not Working","(3b) higher tertiary education","11","","",""
"4 on scale 1-7","2010","Full Time","(0) in school","1","","",""
"4 on scale 1-7","2010","Full Time","(1a) inadequately completed","1","","",""
"4 on scale 1-7","2010","Full Time","(1b) general elementary school","20","","",""
"4 on scale 1-7","2010","Full Time","(1c) basic vocational qualification","87","0.094884596012169","0.0787353346695718","0.111033857354766"
"4 on scale 1-7","2010","Full Time","(2b) intermediate general qualification","11","","",""
"4 on scale 1-7","2010","Full Time","(2a) intermediate vocational","179","0.0957731297608578","0.0826713061313335","0.108874953390382"
"4 on scale 1-7","2010","Full Time","(2c_gen) general maturity certificate","8","","",""
"4 on scale 1-7","2010","Full Time","(2c_voc) vocational maturity certificate","60","0.104240947551024","0.0801491818101782","0.128332713291871"
"4 on scale 1-7","2010","Full Time","(3a) lower tertiary education","67","0.0913914790792133","0.0706011594709881","0.112181798687438"
"4 on scale 1-7","2010","Full Time","(3b) higher tertiary education","116","0.0693905738826929","0.0550187942123747","0.083762353553011"
"4 on scale 1-7","2010","Part Time","(0) in school","8","","",""
"4 on scale 1-7","2010","Part Time","(1a) inadequately completed","1","","",""
"4 on scale 1-7","2010","Part Time","(1b) general elementary school","17","","",""
"4 on scale 1-7","2010","Part Time","(1c) basic vocational qualification","83","0.114178957914258","0.0924775879700453","0.135880327858471"
"4 on scale 1-7","2010","Part Time","(2b) intermediate general qualification","10","","",""
"4 on scale 1-7","2010","Part Time","(2a) intermediate vocational","110","0.094249234269427","0.0770919413539909","0.111406527184863"
"4 on scale 1-7","2010","Part Time","(2c_gen) general maturity certificate","22","","",""
"4 on scale 1-7","2010","Part Time","(2c_voc) vocational maturity certificate","18","","",""
"4 on scale 1-7","2010","Part Time","(3a) lower tertiary education","23","","",""
"4 on scale 1-7","2010","Part Time","(3b) higher tertiary education","51","0.137935756466848","0.108008200652993","0.167863312280704"
"4 on scale 1-7","2010","Not Working","(0) in school","23","","",""
"4 on scale 1-7","2010","Not Working","(1a) inadequately completed","8","","",""
"4 on scale 1-7","2010","Not Working","(1b) general elementary school","71","0.0858036679411805","0.0664922094649857","0.105115126417375"
"4 on scale 1-7","2010","Not Working","(1c) basic vocational qualification","212","0.0894921197934841","0.0777571324580886","0.10122710712888"
"4 on scale 1-7","2010","Not Working","(2b) intermediate general qualification","17","","",""
"4 on scale 1-7","2010","Not Working","(2a) intermediate vocational","77","0.0871984479925266","0.0699016702219701","0.104495225763083"
"4 on scale 1-7","2010","Not Working","(2c_gen) general maturity certificate","26","","",""
"4 on scale 1-7","2010","Not Working","(2c_voc) vocational maturity certificate","30","0.0955090994300901","0.0625236316455979","0.128494567214582"
"4 on scale 1-7","2010","Not Working","(3a) lower tertiary education","33","0.0567973017116284","0.0357147116240177","0.0778798917992391"
"4 on scale 1-7","2010","Not Working","(3b) higher tertiary education","57","0.10554333190685","0.0812798687648298","0.12980679504887"
"5 on scale 1-7","2010","Full Time","(0) in school","","","",""
"5 on scale 1-7","2010","Full Time","(1a) inadequately completed","","","",""
"5 on scale 1-7","2010","Full Time","(1b) general elementary school","29","","",""
"5 on scale 1-7","2010","Full Time","(1c) basic vocational qualification","223","0.151494256479002","0.131736924128546","0.171251588829458"
"5 on scale 1-7","2010","Full Time","(2b) intermediate general qualification","25","","",""
"5 on scale 1-7","2010","Full Time","(2a) intermediate vocational","341","0.167732958540446","0.151098381736439","0.184367535344454"
"5 on scale 1-7","2010","Full Time","(2c_gen) general maturity certificate","30","0.288927649421837","0.215655172677004","0.36220012616667"
"5 on scale 1-7","2010","Full Time","(2c_voc) vocational maturity certificate","128","0.196702587838025","0.165362726241314","0.228042449434735"
"5 on scale 1-7","2010","Full Time","(3a) lower tertiary education","145","0.176744970838182","0.149224197158419","0.204265744517945"
"5 on scale 1-7","2010","Full Time","(3b) higher tertiary education","260","0.23462903957816","0.210662603406397","0.258595475749923"
"5 on scale 1-7","2010","Part Time","(0) in school","12","","",""
"5 on scale 1-7","2010","Part Time","(1a) inadequately completed","7","","",""
"5 on scale 1-7","2010","Part Time","(1b) general elementary school","30","0.0799051004569773","0.0452379837580847","0.11457221715587"
"5 on scale 1-7","2010","Part Time","(1c) basic vocational qualification","127","0.15066605967553","0.126256043251516","0.175076076099543"
"5 on scale 1-7","2010","Part Time","(2b) intermediate general qualification","13","","",""
"5 on scale 1-7","2010","Part Time","(2a) intermediate vocational","199","0.170144951924233","0.148079331154946","0.19221057269352"
"5 on scale 1-7","2010","Part Time","(2c_gen) general maturity certificate","64","0.229474134828286","0.178064796906311","0.280883472750261"
"5 on scale 1-7","2010","Part Time","(2c_voc) vocational maturity certificate","67","0.188066415292305","0.146591378709241","0.229541451875369"
"5 on scale 1-7","2010","Part Time","(3a) lower tertiary education","59","0.194493263889068","0.149629121800335","0.239357405977802"
"5 on scale 1-7","2010","Part Time","(3b) higher tertiary education","115","0.182417265424425","0.148900520882104","0.215934009966746"
"5 on scale 1-7","2010","Not Working","(0) in school","53","0.279557903775528","0.219146964420038","0.339968843131018"
"5 on scale 1-7","2010","Not Working","(1a) inadequately completed","15","","",""
"5 on scale 1-7","2010","Not Working","(1b) general elementary school","173","0.211089377427768","0.182951618656732","0.239227136198805"
"5 on scale 1-7","2010","Not Working","(1c) basic vocational qualification","397","0.171141599556518","0.15565819938965","0.186624999723385"
"5 on scale 1-7","2010","Not Working","(2b) intermediate general qualification","29","","",""
"5 on scale 1-7","2010","Not Working","(2a) intermediate vocational","153","0.135145753358426","0.11418555897147","0.156105947745382"
"5 on scale 1-7","2010","Not Working","(2c_gen) general maturity certificate","62","0.251523745558686","0.197522875169663","0.30552461594771"
"5 on scale 1-7","2010","Not Working","(2c_voc) vocational maturity certificate","48","0.150018934852883","0.10994372218431","0.190094147521456"
"5 on scale 1-7","2010","Not Working","(3a) lower tertiary education","82","0.198193745919135","0.161882822944018","0.234504668894252"
"5 on scale 1-7","2010","Not Working","(3b) higher tertiary education","121","0.173713782001703","0.143795260549771","0.203632303453635"
"6 on scale 1-7","2010","Full Time","(0) in school","","","",""
"6 on scale 1-7","2010","Full Time","(1a) inadequately completed","10","","",""
"6 on scale 1-7","2010","Full Time","(1b) general elementary school","63","0.248306849854171","0.188580673976946","0.308033025731396"
"6 on scale 1-7","2010","Full Time","(1c) basic vocational qualification","409","0.307085184518813","0.2816653813153","0.332504987722327"
