"ple0009","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes, strongly limited","2012","West Germany","Female","1063","0.114714804056773","0.108902278935878","0.120527329177669","1"
"Yes, strongly limited","2012","East Germany","Male","297","0.113770954063364","0.101892344534017","0.125649563592711","1"
"Yes, strongly limited","2012","East Germany","Female","367","0.141219529282825","0.129325180063058","0.153113878502593","1"
"No, not limited","2013","West Germany","Male","8096","0.691924316618537","0.683352634405506","0.700495998831568","3"
"No, not limited","2013","West Germany","Female","9143","0.626612583975741","0.61838056048625","0.634844607465232","3"
"No, not limited","2013","East Germany","Male","1801","0.64614890536671","0.628303453950874","0.663994356782546","3"
"No, not limited","2013","East Germany","Female","2084","0.585525635528471","0.568730475226757","0.602320795830184","3"
"Yes, somewhat limited","2013","West Germany","Male","2203","0.218008962298923","0.21034336295544","0.225674561642406","2"
"Yes, somewhat limited","2013","West Germany","Female","2977","0.254618990914868","0.24720483415349","0.262033147676245","2"
"Yes, somewhat limited","2013","East Germany","Male","685","0.248720385877601","0.232587671170816","0.264853100584386","2"
"Yes, somewhat limited","2013","East Germany","Female","873","0.284732280810265","0.269346659981455","0.300117901639074","2"
"Yes, strongly limited","2013","West Germany","Male","846","0.0900667210825399","0.0847518222147252","0.0953816199503547","1"
"Yes, strongly limited","2013","West Germany","Female","1143","0.118768425109391","0.11326259597053","0.124274254248253","1"
"Yes, strongly limited","2013","East Germany","Male","272","0.105130708755689","0.0936836065963025","0.116577810915076","1"
"Yes, strongly limited","2013","East Germany","Female","348","0.129742083661265","0.118286247743394","0.141197919579136","1"
"No, not limited","2014","West Germany","Male","","","","","3"
"No, not limited","2014","West Germany","Female","","","","","3"
"No, not limited","2014","East Germany","Male","","","","","3"
"No, not limited","2014","East Germany","Female","","","","","3"
"Yes, somewhat limited","2014","West Germany","Male","","","","","2"
"Yes, somewhat limited","2014","West Germany","Female","","","","","2"
"Yes, somewhat limited","2014","East Germany","Male","","","","","2"
"Yes, somewhat limited","2014","East Germany","Female","","","","","2"
"Yes, strongly limited","2014","West Germany","Male","","","","","1"
"Yes, strongly limited","2014","West Germany","Female","","","","","1"
"Yes, strongly limited","2014","East Germany","Male","","","","","1"
"Yes, strongly limited","2014","East Germany","Female","","","","","1"
"No, not limited","2015","West Germany","Male","7043","0.684921893435651","0.675702839556013","0.69414094731529","3"
"No, not limited","2015","West Germany","Female","7673","0.614108817008331","0.605183614693196","0.623034019323465","3"
"No, not limited","2015","East Germany","Male","1569","0.629730537968719","0.610535369136732","0.648925706800706","3"
"No, not limited","2015","East Germany","Female","1755","0.565055800779492","0.54702201055503","0.583089591003954","3"
"Yes, somewhat limited","2015","West Germany","Male","1951","0.215941401466013","0.20777559779239","0.224107205139637","2"
"Yes, somewhat limited","2015","West Germany","Female","2741","0.268044149782814","0.259923167093126","0.276165132472501","2"
"Yes, somewhat limited","2015","East Germany","Male","614","0.26515949143089","0.247612375523568","0.282706607338212","2"
"Yes, somewhat limited","2015","East Germany","Female","825","0.29944403465959","0.282782928801201","0.31610514051798","2"
"Yes, strongly limited","2015","West Germany","Male","760","0.099136705098335","0.0932060399797526","0.105067370216917","1"
"Yes, strongly limited","2015","West Germany","Female","1014","0.117847033208856","0.111935580065712","0.123758486352","1"
"Yes, strongly limited","2015","East Germany","Male","248","0.10510997060039","0.0929183229248889","0.117301618275892","1"
"Yes, strongly limited","2015","East Germany","Female","323","0.135500164560918","0.123049946961701","0.147950382160135","1"
"No, not limited","2016","West Germany","Male","1834","0.83918073048326","0.82392318137337","0.85443827959315","3"
"No, not limited","2016","West Germany","Female","1001","0.729525807440055","0.705908977131552","0.753142637748557","3"
"No, not limited","2016","East Germany","Male","398","0.819594953065497","0.785583019338281","0.853606886792714","3"
"No, not limited","2016","East Germany","Female","181","0.698358929324876","0.644599622853765","0.752118235795988","3"
"Yes, somewhat limited","2016","West Germany","Male","291","0.118485912497733","0.105063333463012","0.131908491532455","2"
"Yes, somewhat limited","2016","West Germany","Female","272","0.196921339674624","0.175778476639985","0.218064202709263","2"
"Yes, somewhat limited","2016","East Germany","Male","65","0.12506085022582","0.0958020200438195","0.15431968040782","2"
"Yes, somewhat limited","2016","East Germany","Female","71","0.223906667535684","0.175079721137867","0.272733613933501","2"
"Yes, strongly limited","2016","West Germany","Male","102","0.0423333570190066","0.0339708495747698","0.0506958644632435","1"
"Yes, strongly limited","2016","West Germany","Female","86","0.0735528528853216","0.0596741637589169","0.0874315420117262","1"
"Yes, strongly limited","2016","East Germany","Male","28","","","","1"
"Yes, strongly limited","2016","East Germany","Female","28","","","","1"
"No, not limited","2017","West Germany","Male","8157","0.684413760443271","0.67579200941515","0.693035511471391","3"
"No, not limited","2017","West Germany","Female","8275","0.609149888356397","0.600534153668345","0.617765623044449","3"
"No, not limited","2017","East Germany","Male","1803","0.644685249643683","0.626708765514154","0.662661733773213","3"
"No, not limited","2017","East Germany","Female","1964","0.588298220215457","0.571109169213647","0.605487271217268","3"
"Yes, somewhat limited","2017","West Germany","Male","2204","0.226478757295778","0.218714016884665","0.23424349770689","2"
"Yes, somewhat limited","2017","West Germany","Female","2942","0.276998289305192","0.269096356757515","0.284900221852869","2"
"Yes, somewhat limited","2017","East Germany","Male","670","0.253162826899444","0.236830908483046","0.269494745315842","2"
"Yes, somewhat limited","2017","East Germany","Female","865","0.294527138757088","0.27860635015858","0.310447927355597","2"
"Yes, strongly limited","2017","West Germany","Male","801","0.0891074822609517","0.0838222054777127","0.0943927590441907","1"
"Yes, strongly limited","2017","West Germany","Female","1104","0.113851822338411","0.10824330224944","0.119460342427383","1"
"Yes, strongly limited","2017","East Germany","Male","250","0.102151923456873","0.090776987166138","0.113526859747608","1"
"Yes, strongly limited","2017","East Germany","Female","320","0.117174641027454","0.105941118090559","0.12840816396435","1"
"No, not limited","2018","West Germany","Male","145","0.798779269683282","0.740533800209794","0.85702473915677","3"
"No, not limited","2018","West Germany","Female","152","0.768000789982522","0.708602859673797","0.827398720291247","3"
"No, not limited","2018","East Germany","Male","12","","","","3"
"No, not limited","2018","East Germany","Female","25","","","","3"
"Yes, somewhat limited","2018","West Germany","Male","27","","","","2"
"Yes, somewhat limited","2018","West Germany","Female","30","0.165557932962333","0.113255689388647","0.217860176536019","2"
"Yes, somewhat limited","2018","East Germany","Male","2","","","","2"
"Yes, somewhat limited","2018","East Germany","Female","8","","","","2"
"Yes, strongly limited","2018","West Germany","Male","10","","","","1"
"Yes, strongly limited","2018","West Germany","Female","12","","","","1"
"Yes, strongly limited","2018","East Germany","Female","","","","","1"
"Yes, strongly limited","2018","East Germany","Male","1","","","","1"
"No, not limited","2019","West Germany","Male","8410","0.677872101788489","0.669377200431891","0.686367003145087","3"
"No, not limited","2019","West Germany","Female","7773","0.605029249493798","0.59621429122368","0.613844207763915","3"
"No, not limited","2019","East Germany","Male","1920","0.617993552715522","0.600400483984557","0.635586621446486","3"
"No, not limited","2019","East Germany","Female","1847","0.548882476206806","0.531419231676191","0.566345720737422","3"
"Yes, somewhat limited","2019","West Germany","Male","2359","0.231136925271901","0.22347338474757","0.238800465796233","2"
"Yes, somewhat limited","2019","West Germany","Female","2953","0.27730269199053","0.269230251184653","0.285375132796408","2"
"Yes, somewhat limited","2019","East Germany","Male","738","0.281911146959424","0.265619706043826","0.298202587875022","2"
"Yes, somewhat limited","2019","East Germany","Female","968","0.332992775428934","0.316453248701748","0.34953230215612","2"
"Yes, strongly limited","2019","West Germany","Male","855","0.0909909729396099","0.0857627566869633","0.0962191891922564","1"
"Yes, strongly limited","2019","West Germany","Female","1088","0.117668058515672","0.11185780740461","0.123478309626734","1"
"Yes, strongly limited","2019","East Germany","Male","272","0.100095300325054","0.0892280571765109","0.110962543473597","1"
"Yes, strongly limited","2019","East Germany","Female","304","0.11812474836426","0.106797760653234","0.129451736075285","1"
