"ple0009","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No, not limited","2011","Full Time","Female","2192","0.786227308131141","0.77095738720103","0.801497229061253","3"
"No, not limited","2011","Full Time","Male","4103","0.824498256416551","0.813939627120527","0.835056885712576","3"
"No, not limited","2011","Part Time","Male","1032","0.736855630851665","0.713614663431344","0.760096598271985","3"
"No, not limited","2011","Part Time","Female","2736","0.758539145188952","0.744352662093797","0.772725628284108","3"
"No, not limited","2011","Not Working","Male","1775","0.497680843198059","0.480871999402201","0.514489686993917","3"
"No, not limited","2011","Not Working","Female","2391","0.464064309867785","0.449754918958462","0.478373700777107","3"
"Yes, somewhat limited","2011","Part Time","Female","585","0.186624131568917","0.173709205611624","0.199539057526209","2"
"Yes, somewhat limited","2011","Part Time","Male","246","0.175695773573093","0.155609916015948","0.195781631130239","2"
"Yes, somewhat limited","2011","Full Time","Female","478","0.178640779168458","0.164373423631882","0.192908134705034","2"
"Yes, somewhat limited","2011","Full Time","Male","714","0.141566018278866","0.131889816568621","0.15124221998911","2"
"Yes, somewhat limited","2011","Not Working","Male","965","0.296397089663172","0.281044795268857","0.311749384057488","2"
"Yes, somewhat limited","2011","Not Working","Female","1396","0.320328025995071","0.306939804964043","0.333716247026099","2"
"Yes, strongly limited","2011","Full Time","Male","169","0.0339357253045831","0.0289099446204198","0.0389615059887464","1"
"Yes, strongly limited","2011","Full Time","Female","99","0.0351319127004008","0.0282743232406678","0.0419895021601338","1"
"Yes, strongly limited","2011","Part Time","Male","101","0.087448595575242","0.0725388220608397","0.102358369089644","1"
"Yes, strongly limited","2011","Part Time","Female","175","0.0548367232421311","0.0472901195013951","0.062383326982867","1"
"Yes, strongly limited","2011","Not Working","Male","659","0.205922067138768","0.192327808856217","0.21951632542132","1"
"Yes, strongly limited","2011","Not Working","Female","879","0.215607664137144","0.203807868333926","0.227407459940363","1"
"No, not limited","2012","Full Time","Male","5395","0.789688666789819","0.779991062421879","0.799386271157759","3"
"No, not limited","2012","Full Time","Female","2549","0.75030105705651","0.735704702657472","0.764897411455548","3"
"No, not limited","2012","Part Time","Male","1231","0.68622480870778","0.664377833362151","0.708071784053409","3"
"No, not limited","2012","Part Time","Female","4055","0.703767008455359","0.691796510953601","0.715737505957116","3"
"No, not limited","2012","Not Working","Male","1716","0.423513723808806","0.40775357445971","0.439273873157902","3"
"No, not limited","2012","Not Working","Female","2949","0.420983653582137","0.408356771657264","0.43361053550701","3"
"Yes, somewhat limited","2012","Full Time","Female","723","0.214578627382433","0.200734587003855","0.228422667761011","2"
"Yes, somewhat limited","2012","Part Time","Male","375","0.231928568017382","0.212057247017551","0.251799889017212","2"
"Yes, somewhat limited","2012","Part Time","Female","1268","0.248194655273595","0.236869870601683","0.259519439945507","2"
"Yes, somewhat limited","2012","Full Time","Male","1202","0.185149263063388","0.175906428140122","0.194392097986653","2"
"Yes, somewhat limited","2012","Not Working","Female","1866","0.357869400319901","0.345609355541997","0.370129445097805","2"
"Yes, somewhat limited","2012","Not Working","Male","1261","0.352947278976507","0.33770475625156","0.368189801701453","2"
"Yes, strongly limited","2012","Full Time","Male","187","0.0251620701467933","0.0214351973912347","0.0288889429023518","1"
"Yes, strongly limited","2012","Full Time","Female","106","0.0351203155610569","0.0289125679088727","0.041328063213241","1"
"Yes, strongly limited","2012","Part Time","Male","127","0.0818466232748385","0.0689401730504244","0.0947530734992526","1"
"Yes, strongly limited","2012","Part Time","Female","266","0.0480383362710465","0.0424319276904194","0.0536447448516735","1"
"Yes, strongly limited","2012","Not Working","Male","799","0.223538997214687","0.210250723303995","0.236827271125379","1"
"Yes, strongly limited","2012","Not Working","Female","1058","0.221146946097962","0.210532769054013","0.231761123141911","1"
"No, not limited","2013","Full Time","Female","2523","0.77193523656015","0.757578209990631","0.786292263129669","3"
"No, not limited","2013","Full Time","Male","5117","0.801693847535205","0.791881495861487","0.811506199208923","3"
"No, not limited","2013","Part Time","Male","1209","0.689212342313135","0.667250590348203","0.711174094278066","3"
"No, not limited","2013","Part Time","Female","3987","0.717229561648415","0.705240241949223","0.729218881347606","3"
"No, not limited","2013","Not Working","Male","3571","0.538452103790712","0.525681728541593","0.551222479039831","3"
"No, not limited","2013","Not Working","Female","4717","0.482712139779401","0.471669986543709","0.493754293015094","3"
"Yes, somewhat limited","2013","Part Time","Male","361","0.216356122712787","0.196817113173192","0.235895132252383","2"
"Yes, somewhat limited","2013","Part Time","Female","1158","0.223961915225321","0.212863088999419","0.235060741451223","2"
"Yes, somewhat limited","2013","Full Time","Female","653","0.191818524422334","0.178346132925278","0.20529091591939","2"
"Yes, somewhat limited","2013","Full Time","Male","1062","0.170252324621474","0.161002781471856","0.179501867771091","2"
"Yes, somewhat limited","2013","Not Working","Male","1465","0.290737540701152","0.279104968012002","0.302370113390301","2"
"Yes, somewhat limited","2013","Not Working","Female","2039","0.316288396667738","0.306012455219866","0.326564338115609","2"
"Yes, strongly limited","2013","Full Time","Male","164","0.0280538278433216","0.0239901627729395","0.0321174929137037","1"
"Yes, strongly limited","2013","Full Time","Female","105","0.0362462390175162","0.0298509600466681","0.0426415179883642","1"
"Yes, strongly limited","2013","Part Time","Male","136","0.0944315349740776","0.0805551050309296","0.108307964917226","1"
"Yes, strongly limited","2013","Part Time","Female","275","0.0588085231262645","0.0525451602033911","0.0650718860491379","1"
"Yes, strongly limited","2013","Not Working","Male","818","0.170810355508136","0.161169717742877","0.180450993273395","1"
"Yes, strongly limited","2013","Not Working","Female","1111","0.200999463552861","0.19214393473769","0.209854992368032","1"
"No, not limited","2014","Full Time","Female","","","","","3"
"No, not limited","2014","Full Time","Male","","","","","3"
"No, not limited","2014","Part Time","Male","","","","","3"
"No, not limited","2014","Part Time","Female","","","","","3"
"No, not limited","2014","Not Working","Male","","","","","3"
"No, not limited","2014","Not Working","Female","","","","","3"
"Yes, somewhat limited","2014","Full Time","Female","","","","","2"
"Yes, somewhat limited","2014","Part Time","Male","","","","","2"
"Yes, somewhat limited","2014","Full Time","Male","","","","","2"
"Yes, somewhat limited","2014","Part Time","Female","","","","","2"
"Yes, somewhat limited","2014","Not Working","Female","","","","","2"
"Yes, somewhat limited","2014","Not Working","Male","","","","","2"
"Yes, strongly limited","2014","Full Time","Male","","","","","1"
"Yes, strongly limited","2014","Full Time","Female","","","","","1"
"Yes, strongly limited","2014","Part Time","Male","","","","","1"
"Yes, strongly limited","2014","Part Time","Female","","","","","1"
"Yes, strongly limited","2014","Not Working","Male","","","","","1"
"Yes, strongly limited","2014","Not Working","Female","","","","","1"
"No, not limited","2015","Full Time","Female","2444","0.761722832814842","0.74695038852524","0.776495277104444","3"
"No, not limited","2015","Full Time","Male","4957","0.804550457173692","0.794634915139534","0.814465999207851","3"
"No, not limited","2015","Part Time","Male","1253","0.667922916079254","0.646105455449218","0.689740376709289","3"
"No, not limited","2015","Part Time","Female","3797","0.703870461008324","0.691520781861838","0.716220140154809","3"
"No, not limited","2015","Not Working","Male","2402","0.484985926633884","0.469962235202124","0.500009618065644","3"
"No, not limited","2015","Not Working","Female","3187","0.439791576659095","0.427111080904743","0.452472072413447","3"
"Yes, somewhat limited","2015","Full Time","Male","1015","0.164145938169891","0.154883980615653","0.173407895724129","2"
"Yes, somewhat limited","2015","Full Time","Female","664","0.214416104510406","0.200185031509752","0.228647177511059","2"
"Yes, somewhat limited","2015","Part Time","Male","407","0.239534742588265","0.219762973898926","0.259306511277604","2"
"Yes, somewhat limited","2015","Part Time","Female","1189","0.234789860948828","0.223324216594735","0.246255505302921","2"
"Yes, somewhat limited","2015","Not Working","Male","1143","0.308490550429252","0.294606297045111","0.322374803813393","2"
"Yes, somewhat limited","2015","Not Working","Female","1713","0.337473159082245","0.325393370891057","0.349552947273433","2"
"Yes, strongly limited","2015","Full Time","Male","172","0.0313036046564163","0.0269493532139718","0.0356578560988607","1"
"Yes, strongly limited","2015","Full Time","Female","87","0.0238610626747526","0.0185691414718961","0.029152983877609","1"
"Yes, strongly limited","2015","Part Time","Male","130","0.0925423413324811","0.0791176285713225","0.10596705409364","1"
"Yes, strongly limited","2015","Part Time","Female","264","0.0613396780428487","0.0548489499605936","0.0678304061251038","1"
"Yes, strongly limited","2015","Not Working","Female","986","0.22273526425866","0.212105663938106","0.233364864579214","1"
"Yes, strongly limited","2015","Not Working","Male","706","0.206523522936864","0.194354538683268","0.21869250719046","1"
"No, not limited","2016","Full Time","Male","","","","","3"
"No, not limited","2016","Full Time","Female","","","","","3"
"No, not limited","2016","Part Time","Male","","","","","3"
"No, not limited","2016","Part Time","Female","","","","","3"
"No, not limited","2016","Not Working","Male","2224","0.835785644634227","0.821829772659149","0.849741516609305","3"
"No, not limited","2016","Not Working","Female","1175","0.724813031890702","0.70312528295045","0.746500780830955","3"
"Yes, somewhat limited","2016","Full Time","Female","","","","","2"
"Yes, somewhat limited","2016","Full Time","Male","","","","","2"
"Yes, somewhat limited","2016","Part Time","Male","","","","","2"
"Yes, somewhat limited","2016","Not Working","Female","340","0.200348401569291","0.180911327275975","0.219785475862607","2"
"Yes, somewhat limited","2016","Part Time","Female","","","","","2"
"Yes, somewhat limited","2016","Not Working","Male","355","0.119924341374909","0.107686138767831","0.132162543981987","2"
"Yes, strongly limited","2016","Full Time","Male","","","","","1"
"Yes, strongly limited","2016","Full Time","Female","","","","","1"
"Yes, strongly limited","2016","Part Time","Male","","","","","1"
"Yes, strongly limited","2016","Part Time","Female","","","","","1"
"Yes, strongly limited","2016","Not Working","Female","114","0.0748385665400065","0.0620606796553357","0.0876164534246772","1"
"Yes, strongly limited","2016","Not Working","Male","128","0.044290013990864","0.0365396886457272","0.0520403393360007","1"
"No, not limited","2017","Full Time","Male","5355","0.799622414463043","0.790004658747263","0.809240170178823","3"
"No, not limited","2017","Full Time","Female","2808","0.757576000177896","0.743804617986026","0.771347382369766","3"
"No, not limited","2017","Part Time","Male","1482","0.684578328319278","0.66453127329667","0.704625383341885","3"
"No, not limited","2017","Part Time","Female","4052","0.704309358704231","0.692333425770201","0.716285291638261","3"
"No, not limited","2017","Not Working","Male","3123","0.471232800222859","0.457622150105812","0.484843450339907","3"
"No, not limited","2017","Not Working","Female","3379","0.423657628025342","0.411329903466569","0.435985352584115","3"
"Yes, somewhat limited","2017","Full Time","Male","1121","0.174030132380206","0.164920496461585","0.183139768298827","2"
"Yes, somewhat limited","2017","Full Time","Female","778","0.212297720840088","0.199156662662661","0.225438779017516","2"
"Yes, somewhat limited","2017","Not Working","Female","1775","0.353301079321609","0.341376071227742","0.365226087415477","2"
"Yes, somewhat limited","2017","Not Working","Male","1330","0.326903159256047","0.314112963391069","0.339693355121025","2"
"Yes, somewhat limited","2017","Part Time","Male","423","0.22903878718713","0.210910197195044","0.247167377179216","2"
"Yes, somewhat limited","2017","Part Time","Female","1254","0.245494548888215","0.23420020638774","0.25678889138869","2"
"Yes, strongly limited","2017","Full Time","Male","178","0.0263474531567507","0.0224990725681743","0.0301958337453271","1"
"Yes, strongly limited","2017","Full Time","Female","134","0.0301262789820158","0.0246333123108597","0.0356192456531718","1"
"Yes, strongly limited","2017","Part Time","Male","159","0.0863828844935923","0.0742632587491508","0.0985025102380338","1"
"Yes, strongly limited","2017","Part Time","Female","272","0.050196092407554","0.0444660113290676","0.0559261734860405","1"
"Yes, strongly limited","2017","Not Working","Female","1018","0.223041292653049","0.212655808721737","0.23342677658436","1"
"Yes, strongly limited","2017","Not Working","Male","714","0.201864040521094","0.190919518983742","0.212808562058445","1"
"No, not limited","2018","Full Time","Male","","","","","3"
"No, not limited","2018","Full Time","Female","","","","","3"
"No, not limited","2018","Part Time","Male","","","","","3"
"No, not limited","2018","Part Time","Female","","","","","3"
"No, not limited","2018","Not Working","Male","157","0.804278615064482","0.748875092420094","0.85968213770887","3"
"No, not limited","2018","Not Working","Female","177","0.775783244730058","0.721528291691886","0.83003819776823","3"
"Yes, somewhat limited","2018","Full Time","Female","","","","","2"
"Yes, somewhat limited","2018","Full Time","Male","","","","","2"
"Yes, somewhat limited","2018","Not Working","Female","38","0.171724556880836","0.122663290133555","0.220785823628117","2"
"Yes, somewhat limited","2018","Part Time","Male","","","","","2"
"Yes, somewhat limited","2018","Part Time","Female","","","","","2"
"Yes, somewhat limited","2018","Not Working","Male","29","","","","2"
"Yes, strongly limited","2018","Full Time","Male","","","","","1"
"Yes, strongly limited","2018","Full Time","Female","","","","","1"
"Yes, strongly limited","2018","Part Time","Male","","","","","1"
"Yes, strongly limited","2018","Part Time","Female","","","","","1"
"Yes, strongly limited","2018","Not Working","Male","11","","","","1"
"Yes, strongly limited","2018","Not Working","Female","12","","","","1"
"No, not limited","2019","Full Time","Male","5707","0.792195827429421","0.782759539931837","0.801632114927005","3"
"No, not limited","2019","Full Time","Female","2743","0.727884144064974","0.713565210715867","0.742203077414081","3"
"No, not limited","2019","Part Time","Male","1826","0.699421220599393","0.681320819873091","0.717521621325694","3"
"No, not limited","2019","Part Time","Female","3665","0.691891848502239","0.679421506483396","0.704362190521083","3"
"No, not limited","2019","Not Working","Male","2820","0.445321327214512","0.431579719729376","0.459062934699649","3"
"No, not limited","2019","Not Working","Female","3233","0.420746701397821","0.408247836610436","0.433245566185206","3"
"Yes, somewhat limited","2019","Full Time","Male","1214","0.180255497034256","0.171315419764679","0.189195574303833","2"
"Yes, somewhat limited","2019","Full Time","Female","845","0.237325866034492","0.223637719057633","0.251014013011351","2"
"Yes, somewhat limited","2019","Not Working","Female","1786","0.356798023338332","0.344669418201726","0.368926628474938","2"
"Yes, somewhat limited","2019","Not Working","Male","1395","0.342119444869524","0.329002204938599","0.355236684800449","2"
"Yes, somewhat limited","2019","Part Time","Female","1304","0.245944788567768","0.234313494154514","0.257576082981021","2"
"Yes, somewhat limited","2019","Part Time","Male","498","0.231322271747737","0.214675864987203","0.24796867850827","2"
"Yes, strongly limited","2019","Full Time","Male","181","0.027548675536323","0.0237420333600215","0.0313553177126245","1"
"Yes, strongly limited","2019","Full Time","Female","123","0.0347899899005343","0.0288942179875497","0.0406857618135189","1"
"Yes, strongly limited","2019","Part Time","Male","141","0.0692565076528707","0.0592338031266292","0.0792792121791121","1"
"Yes, strongly limited","2019","Part Time","Female","297","0.0621633629299931","0.055641997882288","0.0686847279776982","1"
"Yes, strongly limited","2019","Not Working","Female","974","0.222455275263847","0.211925720776331","0.232984829751363","1"
"Yes, strongly limited","2019","Not Working","Male","810","0.212559227915964","0.201247498996903","0.223870956835024","1"
