"ple0009","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Schleswig-Holstein","Male","27","","",""
"Yes, strongly limited","2011","Schleswig-Holstein","Female","37","0.105540770300891","0.0730251955034162","0.138056345098366"
"Yes, strongly limited","2011","Hamburg","Male","7","","",""
"Yes, strongly limited","2011","Hamburg","Female","14","","",""
"Yes, strongly limited","2011","Lower Saxony","Male","77","0.099027253175514","0.079545079552437","0.118509426798591"
"Yes, strongly limited","2011","Lower Saxony","Female","97","0.118446653415072","0.0984984622453833","0.13839484458476"
"Yes, strongly limited","2011","Bremen","Male","7","","",""
"Yes, strongly limited","2011","Bremen","Female","8","","",""
"Yes, strongly limited","2011","North Rhine-Westphalia","Male","181","0.0902531668538863","0.0775675509871805","0.102938782720592"
"Yes, strongly limited","2011","North Rhine-Westphalia","Female","222","0.123457693330493","0.109591228114068","0.137324158546918"
"Yes, strongly limited","2011","Hesse","Male","77","0.116438079059249","0.091911813989945","0.140964344128553"
"Yes, strongly limited","2011","Hesse","Female","77","0.126654709535729","0.102852289091274","0.150457129980184"
"Yes, strongly limited","2011","Rhineland-Palatinate,Saarland","Male","50","0.0846472207852155","0.0613417212685278","0.107952720301903"
"Yes, strongly limited","2011","Rhineland-Palatinate,Saarland","Female","84","0.140652511524108","0.114048059197046","0.167256963851169"
"Yes, strongly limited","2011","Baden-Württemberg","Male","88","0.0762991446824356","0.0610153258652741","0.0915829634995972"
"Yes, strongly limited","2011","Baden-Württemberg","Female","134","0.117962449714024","0.100534930306608","0.135389969121441"
"Yes, strongly limited","2011","Bavaria","Male","152","0.1134263867159","0.0973517212243496","0.12950105220745"
"Yes, strongly limited","2011","Bavaria","Female","162","0.114376316045123","0.0991118183143974","0.129640813775849"
"Yes, strongly limited","2011","Berlin","Male","34","0.139945468470313","0.103907068049633","0.175983868890994"
"Yes, strongly limited","2011","Berlin","Female","40","0.10380457807918","0.0747040091413939","0.132905147016966"
"Yes, strongly limited","2011","Brandenburg","Male","41","0.093490503861756","0.0656820417204066","0.121298966003105"
"Yes, strongly limited","2011","Brandenburg","Female","65","0.123929927495021","0.0938514985515234","0.15400835643852"
"Yes, strongly limited","2011","Mecklenburg-Western Pomerania","Male","28","","",""
"Yes, strongly limited","2011","Mecklenburg-Western Pomerania","Female","38","0.155979800909311","0.112780765798722","0.1991788360199"
"Yes, strongly limited","2011","Saxony","Male","68","0.0881498730542904","0.0668719869076769","0.109427759200904"
"Yes, strongly limited","2011","Saxony","Female","71","0.105144343944828","0.0826765190052806","0.127612168884375"
"Yes, strongly limited","2011","Saxony-Anhalt","Male","51","0.113598043717572","0.0828073985720758","0.144388688863068"
"Yes, strongly limited","2011","Saxony-Anhalt","Female","47","0.113739963968725","0.0847260511703218","0.142753876767128"
"Yes, strongly limited","2011","Thuringia","Male","41","0.0999881551468834","0.0711611307287165","0.12881517956505"
"Yes, strongly limited","2011","Thuringia","Female","57","0.152175596898185","0.119598294882635","0.184752898913736"
"Yes, somewhat limited","2011","Schleswig-Holstein","Male","48","0.142762814513833","0.103566482356846","0.181959146670821"
"Yes, somewhat limited","2011","Schleswig-Holstein","Female","78","0.223632685332005","0.179536370973682","0.267728999690327"
"Yes, somewhat limited","2011","Hamburg","Male","23","","",""
"Yes, somewhat limited","2011","Hamburg","Female","28","","",""
"Yes, somewhat limited","2011","Lower Saxony","Male","172","0.177792970695933","0.152855517276928","0.202730424114938"
"Yes, somewhat limited","2011","Lower Saxony","Female","243","0.256288247037337","0.229336650750564","0.283239843324111"
"Yes, somewhat limited","2011","Bremen","Male","7","","",""
"Yes, somewhat limited","2011","Bremen","Female","13","","",""
"Yes, somewhat limited","2011","North Rhine-Westphalia","Male","372","0.197676153131221","0.180045352027913","0.21530695423453"
"Yes, somewhat limited","2011","North Rhine-Westphalia","Female","462","0.244047295797288","0.225942044439917","0.262152547154658"
"Yes, somewhat limited","2011","Hesse","Male","124","0.205993990964239","0.175069356368828","0.236918625559649"
"Yes, somewhat limited","2011","Hesse","Female","154","0.225853819424289","0.195928233201279","0.255779405647299"
"Yes, somewhat limited","2011","Rhineland-Palatinate,Saarland","Male","127","0.237384744075673","0.201761213549835","0.273008274601511"
"Yes, somewhat limited","2011","Rhineland-Palatinate,Saarland","Female","144","0.211994511160576","0.18071765441851","0.243271367902642"
"Yes, somewhat limited","2011","Baden-Württemberg","Male","204","0.167274679753821","0.145787849065242","0.1887615104424"
"Yes, somewhat limited","2011","Baden-Württemberg","Female","275","0.217521985726863","0.195232102264665","0.239811869189061"
"Yes, somewhat limited","2011","Bavaria","Male","286","0.188235888668465","0.168420908934075","0.208050868402855"
"Yes, somewhat limited","2011","Bavaria","Female","370","0.245605595597227","0.22496091285692","0.266250278337533"
