"ple0009","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"No, not limited","2011","66 and older","2335","0.425031066254731","0.411512649365039","0.438549483144423","3"
"No, not limited","2011","16-34 y.","3848","0.896745096488366","0.887636295844796","0.905853897131937","3"
"No, not limited","2011","35-65 y.","8046","0.696424758102064","0.687936137133774","0.704913379070353","3"
"Yes, somewhat limited","2011","66 and older","1770","0.354621835086585","0.341539562966876","0.367704107206294","2"
"Yes, somewhat limited","2011","35-65 y.","2247","0.211186080189331","0.203651018821419","0.218721141557243","2"
"Yes, somewhat limited","2011","16-34 y.","367","0.0850304433827678","0.0766809160026409","0.0933799707628948","2"
"Yes, strongly limited","2011","16-34 y.","72","0.0182244601288657","0.0142203612912499","0.0222285589664814","1"
"Yes, strongly limited","2011","35-65 y.","978","0.0923891617086055","0.0870431831065064","0.0977351403107046","1"
"Yes, strongly limited","2011","66 and older","1032","0.220347098658684","0.209012722384541","0.231681474932828","1"
"No, not limited","2012","66 and older","1969","0.360658491192541","0.347555216104036","0.373761766281047","3"
"No, not limited","2012","35-65 y.","10603","0.641019399355563","0.633525583656708","0.648513215054418","3"
"No, not limited","2012","16-34 y.","5323","0.86062476997963","0.852026734222555","0.869222805736705","3"
"Yes, somewhat limited","2012","35-65 y.","3879","0.269683802266661","0.262750903968349","0.276616700564973","2"
"Yes, somewhat limited","2012","66 and older","2029","0.400748347929246","0.387376056974364","0.414120638884128","2"
"Yes, somewhat limited","2012","16-34 y.","787","0.122498185477425","0.114358860908816","0.130637510046035","2"
"Yes, strongly limited","2012","16-34 y.","123","0.0168770445429445","0.013679241994578","0.0200748470913109","1"
"Yes, strongly limited","2012","35-65 y.","1259","0.0892967983777759","0.0848418948131945","0.0937517019423573","1"
"Yes, strongly limited","2012","66 and older","1161","0.238593160878212","0.22696254509245","0.250223776663975","1"
"No, not limited","2013","66 and older","2084","0.398540846155262","0.384991797078475","0.412089895232049","3"
"No, not limited","2013","35-65 y.","12228","0.664195671281373","0.65721963215463","0.671171710408116","3"
"No, not limited","2013","16-34 y.","6812","0.879132843918869","0.87192139833186","0.886344289505879","3"
"Yes, somewhat limited","2013","16-34 y.","875","0.0986244114454425","0.0920283296153113","0.105220493275574","2"
"Yes, somewhat limited","2013","35-65 y.","3942","0.241396216161367","0.235075147995893","0.247717284326841","2"
"Yes, somewhat limited","2013","66 and older","1921","0.384204206077992","0.370743472030111","0.397664940125872","2"
"Yes, strongly limited","2013","16-34 y.","162","0.0222427446356881","0.0189802437515874","0.0255052455197887","1"
"Yes, strongly limited","2013","35-65 y.","1436","0.0944081125572598","0.0900890582833677","0.0987271668311519","1"
"Yes, strongly limited","2013","66 and older","1011","0.217254947766747","0.205842880297316","0.228667015236178","1"
"No, not limited","2014","35-65 y.","","","","","3"
"No, not limited","2014","66 and older","","","","","3"
"No, not limited","2014","16-34 y.","","","","","3"
"Yes, somewhat limited","2014","16-34 y.","","","","","2"
"Yes, somewhat limited","2014","35-65 y.","","","","","2"
"Yes, somewhat limited","2014","66 and older","","","","","2"
"Yes, strongly limited","2014","66 and older","","","","","1"
"Yes, strongly limited","2014","16-34 y.","","","","","1"
"Yes, strongly limited","2014","35-65 y.","","","","","1"
"No, not limited","2015","35-65 y.","10325","0.658074676520308","0.650484824406798","0.665664528633818","3"
"No, not limited","2015","66 and older","1980","0.389811512287701","0.376097053584112","0.403525970991289","3"
"No, not limited","2015","16-34 y.","5735","0.861182584279409","0.852874346333774","0.869490822225043","3"
"Yes, somewhat limited","2015","16-34 y.","763","0.115452383742006","0.107773441701072","0.12313132578294","2"
"Yes, somewhat limited","2015","35-65 y.","3454","0.243115310822813","0.236251724400211","0.249978897245415","2"
"Yes, somewhat limited","2015","66 and older","1914","0.391050922696961","0.37732863622344","0.404773209170482","2"
"Yes, strongly limited","2015","66 and older","964","0.219137565015338","0.207505280477774","0.230769849552903","1"
