"ple0009","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"Yes, strongly limited","2015","16-34 y.","155","0.0233650319785854","0.0197351821829669","0.0269948817742039","1"
"Yes, strongly limited","2015","35-65 y.","1226","0.0988100126568791","0.0940353933754331","0.103584631938325","1"
"No, not limited","2016","35-65 y.","1305","0.696774678961694","0.675691960141337","0.71785739778205","3"
"No, not limited","2016","66 and older","6","","","","3"
"No, not limited","2016","16-34 y.","2103","0.850929120758559","0.836981911220058","0.864876330297059","3"
"Yes, somewhat limited","2016","16-34 y.","301","0.110594074137047","0.0983123266549169","0.122875821619176","2"
"Yes, somewhat limited","2016","35-65 y.","388","0.216578967087883","0.197685856918251","0.235472077257515","2"
"Yes, somewhat limited","2016","66 and older","9","","","","2"
"Yes, strongly limited","2016","66 and older","10","","","","1"
"Yes, strongly limited","2016","16-34 y.","101","0.0384768051043945","0.0309445744564062","0.0460090357523829","1"
"Yes, strongly limited","2016","35-65 y.","133","0.086646353950423","0.0737433053212979","0.0995494025795481","1"
"No, not limited","2017","16-34 y.","6880","0.854649356363253","0.846935164275391","0.862363548451116","3"
"No, not limited","2017","35-65 y.","11121","0.652351131382487","0.6450427884574","0.659659474307574","3"
"No, not limited","2017","66 and older","2198","0.410317368101182","0.396717046551186","0.423917689651179","3"
"Yes, somewhat limited","2017","16-34 y.","954","0.123554483913064","0.116352043043004","0.130756924783123","2"
"Yes, somewhat limited","2017","35-65 y.","3827","0.254800032151983","0.248112837727355","0.26148722657661","2"
"Yes, somewhat limited","2017","66 and older","1900","0.386439350583697","0.372976113954493","0.399902587212901","2"
"Yes, strongly limited","2017","66 and older","927","0.20324328131512","0.192116974695351","0.21436958793489","1"
"Yes, strongly limited","2017","35-65 y.","1363","0.0928488364655301","0.0883949836499372","0.097302689281123","1"
"Yes, strongly limited","2017","16-34 y.","185","0.0217961597236828","0.0186002635858693","0.0249920558614963","1"
"No, not limited","2018","16-34 y.","223","0.835438173425971","0.790194282639126","0.880682064212815","3"
"No, not limited","2018","35-65 y.","111","0.700547146637865","0.630017209652008","0.771077083623722","3"
"No, not limited","2018","66 and older","","","","","3"
"Yes, somewhat limited","2018","66 and older","3","","","","2"
"Yes, somewhat limited","2018","16-34 y.","27","","","","2"
"Yes, somewhat limited","2018","35-65 y.","37","0.214446257509999","0.151243246245059","0.277649268774938","2"
"Yes, strongly limited","2018","66 and older","1","","","","1"
"Yes, strongly limited","2018","35-65 y.","14","","","","1"
"Yes, strongly limited","2018","16-34 y.","8","","","","1"
"No, not limited","2019","16-34 y.","6180","0.830486577024442","0.821892453643912","0.839080700404971","3"
"No, not limited","2019","35-65 y.","11529","0.649849360045388","0.642679149720068","0.657019570370707","3"
"No, not limited","2019","66 and older","2290","0.398204025357041","0.38495847460315","0.411449576110932","3"
"Yes, somewhat limited","2019","66 and older","2007","0.391267677923485","0.378062546541118","0.404472809305851","2"
"Yes, somewhat limited","2019","35-65 y.","4113","0.259582146804302","0.252992320977969","0.266171972630634","2"
"Yes, somewhat limited","2019","16-34 y.","925","0.140696383077666","0.132732075660468","0.148660690494865","2"
"Yes, strongly limited","2019","35-65 y.","1360","0.0905684931503109","0.0862545774494544","0.0948824088511675","1"
"Yes, strongly limited","2019","66 and older","950","0.210528296719474","0.199497266317653","0.221559327121295","1"
"Yes, strongly limited","2019","16-34 y.","217","0.028817039897892","0.0249851904311625","0.0326488893646215","1"
