"ple0009","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No, not limited","2011","35-65 y.","Part Time","2362","0.695141926286248","0.679251477368535","0.711032375203962","3"
"No, not limited","2011","35-65 y.","Not Working","1103","0.467918430952523","0.44707766782588","0.488759194079165","3"
"No, not limited","2011","66 and older","Not Working","2088","0.405438552454813","0.39148342766604","0.419393677243586","3"
"No, not limited","2011","66 and older","Full Time","40","0.682571330531988","0.567630346162969","0.797512314901007","3"
"No, not limited","2011","35-65 y.","Full Time","4581","0.773330502586251","0.762597161162353","0.784063844010149","3"
"No, not limited","2011","66 and older","Part Time","207","0.661396521576794","0.609465195757493","0.713327847396095","3"
"No, not limited","2011","16-34 y.","Not Working","975","0.869784597289664","0.84996863138473","0.889600563194599","3"
"No, not limited","2011","16-34 y.","Part Time","1199","0.892444496462569","0.8758064280633","0.909082564861838","3"
"No, not limited","2011","16-34 y.","Full Time","1674","0.91103952394329","0.89805632231499","0.924022725571591","3"
"Yes, somewhat limited","2011","35-65 y.","Part Time","637","0.220445735502709","0.206136230816262","0.234755240189156","2"
"Yes, somewhat limited","2011","35-65 y.","Full Time","1022","0.184419133816879","0.174476708522075","0.194361559111682","2"
"Yes, somewhat limited","2011","35-65 y.","Not Working","588","0.277830025321707","0.259121104502167","0.296538946141247","2"
"Yes, somewhat limited","2011","66 and older","Full Time","20","","","","2"
"Yes, somewhat limited","2011","16-34 y.","Not Working","105","0.0983033517592188","0.0807729204487303","0.115833783069707","2"
"Yes, somewhat limited","2011","16-34 y.","Part Time","112","0.0892472304131444","0.0739365813280247","0.104557879498264","2"
"Yes, somewhat limited","2011","16-34 y.","Full Time","150","0.0767460662194543","0.0646064966390427","0.088885635799866","2"
"Yes, somewhat limited","2011","66 and older","Part Time","82","0.24132051397807","0.194365817131167","0.288275210824974","2"
"Yes, somewhat limited","2011","66 and older","Not Working","1668","0.364223929319455","0.350546352677873","0.377901505961037","2"
"Yes, strongly limited","2011","16-34 y.","Full Time","23","","","","1"
"Yes, strongly limited","2011","16-34 y.","Part Time","21","","","","1"
"Yes, strongly limited","2011","16-34 y.","Not Working","28","","","","1"
"Yes, strongly limited","2011","35-65 y.","Full Time","242","0.0422503635968705","0.0370933644859695","0.0474073627077714","1"
"Yes, strongly limited","2011","35-65 y.","Part Time","225","0.0844123382110429","0.074816045083364","0.0940086313387217","1"
"Yes, strongly limited","2011","35-65 y.","Not Working","511","0.254251543725771","0.236064277902075","0.272438809549466","1"
"Yes, strongly limited","2011","66 and older","Full Time","3","","","","1"
"Yes, strongly limited","2011","66 and older","Part Time","30","0.097282964445136","0.0647632317825316","0.12980269710774","1"
"Yes, strongly limited","2011","66 and older","Not Working","999","0.230337518225732","0.218369966027517","0.242305070423947","1"
"No, not limited","2012","35-65 y.","Not Working","1410","0.395034888634412","0.377657112806518","0.412412664462305","3"
"No, not limited","2012","66 and older","Full Time","43","0.653416004687762","0.537727409213334","0.76910460016219","3"
"No, not limited","2012","35-65 y.","Full Time","5820","0.734342488157502","0.724491825371249","0.744193150943754","3"
"No, not limited","2012","35-65 y.","Part Time","3373","0.63313206214263","0.619743847153997","0.646520277131263","3"
"No, not limited","2012","66 and older","Part Time","210","0.59547781052903","0.543308800139691","0.647646820918369","3"
"No, not limited","2012","66 and older","Not Working","1716","0.340302105698584","0.326833477342874","0.353770734054294","3"
"No, not limited","2012","16-34 y.","Not Working","1539","0.825317170612363","0.808038445988284","0.842595895236442","3"
"No, not limited","2012","16-34 y.","Part Time","1703","0.849965213229808","0.834330288639588","0.865600137820028","3"
"No, not limited","2012","16-34 y.","Full Time","2081","0.884520926568027","0.871664702439048","0.897377150697007","3"
"Yes, somewhat limited","2012","35-65 y.","Full Time","1641","0.230097411851234","0.220710368354621","0.239484455347847","2"
"Yes, somewhat limited","2012","16-34 y.","Not Working","259","0.139299278185665","0.123542165144423","0.155056391226906","2"
"Yes, somewhat limited","2012","35-65 y.","Part Time","1273","0.288623265981098","0.276035862835645","0.301210669126552","2"
"Yes, somewhat limited","2012","16-34 y.","Part Time","261","0.132602315700819","0.117753770141973","0.147450861259666","2"
"Yes, somewhat limited","2012","35-65 y.","Not Working","965","0.351587019824667","0.334614217007033","0.368559822642301","2"
"Yes, somewhat limited","2012","16-34 y.","Full Time","267","0.107805594316665","0.0953300894299917","0.120281099203338","2"
"Yes, somewhat limited","2012","66 and older","Full Time","17","","","","2"
"Yes, somewhat limited","2012","66 and older","Part Time","109","0.336287659984676","0.28607028069853","0.386505039270821","2"
"Yes, somewhat limited","2012","66 and older","Not Working","1903","0.408005012598954","0.39403456674662","0.421975458451289","2"
"Yes, strongly limited","2012","16-34 y.","Not Working","57","0.0353835512019725","0.026976297083455","0.04379080532049","1"
"Yes, strongly limited","2012","16-34 y.","Part Time","40","0.0174324710693725","0.0117024012613055","0.0231625408774394","1"
"Yes, strongly limited","2012","66 and older","Full Time","5","","","","1"
"Yes, strongly limited","2012","35-65 y.","Full Time","262","0.0355600999912646","0.0314298708648126","0.0396903291177166","1"
"Yes, strongly limited","2012","16-34 y.","Full Time","26","","","","1"
"Yes, strongly limited","2012","35-65 y.","Not Working","665","0.253378091540922","0.237916784872541","0.268839398209302","1"
"Yes, strongly limited","2012","66 and older","Part Time","21","","","","1"
"Yes, strongly limited","2012","35-65 y.","Part Time","332","0.0782446718762719","0.0707843792970786","0.0857049644554652","1"
"Yes, strongly limited","2012","66 and older","Not Working","1135","0.251692881702462","0.239356326479647","0.264029436925277","1"
