"ple0009","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","1-pers.-HH","West Germany","415","0.160518040905599","0.146528519349076","0.174507562462121"
"Yes, strongly limited","2011","1-pers.-HH","East Germany","141","0.135879372265308","0.113430190025024","0.158328554505592"
"Yes, strongly limited","2011","(Married) couple without C. ","West Germany","743","0.12336500653717","0.115061932283482","0.131668080790857"
"Yes, strongly limited","2011","(Married) couple without C. ","East Germany","274","0.134943684308583","0.120200308042773","0.149687060574394"
"Yes, strongly limited","2011","Single parent ","West Germany","69","0.0731559815202506","0.0559125266612107","0.0903994363792904"
"Yes, strongly limited","2011","Single parent ","East Germany","19","","",""
"Yes, strongly limited","2011","Couple + C. LE 16 ","West Germany","77","0.0327388329351238","0.025675092805823","0.0398025730644246"
"Yes, strongly limited","2011","Couple + C. LE 16 ","East Germany","21","","",""
"Yes, strongly limited","2011","Couple + C. GT 16 ","West Germany","138","0.0600197088697096","0.0506506954251757","0.0693887223142434"
"Yes, strongly limited","2011","Couple + C. GT 16 ","East Germany","59","0.0688276289180525","0.0501534211891334","0.0875018366469715"
"Yes, strongly limited","2011","Couple + C. LE and GT 16","West Germany","41","0.0523021405035028","0.0387057333905252","0.0658985476164804"
"Yes, strongly limited","2011","Couple + C. LE and GT 16","East Germany","12","","",""
"Yes, somewhat limited","2011","1-pers.-HH","West Germany","662","0.238037911331235","0.221807669156146","0.254268153506324"
"Yes, somewhat limited","2011","1-pers.-HH","East Germany","241","0.275005812608425","0.245752518848419","0.304259106368431"
"Yes, somewhat limited","2011","(Married) couple without C. ","West Germany","1470","0.245488402900676","0.234622095737228","0.256354710064124"
"Yes, somewhat limited","2011","(Married) couple without C. ","East Germany","631","0.315156724156318","0.295109356098466","0.33520409221417"
"Yes, somewhat limited","2011","Single parent ","West Germany","165","0.207625175168434","0.180765461525422","0.234484888811446"
"Yes, somewhat limited","2011","Single parent ","East Germany","49","0.142265142336112","0.101638147186331","0.182892137485893"
"Yes, somewhat limited","2011","Couple + C. LE 16 ","West Germany","292","0.13461877842174","0.121070385087593","0.148167171755887"
"Yes, somewhat limited","2011","Couple + C. LE 16 ","East Germany","75","0.117047873251137","0.0925589642006178","0.141536782301656"
"Yes, somewhat limited","2011","Couple + C. GT 16 ","West Germany","429","0.178472925091459","0.163369179652824","0.193576670530095"
"Yes, somewhat limited","2011","Couple + C. GT 16 ","East Germany","127","0.174824749305433","0.146807835470634","0.202841663140231"
"Yes, somewhat limited","2011","Couple + C. LE and GT 16","West Germany","135","0.113679795094105","0.0942947665601827","0.133064823628028"
"Yes, somewhat limited","2011","Couple + C. LE and GT 16","East Germany","23","","",""
"No, not limited","2011","1-pers.-HH","West Germany","1568","0.601444047763166","0.582785513766236","0.620102581760097"
"No, not limited","2011","1-pers.-HH","East Germany","513","0.589114815126267","0.556882107650064","0.621347522602469"
"No, not limited","2011","(Married) couple without C. ","West Germany","3813","0.631146590562154","0.618964395513909","0.6433287856104"
"No, not limited","2011","(Married) couple without C. ","East Germany","1158","0.549899591535099","0.528431428780325","0.571367754289873"
"No, not limited","2011","Single parent ","West Germany","642","0.719218843311315","0.689460376922246","0.748977309700384"
"No, not limited","2011","Single parent ","East Germany","216","0.790233743651848","0.742882158731275","0.83758532857242"
"No, not limited","2011","Couple + C. LE 16 ","West Germany","2069","0.832642388643136","0.817824605557985","0.847460171728287"
"No, not limited","2011","Couple + C. LE 16 ","East Germany","566","0.84405299160194","0.816415891153797","0.871690092050082"
"No, not limited","2011","Couple + C. GT 16 ","West Germany","1902","0.761507366038831","0.744697583879576","0.778317148198087"
"No, not limited","2011","Couple + C. GT 16 ","East Germany","520","0.756347621776515","0.724681725074837","0.788013518478193"
"No, not limited","2011","Couple + C. LE and GT 16","West Germany","854","0.834018064402392","0.811296008722384","0.8567401200824"
"No, not limited","2011","Couple + C. LE and GT 16","East Germany","159","0.819145403622665","0.764983677001696","0.873307130243634"
"Yes, strongly limited","2012","1-pers.-HH","West Germany","449","0.156655682011225","0.143068285210439","0.170243078812011"
"Yes, strongly limited","2012","1-pers.-HH","East Germany","171","0.165329128368144","0.141594327290358","0.189063929445929"
"Yes, strongly limited","2012","(Married) couple without C. ","West Germany","776","0.12914155631212","0.120613272201323","0.137669840422917"
"Yes, strongly limited","2012","(Married) couple without C. ","East Germany","330","0.164525325631908","0.148511210662644","0.180539440601172"
"Yes, strongly limited","2012","Single parent ","West Germany","186","0.0974768872759054","0.0849598077647628","0.109993966787048"
"Yes, strongly limited","2012","Single parent ","East Germany","43","0.0601997883926687","0.041119884752985","0.0792796920323524"
"Yes, strongly limited","2012","Couple + C. LE 16 ","West Germany","207","0.0314692276835317","0.0269816670303786","0.0359567883366847"
"Yes, strongly limited","2012","Couple + C. LE 16 ","East Germany","39","0.0285735748521775","0.0198681837306984","0.0372789659736566"
"Yes, strongly limited","2012","Couple + C. GT 16 ","West Germany","119","0.0473745224610191","0.0387762701262379","0.0559727747958004"
"Yes, strongly limited","2012","Couple + C. GT 16 ","East Germany","43","0.070810119159738","0.0509528750534433","0.0906673632660327"
"Yes, strongly limited","2012","Couple + C. LE and GT 16","West Germany","81","0.0520304251214807","0.0415378148409847","0.0625230354019767"
"Yes, strongly limited","2012","Couple + C. LE and GT 16","East Germany","14","","",""
"Yes, somewhat limited","2012","1-pers.-HH","West Germany","807","0.303851994994306","0.286659355425306","0.321044634563307"
"Yes, somewhat limited","2012","1-pers.-HH","East Germany","307","0.321128586557452","0.29129630124753","0.350960871867374"
"Yes, somewhat limited","2012","(Married) couple without C. ","West Germany","1863","0.304579613726919","0.29287575709342","0.316283470360418"
"Yes, somewhat limited","2012","(Married) couple without C. ","East Germany","724","0.347231254250885","0.326667187805581","0.367795320696188"
"Yes, somewhat limited","2012","Single parent ","West Germany","477","0.211495257729449","0.194261678298681","0.228728837160217"
"Yes, somewhat limited","2012","Single parent ","East Germany","153","0.2064797295727","0.174010001654001","0.2389494574914"
"Yes, somewhat limited","2012","Couple + C. LE 16 ","West Germany","917","0.16048635240246","0.151051317505565","0.169921387299355"
"Yes, somewhat limited","2012","Couple + C. LE 16 ","East Germany","251","0.190062122943269","0.169561139969432","0.210563105917106"
"Yes, somewhat limited","2012","Couple + C. GT 16 ","West Germany","538","0.230134863098476","0.213098566144094","0.247171160052858"
"Yes, somewhat limited","2012","Couple + C. GT 16 ","East Germany","135","0.202356179460272","0.171254645145113","0.233457713775431"
"Yes, somewhat limited","2012","Couple + C. LE and GT 16","West Germany","335","0.192710176205744","0.174075376929167","0.211344975482321"
"Yes, somewhat limited","2012","Couple + C. LE and GT 16","East Germany","61","0.312501314422252","0.256903935129444","0.368098693715061"
"No, not limited","2012","1-pers.-HH","West Germany","1493","0.539492322994469","0.520859794549256","0.558124851439681"
"No, not limited","2012","1-pers.-HH","East Germany","463","0.513542285074404","0.481607504853949","0.545477065294859"
"No, not limited","2012","(Married) couple without C. ","West Germany","3301","0.566278829960961","0.553675789169816","0.578881870752107"
"No, not limited","2012","(Married) couple without C. ","East Germany","1005","0.488243420117207","0.466652565407561","0.509834274826853"
"No, not limited","2012","Single parent ","West Germany","1494","0.691027854994646","0.671528041419013","0.710527668570279"
"No, not limited","2012","Single parent ","East Germany","401","0.733320482034631","0.697847094471038","0.768793869598224"
"No, not limited","2012","Couple + C. LE 16 ","West Germany","4690","0.808044419914008","0.797920969364584","0.818167870463433"
"No, not limited","2012","Couple + C. LE 16 ","East Germany","1117","0.781364302204554","0.759767554156556","0.802961050252551"
"No, not limited","2012","Couple + C. GT 16 ","West Germany","1688","0.722490614440505","0.704367551017985","0.740613677863025"
"No, not limited","2012","Couple + C. GT 16 ","East Germany","463","0.72683370137999","0.69233917682256","0.761328225937421"
"No, not limited","2012","Couple + C. LE and GT 16","West Germany","1305","0.755259398672775","0.734947115776824","0.775571681568726"
"No, not limited","2012","Couple + C. LE and GT 16","East Germany","192","0.633979350329701","0.576198648809091","0.691760051850311"
"Yes, strongly limited","2013","1-pers.-HH","West Germany","442","0.160377998487471","0.147205098250503","0.173550898724439"
"Yes, strongly limited","2013","1-pers.-HH","East Germany","158","0.169318550117991","0.145018505524475","0.193618594711507"
"Yes, strongly limited","2013","(Married) couple without C. ","West Germany","737","0.119893197775202","0.111902947399979","0.127883448150425"
"Yes, strongly limited","2013","(Married) couple without C. ","East Germany","286","0.13491930420827","0.120166321353843","0.149672287062697"
"Yes, strongly limited","2013","Single parent ","West Germany","184","0.089098224456878","0.0775947045854967","0.100601744328259"
"Yes, strongly limited","2013","Single parent ","East Germany","41","0.0586799821027187","0.0397477913662659","0.0776121728391716"
"Yes, strongly limited","2013","Couple + C. LE 16 ","West Germany","238","0.0352080056301432","0.0308190311772603","0.0395969800830262"
"Yes, strongly limited","2013","Couple + C. LE 16 ","East Germany","56","0.0396388263993559","0.0294404010482271","0.0498372517504847"
"Yes, strongly limited","2013","Couple + C. GT 16 ","West Germany","188","0.0668680051161202","0.0576107425555783","0.076125267676662"
"Yes, strongly limited","2013","Couple + C. GT 16 ","East Germany","29","","",""
"Yes, strongly limited","2013","Couple + C. LE and GT 16","West Germany","108","0.0531946831438139","0.0438402348899038","0.062549131397724"
"Yes, strongly limited","2013","Couple + C. LE and GT 16","East Germany","20","","",""
"Yes, somewhat limited","2013","1-pers.-HH","West Germany","784","0.268135123998879","0.252232843518447","0.284037404479312"
"Yes, somewhat limited","2013","1-pers.-HH","East Germany","274","0.282173459705293","0.253012260390691","0.311334659019894"
"Yes, somewhat limited","2013","(Married) couple without C. ","West Germany","1771","0.285051844645147","0.273947456587929","0.296156232702365"
"Yes, somewhat limited","2013","(Married) couple without C. ","East Germany","716","0.341046907156218","0.320575448486898","0.361518365825538"
"Yes, somewhat limited","2013","Single parent ","West Germany","508","0.211959679028148","0.195456740036343","0.228462618019952"
"Yes, somewhat limited","2013","Single parent ","East Germany","143","0.207803474187373","0.17511985765245","0.240487090722297"
"Yes, somewhat limited","2013","Couple + C. LE 16 ","West Germany","1016","0.145925174307954","0.137518222347754","0.154332126268153"
"Yes, somewhat limited","2013","Couple + C. LE 16 ","East Germany","220","0.146177904082615","0.127711599657722","0.164644208507508"
