"ple0009","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Schleswig-Holstein","West Germany","64","0.103731508128563","0.0802730127456356","0.127190003511491"
"Yes, strongly limited","2011","Schleswig-Holstein","East Germany","","","",""
"Yes, strongly limited","2011","Hamburg","West Germany","21","","",""
"Yes, strongly limited","2011","Hamburg","East Germany","","","",""
"Yes, strongly limited","2011","Lower Saxony","West Germany","174","0.109101114202092","0.0951230655315846","0.1230791628726"
"Yes, strongly limited","2011","Lower Saxony","East Germany","","","",""
"Yes, strongly limited","2011","Bremen","West Germany","15","","",""
"Yes, strongly limited","2011","Bremen","East Germany","","","",""
"Yes, strongly limited","2011","North Rhine-Westphalia","West Germany","403","0.106909752613173","0.0974767396115864","0.11634276561476"
"Yes, strongly limited","2011","North Rhine-Westphalia","East Germany","","","",""
"Yes, strongly limited","2011","Hesse","West Germany","154","0.121468848750394","0.10439969136829","0.138538006132497"
"Yes, strongly limited","2011","Hesse","East Germany","","","",""
"Yes, strongly limited","2011","Rhineland-Palatinate,Saarland","West Germany","134","0.114988817669081","0.0969695543859153","0.133008080952246"
"Yes, strongly limited","2011","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes, strongly limited","2011","Baden-Württemberg","West Germany","222","0.0979913310060057","0.0862785594365047","0.109704102575507"
"Yes, strongly limited","2011","Baden-Württemberg","East Germany","","","",""
"Yes, strongly limited","2011","Bavaria","West Germany","314","0.113921394876004","0.102852608494575","0.124990181257432"
"Yes, strongly limited","2011","Bavaria","East Germany","","","",""
"Yes, strongly limited","2011","Berlin","West Germany","37","0.120322629398304","0.0893919832231512","0.151253275573458"
"Yes, strongly limited","2011","Berlin","East Germany","37","0.121831138797154","0.0877095765563134","0.155952701037994"
"Yes, strongly limited","2011","Brandenburg","West Germany","","","",""
"Yes, strongly limited","2011","Brandenburg","East Germany","106","0.108577545848017","0.088045813519853","0.129109278176182"
"Yes, strongly limited","2011","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes, strongly limited","2011","Mecklenburg-Western Pomerania","East Germany","66","0.139716722300492","0.109657165304763","0.169776279296221"
"Yes, strongly limited","2011","Saxony","West Germany","","","",""
"Yes, strongly limited","2011","Saxony","East Germany","139","0.0962534062032372","0.0807928221695918","0.111713990236883"
"Yes, strongly limited","2011","Saxony-Anhalt","West Germany","","","",""
"Yes, strongly limited","2011","Saxony-Anhalt","East Germany","98","0.11366776380332","0.0925520795629835","0.134783448043656"
"Yes, strongly limited","2011","Thuringia","West Germany","","","",""
"Yes, strongly limited","2011","Thuringia","East Germany","98","0.127080594295215","0.105112396409274","0.149048792181156"
"Yes, somewhat limited","2011","Schleswig-Holstein","West Germany","126","0.184226485536516","0.154401064941882","0.21405190613115"
"Yes, somewhat limited","2011","Schleswig-Holstein","East Germany","","","",""
"Yes, somewhat limited","2011","Hamburg","West Germany","51","0.172235971259508","0.130538663197905","0.21393327932111"
"Yes, somewhat limited","2011","Hamburg","East Germany","","","",""
