"ple0009","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Full Time","no migration background","250","0.0375015264820665","0.0329825747609779","0.0420204782031551"
"Yes, strongly limited","2011","Full Time","direct migration background","14","","",""
"Yes, strongly limited","2011","Full Time","indirect migration background","4","","",""
"Yes, strongly limited","2011","Part Time","no migration background","250","0.0732311150650316","0.0652781762172436","0.0811840539128196"
"Yes, strongly limited","2011","Part Time","direct migration background","22","","",""
"Yes, strongly limited","2011","Part Time","indirect migration background","4","","",""
"Yes, strongly limited","2011","Not Working","no migration background","1364","0.218191246781416","0.208511718272907","0.227870775289925"
"Yes, strongly limited","2011","Not Working","direct migration background","162","0.194884210611841","0.168192254102702","0.22157616712098"
"Yes, strongly limited","2011","Not Working","indirect migration background","12","","",""
"Yes, somewhat limited","2011","Full Time","no migration background","1061","0.158507655914143","0.149820784156467","0.16719452767182"
"Yes, somewhat limited","2011","Full Time","direct migration background","99","0.158124811984805","0.129857665458983","0.186391958510628"
"Yes, somewhat limited","2011","Full Time","indirect migration background","32","0.0703886916013721","0.042578207045725","0.0981991761570192"
"Yes, somewhat limited","2011","Part Time","no migration background","717","0.190433193775467","0.178446710898645","0.202419676652289"
"Yes, somewhat limited","2011","Part Time","direct migration background","88","0.169579085954174","0.137200451825406","0.201957720082943"
"Yes, somewhat limited","2011","Part Time","indirect migration background","26","","",""
"Yes, somewhat limited","2011","Not Working","no migration background","2107","0.31747684313253","0.306567464903088","0.328386221361973"
"Yes, somewhat limited","2011","Not Working","direct migration background","228","0.297796307847658","0.2669818792908","0.328610736404516"
"Yes, somewhat limited","2011","Not Working","indirect migration background","26","","",""
"No, not limited","2011","Full Time","no migration background","5479","0.80399081760379","0.794548535821067","0.813433099386513"
"No, not limited","2011","Full Time","direct migration background","527","0.823331348406136","0.793783546623038","0.852879150189233"
"No, not limited","2011","Full Time","indirect migration background","289","0.919438949162938","0.889849940127971","0.949027958197905"
"No, not limited","2011","Part Time","no migration background","3155","0.736335691159501","0.722884594431343","0.74978678788766"
"No, not limited","2011","Part Time","direct migration background","406","0.781480416756876","0.745824839522765","0.817135993990987"
"No, not limited","2011","Part Time","indirect migration background","207","0.883854540772502","0.843063439126615","0.924645642418389"
"No, not limited","2011","Not Working","no migration background","3523","0.464331910086053","0.452643715577684","0.476020104594422"
"No, not limited","2011","Not Working","direct migration background","456","0.507319481540501","0.473630616943876","0.541008346137125"
"No, not limited","2011","Not Working","indirect migration background","187","0.810369274430869","0.759147730087479","0.861590818774259"
"Yes, strongly limited","2012","Full Time","no migration background","244","0.029184725607774","0.025635058724998","0.0327343924905501"
