"ple0009","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, somewhat limited","2011","35-65 y.","(1b) general elementary school","168","0.270376336875303","0.236152417361064","0.304600256389542"
"Yes, somewhat limited","2011","35-65 y.","(1c) basic vocational qualification","623","0.223763222641645","0.208563314676771","0.23896313060652"
"Yes, somewhat limited","2011","35-65 y.","(2b) intermediate general qualification","31","0.227566081843703","0.158607495043935","0.29652466864347"
"Yes, somewhat limited","2011","35-65 y.","(2a) intermediate vocational","663","0.20825225295492","0.194700678167337","0.221803827742503"
"Yes, somewhat limited","2011","35-65 y.","(2c_gen) general maturity certificate","44","0.2649865259522","0.199412324150169","0.330560727754231"
"Yes, somewhat limited","2011","35-65 y.","(2c_voc) vocational maturity certificate","171","0.182204787571282","0.15744899546706","0.206960579675505"
"Yes, somewhat limited","2011","35-65 y.","(3a) lower tertiary education","190","0.19349804729954","0.169927027447972","0.217069067151109"
"Yes, somewhat limited","2011","35-65 y.","(3b) higher tertiary education","298","0.174359654225311","0.156588179384888","0.192131129065733"
"Yes, somewhat limited","2011","66 and older","(0) in school","","","",""
"Yes, somewhat limited","2011","66 and older","(1a) inadequately completed","31","0.352051593154719","0.244673752768201","0.459429433541237"
"Yes, somewhat limited","2011","66 and older","(1b) general elementary school","290","0.378986321654228","0.344495491636844","0.413477151671612"
"Yes, somewhat limited","2011","66 and older","(1c) basic vocational qualification","750","0.351130596728261","0.331093590670896","0.371167602785626"
"Yes, somewhat limited","2011","66 and older","(2b) intermediate general qualification","21","","",""
"Yes, somewhat limited","2011","66 and older","(2a) intermediate vocational","233","0.35347410434244","0.318085711010132","0.388862497674748"
"Yes, somewhat limited","2011","66 and older","(2c_gen) general maturity certificate","10","","",""
"Yes, somewhat limited","2011","66 and older","(2c_voc) vocational maturity certificate","64","0.335266639881436","0.269840393997781","0.40069288576509"
"Yes, somewhat limited","2011","66 and older","(3a) lower tertiary education","161","0.398037685853682","0.352761308758833","0.443314062948532"
"Yes, somewhat limited","2011","66 and older","(3b) higher tertiary education","199","0.324726699861522","0.288419191122778","0.361034208600266"
"No, not limited","2011","16-34 y.","(0) in school","294","0.926979930072355","0.898203325111247","0.955756535033464"
"No, not limited","2011","16-34 y.","(1a) inadequately completed","30","0.805563500227272","0.676282224813919","0.934844775640626"
"No, not limited","2011","16-34 y.","(1b) general elementary school","221","0.892431997064085","0.854698476388403","0.930165517739767"
"No, not limited","2011","16-34 y.","(1c) basic vocational qualification","347","0.857908092528225","0.823389198689846","0.892426986366604"
"No, not limited","2011","16-34 y.","(2b) intermediate general qualification","289","0.898482487709592","0.865748455424974","0.931216519994209"
"No, not limited","2011","16-34 y.","(2a) intermediate vocational","727","0.898650501381552","0.877931181311338","0.919369821451767"
"No, not limited","2011","16-34 y.","(2c_gen) general maturity certificate","613","0.926826068357118","0.907092194510667","0.946559942203568"
"No, not limited","2011","16-34 y.","(2c_voc) vocational maturity certificate","391","0.88107370169656","0.850793350991315","0.911354052401805"
"No, not limited","2011","16-34 y.","(3a) lower tertiary education","197","0.927111371946208","0.89220102770587","0.962021716186545"
"No, not limited","2011","16-34 y.","(3b) higher tertiary education","400","0.924065244492724","0.899086084187252","0.949044404798197"
"No, not limited","2011","35-65 y.","(0) in school","","","",""
"No, not limited","2011","35-65 y.","(1a) inadequately completed","70","0.487381414013394","0.403682569319131","0.571080258707658"
"No, not limited","2011","35-65 y.","(1b) general elementary school","379","0.565755563233232","0.527563114976144","0.60394801149032"
"No, not limited","2011","35-65 y.","(1c) basic vocational qualification","1917","0.653468903293573","0.636113565701726","0.67082424088542"
"No, not limited","2011","35-65 y.","(2b) intermediate general qualification","97","0.671389975425456","0.594134058924127","0.748645891926785"
"No, not limited","2011","35-65 y.","(2a) intermediate vocational","2514","0.70696853865807","0.691778507560296","0.722158569755843"
"No, not limited","2011","35-65 y.","(2c_gen) general maturity certificate","121","0.713960907268846","0.646814407405239","0.781107407132452"
"No, not limited","2011","35-65 y.","(2c_voc) vocational maturity certificate","704","0.75045210485502","0.722698902740272","0.778205306969768"
"No, not limited","2011","35-65 y.","(3a) lower tertiary education","825","0.756694615350531","0.731092635543634","0.782296595157428"
"No, not limited","2011","35-65 y.","(3b) higher tertiary education","1376","0.7771417184904","0.757649129827414","0.796634307153385"
"No, not limited","2011","66 and older","(0) in school","","","",""
"No, not limited","2011","66 and older","(1a) inadequately completed","25","","",""
"No, not limited","2011","66 and older","(1b) general elementary school","261","0.327952211349119","0.294575260829122","0.361329161869117"
"No, not limited","2011","66 and older","(1c) basic vocational qualification","943","0.415254021971228","0.394568790282278","0.435939253660179"
"No, not limited","2011","66 and older","(2b) intermediate general qualification","30","0.480918603459719","0.361281962589554","0.600555244329883"
"No, not limited","2011","66 and older","(2a) intermediate vocational","351","0.4804476623012","0.443462564117218","0.517432760485182"
"No, not limited","2011","66 and older","(2c_gen) general maturity certificate","19","","",""
"No, not limited","2011","66 and older","(2c_voc) vocational maturity certificate","93","0.427285454246809","0.358726962578478","0.495843945915141"
"No, not limited","2011","66 and older","(3a) lower tertiary education","224","0.422107508944171","0.376423944186847","0.467791073701495"
"No, not limited","2011","66 and older","(3b) higher tertiary education","378","0.566139946045892","0.527713130606906","0.604566761484879"
"Yes, strongly limited","2012","16-34 y.","(0) in school","5","","",""
"Yes, strongly limited","2012","16-34 y.","(1a) inadequately completed","8","","",""
"Yes, strongly limited","2012","16-34 y.","(1b) general elementary school","18","","",""
"Yes, strongly limited","2012","16-34 y.","(1c) basic vocational qualification","13","","",""
"Yes, strongly limited","2012","16-34 y.","(2b) intermediate general qualification","12","","",""
"Yes, strongly limited","2012","16-34 y.","(2a) intermediate vocational","31","0.0164896191320434","0.00951038761303906","0.0234688506510477"
"Yes, strongly limited","2012","16-34 y.","(2c_gen) general maturity certificate","12","","",""
"Yes, strongly limited","2012","16-34 y.","(2c_voc) vocational maturity certificate","10","","",""
"Yes, strongly limited","2012","16-34 y.","(3a) lower tertiary education","1","","",""
"Yes, strongly limited","2012","16-34 y.","(3b) higher tertiary education","3","","",""
"Yes, strongly limited","2012","35-65 y.","(0) in school","","","",""
"Yes, strongly limited","2012","35-65 y.","(1a) inadequately completed","43","0.22935151988431","0.172079580118765","0.286623459649855"
"Yes, strongly limited","2012","35-65 y.","(1b) general elementary school","138","0.130764141366159","0.108602069402885","0.152926213329433"
"Yes, strongly limited","2012","35-65 y.","(1c) basic vocational qualification","420","0.126905907370368","0.115918926173926","0.137892888566809"
"Yes, strongly limited","2012","35-65 y.","(2b) intermediate general qualification","27","","",""
"Yes, strongly limited","2012","35-65 y.","(2a) intermediate vocational","347","0.0821135495200483","0.0743711350215156","0.0898559640185809"
"Yes, strongly limited","2012","35-65 y.","(2c_gen) general maturity certificate","19","","",""
"Yes, strongly limited","2012","35-65 y.","(2c_voc) vocational maturity certificate","83","0.0485849060580199","0.03822669408743","0.0589431180286099"
"Yes, strongly limited","2012","35-65 y.","(3a) lower tertiary education","77","0.0491127287268855","0.0379742599008983","0.0602511975528726"
"Yes, strongly limited","2012","35-65 y.","(3b) higher tertiary education","94","0.04530106929507","0.0373196203082036","0.0532825182819364"
"Yes, strongly limited","2012","66 and older","(0) in school","","","",""
"Yes, strongly limited","2012","66 and older","(1a) inadequately completed","30","0.412013801051434","0.301356329416256","0.522671272686611"
"Yes, strongly limited","2012","66 and older","(1b) general elementary school","224","0.315437841642867","0.281888987811302","0.348986695474432"
"Yes, strongly limited","2012","66 and older","(1c) basic vocational qualification","529","0.250910789533134","0.232542545368645","0.269279033697622"
"Yes, strongly limited","2012","66 and older","(2b) intermediate general qualification","16","","",""
"Yes, strongly limited","2012","66 and older","(2a) intermediate vocational","136","0.16929380839765","0.142015085018774","0.196572531776527"
"Yes, strongly limited","2012","66 and older","(2c_gen) general maturity certificate","11","","",""
"Yes, strongly limited","2012","66 and older","(2c_voc) vocational maturity certificate","43","0.245705211474384","0.184811111726895","0.306599311221873"
"Yes, strongly limited","2012","66 and older","(3a) lower tertiary education","77","0.202388593563668","0.166218668047334","0.238558519080002"
"Yes, strongly limited","2012","66 and older","(3b) higher tertiary education","79","0.142699962393506","0.116056083741498","0.169343841045513"
"Yes, somewhat limited","2012","16-34 y.","(0) in school","52","0.0980773886577989","0.071274191240278","0.12488058607532"
"Yes, somewhat limited","2012","16-34 y.","(1a) inadequately completed","28","","",""
"Yes, somewhat limited","2012","16-34 y.","(1b) general elementary school","83","0.148447235900037","0.118120688559982","0.178773783240091"
"Yes, somewhat limited","2012","16-34 y.","(1c) basic vocational qualification","100","0.168896342355229","0.140463328731356","0.197329355979102"
"Yes, somewhat limited","2012","16-34 y.","(2b) intermediate general qualification","69","0.13474325518813","0.103265417778455","0.166221092597804"
"Yes, somewhat limited","2012","16-34 y.","(2a) intermediate vocational","176","0.152471155441136","0.132770353342525","0.172171957539747"
"Yes, somewhat limited","2012","16-34 y.","(2c_gen) general maturity certificate","63","0.0808478946103945","0.0613643836005849","0.100331405620204"
"Yes, somewhat limited","2012","16-34 y.","(2c_voc) vocational maturity certificate","74","0.104902337524483","0.0803425110882898","0.129462163960677"
"Yes, somewhat limited","2012","16-34 y.","(3a) lower tertiary education","29","","",""
"Yes, somewhat limited","2012","16-34 y.","(3b) higher tertiary education","55","0.0915328078478536","0.0683624562166594","0.114703159479048"
"Yes, somewhat limited","2012","35-65 y.","(0) in school","","","",""
"Yes, somewhat limited","2012","35-65 y.","(1a) inadequately completed","60","0.364118513214622","0.298568559531033","0.429668466898211"
"Yes, somewhat limited","2012","35-65 y.","(1b) general elementary school","263","0.332988074715818","0.30200829323861","0.363967856193025"
"Yes, somewhat limited","2012","35-65 y.","(1c) basic vocational qualification","969","0.295578247844274","0.280517048685922","0.310639447002626"
"Yes, somewhat limited","2012","35-65 y.","(2b) intermediate general qualification","63","0.280841394330726","0.221590507453849","0.340092281207602"
"Yes, somewhat limited","2012","35-65 y.","(2a) intermediate vocational","1215","0.27334254744134","0.260773770744053","0.285911324138628"
"Yes, somewhat limited","2012","35-65 y.","(2c_gen) general maturity certificate","75","0.317313525840872","0.263372398833892","0.371254652847852"
"Yes, somewhat limited","2012","35-65 y.","(2c_voc) vocational maturity certificate","384","0.250088087803985","0.2292239366164","0.270952238991571"
"Yes, somewhat limited","2012","35-65 y.","(3a) lower tertiary education","306","0.228300469047717","0.206666237949363","0.249934700146071"
"Yes, somewhat limited","2012","35-65 y.","(3b) higher tertiary education","523","0.206893931943689","0.191347389728561","0.222440474158818"
"Yes, somewhat limited","2012","66 and older","(0) in school","","","",""
"Yes, somewhat limited","2012","66 and older","(1a) inadequately completed","29","","",""
"Yes, somewhat limited","2012","66 and older","(1b) general elementary school","310","0.414073348603907","0.378512295579423","0.449634401628391"
"Yes, somewhat limited","2012","66 and older","(1c) basic vocational qualification","824","0.393454041541065","0.372756437881323","0.414151645200807"
"Yes, somewhat limited","2012","66 and older","(2b) intermediate general qualification","25","","",""
"Yes, somewhat limited","2012","66 and older","(2a) intermediate vocational","285","0.426014190559246","0.390044028763847","0.461984352354645"
"Yes, somewhat limited","2012","66 and older","(2c_gen) general maturity certificate","13","","",""
"Yes, somewhat limited","2012","66 and older","(2c_voc) vocational maturity certificate","65","0.369612044502951","0.301335035538142","0.43788905346776"
"Yes, somewhat limited","2012","66 and older","(3a) lower tertiary education","204","0.423360608800685","0.378880453292734","0.467840764308636"
"Yes, somewhat limited","2012","66 and older","(3b) higher tertiary education","260","0.396476571803459","0.359213819649508","0.433739323957409"
"No, not limited","2012","16-34 y.","(0) in school","416","0.889760101452472","0.861535787995321","0.917984414909622"
"No, not limited","2012","16-34 y.","(1a) inadequately completed","90","0.729521616079139","0.651959761970071","0.807083470188207"
"No, not limited","2012","16-34 y.","(1b) general elementary school","427","0.814836289061863","0.781704548732896","0.847968029390831"
"No, not limited","2012","16-34 y.","(1c) basic vocational qualification","554","0.812927799414132","0.783332973532852","0.842522625295413"
"No, not limited","2012","16-34 y.","(2b) intermediate general qualification","371","0.842274245598618","0.808672878995946","0.87587561220129"
"No, not limited","2012","16-34 y.","(2a) intermediate vocational","1072","0.831039225426821","0.810503193716664","0.851575257136977"
"No, not limited","2012","16-34 y.","(2c_gen) general maturity certificate","677","0.899908302502307","0.878457807068024","0.92135879793659"
"No, not limited","2012","16-34 y.","(2c_voc) vocational maturity certificate","514","0.884605082925483","0.858997678883527","0.910212486967439"
"No, not limited","2012","16-34 y.","(3a) lower tertiary education","242","0.898071097874614","0.862115404165189","0.934026791584038"
"No, not limited","2012","16-34 y.","(3b) higher tertiary education","537","0.906298259019891","0.882882997585504","0.929713520454279"
"No, not limited","2012","35-65 y.","(0) in school","","","",""
"No, not limited","2012","35-65 y.","(1a) inadequately completed","104","0.406529966901068","0.339617260224661","0.473442673577474"
"No, not limited","2012","35-65 y.","(1b) general elementary school","488","0.536247783918023","0.503466726029118","0.569028841806928"
"No, not limited","2012","35-65 y.","(1c) basic vocational qualification","2137","0.577515844785358","0.561211847212371","0.593819842358346"
"No, not limited","2012","35-65 y.","(2b) intermediate general qualification","131","0.573181172996494","0.507970347700412","0.638391998292576"
"No, not limited","2012","35-65 y.","(2a) intermediate vocational","3268","0.644543903038611","0.631045146582713","0.65804265949451"
"No, not limited","2012","35-65 y.","(2c_gen) general maturity certificate","192","0.621063352678679","0.564840052988621","0.677286652368737"
"No, not limited","2012","35-65 y.","(2c_voc) vocational maturity certificate","1188","0.701327006137995","0.679277069240025","0.723376943035965"
"No, not limited","2012","35-65 y.","(3a) lower tertiary education","1063","0.722586802225398","0.699510165343581","0.745663439107214"
"No, not limited","2012","35-65 y.","(3b) higher tertiary education","1991","0.747804998761241","0.731138026350386","0.764471971172095"
"No, not limited","2012","66 and older","(0) in school","","","",""
"No, not limited","2012","66 and older","(1a) inadequately completed","17","","",""
"No, not limited","2012","66 and older","(1b) general elementary school","203","0.270488809753226","0.238418365384756","0.302559254121697"
"No, not limited","2012","66 and older","(1c) basic vocational qualification","787","0.355635168925801","0.33535323003688","0.375917107814723"
"No, not limited","2012","66 and older","(2b) intermediate general qualification","32","0.441982170388348","0.328058734705386","0.555905606071311"
"No, not limited","2012","66 and older","(2a) intermediate vocational","305","0.404692001043104","0.368988323633479","0.440395678452729"
"No, not limited","2012","66 and older","(2c_gen) general maturity certificate","15","","",""
"No, not limited","2012","66 and older","(2c_voc) vocational maturity certificate","84","0.384682744022665","0.315865325613283","0.453500162432047"
"No, not limited","2012","66 and older","(3a) lower tertiary education","193","0.374250797635647","0.330685524638457","0.417816070632836"
"No, not limited","2012","66 and older","(3b) higher tertiary education","323","0.460823465803035","0.422852479284493","0.498794452321577"
"Yes, strongly limited","2013","16-34 y.","(0) in school","6","","",""
"Yes, strongly limited","2013","16-34 y.","(1a) inadequately completed","10","","",""
"Yes, strongly limited","2013","16-34 y.","(1b) general elementary school","31","0.0403305419823363","0.0270658367855104","0.0535952471791622"
"Yes, strongly limited","2013","16-34 y.","(1c) basic vocational qualification","22","","",""
"Yes, strongly limited","2013","16-34 y.","(2b) intermediate general qualification","22","","",""
"Yes, strongly limited","2013","16-34 y.","(2a) intermediate vocational","24","","",""
"Yes, strongly limited","2013","16-34 y.","(2c_gen) general maturity certificate","16","","",""
"Yes, strongly limited","2013","16-34 y.","(2c_voc) vocational maturity certificate","12","","",""
"Yes, strongly limited","2013","16-34 y.","(3a) lower tertiary education","4","","",""
"Yes, strongly limited","2013","16-34 y.","(3b) higher tertiary education","2","","",""
"Yes, strongly limited","2013","35-65 y.","(0) in school","","","",""
"Yes, strongly limited","2013","35-65 y.","(1a) inadequately completed","71","0.190929355282516","0.152792262399309","0.229066448165722"
"Yes, strongly limited","2013","35-65 y.","(1b) general elementary school","180","0.160455344324044","0.140364274059302","0.180546414588787"
"Yes, strongly limited","2013","35-65 y.","(1c) basic vocational qualification","426","0.124773330183469","0.114185246766705","0.135361413600232"
"Yes, strongly limited","2013","35-65 y.","(2b) intermediate general qualification","32","0.145503751377809","0.100130878957404","0.190876623798213"
"Yes, strongly limited","2013","35-65 y.","(2a) intermediate vocational","356","0.0925575481425302","0.0842914498211816","0.100823646463879"
"Yes, strongly limited","2013","35-65 y.","(2c_gen) general maturity certificate","45","0.0929119426144319","0.0681496059133734","0.117674279315491"
"Yes, strongly limited","2013","35-65 y.","(2c_voc) vocational maturity certificate","111","0.0534415997122421","0.0435273880119798","0.0633558114125043"
"Yes, strongly limited","2013","35-65 y.","(3a) lower tertiary education","69","0.0495009015965735","0.0382426555081937","0.0607591476849533"
"Yes, strongly limited","2013","35-65 y.","(3b) higher tertiary education","122","0.0446922461734687","0.0374453866736234","0.051939105673314"
"Yes, strongly limited","2013","66 and older","(0) in school","","","",""
"Yes, strongly limited","2013","66 and older","(1a) inadequately completed","26","","",""
"Yes, strongly limited","2013","66 and older","(1b) general elementary school","183","0.285220910842685","0.251555364414332","0.318886457271039"
"Yes, strongly limited","2013","66 and older","(1c) basic vocational qualification","463","0.244899471501877","0.226137268908608","0.263661674095145"
"Yes, strongly limited","2013","66 and older","(2b) intermediate general qualification","13","","",""
"Yes, strongly limited","2013","66 and older","(2a) intermediate vocational","118","0.157768638122346","0.131105460135713","0.184431816108979"
"Yes, strongly limited","2013","66 and older","(2c_gen) general maturity certificate","12","","",""
"Yes, strongly limited","2013","66 and older","(2c_voc) vocational maturity certificate","44","0.210498072643015","0.153999984436608","0.266996160849423"
"Yes, strongly limited","2013","66 and older","(3a) lower tertiary education","66","0.158094914789276","0.125146983301832","0.191042846276721"
"Yes, strongly limited","2013","66 and older","(3b) higher tertiary education","76","0.119915698479252","0.0955878913999695","0.144243505558535"
"Yes, somewhat limited","2013","16-34 y.","(0) in school","54","0.0858697970472466","0.0640783798300019","0.107661214264491"
"Yes, somewhat limited","2013","16-34 y.","(1a) inadequately completed","32","0.150513206296286","0.0989870381626047","0.202039374429967"
"Yes, somewhat limited","2013","16-34 y.","(1b) general elementary school","110","0.14148050935602","0.11798184795113","0.16497917076091"
"Yes, somewhat limited","2013","16-34 y.","(1c) basic vocational qualification","105","0.142241463810815","0.117945536998553","0.166537390623077"
"Yes, somewhat limited","2013","16-34 y.","(2b) intermediate general qualification","89","0.107430215915982","0.0835696760727176","0.131290755759246"
"Yes, somewhat limited","2013","16-34 y.","(2a) intermediate vocational","172","0.104564956069585","0.0881631183533916","0.120966793785779"
"Yes, somewhat limited","2013","16-34 y.","(2c_gen) general maturity certificate","89","0.0796741794812219","0.0631770828117922","0.0961712761506517"
"Yes, somewhat limited","2013","16-34 y.","(2c_voc) vocational maturity certificate","75","0.0686494234428494","0.0495741292118021","0.0877247176738968"
"Yes, somewhat limited","2013","16-34 y.","(3a) lower tertiary education","18","","",""
"Yes, somewhat limited","2013","16-34 y.","(3b) higher tertiary education","61","0.0755631739695542","0.0576042569951086","0.0935220909439998"
"Yes, somewhat limited","2013","35-65 y.","(0) in school","","","",""
"Yes, somewhat limited","2013","35-65 y.","(1a) inadequately completed","118","0.287386739149256","0.243475234194571","0.331298244103942"
"Yes, somewhat limited","2013","35-65 y.","(1b) general elementary school","337","0.27745100544849","0.252941706988318","0.301960303908663"
"Yes, somewhat limited","2013","35-65 y.","(1c) basic vocational qualification","953","0.277109905357696","0.262769601246802","0.29145020946859"
"Yes, somewhat limited","2013","35-65 y.","(2b) intermediate general qualification","58","0.214427077952277","0.161614524611566","0.267239631292989"
"Yes, somewhat limited","2013","35-65 y.","(2a) intermediate vocational","1136","0.250890556265483","0.238525391921411","0.263255720609556"
"Yes, somewhat limited","2013","35-65 y.","(2c_gen) general maturity certificate","91","0.228013460846273","0.192227207112134","0.263799714580413"
"Yes, somewhat limited","2013","35-65 y.","(2c_voc) vocational maturity certificate","400","0.207639700247862","0.18975995581688","0.225519444678844"
"Yes, somewhat limited","2013","35-65 y.","(3a) lower tertiary education","259","0.212207121918016","0.190985707276981","0.23342853655905"
"Yes, somewhat limited","2013","35-65 y.","(3b) higher tertiary education","551","0.184418434171593","0.17081658469134","0.198020283651847"
"Yes, somewhat limited","2013","66 and older","(0) in school","","","",""
"Yes, somewhat limited","2013","66 and older","(1a) inadequately completed","33","0.389272474644229","0.283738630039855","0.494806319248603"
"Yes, somewhat limited","2013","66 and older","(1b) general elementary school","284","0.402238069279454","0.36567734593767","0.438798792621238"
"Yes, somewhat limited","2013","66 and older","(1c) basic vocational qualification","773","0.380331192614089","0.359150102867227","0.401512282360951"
"Yes, somewhat limited","2013","66 and older","(2b) intermediate general qualification","26","","",""
"Yes, somewhat limited","2013","66 and older","(2a) intermediate vocational","285","0.394300390185071","0.35855433518376","0.430046445186382"
"Yes, somewhat limited","2013","66 and older","(2c_gen) general maturity certificate","15","","",""
"Yes, somewhat limited","2013","66 and older","(2c_voc) vocational maturity certificate","73","0.37107443860226","0.304122487791199","0.438026389413321"
"Yes, somewhat limited","2013","66 and older","(3a) lower tertiary education","193","0.407852015567825","0.36347030145331","0.45223372968234"
"Yes, somewhat limited","2013","66 and older","(3b) higher tertiary education","226","0.346795393660216","0.311153227971709","0.382437559348724"
"No, not limited","2013","16-34 y.","(0) in school","575","0.90444848113128","0.881583442329288","0.927313519933271"
"No, not limited","2013","16-34 y.","(1a) inadequately completed","143","0.793468142431916","0.735134311351984","0.851801973511847"
"No, not limited","2013","16-34 y.","(1b) general elementary school","704","0.818188948661644","0.792183959314341","0.844193938008947"
"No, not limited","2013","16-34 y.","(1c) basic vocational qualification","667","0.838242208066811","0.812629517226829","0.863854898906793"
"No, not limited","2013","16-34 y.","(2b) intermediate general qualification","536","0.853510162844566","0.826264081610375","0.880756244078756"
"No, not limited","2013","16-34 y.","(2a) intermediate vocational","1141","0.868282757056458","0.85015540825062","0.886410105862295"
"No, not limited","2013","16-34 y.","(2c_gen) general maturity certificate","930","0.898578881018685","0.880187251128475","0.916970510908895"
"No, not limited","2013","16-34 y.","(2c_voc) vocational maturity certificate","588","0.916793899501126","0.895958125098581","0.937629673903671"
"No, not limited","2013","16-34 y.","(3a) lower tertiary education","263","0.925692003850313","0.895242747386121","0.956141260314506"
"No, not limited","2013","16-34 y.","(3b) higher tertiary education","769","0.924101361199297","0.906105889851765","0.94209683254683"
"No, not limited","2013","35-65 y.","(0) in school","1","","",""
"No, not limited","2013","35-65 y.","(1a) inadequately completed","219","0.521683905568228","0.473213212914918","0.570154598221538"
"No, not limited","2013","35-65 y.","(1b) general elementary school","765","0.562093650227465","0.534935571723336","0.589251728731594"
"No, not limited","2013","35-65 y.","(1c) basic vocational qualification","2363","0.598116764458836","0.582408104739065","0.613825424178606"
"No, not limited","2013","35-65 y.","(2b) intermediate general qualification","142","0.640069170669914","0.578306356372347","0.701831984967481"
"No, not limited","2013","35-65 y.","(2a) intermediate vocational","3230","0.656551895591987","0.643007794355279","0.670095996828695"
"No, not limited","2013","35-65 y.","(2c_gen) general maturity certificate","392","0.679074596539295","0.6392554525261","0.71889374055249"
"No, not limited","2013","35-65 y.","(2c_voc) vocational maturity certificate","1466","0.738918700039896","0.719557558122954","0.758279841956838"
"No, not limited","2013","35-65 y.","(3a) lower tertiary education","1098","0.738291976485411","0.715477478265346","0.761106474705476"
"No, not limited","2013","35-65 y.","(3b) higher tertiary education","2450","0.770889319654938","0.756149886537555","0.785628752772321"
"No, not limited","2013","66 and older","(0) in school","","","",""
"No, not limited","2013","66 and older","(1a) inadequately completed","23","","",""
"No, not limited","2013","66 and older","(1b) general elementary school","224","0.312541019877861","0.277980045778548","0.347101993977173"
"No, not limited","2013","66 and older","(1c) basic vocational qualification","782","0.374769335884034","0.353649542291635","0.395889129476434"
"No, not limited","2013","66 and older","(2b) intermediate general qualification","31","0.439715963310875","0.32344016987912","0.55599175674263"
