"ple0009","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Not Employed","West Germany","1128","0.212230171005486","0.201940532395541","0.222519809615432"
"Yes, strongly limited","2011","Not Employed","East Germany","410","0.20887814390127","0.191058054225358","0.226698233577182"
"Yes, strongly limited","2011","Employed","West Germany","410","0.0453314109472151","0.0411987635227433","0.0494640583716869"
"Yes, strongly limited","2011","Employed","East Germany","134","0.0466722803182778","0.0389898357932136","0.0543547248433419"
"Yes, somewhat limited","2011","Not Employed","West Germany","1693","0.300707511366984","0.289167706691701","0.312247316042267"
"Yes, somewhat limited","2011","Not Employed","East Germany","668","0.350471386676531","0.329555941095205","0.371386832257857"
"Yes, somewhat limited","2011","Employed","West Germany","1528","0.160299504394301","0.153011129312655","0.167587879475946"
"Yes, somewhat limited","2011","Employed","East Germany","495","0.185530305768484","0.171372573117719","0.199688038419248"
"No, not limited","2011","Not Employed","West Germany","3245","0.487062317627529","0.47448403189431","0.499640603360749"
"No, not limited","2011","Not Employed","East Germany","921","0.440650469422199","0.418886883643386","0.462414055201012"
"No, not limited","2011","Employed","West Germany","7796","0.794369084658484","0.786340152443094","0.802398016873874"
"No, not limited","2011","Employed","East Germany","2267","0.767797413913239","0.752419208385956","0.783175619440521"
"Yes, strongly limited","2012","Not Employed","West Germany","1320","0.214410433307681","0.204986024342803","0.223834842272559"
"Yes, strongly limited","2012","Not Employed","East Germany","537","0.253881314304528","0.236336705781436","0.27142592282762"
"Yes, strongly limited","2012","Employed","West Germany","559","0.0401435732977692","0.0368696959568428","0.0434174506386956"
"Yes, strongly limited","2012","Employed","East Germany","127","0.0380348288204896","0.0318496975378649","0.0442199601031142"
"Yes, somewhat limited","2012","Not Employed","West Germany","2281","0.351562681802265","0.340598690109597","0.362526673494933"
"Yes, somewhat limited","2012","Not Employed","East Germany","846","0.373400270133557","0.353901520160776","0.392899020106338"
"Yes, somewhat limited","2012","Employed","West Germany","2752","0.208587181949537","0.201810819922707","0.215363543976367"
"Yes, somewhat limited","2012","Employed","East Germany","816","0.23573058949437","0.222005672553225","0.249455506435515"
"No, not limited","2012","Not Employed","West Germany","3684","0.434026884890054","0.422645646247037","0.445408123533071"
"No, not limited","2012","Not Employed","East Germany","981","0.372718415561915","0.353226880231228","0.392209950892602"
"No, not limited","2012","Employed","West Germany","10499","0.751269244752694","0.744059601075127","0.758478888430261"
