"ple0009","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes, somewhat limited","2014","(Married) couple without C. ","Rural Area","","","",""
"Yes, somewhat limited","2014","Single parent ","Urban Area","","","",""
"Yes, somewhat limited","2014","Single parent ","Rural Area","","","",""
"Yes, somewhat limited","2014","Couple + C. LE 16 ","Urban Area","","","",""
"Yes, somewhat limited","2014","Couple + C. LE 16 ","Rural Area","","","",""
"Yes, somewhat limited","2014","Couple + C. GT 16 ","Urban Area","","","",""
"Yes, somewhat limited","2014","Couple + C. GT 16 ","Rural Area","","","",""
"Yes, somewhat limited","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes, somewhat limited","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"No, not limited","2014","1-pers.-HH","Urban Area","","","",""
"No, not limited","2014","1-pers.-HH","Rural Area","","","",""
"No, not limited","2014","(Married) couple without C. ","Urban Area","","","",""
"No, not limited","2014","(Married) couple without C. ","Rural Area","","","",""
"No, not limited","2014","Single parent ","Urban Area","","","",""
"No, not limited","2014","Single parent ","Rural Area","","","",""
"No, not limited","2014","Couple + C. LE 16 ","Urban Area","","","",""
"No, not limited","2014","Couple + C. LE 16 ","Rural Area","","","",""
"No, not limited","2014","Couple + C. GT 16 ","Urban Area","","","",""
"No, not limited","2014","Couple + C. GT 16 ","Rural Area","","","",""
"No, not limited","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"No, not limited","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes, strongly limited","2015","1-pers.-HH","Urban Area","403","0.178866699413212","0.163900704738339","0.193832694088085"
"Yes, strongly limited","2015","1-pers.-HH","Rural Area","177","0.152960959614686","0.132130042271988","0.173791876957383"
"Yes, strongly limited","2015","(Married) couple without C. ","Urban Area","563","0.119895013720561","0.110883897224457","0.128906130216664"
"Yes, strongly limited","2015","(Married) couple without C. ","Rural Area","378","0.145313009357814","0.132254908124954","0.158371110590674"
"Yes, strongly limited","2015","Single parent ","Urban Area","156","0.103393236032072","0.0883659928727769","0.118420479191367"
"Yes, strongly limited","2015","Single parent ","Rural Area","68","0.0848057433379214","0.0655367248252689","0.104074761850574"
"Yes, strongly limited","2015","Couple + C. LE 16 ","Urban Area","133","0.0358101217294847","0.030351855737184","0.0412683877217854"
"Yes, strongly limited","2015","Couple + C. LE 16 ","Rural Area","83","0.0339621817192381","0.0265207445864163","0.04140361885206"
"Yes, strongly limited","2015","Couple + C. GT 16 ","Urban Area","123","0.0621342604599284","0.0513923104120773","0.0728762105077796"
"Yes, strongly limited","2015","Couple + C. GT 16 ","Rural Area","66","0.0568122606732131","0.0421691756736671","0.0714553456727591"
"Yes, strongly limited","2015","Couple + C. LE and GT 16","Urban Area","63","0.0525265506745779","0.0410361075964095","0.0640169937527462"
"Yes, strongly limited","2015","Couple + C. LE and GT 16","Rural Area","42","0.0469300422230024","0.0319823969247885","0.0618776875212163"
"Yes, somewhat limited","2015","1-pers.-HH","Urban Area","669","0.27406897402739","0.256650439109918","0.291487508944863"
"Yes, somewhat limited","2015","1-pers.-HH","Rural Area","377","0.329761713681132","0.302554685024787","0.356968742337477"
"Yes, somewhat limited","2015","(Married) couple without C. ","Urban Area","1462","0.288194105720649","0.275629926007443","0.300758285433856"
"Yes, somewhat limited","2015","(Married) couple without C. ","Rural Area","880","0.313573001314648","0.296382412763361","0.330763589865935"
"Yes, somewhat limited","2015","Single parent ","Urban Area","348","0.215945912573418","0.195637417121681","0.236254408025155"
"Yes, somewhat limited","2015","Single parent ","Rural Area","178","0.220070543799122","0.191415641095067","0.248725446503177"
"Yes, somewhat limited","2015","Couple + C. LE 16 ","Urban Area","679","0.148152207571919","0.137716892218627","0.158587522925212"
"Yes, somewhat limited","2015","Couple + C. LE 16 ","Rural Area","353","0.161062538689281","0.145960901718683","0.176164175659879"
"Yes, somewhat limited","2015","Couple + C. GT 16 ","Urban Area","411","0.199482898030774","0.181700703058619","0.217265093002928"
"Yes, somewhat limited","2015","Couple + C. GT 16 ","Rural Area","209","0.185611550606635","0.161017459550454","0.210205641662815"
"Yes, somewhat limited","2015","Couple + C. LE and GT 16","Urban Area","254","0.170569757509653","0.151196405956557","0.18994310906275"
"Yes, somewhat limited","2015","Couple + C. LE and GT 16","Rural Area","143","0.205641006102507","0.177075087809045","0.23420692439597"
"No, not limited","2015","1-pers.-HH","Urban Area","1447","0.547064326559398","0.527625436262434","0.566503216856362"
"No, not limited","2015","1-pers.-HH","Rural Area","593","0.517277326704182","0.488358747460804","0.54619590594756"
"No, not limited","2015","(Married) couple without C. ","Urban Area","2967","0.59191088055879","0.578277094581888","0.605544666535692"
"No, not limited","2015","(Married) couple without C. ","Rural Area","1540","0.541113989327538","0.522650191931252","0.559577786723824"
"No, not limited","2015","Single parent ","Urban Area","1073","0.68066085139451","0.657650475558218","0.703671227230802"
"No, not limited","2015","Single parent ","Rural Area","557","0.695123712862957","0.663282969836033","0.726964455889881"
"No, not limited","2015","Couple + C. LE 16 ","Urban Area","3640","0.816037670698596","0.804656417979296","0.827418923417897"
"No, not limited","2015","Couple + C. LE 16 ","Rural Area","1840","0.804975279591481","0.788697391218772","0.82125316796419"
"No, not limited","2015","Couple + C. GT 16 ","Urban Area","1406","0.738382841509298","0.718824990370936","0.757940692647661"
"No, not limited","2015","Couple + C. GT 16 ","Rural Area","685","0.757576188720152","0.73046720293491","0.784685174505395"
"No, not limited","2015","Couple + C. LE and GT 16","Urban Area","1131","0.776903691815769","0.755460294402741","0.798347089228798"
"No, not limited","2015","Couple + C. LE and GT 16","Rural Area","584","0.74742895167449","0.716720235345165","0.778137668003815"
"Yes, strongly limited","2016","1-pers.-HH","Urban Area","25","","",""
"Yes, strongly limited","2016","1-pers.-HH","Rural Area","17","","",""
"Yes, strongly limited","2016","(Married) couple without C. ","Urban Area","7","","",""
"Yes, strongly limited","2016","(Married) couple without C. ","Rural Area","7","","",""
"Yes, strongly limited","2016","Single parent ","Urban Area","22","","",""
"Yes, strongly limited","2016","Single parent ","Rural Area","12","","",""
"Yes, strongly limited","2016","Couple + C. LE 16 ","Urban Area","54","0.0387808968972388","0.0282531131536469","0.0493086806408307"
"Yes, strongly limited","2016","Couple + C. LE 16 ","Rural Area","43","0.0696631699277415","0.048690119611993","0.09063622024349"
"Yes, strongly limited","2016","Couple + C. GT 16 ","Urban Area","5","","",""
"Yes, strongly limited","2016","Couple + C. GT 16 ","Rural Area","2","","",""
"Yes, strongly limited","2016","Couple + C. LE and GT 16","Urban Area","15","","",""
"Yes, strongly limited","2016","Couple + C. LE and GT 16","Rural Area","7","","",""
"Yes, somewhat limited","2016","1-pers.-HH","Urban Area","67","0.110149808120767","0.0854664539272765","0.134833162314257"
"Yes, somewhat limited","2016","1-pers.-HH","Rural Area","44","0.124586071385812","0.0910713859953207","0.158100756776303"
"Yes, somewhat limited","2016","(Married) couple without C. ","Urban Area","19","","",""
"Yes, somewhat limited","2016","(Married) couple without C. ","Rural Area","12","","",""
"Yes, somewhat limited","2016","Single parent ","Urban Area","50","0.195308139562152","0.144836327905149","0.245779951219156"
"Yes, somewhat limited","2016","Single parent ","Rural Area","24","","",""
"Yes, somewhat limited","2016","Couple + C. LE 16 ","Urban Area","190","0.135314178500763","0.11666251138934","0.153965845612186"
"Yes, somewhat limited","2016","Couple + C. LE 16 ","Rural Area","98","0.18453840970521","0.152580010516736","0.216496808893684"
"Yes, somewhat limited","2016","Couple + C. GT 16 ","Urban Area","9","","",""
"Yes, somewhat limited","2016","Couple + C. GT 16 ","Rural Area","2","","",""
"Yes, somewhat limited","2016","Couple + C. LE and GT 16","Urban Area","73","0.23762018863115","0.188717925485971","0.286522451776328"
"Yes, somewhat limited","2016","Couple + C. LE and GT 16","Rural Area","25","","",""
"No, not limited","2016","1-pers.-HH","Urban Area","526","0.844893494746767","0.81635245154168","0.873434537951854"
"No, not limited","2016","1-pers.-HH","Rural Area","312","0.828255805788581","0.789980651336769","0.866530960240392"
"No, not limited","2016","(Married) couple without C. ","Urban Area","70","0.665341020490194","0.570948873223368","0.75973316775702"
"No, not limited","2016","(Married) couple without C. ","Rural Area","27","","",""
"No, not limited","2016","Single parent ","Urban Area","165","0.708779620686367","0.650938005665566","0.766621235707168"
"No, not limited","2016","Single parent ","Rural Area","79","0.720304282828815","0.638269113753603","0.802339451904026"
"No, not limited","2016","Couple + C. LE 16 ","Urban Area","1048","0.825904924601998","0.805228516035069","0.846581333168928"
"No, not limited","2016","Couple + C. LE 16 ","Rural Area","425","0.745798420367049","0.709927730634824","0.781669110099274"
"No, not limited","2016","Couple + C. GT 16 ","Urban Area","39","0.732678545277032","0.61353135607871","0.851825734475354"
"No, not limited","2016","Couple + C. GT 16 ","Rural Area","11","","",""
"No, not limited","2016","Couple + C. LE and GT 16","Urban Area","203","0.705124989378877","0.652734357750478","0.757515621007275"
"No, not limited","2016","Couple + C. LE and GT 16","Rural Area","82","0.748138475569635","0.66845512736215","0.827821823777121"
"Yes, strongly limited","2017","1-pers.-HH","Urban Area","396","0.156535866701559","0.143746841332001","0.169324892071116"
"Yes, strongly limited","2017","1-pers.-HH","Rural Area","220","0.167692611172148","0.148206302336138","0.187178920008159"
"Yes, strongly limited","2017","(Married) couple without C. ","Urban Area","525","0.102640234173973","0.094369178449753","0.110911289898193"
"Yes, strongly limited","2017","(Married) couple without C. ","Rural Area","419","0.14370816830356","0.131409029360184","0.156007307246935"
"Yes, strongly limited","2017","Single parent ","Urban Area","146","0.108925248576411","0.0934851145603496","0.124365382592472"
"Yes, strongly limited","2017","Single parent ","Rural Area","71","0.081020629548146","0.0626335143345179","0.0994077447617741"
"Yes, strongly limited","2017","Couple + C. LE 16 ","Urban Area","131","0.0246705599068642","0.0201854767155948","0.0291556430981337"
"Yes, strongly limited","2017","Couple + C. LE 16 ","Rural Area","73","0.0297157400662498","0.0229010412277745","0.036530438904725"
"Yes, strongly limited","2017","Couple + C. GT 16 ","Urban Area","129","0.0585966858506122","0.048680404461597","0.0685129672396275"
"Yes, strongly limited","2017","Couple + C. GT 16 ","Rural Area","87","0.0620661052300099","0.0480046538179896","0.0761275566420303"
"Yes, strongly limited","2017","Couple + C. LE and GT 16","Urban Area","99","0.0521566087873922","0.0413989747345659","0.0629142428402186"
"Yes, strongly limited","2017","Couple + C. LE and GT 16","Rural Area","45","0.0386694381626217","0.0260095594573368","0.0513293168679066"
"Yes, somewhat limited","2017","1-pers.-HH","Urban Area","781","0.288894711200369","0.272942020024188","0.30484740237655"
"Yes, somewhat limited","2017","1-pers.-HH","Rural Area","411","0.305191432248819","0.281172732460699","0.329210132036938"
"Yes, somewhat limited","2017","(Married) couple without C. ","Urban Area","1483","0.290642150634545","0.278267560551582","0.303016740717508"
"Yes, somewhat limited","2017","(Married) couple without C. ","Rural Area","990","0.321849540971262","0.305469591517997","0.338229490424526"
"Yes, somewhat limited","2017","Single parent ","Urban Area","353","0.249778026486276","0.228324350277851","0.271231702694702"
"Yes, somewhat limited","2017","Single parent ","Rural Area","189","0.258117245998136","0.228629670991294","0.287604821004979"
"Yes, somewhat limited","2017","Couple + C. LE 16 ","Urban Area","656","0.136605800800129","0.126675910123133","0.146535691477126"
"Yes, somewhat limited","2017","Couple + C. LE 16 ","Rural Area","405","0.173378481987592","0.158185086226669","0.188571877748516"
"Yes, somewhat limited","2017","Couple + C. GT 16 ","Urban Area","476","0.224308455852226","0.206697140034089","0.241919771670363"
"Yes, somewhat limited","2017","Couple + C. GT 16 ","Rural Area","254","0.205522949318751","0.181973127330407","0.229072771307095"
"Yes, somewhat limited","2017","Couple + C. LE and GT 16","Urban Area","287","0.162093497258436","0.144262551570209","0.179924442946663"
"Yes, somewhat limited","2017","Couple + C. LE and GT 16","Rural Area","157","0.17232088696132","0.147523312815038","0.197118461107601"
"No, not limited","2017","1-pers.-HH","Urban Area","1924","0.554569422098072","0.537076386442842","0.572062457753303"
"No, not limited","2017","1-pers.-HH","Rural Area","781","0.527115956579033","0.501074746916787","0.55315716624128"
"No, not limited","2017","(Married) couple without C. ","Urban Area","3164","0.606717615191482","0.593404969232018","0.620030261150946"
"No, not limited","2017","(Married) couple without C. ","Rural Area","1716","0.534442290725179","0.516953481114668","0.55193110033569"
"No, not limited","2017","Single parent ","Urban Area","1065","0.641296724937313","0.617526849896804","0.665066599977823"
"No, not limited","2017","Single parent ","Rural Area","586","0.660862124453718","0.628960963503823","0.692763285403613"
"No, not limited","2017","Couple + C. LE 16 ","Urban Area","3808","0.838723639293006","0.828089554170044","0.849357724415968"
"No, not limited","2017","Couple + C. LE 16 ","Rural Area","1907","0.796905777946158","0.780760104247687","0.813051451644628"
"No, not limited","2017","Couple + C. GT 16 ","Urban Area","1550","0.717094858297161","0.698078244860779","0.736111471733544"
"No, not limited","2017","Couple + C. GT 16 ","Rural Area","790","0.732410945451239","0.706610430501779","0.7582114604007"
"No, not limited","2017","Couple + C. LE and GT 16","Urban Area","1255","0.785749893954172","0.765898249477532","0.805601538430811"
"No, not limited","2017","Couple + C. LE and GT 16","Rural Area","689","0.789009674876059","0.762219122139121","0.815800227612996"
"Yes, strongly limited","2018","1-pers.-HH","Urban Area","","","",""
"Yes, strongly limited","2018","1-pers.-HH","Rural Area","1","","",""
"Yes, strongly limited","2018","(Married) couple without C. ","Urban Area","","","",""
"Yes, strongly limited","2018","(Married) couple without C. ","Rural Area","","","",""
"Yes, strongly limited","2018","Single parent ","Urban Area","2","","",""
"Yes, strongly limited","2018","Single parent ","Rural Area","","","",""
"Yes, strongly limited","2018","Couple + C. LE 16 ","Urban Area","5","","",""
"Yes, strongly limited","2018","Couple + C. LE 16 ","Rural Area","","","",""
"Yes, strongly limited","2018","Couple + C. GT 16 ","Urban Area","1","","",""
"Yes, strongly limited","2018","Couple + C. GT 16 ","Rural Area","1","","",""
"Yes, strongly limited","2018","Couple + C. LE and GT 16","Urban Area","4","","",""
"Yes, strongly limited","2018","Couple + C. LE and GT 16","Rural Area","3","","",""
"Yes, somewhat limited","2018","1-pers.-HH","Urban Area","","","",""
"Yes, somewhat limited","2018","1-pers.-HH","Rural Area","","","",""
"Yes, somewhat limited","2018","(Married) couple without C. ","Urban Area","2","","",""
"Yes, somewhat limited","2018","(Married) couple without C. ","Rural Area","","","",""
"Yes, somewhat limited","2018","Single parent ","Urban Area","3","","",""
"Yes, somewhat limited","2018","Single parent ","Rural Area","","","",""
