"ple0009","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Full Time","Urban Area","166","0.0313644165957912","0.0265389270814436","0.0361899061101388"
"Yes, strongly limited","2011","Full Time","Rural Area","102","0.0405954385886209","0.0332100271346827","0.047980850042559"
"Yes, strongly limited","2011","Part Time","Urban Area","158","0.0601574636337249","0.0519369782432671","0.0683779490241828"
"Yes, strongly limited","2011","Part Time","Rural Area","118","0.0778654265338728","0.0649789923228663","0.0907518607448794"
"Yes, strongly limited","2011","Not Working","Urban Area","964","0.209654589909912","0.19865818290461","0.220650996915214"
"Yes, strongly limited","2011","Not Working","Rural Area","574","0.215817018340391","0.200581996287849","0.231052040392932"
"Yes, somewhat limited","2011","Full Time","Urban Area","761","0.150186090932333","0.140295566180749","0.160076615683917"
"Yes, somewhat limited","2011","Full Time","Rural Area","431","0.163877503523049","0.150024950817966","0.177730056228131"
"Yes, somewhat limited","2011","Part Time","Urban Area","535","0.180065917870377","0.166781871469455","0.193349964271298"
"Yes, somewhat limited","2011","Part Time","Rural Area","296","0.189345921422291","0.170504700661676","0.208187142182905"
"Yes, somewhat limited","2011","Not Working","Urban Area","1516","0.308801730999224","0.296321249676029","0.32128221232242"
"Yes, somewhat limited","2011","Not Working","Rural Area","845","0.313837035511677","0.296651729505206","0.331022341518148"
"No, not limited","2011","Full Time","Urban Area","4085","0.818449492471876","0.807777703336874","0.829121281606878"
"No, not limited","2011","Full Time","Rural Area","2210","0.79552705788833","0.780433883566276","0.810620232210385"
"No, not limited","2011","Part Time","Urban Area","2521","0.759776618495898","0.745006779709105","0.774546457282691"
"No, not limited","2011","Part Time","Rural Area","1247","0.732788652043837","0.71150823713016","0.754069066957513"
"No, not limited","2011","Not Working","Urban Area","2784","0.481543679090864","0.468045845151398","0.495041513030329"
"No, not limited","2011","Not Working","Rural Area","1382","0.470345946147932","0.451861927859588","0.488829964436276"
"Yes, strongly limited","2012","Full Time","Urban Area","192","0.0276973725981397","0.0236946756122922","0.0317000695839873"
"Yes, strongly limited","2012","Full Time","Rural Area","101","0.0303590406812334","0.0248344070456539","0.0358836743168129"
"Yes, strongly limited","2012","Part Time","Urban Area","252","0.0575845959747457","0.050992973598854","0.0641762183506374"
"Yes, strongly limited","2012","Part Time","Rural Area","141","0.0608316187390024","0.0515068121249032","0.0701564253531016"
"Yes, strongly limited","2012","Not Working","Urban Area","1131","0.212403572753116","0.202178903651705","0.222628241854527"
"Yes, strongly limited","2012","Not Working","Rural Area","726","0.242667115380629","0.228468732236032","0.256865498525227"
"Yes, somewhat limited","2012","Full Time","Urban Area","1181","0.186954720911742","0.177445207786824","0.196464234036659"
"Yes, somewhat limited","2012","Full Time","Rural Area","744","0.212210244646358","0.199044594136742","0.225375895155974"
"Yes, somewhat limited","2012","Part Time","Urban Area","1045","0.231690761272697","0.219752519905001","0.243629002640393"
"Yes, somewhat limited","2012","Part Time","Rural Area","598","0.269791761044325","0.252476018434353","0.287107503654297"
"Yes, somewhat limited","2012","Not Working","Urban Area","1957","0.355791166832004","0.343823006378003","0.367759327286005"
"Yes, somewhat limited","2012","Not Working","Rural Area","1170","0.355931665515075","0.340073998016724","0.371789333013427"
"No, not limited","2012","Full Time","Urban Area","5084","0.785347906490119","0.775333359532664","0.795362453447573"
"No, not limited","2012","Full Time","Rural Area","2860","0.757430714672409","0.74362867265055","0.771232756694267"
"No, not limited","2012","Part Time","Urban Area","3501","0.710724642752557","0.697894710136129","0.723554575368986"
"No, not limited","2012","Part Time","Rural Area","1785","0.669376620216672","0.651023687773123","0.687729552660222"
"No, not limited","2012","Not Working","Urban Area","3059","0.43180526041488","0.419422739985679","0.444187780844081"
"No, not limited","2012","Not Working","Rural Area","1606","0.401401219104295","0.38516640658471","0.41763603162388"
"Yes, strongly limited","2013","Full Time","Urban Area","174","0.0333393659543476","0.0288523095480125","0.0378264223606827"
"Yes, strongly limited","2013","Full Time","Rural Area","95","0.0259790962046678","0.0206901780744644","0.0312680143348713"
"Yes, strongly limited","2013","Part Time","Urban Area","251","0.0662429680095672","0.059067519167843","0.0734184168512913"
"Yes, strongly limited","2013","Part Time","Rural Area","160","0.0760724276479302","0.0657029390964284","0.086441916199432"
"Yes, strongly limited","2013","Not Working","Urban Area","1245","0.177332424271184","0.169640120282167","0.1850247282602"
"Yes, strongly limited","2013","Not Working","Rural Area","684","0.212114769445975","0.199824240885666","0.224405298006284"
"Yes, somewhat limited","2013","Full Time","Urban Area","1062","0.168661197607792","0.159301917177874","0.178020478037709"
"Yes, somewhat limited","2013","Full Time","Rural Area","653","0.196160027702086","0.182957388874505","0.209362666529667"
"Yes, somewhat limited","2013","Part Time","Urban Area","951","0.218444186613969","0.206523192241104","0.230365180986833"
"Yes, somewhat limited","2013","Part Time","Rural Area","568","0.227961704570499","0.211552969461766","0.244370439679233"
"Yes, somewhat limited","2013","Not Working","Urban Area","2308","0.296320699543793","0.287124284656342","0.305517114431245"
"Yes, somewhat limited","2013","Not Working","Rural Area","1196","0.325548426685392","0.311460833154228","0.339636020216557"
"No, not limited","2013","Full Time","Urban Area","4913","0.797999436437861","0.787964296630431","0.808034576245291"
"No, not limited","2013","Full Time","Rural Area","2727","0.777860876093246","0.764040044404546","0.791681707781947"
"No, not limited","2013","Part Time","Urban Area","3413","0.715312845376464","0.702293348964467","0.728332341788461"
"No, not limited","2013","Part Time","Rural Area","1783","0.69596586778157","0.677973849808162","0.713957885754979"
"No, not limited","2013","Not Working","Urban Area","5918","0.526346876185023","0.516291081429964","0.536402670940083"
"No, not limited","2013","Not Working","Rural Area","2370","0.462336803868633","0.447347273930109","0.477326333807156"
"Yes, strongly limited","2014","Full Time","Urban Area","","","",""
"Yes, strongly limited","2014","Full Time","Rural Area","","","",""
"Yes, strongly limited","2014","Part Time","Urban Area","","","",""
"Yes, strongly limited","2014","Part Time","Rural Area","","","",""
"Yes, strongly limited","2014","Not Working","Urban Area","","","",""
"Yes, strongly limited","2014","Not Working","Rural Area","","","",""
"Yes, somewhat limited","2014","Full Time","Urban Area","","","",""
"Yes, somewhat limited","2014","Full Time","Rural Area","","","",""
"Yes, somewhat limited","2014","Part Time","Urban Area","","","",""
"Yes, somewhat limited","2014","Part Time","Rural Area","","","",""
"Yes, somewhat limited","2014","Not Working","Urban Area","","","",""
"Yes, somewhat limited","2014","Not Working","Rural Area","","","",""
"No, not limited","2014","Full Time","Urban Area","","","",""
"No, not limited","2014","Full Time","Rural Area","","","",""
