"ple0009","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Full Time","1-pers.-HH","43","0.0401909829106825","0.0287696799466013","0.0516122858747637"
"Yes, strongly limited","2011","Full Time","(Married) couple without C. ","104","0.0366051919651043","0.0293547517332602","0.0438556321969484"
"Yes, strongly limited","2011","Full Time","Single parent ","17","","",""
"Yes, strongly limited","2011","Full Time","Couple + C. LE 16 ","31","0.0218524723254941","0.0145362333711777","0.0291687112798105"
"Yes, strongly limited","2011","Full Time","Couple + C. GT 16 ","50","0.0316601761325384","0.0226291925203518","0.0406911597447249"
"Yes, strongly limited","2011","Full Time","Couple + C. LE and GT 16","13","","",""
"Yes, strongly limited","2011","Part Time","1-pers.-HH","54","0.100340566097863","0.0756751750157768","0.125005957179948"
"Yes, strongly limited","2011","Part Time","(Married) couple without C. ","106","0.0808177045589217","0.0665253438316769","0.0951100652861666"
"Yes, strongly limited","2011","Part Time","Single parent ","18","","",""
"Yes, strongly limited","2011","Part Time","Couple + C. LE 16 ","28","","",""
"Yes, strongly limited","2011","Part Time","Couple + C. GT 16 ","45","0.0547430783664406","0.039798191612192","0.0696879651206893"
"Yes, strongly limited","2011","Part Time","Couple + C. LE and GT 16","18","","",""
"Yes, strongly limited","2011","Not Working","1-pers.-HH","459","0.258587431722598","0.238548152177532","0.278626711267665"
"Yes, strongly limited","2011","Not Working","(Married) couple without C. ","807","0.207990363720766","0.195589554926296","0.220391172515237"
"Yes, strongly limited","2011","Not Working","Single parent ","53","0.143826009482377","0.10787531544423","0.179776703520524"
"Yes, strongly limited","2011","Not Working","Couple + C. LE 16 ","39","0.115872912599155","0.0859320615361313","0.145813763662179"
"Yes, strongly limited","2011","Not Working","Couple + C. GT 16 ","102","0.12428814707102","0.101991191737243","0.146585102404796"
"Yes, strongly limited","2011","Not Working","Couple + C. LE and GT 16","22","","",""
"Yes, somewhat limited","2011","Full Time","1-pers.-HH","190","0.166576593523066","0.144909594672827","0.188243592373305"
"Yes, somewhat limited","2011","Full Time","(Married) couple without C. ","450","0.166142935591696","0.151772245365678","0.180513625817715"
"Yes, somewhat limited","2011","Full Time","Single parent ","65","0.15482581611188","0.119853694453925","0.189797937769835"
"Yes, somewhat limited","2011","Full Time","Couple + C. LE 16 ","178","0.129779264678685","0.112962099903502","0.146596429453869"
"Yes, somewhat limited","2011","Full Time","Couple + C. GT 16 ","224","0.151735292227754","0.13323095662679","0.170239627828718"
"Yes, somewhat limited","2011","Full Time","Couple + C. LE and GT 16","65","0.102982035216764","0.0766554569629101","0.129308613470617"
"Yes, somewhat limited","2011","Part Time","1-pers.-HH","109","0.197815213458429","0.165112957128026","0.230517469788832"
"Yes, somewhat limited","2011","Part Time","(Married) couple without C. ","303","0.21304314548411","0.191571806326407","0.234514484641813"
"Yes, somewhat limited","2011","Part Time","Single parent ","66","0.197987875744118","0.158080013089716","0.23789573839852"
"Yes, somewhat limited","2011","Part Time","Couple + C. LE 16 ","127","0.134401934282099","0.11448846029204","0.154315408272159"
"Yes, somewhat limited","2011","Part Time","Couple + C. GT 16 ","147","0.170306347785056","0.145610303843399","0.195002391726712"
"Yes, somewhat limited","2011","Part Time","Couple + C. LE and GT 16","61","0.139972673328586","0.106551193583433","0.17339415307374"
"Yes, somewhat limited","2011","Not Working","1-pers.-HH","604","0.318961171846342","0.297630562057463","0.340291781635221"
"Yes, somewhat limited","2011","Not Working","(Married) couple without C. ","1348","0.344587351416609","0.330067230049349","0.359107472783869"
"Yes, somewhat limited","2011","Not Working","Single parent ","83","0.236856193769023","0.193299679866055","0.280412707671991"
"Yes, somewhat limited","2011","Not Working","Couple + C. LE 16 ","62","0.132782988611441","0.101039771117171","0.16452620610571"
