"ple0009","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","1-pers.-HH","556","0.155613792617678","0.143672782423742","0.167554802811614"
"Yes, strongly limited","2011","(Married) couple without C. ","1017","0.125603637708899","0.118381663167004","0.132825612250794"
"Yes, strongly limited","2011","Single parent ","88","0.072038268590842","0.0571595420186835","0.0869169951630005"
"Yes, strongly limited","2011","Couple + C. LE 16 ","98","0.033730565877725","0.0273753811536931","0.0400857506017569"
"Yes, strongly limited","2011","Couple + C. GT 16 ","197","0.0614413134157787","0.053088415217271","0.0697942116142864"
"Yes, strongly limited","2011","Couple + C. LE and GT 16","53","0.0530425076592225","0.0404869892756952","0.0655980260427498"
"Yes, somewhat limited","2011","1-pers.-HH","903","0.245396253991448","0.231220704491721","0.259571803491174"
"Yes, somewhat limited","2011","(Married) couple without C. ","2101","0.258958133963574","0.249411795588762","0.268504472338387"
"Yes, somewhat limited","2011","Single parent ","214","0.194706436814761","0.171919478133677","0.217493395495845"
"Yes, somewhat limited","2011","Couple + C. LE 16 ","367","0.131790078645351","0.119882568098152","0.14369758919255"
"Yes, somewhat limited","2011","Couple + C. GT 16 ","556","0.17788410693078","0.164582279107655","0.191185934753905"
"Yes, somewhat limited","2011","Couple + C. LE and GT 16","158","0.11463985926514","0.09679203885836","0.132487679671919"
"No, not limited","2011","1-pers.-HH","2081","0.598989953390875","0.582845109288803","0.615134797492947"
"No, not limited","2011","(Married) couple without C. ","4971","0.615438228327527","0.604836517288767","0.626039939366287"
"No, not limited","2011","Single parent ","858","0.733255294594397","0.707804895082297","0.758705694106497"
"No, not limited","2011","Couple + C. LE 16 ","2635","0.834479355476924","0.82139654268345","0.847562168270398"
"No, not limited","2011","Couple + C. GT 16 ","2422","0.760674579653441","0.745833342906899","0.775515816399984"
"No, not limited","2011","Couple + C. LE and GT 16","1013","0.832317633075638","0.811388770433946","0.85324649571733"
"Yes, strongly limited","2012","1-pers.-HH","620","0.158398743242609","0.146618236793333","0.170179249691884"
"Yes, strongly limited","2012","(Married) couple without C. ","1106","0.135916427802547","0.128406355939447","0.143426499665647"
