"ple0009","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No, not limited","2011","35-65 y.","vocational + Abi","522","0.737762991734819","0.704896049939815","0.770629933529822","3"
"No, not limited","2011","66 and older","higher education","602","0.502683441843293","0.472973801595018","0.532393082091567","3"
"No, not limited","2011","66 and older","general elemantary","289","0.339550938365588","0.307158126871855","0.371943749859322","3"
"No, not limited","2011","66 and older","middle vocational","1197","0.432664000252997","0.41379700832674","0.451530992179253","3"
"No, not limited","2011","66 and older","vocational + Abi","58","0.436044432683389","0.349457842840907","0.522631022525871","3"
"No, not limited","2011","35-65 y.","middle vocational","4089","0.677374132477659","0.665436520009761","0.689311744945558","3"
"No, not limited","2011","35-65 y.","higher vocational","693","0.734507281449314","0.7063074183721","0.762707144526529","3"
"No, not limited","2011","35-65 y.","higher education","2201","0.769279585100742","0.753757859948814","0.78480131025267","3"
"No, not limited","2011","66 and older","inadequately","18","","","","3"
"No, not limited","2011","66 and older","higher vocational","166","0.428558783958856","0.378604999329303","0.478512568588409","3"
"No, not limited","2011","66 and older","in school","","","","","3"
"No, not limited","2011","16-34 y.","higher vocational","113","0.931850889960516","0.887496097144237","0.976205682776795","3"
"No, not limited","2011","16-34 y.","higher education","597","0.925136439319866","0.904826605636076","0.945446273003657","3"
"No, not limited","2011","35-65 y.","in school","","","","","3"
"No, not limited","2011","35-65 y.","inadequately","58","0.453535637197618","0.363711362537444","0.543359911857792","3"
"No, not limited","2011","35-65 y.","general elemantary","469","0.585757054116277","0.551009377956252","0.620504730276302","3"
"No, not limited","2011","16-34 y.","in school","294","0.928697475712127","0.90018955728623","0.957205394138023","3"
"No, not limited","2011","16-34 y.","inadequately","43","0.781841000404839","0.670653505978964","0.893028494830714","3"
"No, not limited","2011","16-34 y.","general elemantary","494","0.901801370871538","0.877263774111028","0.926338967632048","3"
"No, not limited","2011","16-34 y.","middle vocational","1736","0.898991136859852","0.885554147397762","0.912428126321943","3"
"No, not limited","2011","16-34 y.","vocational + Abi","345","0.872036729443095","0.838840913738515","0.905232545147675","3"
"Yes, somewhat limited","2011","66 and older","vocational + Abi","40","0.354975126565149","0.271424442322616","0.438525810807681","2"
"Yes, somewhat limited","2011","66 and older","higher education","360","0.357025388853522","0.328555871406962","0.385494906300081","2"
"Yes, somewhat limited","2011","66 and older","inadequately","25","","","","2"
"Yes, somewhat limited","2011","66 and older","general elemantary","309","0.369985979154872","0.336960870657652","0.403011087652092","2"
"Yes, somewhat limited","2011","66 and older","middle vocational","891","0.346761908965522","0.328637721110817","0.364886096820226","2"
"Yes, somewhat limited","2011","66 and older","higher vocational","138","0.359049620336545","0.310624929531815","0.407474311141274","2"
"Yes, somewhat limited","2011","35-65 y.","middle vocational","1214","0.217406268628318","0.206873130165873","0.227939407090764","2"
"Yes, somewhat limited","2011","35-65 y.","vocational + Abi","124","0.202629981404007","0.172594425443005","0.232665537365009","2"
"Yes, somewhat limited","2011","35-65 y.","higher education","488","0.18171857437082","0.167511459879912","0.195925688861729","2"
"Yes, somewhat limited","2011","66 and older","in school","","","","","2"
"Yes, somewhat limited","2011","35-65 y.","inadequately","39","0.327267842691413","0.242607533906911","0.411928151475915","2"
"Yes, somewhat limited","2011","35-65 y.","general elemantary","195","0.264671573978437","0.233551991007682","0.295791156949192","2"
"Yes, somewhat limited","2011","35-65 y.","higher vocational","179","0.190247279208804","0.165182835228831","0.215311723188778","2"
"Yes, somewhat limited","2011","16-34 y.","middle vocational","164","0.0833686845803655","0.0710420832647014","0.0956952858960295","2"
"Yes, somewhat limited","2011","16-34 y.","higher vocational","9","","","","2"
"Yes, somewhat limited","2011","16-34 y.","higher education","43","0.0675546986086939","0.0481856764271589","0.0869237207902289","2"
"Yes, somewhat limited","2011","35-65 y.","in school","","","","","2"
"Yes, somewhat limited","2011","16-34 y.","general elemantary","60","0.0855634424616736","0.0624989032971181","0.108627981626229","2"
"Yes, somewhat limited","2011","16-34 y.","vocational + Abi","41","0.118667159967691","0.0865299225514641","0.150804397383918","2"
"Yes, somewhat limited","2011","16-34 y.","inadequately","4","","","","2"
"Yes, somewhat limited","2011","16-34 y.","in school","17","","","","2"
"Yes, strongly limited","2011","16-34 y.","in school","2","","","","1"
"Yes, strongly limited","2011","16-34 y.","inadequately","6","","","","1"
"Yes, strongly limited","2011","16-34 y.","general elemantary","11","","","","1"
"Yes, strongly limited","2011","16-34 y.","middle vocational","32","0.0176401785597821","0.0117702702943252","0.0235100868252391","1"
"Yes, strongly limited","2011","16-34 y.","vocational + Abi","3","","","","1"
"Yes, strongly limited","2011","16-34 y.","higher vocational","2","","","","1"
"Yes, strongly limited","2011","16-34 y.","higher education","5","","","","1"
"Yes, strongly limited","2011","35-65 y.","in school","","","","","1"
"Yes, strongly limited","2011","35-65 y.","inadequately","21","","","","1"
"Yes, strongly limited","2011","35-65 y.","general elemantary","108","0.149571371905285","0.124412995230491","0.17472974858008","1"
"Yes, strongly limited","2011","35-65 y.","middle vocational","588","0.105219598894022","0.0973842176609062","0.113054980127138","1"
"Yes, strongly limited","2011","35-65 y.","vocational + Abi","42","0.0596070268611737","0.0419158269669422","0.0772982267554053","1"
"Yes, strongly limited","2011","35-65 y.","higher vocational","70","0.0752454393418813","0.0584002470980733","0.0920906315856893","1"
"Yes, strongly limited","2011","35-65 y.","higher education","141","0.0490018405284377","0.041048475638483","0.0569552054183924","1"
"Yes, strongly limited","2011","66 and older","in school","","","","","1"
"Yes, strongly limited","2011","66 and older","inadequately","18","","","","1"
"Yes, strongly limited","2011","66 and older","general elemantary","223","0.29046308247954","0.259409659286173","0.321516505672906","1"
"Yes, strongly limited","2011","66 and older","middle vocational","561","0.220574090781482","0.204784467085837","0.236363714477127","1"
"Yes, strongly limited","2011","66 and older","vocational + Abi","28","","","","1"
"Yes, strongly limited","2011","66 and older","higher vocational","73","0.212391595704599","0.171105743773551","0.253677447635648","1"
"Yes, strongly limited","2011","66 and older","higher education","126","0.140291169303186","0.119655217508242","0.160927121098129","1"
"No, not limited","2012","66 and older","inadequately","10","","","","3"
"No, not limited","2012","35-65 y.","middle vocational","5054","0.606142210244101","0.595351445579747","0.616932974908455","3"
"No, not limited","2012","35-65 y.","vocational + Abi","933","0.676695934248825","0.651240502374274","0.702151366123375","3"
