"ple0009","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Schleswig-Holstein","Full Time","7","","",""
"Yes, strongly limited","2011","Schleswig-Holstein","Part Time","15","","",""
"Yes, strongly limited","2011","Schleswig-Holstein","Not Working","42","0.16383823604817","0.1201719421121","0.20750452998424"
"Yes, strongly limited","2011","Hamburg","Full Time","1","","",""
"Yes, strongly limited","2011","Hamburg","Part Time","2","","",""
"Yes, strongly limited","2011","Hamburg","Not Working","18","","",""
"Yes, strongly limited","2011","Lower Saxony","Full Time","18","","",""
"Yes, strongly limited","2011","Lower Saxony","Part Time","22","","",""
"Yes, strongly limited","2011","Lower Saxony","Not Working","134","0.192743153739991","0.16469936778177","0.220786939698213"
"Yes, strongly limited","2011","Bremen","Full Time","1","","",""
"Yes, strongly limited","2011","Bremen","Part Time","3","","",""
"Yes, strongly limited","2011","Bremen","Not Working","11","","",""
"Yes, strongly limited","2011","North Rhine-Westphalia","Full Time","55","0.0285961482253215","0.0201334542344018","0.0370588422162413"
"Yes, strongly limited","2011","North Rhine-Westphalia","Part Time","46","0.0516909488734692","0.0379959047860175","0.0653859929609209"
"Yes, strongly limited","2011","North Rhine-Westphalia","Not Working","302","0.214996979621933","0.195041014602106","0.234952944641761"
"Yes, strongly limited","2011","Hesse","Full Time","19","","",""
"Yes, strongly limited","2011","Hesse","Part Time","26","","",""
"Yes, strongly limited","2011","Hesse","Not Working","109","0.264485072370347","0.225232009483952","0.303738135256742"
"Yes, strongly limited","2011","Rhineland-Palatinate,Saarland","Full Time","27","","",""
"Yes, strongly limited","2011","Rhineland-Palatinate,Saarland","Part Time","19","","",""
"Yes, strongly limited","2011","Rhineland-Palatinate,Saarland","Not Working","88","0.196428411015392","0.16077481494139","0.232082007089394"
"Yes, strongly limited","2011","Baden-Württemberg","Full Time","28","","",""
"Yes, strongly limited","2011","Baden-Württemberg","Part Time","25","","",""
"Yes, strongly limited","2011","Baden-Württemberg","Not Working","169","0.205673467252365","0.17944098780198","0.23190594670275"
