"ple0009","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes, somewhat limited","2012","16-34 y.","no migration background","613","0.126331574961165","0.116887753288626","0.135775396633703"
"Yes, somewhat limited","2012","16-34 y.","direct migration background","85","0.0857136412644455","0.0658372884104233","0.105589994118468"
"Yes, somewhat limited","2012","16-34 y.","indirect migration background","89","0.139951552284775","0.11455710111057","0.16534600345898"
"Yes, somewhat limited","2012","35-65 y.","no migration background","3326","0.272947719629248","0.265402634544468","0.280492804714029"
"Yes, somewhat limited","2012","35-65 y.","direct migration background","432","0.252888546471591","0.232929895567389","0.272847197375792"
"Yes, somewhat limited","2012","35-65 y.","indirect migration background","121","0.264028212800613","0.226428296259924","0.301628129341301"
"Yes, somewhat limited","2012","66 and older","no migration background","1885","0.400300517627775","0.386371384258501","0.414229650997049"
"Yes, somewhat limited","2012","66 and older","direct migration background","143","0.407770056217208","0.359611779052219","0.455928333382197"
"Yes, somewhat limited","2012","66 and older","indirect migration background","1","","",""
"No, not limited","2012","16-34 y.","no migration background","4053","0.85850497527508","0.848597557077326","0.868412393472835"
"No, not limited","2012","16-34 y.","direct migration background","666","0.904516456002695","0.883650268452776","0.925382643552614"
"No, not limited","2012","16-34 y.","indirect migration background","604","0.825272236802958","0.797477146497415","0.853067327108502"
"No, not limited","2012","35-65 y.","no migration background","8979","0.635380621939086","0.627228354064258","0.643532889813915"
"No, not limited","2012","35-65 y.","direct migration background","1251","0.665233152757117","0.643564492108525","0.686901813405708"
"No, not limited","2012","35-65 y.","indirect migration background","373","0.678651309417582","0.638818334506539","0.718484284328625"
"No, not limited","2012","66 and older","no migration background","1814","0.362674317662726","0.349006370381811","0.376342264943642"
"No, not limited","2012","66 and older","direct migration background","152","0.339741986869085","0.293327928205431","0.386156045532738"
"No, not limited","2012","66 and older","indirect migration background","3","","",""
"Yes, strongly limited","2013","16-34 y.","no migration background","98","0.0218639752701896","0.0176040004250227","0.0261239501153566"
"Yes, strongly limited","2013","16-34 y.","direct migration background","32","0.0106230072268645","0.00605279038992337","0.0151932240638057"
"Yes, strongly limited","2013","16-34 y.","indirect migration background","32","0.0374208793265066","0.0274399224093865","0.0474018362436268"
"Yes, strongly limited","2013","35-65 y.","no migration background","1056","0.0955467481651621","0.0904675684149184","0.100625927915406"
"Yes, strongly limited","2013","35-65 y.","direct migration background","341","0.0948610755038861","0.0857837702781272","0.103938380729645"
"Yes, strongly limited","2013","35-65 y.","indirect migration background","39","0.0568395325407989","0.0401008040583265","0.0735782610232713"
"Yes, strongly limited","2013","66 and older","no migration background","914","0.218058949550588","0.206092261349246","0.230025637751931"
"Yes, strongly limited","2013","66 and older","direct migration background","96","0.210166814745028","0.171967362797859","0.248366266692198"
"Yes, strongly limited","2013","66 and older","indirect migration background","1","","",""
"Yes, somewhat limited","2013","16-34 y.","no migration background","562","0.106178119049118","0.097204123525313","0.115152114572924"
"Yes, somewhat limited","2013","16-34 y.","direct migration background","169","0.0750340797561502","0.0632898561855063","0.0867783033267941"
"Yes, somewhat limited","2013","16-34 y.","indirect migration background","144","0.088287049800949","0.0733668536628495","0.103207245939048"
"Yes, somewhat limited","2013","35-65 y.","no migration background","2976","0.243842881525739","0.236423740467437","0.251262022584042"
"Yes, somewhat limited","2013","35-65 y.","direct migration background","823","0.233947764408319","0.220833499932267","0.247062028884372"
"Yes, somewhat limited","2013","35-65 y.","indirect migration background","143","0.210747370944296","0.181262887544721","0.240231854343871"
"Yes, somewhat limited","2013","66 and older","no migration background","1748","0.381493022178953","0.367415843856815","0.395570200501091"
"Yes, somewhat limited","2013","66 and older","direct migration background","172","0.414892656444103","0.368697863914722","0.461087448973484"
"Yes, somewhat limited","2013","66 and older","indirect migration background","1","","",""
"No, not limited","2013","16-34 y.","no migration background","3867","0.871957905680692","0.862224451516048","0.881691359845337"
"No, not limited","2013","16-34 y.","direct migration background","1732","0.914342913016985","0.901867114107902","0.926818711926068"
"No, not limited","2013","16-34 y.","indirect migration background","1213","0.874292070872544","0.856857688208128","0.89172645353696"
"No, not limited","2013","35-65 y.","no migration background","8836","0.660610370309099","0.652429216787464","0.668791523830733"
"No, not limited","2013","35-65 y.","direct migration background","2839","0.671191160087795","0.656638239737766","0.685744080437823"
"No, not limited","2013","35-65 y.","indirect migration background","553","0.732413096514905","0.700408312612291","0.764417880417519"
"No, not limited","2013","66 and older","no migration background","1912","0.400448028270459","0.386248088298304","0.414647968242614"
"No, not limited","2013","66 and older","direct migration background","169","0.374940528810869","0.329551672844281","0.420329384777456"
"No, not limited","2013","66 and older","indirect migration background","3","","",""
"Yes, strongly limited","2014","16-34 y.","no migration background","","","",""
"Yes, strongly limited","2014","16-34 y.","direct migration background","","","",""
"Yes, strongly limited","2014","16-34 y.","indirect migration background","","","",""
"Yes, strongly limited","2014","35-65 y.","no migration background","","","",""
"Yes, strongly limited","2014","35-65 y.","direct migration background","","","",""
"Yes, strongly limited","2014","35-65 y.","indirect migration background","","","",""
"Yes, strongly limited","2014","66 and older","no migration background","","","",""
"Yes, strongly limited","2014","66 and older","direct migration background","","","",""
"Yes, strongly limited","2014","66 and older","indirect migration background","","","",""
"Yes, somewhat limited","2014","16-34 y.","no migration background","","","",""
"Yes, somewhat limited","2014","16-34 y.","direct migration background","","","",""
"Yes, somewhat limited","2014","16-34 y.","indirect migration background","","","",""
"Yes, somewhat limited","2014","35-65 y.","no migration background","","","",""
"Yes, somewhat limited","2014","35-65 y.","direct migration background","","","",""
"Yes, somewhat limited","2014","35-65 y.","indirect migration background","","","",""
"Yes, somewhat limited","2014","66 and older","no migration background","","","",""
"Yes, somewhat limited","2014","66 and older","direct migration background","","","",""
"Yes, somewhat limited","2014","66 and older","indirect migration background","","","",""
"No, not limited","2014","16-34 y.","no migration background","","","",""
"No, not limited","2014","16-34 y.","direct migration background","","","",""
"No, not limited","2014","16-34 y.","indirect migration background","","","",""
"No, not limited","2014","35-65 y.","no migration background","","","",""
"No, not limited","2014","35-65 y.","direct migration background","","","",""
"No, not limited","2014","35-65 y.","indirect migration background","","","",""
"No, not limited","2014","66 and older","no migration background","","","",""
"No, not limited","2014","66 and older","direct migration background","","","",""
"No, not limited","2014","66 and older","indirect migration background","","","",""
"Yes, strongly limited","2015","16-34 y.","no migration background","102","0.0235874207803798","0.0187034103297358","0.0284714312310238"
"Yes, strongly limited","2015","16-34 y.","direct migration background","30","0.0121077975214215","0.00725607965740014","0.0169595153854429"
"Yes, strongly limited","2015","16-34 y.","indirect migration background","23","","",""
"Yes, strongly limited","2015","35-65 y.","no migration background","894","0.0988721868279202","0.0932453345837242","0.104499039072116"
"Yes, strongly limited","2015","35-65 y.","direct migration background","290","0.103055398554583","0.0930116705498739","0.113099126559291"
"Yes, strongly limited","2015","35-65 y.","indirect migration background","42","0.0741833082780066","0.0544130744229115","0.0939535421331016"
"Yes, strongly limited","2015","66 and older","no migration background","874","0.218086670190172","0.205922368034288","0.230250972346056"
"Yes, strongly limited","2015","66 and older","direct migration background","89","0.231009002626074","0.1909851978283","0.271032807423848"
"Yes, strongly limited","2015","66 and older","indirect migration background","1","","",""
"Yes, somewhat limited","2015","16-34 y.","no migration background","491","0.129493073117441","0.11868796644414","0.140298179790742"
"Yes, somewhat limited","2015","16-34 y.","direct migration background","172","0.0795286607301594","0.067526065675853","0.0915312557844659"
"Yes, somewhat limited","2015","16-34 y.","indirect migration background","100","0.0916617829028257","0.0737057580180855","0.109617807787566"
"Yes, somewhat limited","2015","35-65 y.","no migration background","2620","0.247072942611405","0.238942310890162","0.255203574332649"
"Yes, somewhat limited","2015","35-65 y.","direct migration background","693","0.232341733501965","0.218390123186411","0.246293343817518"
"Yes, somewhat limited","2015","35-65 y.","indirect migration background","141","0.200662239936085","0.170449215835957","0.230875264036213"
"Yes, somewhat limited","2015","66 and older","no migration background","1738","0.390777649722284","0.37640469352024","0.405150605924329"
"Yes, somewhat limited","2015","66 and older","direct migration background","175","0.396710294344344","0.350254169091604","0.443166419597083"
"Yes, somewhat limited","2015","66 and older","indirect migration background","1","","",""
"No, not limited","2015","16-34 y.","no migration background","3116","0.846919506102179","0.835331714676493","0.858507297527866"
"No, not limited","2015","16-34 y.","direct migration background","1750","0.908363541748419","0.895564655491704","0.921162428005135"
"No, not limited","2015","16-34 y.","indirect migration background","869","0.87233659328195","0.851569892034777","0.893103294529123"
"No, not limited","2015","35-65 y.","no migration background","7296","0.654054870560674","0.645087895820549","0.6630218453008"
"No, not limited","2015","35-65 y.","direct migration background","2537","0.664602867943453","0.649005994897156","0.68019974098975"
"No, not limited","2015","35-65 y.","indirect migration background","492","0.725154451785909","0.691475713209689","0.758833190362129"
"No, not limited","2015","66 and older","no migration background","1815","0.391135680087544","0.37676036707893","0.405510993096158"
"No, not limited","2015","66 and older","direct migration background","162","0.372280703029583","0.326375565379271","0.418185840679894"
"No, not limited","2015","66 and older","indirect migration background","3","","",""
"Yes, strongly limited","2016","16-34 y.","no migration background","","","",""
"Yes, strongly limited","2016","16-34 y.","direct migration background","101","0.0384768051043945","0.0309445744564062","0.0460090357523829"
"Yes, strongly limited","2016","16-34 y.","indirect migration background","","","",""
"Yes, strongly limited","2016","35-65 y.","no migration background","","","",""
"Yes, strongly limited","2016","35-65 y.","direct migration background","133","0.086646353950423","0.0737433053212979","0.0995494025795481"
"Yes, strongly limited","2016","35-65 y.","indirect migration background","","","",""
"Yes, strongly limited","2016","66 and older","no migration background","","","",""
"Yes, strongly limited","2016","66 and older","direct migration background","10","","",""
"Yes, strongly limited","2016","66 and older","indirect migration background","","","",""
"Yes, somewhat limited","2016","16-34 y.","no migration background","","","",""
"Yes, somewhat limited","2016","16-34 y.","direct migration background","301","0.110594074137047","0.0983123266549169","0.122875821619176"
"Yes, somewhat limited","2016","16-34 y.","indirect migration background","","","",""
"Yes, somewhat limited","2016","35-65 y.","no migration background","","","",""
"Yes, somewhat limited","2016","35-65 y.","direct migration background","388","0.216578967087883","0.197685856918251","0.235472077257515"
"Yes, somewhat limited","2016","35-65 y.","indirect migration background","","","",""
"Yes, somewhat limited","2016","66 and older","no migration background","","","",""
"Yes, somewhat limited","2016","66 and older","direct migration background","9","","",""
"Yes, somewhat limited","2016","66 and older","indirect migration background","","","",""
"No, not limited","2016","16-34 y.","no migration background","","","",""
"No, not limited","2016","16-34 y.","direct migration background","2103","0.850929120758559","0.836981911220058","0.864876330297059"
"No, not limited","2016","16-34 y.","indirect migration background","","","",""
"No, not limited","2016","35-65 y.","no migration background","","","",""
"No, not limited","2016","35-65 y.","direct migration background","1305","0.696774678961694","0.675691960141337","0.71785739778205"
"No, not limited","2016","35-65 y.","indirect migration background","","","",""
"No, not limited","2016","66 and older","no migration background","","","",""
"No, not limited","2016","66 and older","direct migration background","6","","",""
"No, not limited","2016","66 and older","indirect migration background","","","",""
"Yes, strongly limited","2017","16-34 y.","no migration background","89","0.0210300064606156","0.016616985507005","0.0254430274142261"
"Yes, strongly limited","2017","16-34 y.","direct migration background","67","0.0140636817049179","0.00985980070616618","0.0182675627036696"
"Yes, strongly limited","2017","16-34 y.","indirect migration background","29","","",""
"Yes, strongly limited","2017","35-65 y.","no migration background","953","0.0920910347779164","0.0868288311997411","0.0973532383560917"
"Yes, strongly limited","2017","35-65 y.","direct migration background","361","0.101085859483261","0.091734879338605","0.110436839627916"
"Yes, strongly limited","2017","35-65 y.","indirect migration background","49","0.0680794093445728","0.0496810462216943","0.0864777724674513"
"Yes, strongly limited","2017","66 and older","no migration background","835","0.208502244657617","0.196690633515241","0.220313855799993"
"Yes, strongly limited","2017","66 and older","direct migration background","91","0.16257794267361","0.129040910751982","0.196114974595238"
"Yes, strongly limited","2017","66 and older","indirect migration background","1","","",""
"Yes, somewhat limited","2017","16-34 y.","no migration background","538","0.128253406881488","0.117969427888008","0.138537385874969"
"Yes, somewhat limited","2017","16-34 y.","direct migration background","305","0.10913141826936","0.0979998029919189","0.1202630335468"
"Yes, somewhat limited","2017","16-34 y.","indirect migration background","111","0.117070970850988","0.0965617292207242","0.137580212481251"
"Yes, somewhat limited","2017","35-65 y.","no migration background","2839","0.259610207699128","0.25163156695611","0.267588848442145"
"Yes, somewhat limited","2017","35-65 y.","direct migration background","820","0.236109639268742","0.222935410565463","0.24928386797202"
"Yes, somewhat limited","2017","35-65 y.","indirect migration background","168","0.243251704301168","0.211912676876008","0.274590731726328"
"Yes, somewhat limited","2017","66 and older","no migration background","1699","0.378504742845061","0.364402652198871","0.392606833491251"
"Yes, somewhat limited","2017","66 and older","direct migration background","198","0.463547152445099","0.418222513748994","0.508871791141205"
"Yes, somewhat limited","2017","66 and older","indirect migration background","3","","",""
"No, not limited","2017","16-34 y.","no migration background","3434","0.850716586657896","0.839756100326658","0.861677072989134"
"No, not limited","2017","16-34 y.","direct migration background","2642","0.876804900025723","0.865071478629267","0.888538321422178"
"No, not limited","2017","16-34 y.","indirect migration background","804","0.849519639397534","0.82671155994268","0.872327718852388"
"No, not limited","2017","35-65 y.","no migration background","7807","0.648298757522956","0.639608905866273","0.656988609179639"
"No, not limited","2017","35-65 y.","direct migration background","2811","0.662804501247997","0.648139353810331","0.677469648685664"
"No, not limited","2017","35-65 y.","indirect migration background","503","0.688668886354259","0.654846960236584","0.722490812471935"
"No, not limited","2017","66 and older","no migration background","2010","0.412993012497322","0.39867700500358","0.427309019991064"
"No, not limited","2017","66 and older","direct migration background","176","0.373874904881291","0.329898945007064","0.417850864755518"
"No, not limited","2017","66 and older","indirect migration background","12","","",""
"Yes, strongly limited","2018","16-34 y.","no migration background","","","",""
"Yes, strongly limited","2018","16-34 y.","direct migration background","8","","",""
"Yes, strongly limited","2018","16-34 y.","indirect migration background","","","",""
"Yes, strongly limited","2018","35-65 y.","no migration background","","","",""
"Yes, strongly limited","2018","35-65 y.","direct migration background","14","","",""
"Yes, strongly limited","2018","35-65 y.","indirect migration background","","","",""
"Yes, strongly limited","2018","66 and older","no migration background","","","",""
"Yes, strongly limited","2018","66 and older","direct migration background","1","","",""
"Yes, strongly limited","2018","66 and older","indirect migration background","","","",""
"Yes, somewhat limited","2018","16-34 y.","no migration background","","","",""
"Yes, somewhat limited","2018","16-34 y.","direct migration background","27","","",""
"Yes, somewhat limited","2018","16-34 y.","indirect migration background","","","",""
"Yes, somewhat limited","2018","35-65 y.","no migration background","","","",""
"Yes, somewhat limited","2018","35-65 y.","direct migration background","37","0.214446257509999","0.151243246245059","0.277649268774938"
"Yes, somewhat limited","2018","35-65 y.","indirect migration background","","","",""
"Yes, somewhat limited","2018","66 and older","no migration background","","","",""
"Yes, somewhat limited","2018","66 and older","direct migration background","3","","",""
"Yes, somewhat limited","2018","66 and older","indirect migration background","","","",""
"No, not limited","2018","16-34 y.","no migration background","","","",""
"No, not limited","2018","16-34 y.","direct migration background","223","0.835438173425971","0.790194282639126","0.880682064212815"
"No, not limited","2018","16-34 y.","indirect migration background","","","",""
"No, not limited","2018","35-65 y.","no migration background","","","",""
"No, not limited","2018","35-65 y.","direct migration background","111","0.700547146637865","0.630017209652008","0.771077083623722"
"No, not limited","2018","35-65 y.","indirect migration background","","","",""
"No, not limited","2018","66 and older","no migration background","","","",""
"No, not limited","2018","66 and older","direct migration background","","","",""
"No, not limited","2018","66 and older","indirect migration background","","","",""
"Yes, strongly limited","2019","16-34 y.","no migration background","116","0.0274446483684436","0.0222079644890535","0.0326813322478338"
"Yes, strongly limited","2019","16-34 y.","direct migration background","67","0.0186465006248532","0.0135506654661769","0.0237423357835295"
"Yes, strongly limited","2019","16-34 y.","indirect migration background","34","0.0450711755707755","0.0313329392679212","0.0588094118736298"
"Yes, strongly limited","2019","35-65 y.","no migration background","932","0.0932544580090806","0.0879878788498916","0.0985210371682696"
"Yes, strongly limited","2019","35-65 y.","direct migration background","375","0.0857277412524182","0.0775534339749086","0.0939020485299278"
"Yes, strongly limited","2019","35-65 y.","indirect migration background","53","0.0640535398987227","0.0469253947899411","0.0811816850075044"
"Yes, strongly limited","2019","66 and older","no migration background","859","0.213800063589872","0.202135872087159","0.225464255092586"
"Yes, strongly limited","2019","66 and older","direct migration background","87","0.190998557398525","0.155308699053161","0.226688415743889"
"Yes, strongly limited","2019","66 and older","indirect migration background","4","","",""
"Yes, somewhat limited","2019","16-34 y.","no migration background","552","0.14275156325492","0.131538761448612","0.153964365061229"
"Yes, somewhat limited","2019","16-34 y.","direct migration background","274","0.152680845706238","0.139131455391229","0.166230236021248"
"Yes, somewhat limited","2019","16-34 y.","indirect migration background","99","0.119685887076548","0.0981909419070822","0.141180832246014"
"Yes, somewhat limited","2019","35-65 y.","no migration background","2971","0.262900816440335","0.254928031802513","0.270873601078158"
"Yes, somewhat limited","2019","35-65 y.","direct migration background","963","0.25248844574909","0.239803687147548","0.265173204350631"
"Yes, somewhat limited","2019","35-65 y.","indirect migration background","179","0.231735258190745","0.202218764077807","0.261251752303682"
"Yes, somewhat limited","2019","66 and older","no migration background","1814","0.393135370105853","0.379239005624657","0.407031734587049"
"Yes, somewhat limited","2019","66 and older","direct migration background","185","0.381746146689917","0.337637282010429","0.425855011369405"
"Yes, somewhat limited","2019","66 and older","indirect migration background","8","","",""
"No, not limited","2019","16-34 y.","no migration background","3071","0.829803788376636","0.817758061563177","0.841849515190094"
"No, not limited","2019","16-34 y.","direct migration background","2366","0.828672653668908","0.814478522610275","0.842866784727541"
"No, not limited","2019","16-34 y.","indirect migration background","743","0.835242937352677","0.810677502053181","0.859808372652172"
"No, not limited","2019","35-65 y.","no migration background","7808","0.643844725550584","0.635171885003029","0.652517566098139"
"No, not limited","2019","35-65 y.","direct migration background","3168","0.661783812998492","0.647970184817864","0.67559744117912"
"No, not limited","2019","35-65 y.","indirect migration background","553","0.704211201910533","0.672284387439622","0.736138016381443"
"No, not limited","2019","66 and older","no migration background","2073","0.393064566304275","0.379168642691053","0.406960489917497"
"No, not limited","2019","66 and older","direct migration background","194","0.427255295911558","0.382341537248824","0.472169054574293"
"No, not limited","2019","66 and older","indirect migration background","23","","",""
