"ple0009","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","lower secondary degree","West Germany","834","0.168331371439398","0.158359252717735","0.178303490161062"
"Yes, strongly limited","2011","lower secondary degree","East Germany","254","0.201572130258767","0.179412203905957","0.223732056611577"
"Yes, strongly limited","2011","secondary school degree","West Germany","300","0.0865610108163575","0.0777741884789983","0.0953478331537168"
"Yes, strongly limited","2011","secondary school degree","East Germany","196","0.0822837582120314","0.0708398993129135","0.0937276171111494"
"Yes, strongly limited","2011","college entrance qualification","West Germany","210","0.0510595894928905","0.0445915149219756","0.0575276640638053"
"Yes, strongly limited","2011","college entrance qualification","East Germany","71","0.0686190602009495","0.0542131144631698","0.0830250059387291"
"Yes, strongly limited","2011","Other degree","West Germany","125","0.109794155357415","0.0909470165525164","0.128641294162314"
"Yes, strongly limited","2011","Other degree","East Germany","11","","",""
"Yes, strongly limited","2011","no degree/no degree yet","West Germany","42","0.124558905230337","0.0955564826907417","0.153561327769932"
"Yes, strongly limited","2011","no degree/no degree yet","East Germany","4","","",""
"Yes, somewhat limited","2011","lower secondary degree","West Germany","1384","0.265398171769515","0.2536301160669","0.277166227472129"
"Yes, somewhat limited","2011","lower secondary degree","East Germany","419","0.336881325751736","0.310773583053504","0.362989068449967"
"Yes, somewhat limited","2011","secondary school degree","West Germany","747","0.195826772906193","0.183426199946007","0.20822734586638"
"Yes, somewhat limited","2011","secondary school degree","East Germany","474","0.240484871208561","0.222686784411369","0.258282958005753"
"Yes, somewhat limited","2011","college entrance qualification","West Germany","704","0.162829381816913","0.151980367956849","0.173678395676977"
"Yes, somewhat limited","2011","college entrance qualification","East Germany","225","0.190725128874675","0.168337520311879","0.21311273743747"
"Yes, somewhat limited","2011","Other degree","West Germany","238","0.239195377621917","0.213478184864201","0.264912570379633"
"Yes, somewhat limited","2011","Other degree","East Germany","21","","",""
"Yes, somewhat limited","2011","no degree/no degree yet","West Germany","88","0.199282470234041","0.164198588624149","0.234366351843933"
"Yes, somewhat limited","2011","no degree/no degree yet","East Germany","12","","",""
"No, not limited","2011","lower secondary degree","West Germany","3190","0.566270456791087","0.553062026631449","0.579478886950726"
"No, not limited","2011","lower secondary degree","East Germany","586","0.461546543989498","0.43400951625156","0.489083571727435"
"No, not limited","2011","secondary school degree","West Germany","2887","0.717612216277449","0.703545304058871","0.731679128496028"
"No, not limited","2011","secondary school degree","East Germany","1545","0.677231370579407","0.657760946162577","0.696701794996238"
"No, not limited","2011","college entrance qualification","West Germany","3535","0.786111028690197","0.774061972529385","0.798160084851009"
"No, not limited","2011","college entrance qualification","East Germany","887","0.740655810924376","0.715681000706688","0.765630621142063"
"No, not limited","2011","Other degree","West Germany","694","0.651010467020668","0.622275494654677","0.679745439386659"
"No, not limited","2011","Other degree","East Germany","43","0.585193825018576","0.473689956993775","0.696697693043377"
"No, not limited","2011","no degree/no degree yet","West Germany","368","0.676158624535622","0.635060322139078","0.717256926932166"
"No, not limited","2011","no degree/no degree yet","East Germany","53","0.700407631016024","0.59232289808961","0.808492363942439"
"Yes, strongly limited","2012","lower secondary degree","West Germany","951","0.167915815777648","0.158725726104719","0.177105905450577"
"Yes, strongly limited","2012","lower secondary degree","East Germany","316","0.240032179710008","0.21757924947595","0.262485109944065"
"Yes, strongly limited","2012","secondary school degree","West Germany","399","0.0792674669079102","0.0721413416496761","0.0863935921661442"
"Yes, strongly limited","2012","secondary school degree","East Germany","226","0.0908250265018773","0.0800849284317821","0.101565124571972"
"Yes, strongly limited","2012","college entrance qualification","West Germany","267","0.0476061426282641","0.0423076542510383","0.0529046310054898"
"Yes, strongly limited","2012","college entrance qualification","East Germany","81","0.0689530321650479","0.0562529413140865","0.0816531230160092"
"Yes, strongly limited","2012","Other degree","West Germany","155","0.106077709153747","0.0913745693065943","0.1207808490009"
"Yes, strongly limited","2012","Other degree","East Germany","23","","",""
"Yes, strongly limited","2012","no degree/no degree yet","West Germany","78","0.143926630398943","0.119308863977185","0.168544396820701"
"Yes, strongly limited","2012","no degree/no degree yet","East Germany","8","","",""
"Yes, somewhat limited","2012","lower secondary degree","West Germany","1924","0.328408177416807","0.316861687128982","0.339954667704631"
"Yes, somewhat limited","2012","lower secondary degree","East Germany","483","0.364912171698239","0.339604525150566","0.390219818245911"
"Yes, somewhat limited","2012","secondary school degree","West Germany","1296","0.257807938393248","0.24626954045576","0.269346336330736"
"Yes, somewhat limited","2012","secondary school degree","East Germany","764","0.298550150783456","0.281446504570029","0.315653796996882"
"Yes, somewhat limited","2012","college entrance qualification","West Germany","1198","0.199798947977816","0.18984928537169","0.209748610583942"
"Yes, somewhat limited","2012","college entrance qualification","East Germany","348","0.23575756508268","0.21448142988991","0.257033700275451"
"Yes, somewhat limited","2012","Other degree","West Germany","389","0.263106990212396","0.242082932013795","0.284131048410998"
"Yes, somewhat limited","2012","Other degree","East Germany","24","","",""
"Yes, somewhat limited","2012","no degree/no degree yet","West Germany","144","0.222493516582555","0.193323729185501","0.251663303979609"
"Yes, somewhat limited","2012","no degree/no degree yet","East Germany","26","","",""
"No, not limited","2012","lower secondary degree","West Germany","3480","0.503676006805546","0.491383270082133","0.515968743528958"
"No, not limited","2012","lower secondary degree","East Germany","591","0.395055648591754","0.36935597888736","0.420755318296147"
"No, not limited","2012","secondary school degree","West Germany","3826","0.662924594698842","0.650455503079269","0.675393686318414"
"No, not limited","2012","secondary school degree","East Germany","1760","0.610624822714667","0.592400428444008","0.628849216985326"
"No, not limited","2012","college entrance qualification","West Germany","4739","0.75259490939392","0.741857558391608","0.763332260396233"
"No, not limited","2012","college entrance qualification","East Germany","1100","0.695289402752272","0.672218162985869","0.718360642518674"
