"ple0009","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"No, not limited","2012","Single parent ","Male","401","0.760338642170441","0.724499931338389","0.796177353002493"
"No, not limited","2012","Single parent ","Female","1494","0.673241727058534","0.65368261919278","0.692800834924287"
"No, not limited","2012","Couple + C. LE 16 ","Male","2779","0.806440977231838","0.793251716511065","0.81963023795261"
"No, not limited","2012","Couple + C. LE 16 ","Female","3028","0.801064826403491","0.788328717522899","0.813800935284083"
"No, not limited","2012","Couple + C. GT 16 ","Male","1171","0.743320523832159","0.721796251128859","0.764844796535459"
"No, not limited","2012","Couple + C. GT 16 ","Female","980","0.6967285476136","0.672684249414219","0.72077284581298"
"No, not limited","2012","Couple + C. LE and GT 16","Male","761","0.737684976499384","0.710310910713738","0.76505904228503"
"No, not limited","2012","Couple + C. LE and GT 16","Female","736","0.750079337458403","0.723190433211539","0.776968241705268"
"Yes, strongly limited","2013","1-pers.-HH","Male","190","0.121066852799299","0.105555775946031","0.136577929652568"
"Yes, strongly limited","2013","1-pers.-HH","Female","410","0.195436156299545","0.178854963282131","0.212017349316958"
"Yes, strongly limited","2013","(Married) couple without C. ","Male","484","0.111056781950673","0.101523697252224","0.120589866649122"
"Yes, strongly limited","2013","(Married) couple without C. ","Female","539","0.134873925801377","0.124587279304797","0.145160572297957"
"Yes, strongly limited","2013","Single parent ","Male","40","0.0719776056550083","0.0516174688147136","0.092337742495303"
"Yes, strongly limited","2013","Single parent ","Female","185","0.0883475837842836","0.0768216710081741","0.099873496560393"
"Yes, strongly limited","2013","Couple + C. LE 16 ","Male","163","0.0444763210551126","0.0379988925102232","0.050953749600002"
"Yes, strongly limited","2013","Couple + C. LE 16 ","Female","131","0.0273042336516811","0.0224269998327461","0.0321814674706161"
"Yes, strongly limited","2013","Couple + C. GT 16 ","Male","116","0.0622600340973475","0.0510319409471848","0.0734881272475102"
"Yes, strongly limited","2013","Couple + C. GT 16 ","Female","101","0.0647924830179128","0.0527721464768483","0.0768128195589772"
"Yes, strongly limited","2013","Couple + C. LE and GT 16","Male","72","0.0603101533717219","0.0470865169825513","0.0735337897608925"
"Yes, strongly limited","2013","Couple + C. LE and GT 16","Female","56","0.0479725285018261","0.0363777119930647","0.0595673450105875"
"Yes, somewhat limited","2013","1-pers.-HH","Male","388","0.219821064316259","0.200129366392148","0.23951276224037"
"Yes, somewhat limited","2013","1-pers.-HH","Female","670","0.312299677615811","0.292921254042228","0.331678101189394"
"Yes, somewhat limited","2013","(Married) couple without C. ","Male","1241","0.294873172154441","0.281038300045352","0.30870804426353"
"Yes, somewhat limited","2013","(Married) couple without C. ","Female","1246","0.297267383498774","0.283503569303887","0.311031197693661"
"Yes, somewhat limited","2013","Single parent ","Male","103","0.140409394247986","0.1130411662213","0.167777622274672"
"Yes, somewhat limited","2013","Single parent ","Female","548","0.24125443081549","0.223878459945051","0.258630401685928"
"Yes, somewhat limited","2013","Couple + C. LE 16 ","Male","574","0.141359931614218","0.130413156044537","0.1523067071839"
"Yes, somewhat limited","2013","Couple + C. LE 16 ","Female","662","0.150607426480045","0.139903392196204","0.161311460763886"
"Yes, somewhat limited","2013","Couple + C. GT 16 ","Male","323","0.182726015002413","0.164768586501553","0.200683443503273"
"Yes, somewhat limited","2013","Couple + C. GT 16 ","Female","330","0.197742517484901","0.17829307134585","0.217191963623951"
"Yes, somewhat limited","2013","Couple + C. LE and GT 16","Male","191","0.168161371414906","0.14738613007251","0.188936612757303"
"Yes, somewhat limited","2013","Couple + C. LE and GT 16","Female","255","0.195278562682361","0.173770915402859","0.216786209961863"
"No, not limited","2013","1-pers.-HH","Male","1121","0.659112082884442","0.636572968784652","0.681651196984232"
"No, not limited","2013","1-pers.-HH","Female","1117","0.492264166084644","0.471359122295303","0.513169209873985"
"No, not limited","2013","(Married) couple without C. ","Male","2448","0.594070045894887","0.579170663175255","0.608969428614518"
"No, not limited","2013","(Married) couple without C. ","Female","2451","0.567858690699849","0.552940946859855","0.582776434539843"
"No, not limited","2013","Single parent ","Male","476","0.787613000097006","0.755393175665677","0.819832824528335"
"No, not limited","2013","Single parent ","Female","1596","0.670397985400227","0.65130716351333","0.689488807287123"
"No, not limited","2013","Couple + C. LE 16 ","Male","3154","0.814163747330669","0.801941851563775","0.826385643097563"
"No, not limited","2013","Couple + C. LE 16 ","Female","3496","0.822088339868274","0.810642925558849","0.833533754177698"
"No, not limited","2013","Couple + C. GT 16 ","Male","1340","0.755013950900239","0.735028760869457","0.774999140931021"
"No, not limited","2013","Couple + C. GT 16 ","Female","1180","0.737464999497186","0.715978551195894","0.758951447798479"
"No, not limited","2013","Couple + C. LE and GT 16","Male","982","0.771528475213372","0.748207031329531","0.794849919097212"
"No, not limited","2013","Couple + C. LE and GT 16","Female","994","0.756748908815813","0.733470883538704","0.780026934092922"
"Yes, strongly limited","2014","1-pers.-HH","Male","","","",""
"Yes, strongly limited","2014","1-pers.-HH","Female","","","",""
"Yes, strongly limited","2014","(Married) couple without C. ","Male","","","",""
"Yes, strongly limited","2014","(Married) couple without C. ","Female","","","",""
"Yes, strongly limited","2014","Single parent ","Male","","","",""
"Yes, strongly limited","2014","Single parent ","Female","","","",""
"Yes, strongly limited","2014","Couple + C. LE 16 ","Male","","","",""
"Yes, strongly limited","2014","Couple + C. LE 16 ","Female","","","",""
"Yes, strongly limited","2014","Couple + C. GT 16 ","Male","","","",""
"Yes, strongly limited","2014","Couple + C. GT 16 ","Female","","","",""
"Yes, strongly limited","2014","Couple + C. LE and GT 16","Male","","","",""
"Yes, strongly limited","2014","Couple + C. LE and GT 16","Female","","","",""
"Yes, somewhat limited","2014","1-pers.-HH","Male","","","",""
"Yes, somewhat limited","2014","1-pers.-HH","Female","","","",""
"Yes, somewhat limited","2014","(Married) couple without C. ","Male","","","",""
"Yes, somewhat limited","2014","(Married) couple without C. ","Female","","","",""
"Yes, somewhat limited","2014","Single parent ","Male","","","",""
"Yes, somewhat limited","2014","Single parent ","Female","","","",""
"Yes, somewhat limited","2014","Couple + C. LE 16 ","Male","","","",""
"Yes, somewhat limited","2014","Couple + C. LE 16 ","Female","","","",""
"Yes, somewhat limited","2014","Couple + C. GT 16 ","Male","","","",""
"Yes, somewhat limited","2014","Couple + C. GT 16 ","Female","","","",""
"Yes, somewhat limited","2014","Couple + C. LE and GT 16","Male","","","",""
"Yes, somewhat limited","2014","Couple + C. LE and GT 16","Female","","","",""
"No, not limited","2014","1-pers.-HH","Male","","","",""
"No, not limited","2014","1-pers.-HH","Female","","","",""
"No, not limited","2014","(Married) couple without C. ","Male","","","",""
"No, not limited","2014","(Married) couple without C. ","Female","","","",""
"No, not limited","2014","Single parent ","Male","","","",""
"No, not limited","2014","Single parent ","Female","","","",""
"No, not limited","2014","Couple + C. LE 16 ","Male","","","",""
"No, not limited","2014","Couple + C. LE 16 ","Female","","","",""
"No, not limited","2014","Couple + C. GT 16 ","Male","","","",""
"No, not limited","2014","Couple + C. GT 16 ","Female","","","",""
"No, not limited","2014","Couple + C. LE and GT 16","Male","","","",""
"No, not limited","2014","Couple + C. LE and GT 16","Female","","","",""
"Yes, strongly limited","2015","1-pers.-HH","Male","191","0.132555584950129","0.115961024559799","0.14915014534046"
"Yes, strongly limited","2015","1-pers.-HH","Female","389","0.202961188332815","0.185601177415773","0.220321199249858"
"Yes, strongly limited","2015","(Married) couple without C. ","Male","467","0.129334895260476","0.11876106940874","0.139908721112212"
"Yes, strongly limited","2015","(Married) couple without C. ","Female","474","0.126986679457086","0.11656496455074","0.137408394363431"
"Yes, strongly limited","2015","Single parent ","Male","42","0.0819563149842474","0.0587781079162366","0.105134522052258"
"Yes, strongly limited","2015","Single parent ","Female","182","0.103892168171537","0.0899581998285386","0.117826136514536"
"Yes, strongly limited","2015","Couple + C. LE 16 ","Male","111","0.0421155888895476","0.0351554330679189","0.0490757447111762"
"Yes, strongly limited","2015","Couple + C. LE 16 ","Female","105","0.0282737134917762","0.0228049937955811","0.0337424331879713"
"Yes, strongly limited","2015","Couple + C. GT 16 ","Male","107","0.0637073893156539","0.0513064192563546","0.0761083593749532"
"Yes, strongly limited","2015","Couple + C. GT 16 ","Female","82","0.056265391613046","0.0442376483730993","0.0682931348529927"
"Yes, strongly limited","2015","Couple + C. LE and GT 16","Male","55","0.0434496312360286","0.0314130191901038","0.0554862432819535"
"Yes, strongly limited","2015","Couple + C. LE and GT 16","Female","50","0.0588540889751531","0.0450398343106374","0.0726683436396688"
"Yes, somewhat limited","2015","1-pers.-HH","Male","374","0.245950594470283","0.224875489409169","0.267025699531397"
"Yes, somewhat limited","2015","1-pers.-HH","Female","672","0.327365989506708","0.30711202936653","0.347619949646886"
"Yes, somewhat limited","2015","(Married) couple without C. ","Male","1117","0.27747764013677","0.263368895655593","0.291586384617948"
"Yes, somewhat limited","2015","(Married) couple without C. ","Female","1225","0.316107352851594","0.301554071144102","0.330660634559085"
"Yes, somewhat limited","2015","Single parent ","Male","94","0.180599354119782","0.148093378853975","0.213105329385589"
"Yes, somewhat limited","2015","Single parent ","Female","432","0.233406575358548","0.214089455867678","0.252723694849417"
"Yes, somewhat limited","2015","Couple + C. LE 16 ","Male","456","0.141593106683892","0.129511947003273","0.153674266364511"
"Yes, somewhat limited","2015","Couple + C. LE 16 ","Female","576","0.162847725093911","0.150665816380576","0.175029633807247"
"Yes, somewhat limited","2015","Couple + C. GT 16 ","Male","280","0.178217848990021","0.158786233517602","0.197649464462441"
"Yes, somewhat limited","2015","Couple + C. GT 16 ","Female","340","0.216885733958046","0.195374436995402","0.23839703092069"
"Yes, somewhat limited","2015","Couple + C. LE and GT 16","Male","172","0.165653519821075","0.143703705693648","0.187603333948503"
"Yes, somewhat limited","2015","Couple + C. LE and GT 16","Female","225","0.197709484003576","0.174332405361476","0.221086562645676"
"No, not limited","2015","1-pers.-HH","Male","1039","0.621493820579588","0.597758188386879","0.645229452772296"
"No, not limited","2015","1-pers.-HH","Female","1001","0.469672822160477","0.448131447329953","0.491214196991001"
"No, not limited","2015","(Married) couple without C. ","Male","2285","0.593187464602754","0.577708501254232","0.608666427951276"
"No, not limited","2015","(Married) couple without C. ","Female","2222","0.556905967691321","0.541357465607788","0.572454469774853"
"No, not limited","2015","Single parent ","Male","402","0.73744433089597","0.700262371363744","0.774626290428196"
"No, not limited","2015","Single parent ","Female","1228","0.662701256469915","0.641110416582425","0.684292096357405"
"No, not limited","2015","Couple + C. LE 16 ","Male","2632","0.816291304426561","0.802872049206176","0.829710559646945"
"No, not limited","2015","Couple + C. LE 16 ","Female","2848","0.808878561414313","0.795906212323201","0.821850910505424"
"No, not limited","2015","Couple + C. GT 16 ","Male","1103","0.758074761694325","0.736330154607405","0.779819368781245"
"No, not limited","2015","Couple + C. GT 16 ","Female","988","0.726848874428908","0.703591424585566","0.750106324272249"
"No, not limited","2015","Couple + C. LE and GT 16","Male","875","0.790896848942896","0.766886553440234","0.814907144445557"
"No, not limited","2015","Couple + C. LE and GT 16","Female","840","0.743436427021271","0.717801618766335","0.769071235276207"
"Yes, strongly limited","2016","1-pers.-HH","Male","38","0.0431737542135746","0.0299391658079759","0.0564083426191732"
"Yes, strongly limited","2016","1-pers.-HH","Female","4","","",""
"Yes, strongly limited","2016","(Married) couple without C. ","Male","4","","",""
"Yes, strongly limited","2016","(Married) couple without C. ","Female","10","","",""
"Yes, strongly limited","2016","Single parent ","Male","6","","",""
"Yes, strongly limited","2016","Single parent ","Female","28","","",""
"Yes, strongly limited","2016","Couple + C. LE 16 ","Male","57","0.0506303240848","0.0372151151140872","0.0640455330555129"
"Yes, strongly limited","2016","Couple + C. LE 16 ","Female","40","0.0456515566950313","0.031468569582647","0.0598345438074155"
"Yes, strongly limited","2016","Couple + C. GT 16 ","Male","4","","",""
"Yes, strongly limited","2016","Couple + C. GT 16 ","Female","3","","",""
"Yes, strongly limited","2016","Couple + C. LE and GT 16","Male","11","","",""
"Yes, strongly limited","2016","Couple + C. LE and GT 16","Female","11","","",""
"Yes, somewhat limited","2016","1-pers.-HH","Male","94","0.110075632022602","0.0896955402438091","0.130455723801396"
"Yes, somewhat limited","2016","1-pers.-HH","Female","17","","",""
"Yes, somewhat limited","2016","(Married) couple without C. ","Male","14","","",""
"Yes, somewhat limited","2016","(Married) couple without C. ","Female","17","","",""
"Yes, somewhat limited","2016","Single parent ","Male","12","","",""
"Yes, somewhat limited","2016","Single parent ","Female","62","0.242848279847702","0.190726361744151","0.294970197951253"
"Yes, somewhat limited","2016","Couple + C. LE 16 ","Male","136","0.13581187034657","0.114849160456246","0.156774580236894"
"Yes, somewhat limited","2016","Couple + C. LE 16 ","Female","152","0.164994165585601","0.139772981237686","0.190215349933517"
"Yes, somewhat limited","2016","Couple + C. GT 16 ","Male","5","","",""
"Yes, somewhat limited","2016","Couple + C. GT 16 ","Female","6","","",""
"Yes, somewhat limited","2016","Couple + C. LE and GT 16","Male","47","0.195726895135381","0.143535533165993","0.247918257104769"
"Yes, somewhat limited","2016","Couple + C. LE and GT 16","Female","51","0.263796138157242","0.199946886942634","0.32764538937185"
"No, not limited","2016","1-pers.-HH","Male","774","0.846750613763823","0.823294226448179","0.870207001079468"
"No, not limited","2016","1-pers.-HH","Female","64","0.755950176140976","0.664638889210826","0.847261463071126"
"No, not limited","2016","(Married) couple without C. ","Male","57","0.761904663740791","0.665512169174375","0.858297158307208"
"No, not limited","2016","(Married) couple without C. ","Female","40","0.566572154088094","0.447914240578961","0.685230067597226"
"No, not limited","2016","Single parent ","Male","74","0.816656971390653","0.737587977115888","0.895725965665419"
"No, not limited","2016","Single parent ","Female","170","0.674846384620615","0.617907602526827","0.731785166714402"
"No, not limited","2016","Couple + C. LE 16 ","Male","833","0.81355780556863","0.78972689034406","0.8373887207932"
"No, not limited","2016","Couple + C. LE 16 ","Female","640","0.789354277719367","0.761646688947716","0.817061866491018"
"No, not limited","2016","Couple + C. GT 16 ","Male","24","","",""
"No, not limited","2016","Couple + C. GT 16 ","Female","26","","",""
"No, not limited","2016","Couple + C. LE and GT 16","Male","164","0.758536832817347","0.70223981534856","0.814833850286134"
"No, not limited","2016","Couple + C. LE and GT 16","Female","121","0.667906592918736","0.599671067772242","0.736142118065231"
"Yes, strongly limited","2017","1-pers.-HH","Male","222","0.121861856303776","0.108360104086076","0.135363608521476"
"Yes, strongly limited","2017","1-pers.-HH","Female","394","0.1918716010251","0.175629894593154","0.208113307457046"
"Yes, strongly limited","2017","(Married) couple without C. ","Male","462","0.115071606639014","0.105315751715649","0.124827461562379"
"Yes, strongly limited","2017","(Married) couple without C. ","Female","482","0.118023984631527","0.108251384375587","0.127796584887466"
"Yes, strongly limited","2017","Single parent ","Male","30","0.0726635352394032","0.0519274496948878","0.0933996207839186"
"Yes, strongly limited","2017","Single parent ","Female","187","0.111804856122528","0.0972792785948954","0.126330433650161"
"Yes, strongly limited","2017","Couple + C. LE 16 ","Male","101","0.0274856708344971","0.0219125579294557","0.0330587837395385"
"Yes, strongly limited","2017","Couple + C. LE 16 ","Female","103","0.0250403204019751","0.0199879895392818","0.0300926512646683"
"Yes, strongly limited","2017","Couple + C. GT 16 ","Male","123","0.0669568395888347","0.0550225525675439","0.0788911266101255"
"Yes, strongly limited","2017","Couple + C. GT 16 ","Female","93","0.0506500685519372","0.0399087992434038","0.0613913378604706"
"Yes, strongly limited","2017","Couple + C. LE and GT 16","Male","66","0.0429144737762267","0.031625225124666","0.0542037224277873"
"Yes, strongly limited","2017","Couple + C. LE and GT 16","Female","78","0.0545106415771061","0.0421412048831041","0.0668800782711081"
"Yes, somewhat limited","2017","1-pers.-HH","Male","485","0.258149247698753","0.240087136132256","0.276211359265251"
"Yes, somewhat limited","2017","1-pers.-HH","Female","707","0.32365734662532","0.304359349142673","0.342955344107966"
"Yes, somewhat limited","2017","(Married) couple without C. ","Male","1201","0.287914515827085","0.27407168131187","0.301757350342301"
"Yes, somewhat limited","2017","(Married) couple without C. ","Female","1272","0.314925057392007","0.300855862015206","0.328994252768809"
"Yes, somewhat limited","2017","Single parent ","Male","106","0.169386635185551","0.139423388262552","0.199349882108549"
"Yes, somewhat limited","2017","Single parent ","Female","436","0.291939852741981","0.270982778795285","0.312896926688678"
"Yes, somewhat limited","2017","Couple + C. LE 16 ","Male","447","0.134793866349933","0.123152833186468","0.146434899513397"
"Yes, somewhat limited","2017","Couple + C. LE 16 ","Female","614","0.16178267918123","0.149875117439518","0.173690240922943"
"Yes, somewhat limited","2017","Couple + C. GT 16 ","Male","333","0.192855263615845","0.174017055251797","0.211693471979893"
"Yes, somewhat limited","2017","Couple + C. GT 16 ","Female","397","0.250294689656411","0.229075756906636","0.271513622406186"
"Yes, somewhat limited","2017","Couple + C. LE and GT 16","Male","203","0.158567870510608","0.138220658456728","0.178915082564488"
"Yes, somewhat limited","2017","Couple + C. LE and GT 16","Female","241","0.171342825524224","0.150812238724696","0.191873412323751"
"No, not limited","2017","1-pers.-HH","Male","1548","0.619988895997471","0.599955022963425","0.640022769031517"
"No, not limited","2017","1-pers.-HH","Female","1157","0.48447105234958","0.463857797777469","0.505084306921692"
"No, not limited","2017","(Married) couple without C. ","Male","2447","0.597013877533901","0.582018257116855","0.612009497950947"
"No, not limited","2017","(Married) couple without C. ","Female","2433","0.567050957976466","0.552042846519036","0.582059069433896"
"No, not limited","2017","Single parent ","Male","466","0.757949829575046","0.723734338969631","0.792165320180462"
"No, not limited","2017","Single parent ","Female","1185","0.59625529113549","0.573639154312804","0.618871427958176"
"No, not limited","2017","Couple + C. LE 16 ","Male","2758","0.83772046281557","0.825152117379292","0.850288808251849"
"No, not limited","2017","Couple + C. LE 16 ","Female","2957","0.813177000416795","0.800573643689777","0.825780357143812"
"No, not limited","2017","Couple + C. GT 16 ","Male","1229","0.74018789679532","0.719249240049709","0.761126553540931"
"No, not limited","2017","Couple + C. GT 16 ","Female","1111","0.699055241791651","0.676587906581229","0.721522577002074"
"No, not limited","2017","Couple + C. LE and GT 16","Male","969","0.798517655713165","0.776174293404055","0.820861018022276"
"No, not limited","2017","Couple + C. LE and GT 16","Female","975","0.77414653289867","0.751363794662753","0.796929271134587"
"Yes, strongly limited","2018","1-pers.-HH","Male","","","",""
"Yes, strongly limited","2018","1-pers.-HH","Female","1","","",""
"Yes, strongly limited","2018","(Married) couple without C. ","Male","","","",""
"Yes, strongly limited","2018","(Married) couple without C. ","Female","","","",""
"Yes, strongly limited","2018","Single parent ","Male","","","",""
"Yes, strongly limited","2018","Single parent ","Female","2","","",""
"Yes, strongly limited","2018","Couple + C. LE 16 ","Male","2","","",""
"Yes, strongly limited","2018","Couple + C. LE 16 ","Female","3","","",""
"Yes, strongly limited","2018","Couple + C. GT 16 ","Male","2","","",""
"Yes, strongly limited","2018","Couple + C. GT 16 ","Female","","","",""
"Yes, strongly limited","2018","Couple + C. LE and GT 16","Male","5","","",""
"Yes, strongly limited","2018","Couple + C. LE and GT 16","Female","2","","",""
"Yes, somewhat limited","2018","1-pers.-HH","Male","","","",""
"Yes, somewhat limited","2018","1-pers.-HH","Female","","","",""
"Yes, somewhat limited","2018","(Married) couple without C. ","Male","1","","",""
"Yes, somewhat limited","2018","(Married) couple without C. ","Female","1","","",""
"Yes, somewhat limited","2018","Single parent ","Male","2","","",""
"Yes, somewhat limited","2018","Single parent ","Female","1","","",""
"Yes, somewhat limited","2018","Couple + C. LE 16 ","Male","6","","",""
"Yes, somewhat limited","2018","Couple + C. LE 16 ","Female","18","","",""
"Yes, somewhat limited","2018","Couple + C. GT 16 ","Male","2","","",""
"Yes, somewhat limited","2018","Couple + C. GT 16 ","Female","1","","",""
"Yes, somewhat limited","2018","Couple + C. LE and GT 16","Male","10","","",""
"Yes, somewhat limited","2018","Couple + C. LE and GT 16","Female","7","","",""
"No, not limited","2018","1-pers.-HH","Male","7","","",""
"No, not limited","2018","1-pers.-HH","Female","","","",""
"No, not limited","2018","(Married) couple without C. ","Male","8","","",""
"No, not limited","2018","(Married) couple without C. ","Female","11","","",""
"No, not limited","2018","Single parent ","Male","9","","",""
"No, not limited","2018","Single parent ","Female","11","","",""
"No, not limited","2018","Couple + C. LE 16 ","Male","47","0.923845022740485","0.853745436536361","0.993944608944609"
"No, not limited","2018","Couple + C. LE 16 ","Female","74","0.770521377552788","0.685964341449265","0.855078413656311"
"No, not limited","2018","Couple + C. GT 16 ","Male","7","","",""
"No, not limited","2018","Couple + C. GT 16 ","Female","7","","",""
"No, not limited","2018","Couple + C. LE and GT 16","Male","47","0.685055209041837","0.569435400037534","0.800675018046141"
"No, not limited","2018","Couple + C. LE and GT 16","Female","37","0.859856442577031","0.759540786294012","0.960172098860049"
"Yes, strongly limited","2019","1-pers.-HH","Male","264","0.122999446617246","0.110271764105923","0.13572712912857"
