"ple0009","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, somewhat limited","2013","Not Employed","Couple + C. GT 16 ","255","0.202180403520119","0.180255206149173","0.224105600891064"
"Yes, somewhat limited","2013","Not Employed","Couple + C. LE and GT 16","162","0.174318693041071","0.151250237231859","0.197387148850283"
"Yes, somewhat limited","2013","Employed","1-pers.-HH","377","0.202780727117738","0.184138918399806","0.22142253583567"
"Yes, somewhat limited","2013","Employed","(Married) couple without C. ","846","0.216578425941845","0.203323829902777","0.229833021980912"
"Yes, somewhat limited","2013","Employed","Single parent ","426","0.210980698935013","0.192763885499305","0.22919751237072"
"Yes, somewhat limited","2013","Employed","Couple + C. LE 16 ","856","0.151246145566132","0.141724289787131","0.160768001345133"
"Yes, somewhat limited","2013","Employed","Couple + C. GT 16 ","398","0.184324990545617","0.167744943699529","0.200905037391705"
"Yes, somewhat limited","2013","Employed","Couple + C. LE and GT 16","284","0.18459104434424","0.16502924000058","0.2041528486879"
"No, not limited","2013","Not Employed","1-pers.-HH","934","0.404549212806795","0.383602377493746","0.425496048119844"
"No, not limited","2013","Not Employed","(Married) couple without C. ","2220","0.432032126300709","0.417868799522826","0.446195453078593"
"No, not limited","2013","Not Employed","Single parent ","665","0.651248574278523","0.622016030509786","0.680481118047261"
"No, not limited","2013","Not Employed","Couple + C. LE 16 ","2205","0.802603651228009","0.787702710183003","0.817504592273015"
"No, not limited","2013","Not Employed","Couple + C. GT 16 ","894","0.671545720549893","0.645906968188167","0.69718447291162"
"No, not limited","2013","Not Employed","Couple + C. LE and GT 16","808","0.747451316228315","0.721033049087161","0.773869583369468"
"No, not limited","2013","Employed","1-pers.-HH","1304","0.735527784108879","0.715078628343417","0.75597693987434"
"No, not limited","2013","Employed","(Married) couple without C. ","2679","0.736844795826405","0.722675276169705","0.751014315483105"
"No, not limited","2013","Employed","Single parent ","1407","0.737683211892015","0.718042590374738","0.757323833409293"
"No, not limited","2013","Employed","Couple + C. LE 16 ","4445","0.82404336043896","0.813923688739045","0.834163032138874"
"No, not limited","2013","Employed","Couple + C. GT 16 ","1626","0.777186573591768","0.759392786570645","0.79498036061289"
"No, not limited","2013","Employed","Couple + C. LE and GT 16","1168","0.77270861193753","0.751577846674918","0.793839377200142"
"Yes, strongly limited","2014","Not Employed","1-pers.-HH","","","",""
"Yes, strongly limited","2014","Not Employed","(Married) couple without C. ","","","",""
"Yes, strongly limited","2014","Not Employed","Single parent ","","","",""
"Yes, strongly limited","2014","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, strongly limited","2014","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, strongly limited","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, strongly limited","2014","Employed","1-pers.-HH","","","",""
"Yes, strongly limited","2014","Employed","(Married) couple without C. ","","","",""
"Yes, strongly limited","2014","Employed","Single parent ","","","",""
"Yes, strongly limited","2014","Employed","Couple + C. LE 16 ","","","",""
"Yes, strongly limited","2014","Employed","Couple + C. GT 16 ","","","",""
"Yes, strongly limited","2014","Employed","Couple + C. LE and GT 16","","","",""
"Yes, somewhat limited","2014","Not Employed","1-pers.-HH","","","",""
"Yes, somewhat limited","2014","Not Employed","(Married) couple without C. ","","","",""
"Yes, somewhat limited","2014","Not Employed","Single parent ","","","",""
"Yes, somewhat limited","2014","Not Employed","Couple + C. LE 16 ","","","",""
"Yes, somewhat limited","2014","Not Employed","Couple + C. GT 16 ","","","",""
"Yes, somewhat limited","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes, somewhat limited","2014","Employed","1-pers.-HH","","","",""
"Yes, somewhat limited","2014","Employed","(Married) couple without C. ","","","",""
"Yes, somewhat limited","2014","Employed","Single parent ","","","",""
"Yes, somewhat limited","2014","Employed","Couple + C. LE 16 ","","","",""
"Yes, somewhat limited","2014","Employed","Couple + C. GT 16 ","","","",""
"Yes, somewhat limited","2014","Employed","Couple + C. LE and GT 16","","","",""
"No, not limited","2014","Not Employed","1-pers.-HH","","","",""
"No, not limited","2014","Not Employed","(Married) couple without C. ","","","",""
"No, not limited","2014","Not Employed","Single parent ","","","",""
"No, not limited","2014","Not Employed","Couple + C. LE 16 ","","","",""
"No, not limited","2014","Not Employed","Couple + C. GT 16 ","","","",""
"No, not limited","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"No, not limited","2014","Employed","1-pers.-HH","","","",""
"No, not limited","2014","Employed","(Married) couple without C. ","","","",""
"No, not limited","2014","Employed","Single parent ","","","",""
"No, not limited","2014","Employed","Couple + C. LE 16 ","","","",""
"No, not limited","2014","Employed","Couple + C. GT 16 ","","","",""
"No, not limited","2014","Employed","Couple + C. LE and GT 16","","","",""
"Yes, strongly limited","2015","Not Employed","1-pers.-HH","463","0.276885628841841","0.256696580639897","0.297074677043786"
"Yes, strongly limited","2015","Not Employed","(Married) couple without C. ","763","0.220436205180607","0.207691243474676","0.233181166886539"
"Yes, strongly limited","2015","Not Employed","Single parent ","133","0.184117668890675","0.156652715185506","0.211582622595844"
"Yes, strongly limited","2015","Not Employed","Couple + C. LE 16 ","108","0.0824553713816872","0.0690197354351551","0.0958910073282193"
"Yes, strongly limited","2015","Not Employed","Couple + C. GT 16 ","103","0.132527347267127","0.108686689672048","0.156368004862206"
"Yes, strongly limited","2015","Not Employed","Couple + C. LE and GT 16","49","0.096073907320309","0.072572232653004","0.119575581987614"
"Yes, strongly limited","2015","Employed","1-pers.-HH","117","0.0700049463881782","0.0581482199453543","0.0818616728310021"
"Yes, strongly limited","2015","Employed","(Married) couple without C. ","178","0.0460137887189392","0.039286474525316","0.0527411029125624"
"Yes, strongly limited","2015","Employed","Single parent ","91","0.0537733520647263","0.042772078355922","0.0647746257735306"
"Yes, strongly limited","2015","Employed","Couple + C. LE 16 ","108","0.0253690856604623","0.021061137694155","0.0296770336267696"
"Yes, strongly limited","2015","Employed","Couple + C. GT 16 ","86","0.0377632444276823","0.0296545914447946","0.0458718974105701"
"Yes, strongly limited","2015","Employed","Couple + C. LE and GT 16","56","0.0358418422738748","0.0267699014309095","0.0449137831168401"
"Yes, somewhat limited","2015","Not Employed","1-pers.-HH","645","0.358611936950938","0.336973048494208","0.380250825407668"
"Yes, somewhat limited","2015","Not Employed","(Married) couple without C. ","1439","0.36837063233858","0.353540504376689","0.383200760300471"
"Yes, somewhat limited","2015","Not Employed","Single parent ","156","0.191015910433424","0.163159693557599","0.218872127309249"
"Yes, somewhat limited","2015","Not Employed","Couple + C. LE 16 ","225","0.175401185493558","0.156824305814455","0.193978065172661"
"Yes, somewhat limited","2015","Not Employed","Couple + C. GT 16 ","196","0.240725749353426","0.210665111528082","0.270786387178769"
"Yes, somewhat limited","2015","Not Employed","Couple + C. LE and GT 16","102","0.182513617657027","0.151708879478456","0.213318355835599"
"Yes, somewhat limited","2015","Employed","1-pers.-HH","401","0.225526001355315","0.206105436929821","0.24494656578081"
"Yes, somewhat limited","2015","Employed","(Married) couple without C. ","903","0.232426421055623","0.218864243625845","0.245988598485402"
"Yes, somewhat limited","2015","Employed","Single parent ","370","0.230463730596974","0.209924807522205","0.251002653671742"
"Yes, somewhat limited","2015","Employed","Couple + C. LE 16 ","807","0.147296995165047","0.137587563922137","0.157006426407957"
"Yes, somewhat limited","2015","Employed","Couple + C. GT 16 ","424","0.180746447492228","0.164377636061232","0.197115258923225"
"Yes, somewhat limited","2015","Employed","Couple + C. LE and GT 16","295","0.180576165916373","0.161803955347596","0.19934837648515"
"No, not limited","2015","Not Employed","1-pers.-HH","779","0.364502434207221","0.342786960725894","0.386217907688548"
"No, not limited","2015","Not Employed","(Married) couple without C. ","1862","0.411193162480813","0.396065194177846","0.426321130783779"
"No, not limited","2015","Not Employed","Single parent ","476","0.6248664206759","0.590557746351657","0.659175095000144"
"No, not limited","2015","Not Employed","Couple + C. LE 16 ","1277","0.742143443124754","0.720775231801178","0.76351165444833"
"No, not limited","2015","Not Employed","Couple + C. GT 16 ","478","0.626746903379447","0.59273856683086","0.660755239928034"
"No, not limited","2015","Not Employed","Couple + C. LE and GT 16","453","0.721412475022664","0.685660315597003","0.757164634448324"
"No, not limited","2015","Employed","1-pers.-HH","1261","0.704469052256506","0.683266284332882","0.72567182018013"
"No, not limited","2015","Employed","(Married) couple without C. ","2645","0.721559790225438","0.70716753659998","0.735952043850895"
"No, not limited","2015","Employed","Single parent ","1154","0.7157629173383","0.693764735206656","0.737761099469944"
"No, not limited","2015","Employed","Couple + C. LE 16 ","4203","0.827333919174491","0.816979115217895","0.837688723131086"
"No, not limited","2015","Employed","Couple + C. GT 16 ","1613","0.781490308080089","0.763912276334631","0.799068339825548"
"No, not limited","2015","Employed","Couple + C. LE and GT 16","1262","0.783581991809752","0.763485519527232","0.803678464092273"
"Yes, strongly limited","2016","Not Employed","1-pers.-HH","42","0.0456923460847034","0.0326913329786027","0.0586933591908042"
"Yes, strongly limited","2016","Not Employed","(Married) couple without C. ","14","","",""
"Yes, strongly limited","2016","Not Employed","Single parent ","34","0.0830902945788138","0.0542556107679745","0.111924978389653"
"Yes, strongly limited","2016","Not Employed","Couple + C. LE 16 ","97","0.048173959117312","0.0384346735457783","0.0579132446888458"
"Yes, strongly limited","2016","Not Employed","Couple + C. GT 16 ","7","","",""
"Yes, strongly limited","2016","Not Employed","Couple + C. LE and GT 16","22","","",""
"Yes, strongly limited","2016","Employed","1-pers.-HH","","","",""
"Yes, strongly limited","2016","Employed","(Married) couple without C. ","","","",""
"Yes, strongly limited","2016","Employed","Single parent ","","","",""
"Yes, strongly limited","2016","Employed","Couple + C. LE 16 ","","","",""
"Yes, strongly limited","2016","Employed","Couple + C. GT 16 ","","","",""
"Yes, strongly limited","2016","Employed","Couple + C. LE and GT 16","","","",""
"Yes, somewhat limited","2016","Not Employed","1-pers.-HH","111","0.114973964565492","0.0951135165693989","0.134834412561586"
"Yes, somewhat limited","2016","Not Employed","(Married) couple without C. ","31","0.236259803862563","0.166392873526109","0.306126734199016"
"Yes, somewhat limited","2016","Not Employed","Single parent ","74","0.204263716593047","0.162146762566874","0.24638067061922"
"Yes, somewhat limited","2016","Not Employed","Couple + C. LE 16 ","287","0.150088446643704","0.133844085466629","0.16633280782078"
"Yes, somewhat limited","2016","Not Employed","Couple + C. GT 16 ","11","","",""
"Yes, somewhat limited","2016","Not Employed","Couple + C. LE and GT 16","98","0.224581038734351","0.183939014469316","0.265223062999386"
"Yes, somewhat limited","2016","Employed","1-pers.-HH","","","",""
"Yes, somewhat limited","2016","Employed","(Married) couple without C. ","","","",""
"Yes, somewhat limited","2016","Employed","Single parent ","","","",""
"Yes, somewhat limited","2016","Employed","Couple + C. LE 16 ","","","",""
"Yes, somewhat limited","2016","Employed","Couple + C. GT 16 ","","","",""
"Yes, somewhat limited","2016","Employed","Couple + C. LE and GT 16","","","",""
"No, not limited","2016","Not Employed","1-pers.-HH","838","0.839333689349804","0.816470279478209","0.862197099221399"
"No, not limited","2016","Not Employed","(Married) couple without C. ","97","0.664336724955333","0.586667322627215","0.742006127283451"
"No, not limited","2016","Not Employed","Single parent ","244","0.712645988828139","0.665371992872587","0.75991998478369"
"No, not limited","2016","Not Employed","Couple + C. LE 16 ","1473","0.801737594238983","0.783604227323202","0.819870961154765"
"No, not limited","2016","Not Employed","Couple + C. GT 16 ","50","0.726634674129085","0.6207035923869","0.832565755871269"
"No, not limited","2016","Not Employed","Couple + C. LE and GT 16","285","0.72011921804229","0.676396281825461","0.763842154259118"
"No, not limited","2016","Employed","1-pers.-HH","","","",""
"No, not limited","2016","Employed","(Married) couple without C. ","","","",""
"No, not limited","2016","Employed","Single parent ","","","",""
"No, not limited","2016","Employed","Couple + C. LE 16 ","","","",""
"No, not limited","2016","Employed","Couple + C. GT 16 ","","","",""
"No, not limited","2016","Employed","Couple + C. LE and GT 16","","","",""
"Yes, strongly limited","2017","Not Employed","1-pers.-HH","491","0.282355279328292","0.26397069456087","0.300739864095714"
"Yes, strongly limited","2017","Not Employed","(Married) couple without C. ","705","0.203593449577607","0.190753408107868","0.216433491047346"
"Yes, strongly limited","2017","Not Employed","Single parent ","126","0.179962459907476","0.153827798831298","0.206097120983653"
"Yes, strongly limited","2017","Not Employed","Couple + C. LE 16 ","97","0.0874375963793663","0.0747026365193862","0.100172556239346"
"Yes, strongly limited","2017","Not Employed","Couple + C. GT 16 ","119","0.14094349913705","0.117426414503124","0.164460583770976"
"Yes, strongly limited","2017","Not Employed","Couple + C. LE and GT 16","75","0.074952352513312","0.0571456651497607","0.0927590398768634"
"Yes, strongly limited","2017","Employed","1-pers.-HH","125","0.0525402267726258","0.0432381843537394","0.0618422691915123"
"Yes, strongly limited","2017","Employed","(Married) couple without C. ","239","0.0496593398804717","0.0433255004859996","0.0559931792749439"
"Yes, strongly limited","2017","Employed","Single parent ","91","0.062925577929178","0.0509521033665268","0.0748990524918291"
"Yes, strongly limited","2017","Employed","Couple + C. LE 16 ","107","0.016539499553863","0.0130357839844319","0.0200432151232941"
"Yes, strongly limited","2017","Employed","Couple + C. GT 16 ","97","0.0335052849346396","0.0263724026163091","0.04063816725297"
"Yes, strongly limited","2017","Employed","Couple + C. LE and GT 16","69","0.0401864114468691","0.0308284560263458","0.0495443668673924"
"Yes, somewhat limited","2017","Not Employed","1-pers.-HH","712","0.366401672116295","0.346723404761102","0.386079939471487"
"Yes, somewhat limited","2017","Not Employed","(Married) couple without C. ","1399","0.378716113815068","0.363248652049083","0.394183575581053"
"Yes, somewhat limited","2017","Not Employed","Single parent ","182","0.260679453591277","0.230813331664985","0.290545575517569"
"Yes, somewhat limited","2017","Not Employed","Couple + C. LE 16 ","295","0.199555803930441","0.181537458828432","0.21757414903245"
"Yes, somewhat limited","2017","Not Employed","Couple + C. GT 16 ","206","0.273716662848138","0.243582873252646","0.30385045244363"
"Yes, somewhat limited","2017","Not Employed","Couple + C. LE and GT 16","160","0.166356851290224","0.141173189023922","0.191540513556527"
"Yes, somewhat limited","2017","Employed","1-pers.-HH","480","0.229956323581187","0.212412174384507","0.247500472777866"
"Yes, somewhat limited","2017","Employed","(Married) couple without C. ","1074","0.241658582638951","0.229177265444108","0.254139899833795"
"Yes, somewhat limited","2017","Employed","Single parent ","360","0.249057933786646","0.227733723599806","0.270382143973486"
"Yes, somewhat limited","2017","Employed","Couple + C. LE 16 ","766","0.140082599283299","0.130547841514529","0.149617357052068"
"Yes, somewhat limited","2017","Employed","Couple + C. GT 16 ","524","0.200829325481833","0.184949636443833","0.216709014519833"
"Yes, somewhat limited","2017","Employed","Couple + C. LE and GT 16","284","0.164314074072232","0.146657483861114","0.18197066428335"
"No, not limited","2017","Not Employed","1-pers.-HH","1100","0.351243048555414","0.331747026694217","0.37073907041661"
"No, not limited","2017","Not Employed","(Married) couple without C. ","1674","0.417690436607325","0.401964325435549","0.433416547779102"
"No, not limited","2017","Not Employed","Single parent ","522","0.559358086501248","0.52558296596786","0.593133207034636"
"No, not limited","2017","Not Employed","Couple + C. LE 16 ","1498","0.713006599690193","0.692612716910509","0.733400482469876"
"No, not limited","2017","Not Employed","Couple + C. GT 16 ","516","0.585339838014812","0.552043207172395","0.61863646885723"
"No, not limited","2017","Not Employed","Couple + C. LE and GT 16","605","0.758690796196464","0.729755508877425","0.787626083515503"
"No, not limited","2017","Employed","1-pers.-HH","1605","0.717503449646188","0.698733179404709","0.736273719887666"
"No, not limited","2017","Employed","(Married) couple without C. ","3206","0.708682077480577","0.695434506740316","0.721929648220838"
"No, not limited","2017","Employed","Single parent ","1129","0.688016488284176","0.665171823393307","0.710861153175045"
"No, not limited","2017","Employed","Couple + C. LE 16 ","4217","0.843377901162838","0.83339338951055","0.853362412815127"
"No, not limited","2017","Employed","Couple + C. GT 16 ","1824","0.765665389583527","0.748875556217926","0.782455222949129"
"No, not limited","2017","Employed","Couple + C. LE and GT 16","1339","0.795499514480899","0.776281211190563","0.814717817771235"
"Yes, strongly limited","2018","Not Employed","1-pers.-HH","1","","",""
"Yes, strongly limited","2018","Not Employed","(Married) couple without C. ","","","",""
"Yes, strongly limited","2018","Not Employed","Single parent ","2","","",""
"Yes, strongly limited","2018","Not Employed","Couple + C. LE 16 ","5","","",""
"Yes, strongly limited","2018","Not Employed","Couple + C. GT 16 ","2","","",""
"Yes, strongly limited","2018","Not Employed","Couple + C. LE and GT 16","7","","",""
"Yes, strongly limited","2018","Employed","1-pers.-HH","","","",""
"Yes, strongly limited","2018","Employed","(Married) couple without C. ","","","",""
"Yes, strongly limited","2018","Employed","Single parent ","","","",""
"Yes, strongly limited","2018","Employed","Couple + C. LE 16 ","","","",""
"Yes, strongly limited","2018","Employed","Couple + C. GT 16 ","","","",""
"Yes, strongly limited","2018","Employed","Couple + C. LE and GT 16","","","",""
"Yes, somewhat limited","2018","Not Employed","1-pers.-HH","","","",""
"Yes, somewhat limited","2018","Not Employed","(Married) couple without C. ","2","","",""
"Yes, somewhat limited","2018","Not Employed","Single parent ","3","","",""
"Yes, somewhat limited","2018","Not Employed","Couple + C. LE 16 ","24","","",""
"Yes, somewhat limited","2018","Not Employed","Couple + C. GT 16 ","3","","",""
"Yes, somewhat limited","2018","Not Employed","Couple + C. LE and GT 16","17","","",""
"Yes, somewhat limited","2018","Employed","1-pers.-HH","","","",""
"Yes, somewhat limited","2018","Employed","(Married) couple without C. ","","","",""
"Yes, somewhat limited","2018","Employed","Single parent ","","","",""
"Yes, somewhat limited","2018","Employed","Couple + C. LE 16 ","","","",""
"Yes, somewhat limited","2018","Employed","Couple + C. GT 16 ","","","",""
"Yes, somewhat limited","2018","Employed","Couple + C. LE and GT 16","","","",""
"No, not limited","2018","Not Employed","1-pers.-HH","7","","",""
"No, not limited","2018","Not Employed","(Married) couple without C. ","19","","",""
