"ple0009","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","(0) in school","2","","",""
"Yes, strongly limited","2011","(1a) inadequately completed","44","0.209899939808536","0.159317983520814","0.260481896096257"
"Yes, strongly limited","2011","(1b) general elementary school","318","0.207629398855397","0.188152527638728","0.227106270072067"
"Yes, strongly limited","2011","(1c) basic vocational qualification","841","0.159957072977493","0.150234874861749","0.169679271093236"
"Yes, strongly limited","2011","(2b) intermediate general qualification","36","0.0653649175790732","0.0444402246003296","0.0862896105578169"
"Yes, strongly limited","2011","(2a) intermediate vocational","404","0.0866380168310379","0.0788133801464681","0.0944626535156076"
"Yes, strongly limited","2011","(2c_gen) general maturity certificate","24","","",""
"Yes, strongly limited","2011","(2c_voc) vocational maturity certificate","107","0.0751737357510095","0.0621436620068334","0.0882038094951855"
"Yes, strongly limited","2011","(3a) lower tertiary education","128","0.0759484960886946","0.063504599774142","0.0883923924032471"
"Yes, strongly limited","2011","(3b) higher tertiary education","144","0.0543193496887621","0.0459571772549103","0.0626815221226139"
"Yes, somewhat limited","2011","(0) in school","18","","",""
"Yes, somewhat limited","2011","(1a) inadequately completed","80","0.316258607437374","0.258500157348657","0.374017057526091"
"Yes, somewhat limited","2011","(1b) general elementary school","487","0.295093509908207","0.27319290169291","0.316994118123503"
"Yes, somewhat limited","2011","(1c) basic vocational qualification","1413","0.267666250620688","0.255923675829837","0.279408825411538"
"Yes, somewhat limited","2011","(2b) intermediate general qualification","84","0.14075540777187","0.111314130690012","0.170196684853728"
"Yes, somewhat limited","2011","(2a) intermediate vocational","969","0.208438001828572","0.197139538424275","0.21973646523287"
"Yes, somewhat limited","2011","(2c_gen) general maturity certificate","103","0.114024455713058","0.0930245847599264","0.135024326666189"
"Yes, somewhat limited","2011","(2c_voc) vocational maturity certificate","278","0.182196694265755","0.163121085480723","0.201272303050788"
"Yes, somewhat limited","2011","(3a) lower tertiary education","367","0.227663537850658","0.207966599986136","0.247360475715179"
"Yes, somewhat limited","2011","(3b) higher tertiary education","524","0.185402317017488","0.171063981119358","0.199740652915619"
"No, not limited","2011","(0) in school","294","0.926979930072355","0.898203325111247","0.955756535033464"
"No, not limited","2011","(1a) inadequately completed","125","0.47384145275409","0.411822667165472","0.535860238342708"
"No, not limited","2011","(1b) general elementary school","861","0.497277091236396","0.473268086526777","0.521286095946015"
"No, not limited","2011","(1c) basic vocational qualification","3207","0.57237667640182","0.559255171127755","0.585498181675885"
"No, not limited","2011","(2b) intermediate general qualification","416","0.793879674649057","0.759634179707285","0.828125169590829"
"No, not limited","2011","(2a) intermediate vocational","3592","0.70492398134039","0.692237927073355","0.717610035607424"
"No, not limited","2011","(2c_gen) general maturity certificate","753","0.868205680759718","0.845856252779941","0.890555108739494"
"No, not limited","2011","(2c_voc) vocational maturity certificate","1188","0.742629569983235","0.721024823587767","0.764234316378703"
"No, not limited","2011","(3a) lower tertiary education","1246","0.696387966060648","0.67478895708609","0.717986975035206"
"No, not limited","2011","(3b) higher tertiary education","2154","0.76027833329375","0.744527282298498","0.776029384289002"
"Yes, strongly limited","2012","(0) in school","5","","",""
"Yes, strongly limited","2012","(1a) inadequately completed","81","0.24934022247039","0.207412219137538","0.291268225803242"
"Yes, strongly limited","2012","(1b) general elementary school","380","0.194306942284803","0.177597797927726","0.21101608664188"
"Yes, strongly limited","2012","(1c) basic vocational qualification","962","0.165661770961958","0.156505353846364","0.174818188077553"
"Yes, strongly limited","2012","(2b) intermediate general qualification","55","0.0746826910960088","0.0558186818877365","0.0935467003042812"
"Yes, strongly limited","2012","(2a) intermediate vocational","514","0.0821726208385273","0.0756619924836934","0.0886832491933612"
"Yes, strongly limited","2012","(2c_gen) general maturity certificate","42","0.0379343596971252","0.0265250604665399","0.0493436589277106"
"Yes, strongly limited","2012","(2c_voc) vocational maturity certificate","136","0.0620205293182328","0.0524601954274145","0.0715808632090511"
"Yes, strongly limited","2012","(3a) lower tertiary education","155","0.0800899024486904","0.068726997038072","0.0914528078593087"
"Yes, strongly limited","2012","(3b) higher tertiary education","176","0.0551212579747384","0.0479264212747798","0.0623160946746969"
"Yes, somewhat limited","2012","(0) in school","52","0.0980773886577989","0.071274191240278","0.12488058607532"
