"ple0009","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No, not limited","2011","16-34 y.","Rural Area","1236","0.882285085834682","0.865331031444366","0.899239140224997","3"
"No, not limited","2011","16-34 y.","Urban Area","2612","0.90283156205458","0.89204979460119","0.913613329507969","3"
"No, not limited","2011","35-65 y.","Urban Area","5234","0.705403753448844","0.694892327067048","0.71591517983064","3"
"No, not limited","2011","35-65 y.","Rural Area","2812","0.678225486208176","0.663830938416293","0.692620034000059","3"
"No, not limited","2011","66 and older","Urban Area","1544","0.419834870198638","0.403162163898304","0.436507576498972","3"
"No, not limited","2011","66 and older","Rural Area","791","0.43660271754771","0.413503918448184","0.459701516647236","3"
"Yes, somewhat limited","2011","35-65 y.","Rural Area","828","0.214259399027384","0.201616557613879","0.22690224044089","2"
"Yes, somewhat limited","2011","35-65 y.","Urban Area","1419","0.209669793400115","0.200283343002473","0.219056243797757","2"
"Yes, somewhat limited","2011","16-34 y.","Rural Area","132","0.0973897649909189","0.0817920800478774","0.112987449933961","2"
"Yes, somewhat limited","2011","16-34 y.","Urban Area","235","0.0798281937308565","0.0699622963039568","0.0896940911577562","2"
"Yes, somewhat limited","2011","66 and older","Urban Area","1158","0.354260873006808","0.338103111982001","0.370418634031615","2"
"Yes, somewhat limited","2011","66 and older","Rural Area","612","0.355425678373496","0.333133643641662","0.377717713105331","2"
"Yes, strongly limited","2011","16-34 y.","Urban Area","52","0.0173402442145639","0.0125884987020425","0.0220919897270852","1"
"Yes, strongly limited","2011","16-34 y.","Rural Area","20","","","","1"
"Yes, strongly limited","2011","35-65 y.","Urban Area","572","0.084926453151041","0.0784984118415119","0.0913544944605701","1"
"Yes, strongly limited","2011","35-65 y.","Rural Area","406","0.10751511476444","0.0979702375030976","0.117059992025782","1"
"Yes, strongly limited","2011","66 and older","Urban Area","664","0.225904256794554","0.211777236075541","0.240031277513566","1"
"Yes, strongly limited","2011","66 and older","Rural Area","368","0.207971604078793","0.189069453987937","0.226873754169649","1"
