"ple0009","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes, somewhat limited","2016","66 and older","East Germany","1","","","","2"
"Yes, somewhat limited","2016","35-65 y.","East Germany","73","0.188103824928491","0.145485547625259","0.230722102231723","2"
"Yes, somewhat limited","2016","66 and older","West Germany","8","","","","2"
"Yes, strongly limited","2016","16-34 y.","West Germany","73","0.0339275522298101","0.0261057556377473","0.041749348821873","1"
"Yes, strongly limited","2016","16-34 y.","East Germany","28","","","","1"
"Yes, strongly limited","2016","35-65 y.","West Germany","105","0.0912384812461301","0.0766811223644538","0.105795840127806","1"
"Yes, strongly limited","2016","35-65 y.","East Germany","28","","","","1"
"Yes, strongly limited","2016","66 and older","East Germany","","","","","1"
"Yes, strongly limited","2016","66 and older","West Germany","10","","","","1"
"No, not limited","2017","16-34 y.","West Germany","5799","0.860685916831886","0.852404964668591","0.86896686899518","3"
"No, not limited","2017","16-34 y.","East Germany","1081","0.824409211825731","0.803742809445127","0.845075614206335","3"
"No, not limited","2017","35-65 y.","West Germany","8934","0.657692981909149","0.649527203162937","0.66585876065536","3"
"No, not limited","2017","35-65 y.","East Germany","2187","0.627877817135286","0.611487392583274","0.644268241687298","3"
"No, not limited","2017","66 and older","West Germany","1699","0.414307828899208","0.398637386097336","0.42997827170108","3"
"No, not limited","2017","66 and older","East Germany","499","0.390545074293965","0.363269209584947","0.417820939002983","3"
"Yes, somewhat limited","2017","16-34 y.","West Germany","763","0.116284309551751","0.108618160495992","0.12395045860751","2"
"Yes, somewhat limited","2017","16-34 y.","East Germany","191","0.159974416197599","0.140062451095901","0.179886381299296","2"
"Yes, somewhat limited","2017","66 and older","East Germany","504","0.40384614776563","0.376414032359736","0.431278263171524","2"
"Yes, somewhat limited","2017","66 and older","West Germany","1396","0.382926296284032","0.367462678575384","0.398389913992681","2"
"Yes, somewhat limited","2017","35-65 y.","West Germany","2987","0.252584142758768","0.245106541585485","0.26006174393205","2"
"Yes, somewhat limited","2017","35-65 y.","East Germany","840","0.26495197429011","0.249987850544818","0.279916098035403","2"
"Yes, strongly limited","2017","16-34 y.","West Germany","155","0.0230297736163633","0.0194426535319997","0.0266168937007269","1"
"Yes, strongly limited","2017","16-34 y.","East Germany","30","0.0156163719766704","0.00888172457920438","0.0223510193741365","1"
"Yes, strongly limited","2017","35-65 y.","West Germany","1049","0.0897228753320838","0.0848045584219152","0.0946411922422523","1"
"Yes, strongly limited","2017","35-65 y.","East Germany","314","0.107170208574604","0.0966812775925692","0.117659139556638","1"
"Yes, strongly limited","2017","66 and older","East Germany","226","0.205608777940405","0.183013889895939","0.228203665984871","1"
"Yes, strongly limited","2017","66 and older","West Germany","701","0.20276587481676","0.189975732937054","0.215556016696466","1"
"No, not limited","2018","16-34 y.","West Germany","197","0.836841314769544","0.78855951095408","0.885123118585009","3"
"No, not limited","2018","16-34 y.","East Germany","26","","","","3"
"No, not limited","2018","35-65 y.","West Germany","100","0.686906457227043","0.611938568795971","0.761874345658114","3"
"No, not limited","2018","35-65 y.","East Germany","11","","","","3"
"No, not limited","2018","66 and older","West Germany","","","","","3"
"No, not limited","2018","66 and older","East Germany","","","","","3"
"Yes, somewhat limited","2018","16-34 y.","East Germany","7","","","","2"
"Yes, somewhat limited","2018","16-34 y.","West Germany","20","","","","2"
"Yes, somewhat limited","2018","66 and older","East Germany","","","","","2"
"Yes, somewhat limited","2018","35-65 y.","West Germany","34","0.220878484836604","0.153817684902736","0.287939284770472","2"
"Yes, somewhat limited","2018","35-65 y.","East Germany","3","","","","2"
"Yes, somewhat limited","2018","66 and older","West Germany","3","","","","2"
"Yes, strongly limited","2018","16-34 y.","West Germany","8","","","","1"
"Yes, strongly limited","2018","16-34 y.","East Germany","","","","","1"
"Yes, strongly limited","2018","35-65 y.","West Germany","13","","","","1"
"Yes, strongly limited","2018","35-65 y.","East Germany","1","","","","1"
"Yes, strongly limited","2018","66 and older","West Germany","1","","","","1"
"Yes, strongly limited","2018","66 and older","East Germany","","","","","1"
"No, not limited","2019","16-34 y.","West Germany","5190","0.836912958719784","0.827631163336623","0.846194754102946","3"
"No, not limited","2019","16-34 y.","East Germany","974","0.79586312765122","0.77318962228493","0.81853663301751","3"
"No, not limited","2019","35-65 y.","West Germany","9234","0.658537931369787","0.650517980353262","0.666557882386313","3"
"No, not limited","2019","35-65 y.","East Germany","2267","0.609295786458137","0.593189082915511","0.625402490000762","3"
"No, not limited","2019","66 and older","West Germany","1761","0.40962606243376","0.394243442058385","0.425008682809134","3"
"No, not limited","2019","66 and older","East Germany","527","0.345740510431243","0.319995273388725","0.37148574747376","3"
"Yes, somewhat limited","2019","16-34 y.","West Germany","724","0.134357396424233","0.125789341968827","0.142925450879639","2"
"Yes, somewhat limited","2019","16-34 y.","East Germany","198","0.175773996491597","0.154362884788324","0.197185108194869","2"
"Yes, somewhat limited","2019","66 and older","East Germany","554","0.467671852569386","0.440662941398454","0.494680763740319","2"
"Yes, somewhat limited","2019","66 and older","West Germany","1447","0.374729991544092","0.359588593763263","0.389871389324921","2"
"Yes, somewhat limited","2019","35-65 y.","East Germany","954","0.285595424801478","0.270684098740989","0.300506750861968","2"
"Yes, somewhat limited","2019","35-65 y.","West Germany","3142","0.253885985659384","0.246525066506065","0.261246904812703","2"
"Yes, strongly limited","2019","16-34 y.","West Germany","172","0.0287296448559826","0.024532854140176","0.0329264355717892","1"
"Yes, strongly limited","2019","16-34 y.","East Germany","42","0.0283628758571833","0.019024616544001","0.0377011351703656","1"
"Yes, strongly limited","2019","35-65 y.","West Germany","1054","0.0875760829708287","0.0827952763930954","0.0923568895485619","1"
"Yes, strongly limited","2019","35-65 y.","East Germany","304","0.105108788740385","0.0949842984671177","0.115233279013652","1"
"Yes, strongly limited","2019","66 and older","East Germany","230","0.186587636999371","0.165499240330444","0.207676033668298","1"
"Yes, strongly limited","2019","66 and older","West Germany","718","0.215643946022148","0.202779289213014","0.228508602831282","1"
