"ple0009","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"No, not limited","2018","vocational + Abi","East Germany","","","",""
"No, not limited","2018","higher vocational","West Germany","","","",""
"No, not limited","2018","higher vocational","East Germany","","","",""
"No, not limited","2018","higher education","West Germany","32","0.90166554428963","0.806991290902383","0.996339797676878"
"No, not limited","2018","higher education","East Germany","8","","",""
"Yes, strongly limited","2019","in school","West Germany","5","","",""
"Yes, strongly limited","2019","in school","East Germany","3","","",""
"Yes, strongly limited","2019","inadequately","West Germany","164","0.151141245630547","0.133811067965302","0.168471423295792"
"Yes, strongly limited","2019","inadequately","East Germany","22","","",""
"Yes, strongly limited","2019","general elemantary","West Germany","305","0.163104032480621","0.149134484790495","0.177073580170746"
"Yes, strongly limited","2019","general elemantary","East Germany","64","0.196422569809719","0.160351029131988","0.232494110487449"
"Yes, strongly limited","2019","middle vocational","West Germany","942","0.121701262777316","0.114935818301768","0.128466707252863"
"Yes, strongly limited","2019","middle vocational","East Germany","290","0.117125134939385","0.104952788270315","0.129297481608455"
"Yes, strongly limited","2019","vocational + Abi","West Germany","134","0.0965297621752413","0.0833065221251947","0.109753002225288"
"Yes, strongly limited","2019","vocational + Abi","East Germany","17","","",""
"Yes, strongly limited","2019","higher vocational","West Germany","81","0.0866032935902331","0.0708276464338929","0.102378940746573"
"Yes, strongly limited","2019","higher vocational","East Germany","41","0.0853928056245604","0.059160721622282","0.111624889626839"
"Yes, strongly limited","2019","higher education","West Germany","263","0.0522114584975221","0.0465395432138645","0.0578833737811797"
"Yes, strongly limited","2019","higher education","East Germany","121","0.0823596480222809","0.0691745504557504","0.0955447455888113"
"Yes, somewhat limited","2019","in school","West Germany","22","","",""
"Yes, somewhat limited","2019","in school","East Germany","10","","",""
"Yes, somewhat limited","2019","inadequately","West Germany","300","0.316991849637405","0.294478983368569","0.339504715906242"
"Yes, somewhat limited","2019","inadequately","East Germany","52","0.340273569920873","0.27982470645374","0.400722433388005"
"Yes, somewhat limited","2019","general elemantary","West Germany","620","0.283173076765538","0.266137870679207","0.300208282851869"
"Yes, somewhat limited","2019","general elemantary","East Germany","118","0.266486129009763","0.22634435124172","0.306627906777806"
"Yes, somewhat limited","2019","middle vocational","West Germany","2366","0.285408165467736","0.276062937837386","0.294753393098087"
"Yes, somewhat limited","2019","middle vocational","East Germany","865","0.350467922289528","0.332407657102687","0.368528187476369"
"Yes, somewhat limited","2019","vocational + Abi","West Germany","413","0.222250400329493","0.203634179897556","0.240866620761429"
"Yes, somewhat limited","2019","vocational + Abi","East Germany","78","0.213820580150354","0.169651365091999","0.257989795208708"
"Yes, somewhat limited","2019","higher vocational","West Germany","321","0.272866884252844","0.247882270663353","0.297851497842335"
"Yes, somewhat limited","2019","higher vocational","East Germany","124","0.349471763641642","0.30471651561904","0.394227011664243"
"Yes, somewhat limited","2019","higher education","West Germany","1138","0.198119917780273","0.187957199687763","0.208282635872783"
"Yes, somewhat limited","2019","higher education","East Germany","426","0.256348195393763","0.235407562381691","0.277288828405834"
"No, not limited","2019","in school","West Germany","253","0.881813201691609","0.844000138766429","0.91962626461679"
"No, not limited","2019","in school","East Germany","39","0.751938462489767","0.634552197391123","0.869324727588411"
"No, not limited","2019","inadequately","West Germany","1177","0.531866904732048","0.507724531661866","0.55600927780223"
"No, not limited","2019","inadequately","East Germany","162","0.384497310314293","0.322431315593946","0.446563305034641"
"No, not limited","2019","general elemantary","West Germany","1762","0.553722890753842","0.53492700475826","0.572518776749424"
"No, not limited","2019","general elemantary","East Germany","284","0.537091301180518","0.49181959493564","0.582363007425396"
"No, not limited","2019","middle vocational","West Germany","5663","0.592890571754948","0.582724093995026","0.603057049514871"
"No, not limited","2019","middle vocational","East Germany","1526","0.532406942771087","0.5135202651998","0.551293620342374"
"No, not limited","2019","vocational + Abi","West Germany","1369","0.681219837495266","0.660353817189737","0.702085857800795"
"No, not limited","2019","vocational + Abi","East Germany","236","0.721818545659295","0.673544666509764","0.770092424808825"
"No, not limited","2019","higher vocational","West Germany","819","0.640529822156923","0.613615008977063","0.667444635336782"
"No, not limited","2019","higher vocational","East Germany","271","0.565135430733798","0.518602744222359","0.611668117245237"
"No, not limited","2019","higher education","West Germany","4508","0.749668623722205","0.738623173907019","0.76071407353739"
"No, not limited","2019","higher education","East Germany","1123","0.661292156583956","0.638593551543827","0.683990761624085"
