"ple0009","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"No, not limited","2011","16-34 y.","Female","2006","0.887550376415316","0.874525626876966","0.900575125953666","3"
"No, not limited","2011","16-34 y.","Male","1842","0.905026568186505","0.892263562972998","0.917789573400011","3"
"No, not limited","2011","35-65 y.","Male","3855","0.719235125930342","0.707107246814409","0.731363005046276","3"
"No, not limited","2011","35-65 y.","Female","4191","0.67342172946477","0.661552616264654","0.685290842664887","3"
"No, not limited","2011","66 and older","Male","1213","0.464288431640478","0.444592554393551","0.483984308887404","3"
"No, not limited","2011","66 and older","Female","1122","0.39501313597032","0.376484385565088","0.413541886375551","3"
"Yes, somewhat limited","2011","35-65 y.","Female","1280","0.232765110891213","0.22206953482592","0.243460686956506","2"
"Yes, somewhat limited","2011","35-65 y.","Male","967","0.18978778366721","0.179204716585435","0.200370850748984","2"
"Yes, somewhat limited","2011","16-34 y.","Female","214","0.0957408243083055","0.0836100390511838","0.107871609565427","2"
"Yes, somewhat limited","2011","16-34 y.","Male","153","0.0753838510116643","0.0638906470534486","0.08687705496988","2"
"Yes, somewhat limited","2011","66 and older","Male","805","0.339825162413299","0.321119498145016","0.358530826681581","2"
"Yes, somewhat limited","2011","66 and older","Female","965","0.36593603012702","0.347678731741252","0.384193328512787","2"
"Yes, strongly limited","2011","16-34 y.","Male","32","0.0195895808018308","0.0135565193778819","0.0256226422257797","1"
"Yes, strongly limited","2011","16-34 y.","Female","40","0.0167087992763785","0.0114242546619617","0.0219933438907954","1"
"Yes, strongly limited","2011","35-65 y.","Male","452","0.090977090402448","0.0832158441305228","0.0987383366743732","1"
"Yes, strongly limited","2011","35-65 y.","Female","526","0.0938131596440168","0.0864337465280632","0.10119257275997","1"
"Yes, strongly limited","2011","66 and older","Male","445","0.195886405946224","0.180212518051345","0.211560293841102","1"
"Yes, strongly limited","2011","66 and older","Female","587","0.23905083390266","0.2228852891658","0.25521637863952","1"
"No, not limited","2012","16-34 y.","Male","2387","0.881375700048258","0.86919277527764","0.893558624818875","3"
"No, not limited","2012","16-34 y.","Female","2936","0.839672556252769","0.827563667902499","0.851781444603038","3"
"No, not limited","2012","35-65 y.","Male","4916","0.66052620809111","0.649499996646586","0.671552419535633","3"
"No, not limited","2012","35-65 y.","Female","5687","0.621522404539266","0.611305062095614","0.631739746982918","3"
"No, not limited","2012","66 and older","Male","1039","0.395423594958478","0.376265102810158","0.414582087106799","3"
"No, not limited","2012","66 and older","Female","930","0.333876019224783","0.315944278053347","0.351807760396218","3"
"Yes, somewhat limited","2012","16-34 y.","Female","517","0.144935068735177","0.133317061324894","0.156553076145461","2"
"Yes, somewhat limited","2012","35-65 y.","Male","1607","0.251654057615781","0.241549173520193","0.261758941711369","2"
"Yes, somewhat limited","2012","35-65 y.","Female","2272","0.287704476112547","0.27816789111067","0.297241061114424","2"
"Yes, somewhat limited","2012","16-34 y.","Male","270","0.100276848796296","0.0889596490384194","0.111594048554173","2"
"Yes, somewhat limited","2012","66 and older","Female","1068","0.405138354054757","0.386471893465206","0.423804814644308","2"
"Yes, somewhat limited","2012","66 and older","Male","961","0.395049881459452","0.375894527151999","0.414205235766905","2"
"Yes, strongly limited","2012","16-34 y.","Male","49","0.0183474511554464","0.013290940063241","0.0234039622476518","1"
"Yes, strongly limited","2012","16-34 y.","Female","74","0.015392375012054","0.0113295344802738","0.0194552155438341","1"
"Yes, strongly limited","2012","35-65 y.","Male","562","0.0878197342931094","0.0812292920353091","0.0944101765509097","1"
"Yes, strongly limited","2012","35-65 y.","Female","697","0.0907731193481868","0.084721045335384","0.0968251933609896","1"
