"plh0214","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","100","0.199095514984679","0.164336679930112","0.233854350039246"
"1 Strongly disagree","2005","(0) in school","East Germany","33","0.2620965495756","0.191004694643263","0.333188404507937"
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","83","0.307817807748793","0.2476379782616","0.367997637235986"
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","541","0.343837555549905","0.320905033087145","0.366770078012665"
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","77","0.383776064162668","0.31800321309482","0.449548915230516"
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","1209","0.281566379623243","0.268604262399618","0.294528496846867"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","332","0.323594489679846","0.295717967703734","0.351471011655959"
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","90","0.225489267541832","0.18626259189474","0.264715943188925"
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","33","0.250583016543424","0.179055010811695","0.322111022275154"
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","762","0.250989609180825","0.235709378050368","0.266269840311281"
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","383","0.224815137066119","0.204947300280884","0.244682973851354"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","122","0.203353439651498","0.171439083304885","0.235267795998111"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","285","0.232816555159248","0.209869211275741","0.255763899042754"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","49","0.272200919083926","0.212286589295261","0.332115248872591"
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","200","0.212505978858888","0.186971979516091","0.238039978201686"
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","149","0.247160718442257","0.21427644721822","0.280044989666294"
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","413","0.219275310964777","0.200787334413564","0.237763287515989"
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","122","0.245119466437833","0.21052689209778","0.279712040777886"
"2 on scale 1-7 ","2005","(0) in school","West Germany","121","0.213301021048304","0.177644015238572","0.248958026858036"
"2 on scale 1-7 ","2005","(0) in school","East Germany","38","0.199822418216704","0.135181916480882","0.264462919952525"
