"plh0214","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","680","0.307068199343482","0.28792306901751","0.326213329669454","1"
"1 Strongly disagree","2005","1-pers.-HH","East Germany","241","0.329392580260349","0.295321925030729","0.363463235489968","1"
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","1369","0.276284429662532","0.26419449665915","0.288374362665913","1"
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","467","0.282716203022426","0.261635844493974","0.303796561550878","1"
"1 Strongly disagree","2005","Single parent ","West Germany","205","0.256637523635474","0.226314023721958","0.28696102354899","1"
"1 Strongly disagree","2005","Single parent ","East Germany","76","0.242954454468895","0.194823817572443","0.291085091365348","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","653","0.228457641837112","0.213474076902725","0.243441206771498","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","133","0.188582912295406","0.159458664496975","0.217707160093837","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","549","0.212828678287515","0.19708357722124","0.228573779353789","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","217","0.238364954662131","0.212580674669382","0.264149234654879","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","317","0.259701080808269","0.236127473933726","0.283274687682812","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","67","0.153091671830601","0.116451700862181","0.189731642799021","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","1216","0.222461870853078","0.211217106179974","0.233706635526182","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","747","0.235004551997148","0.219872424731564","0.250136679262732","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","323","0.21806243196269","0.195861967231511","0.24026289669387","2"
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","160","0.223453587158682","0.193256380097853","0.253650794219511","2"
"2 on scale 1-7 ","2005","Single parent ","East Germany","74","0.290753920415918","0.23979039850528","0.341717442326555","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","106","0.251550673724839","0.207398196058889","0.29570315139079","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","414","0.237528943266033","0.217607211761753","0.257450674770313","2"
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","528","0.232232653912124","0.214707085167391","0.249758222656857","2"
"2 on scale 1-7 ","2005","Single parent ","West Germany","187","0.234178031813688","0.204777450581524","0.263578613045853","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","202","0.291838245419966","0.25799135224991","0.325685138590022","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","632","0.216647658708801","0.200800503194112","0.232494814223491","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","275","0.236801073285377","0.211075144941706","0.262527001629048","2"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","104","0.147324981489908","0.12163171213744","0.173018250842377","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","818","0.147390354221793","0.137805811822017","0.156974896621569","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","266","0.150380567840931","0.133647899167216","0.167113236514645","3"
"3 on scale 1-7 ","2005","Single parent ","West Germany","111","0.128446479904767","0.105217664411218","0.151675295398316","3"
"3 on scale 1-7 ","2005","Single parent ","East Germany","50","0.146733230934859","0.107022779189044","0.186443682680673","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","498","0.16879934455174","0.155431212131205","0.182167476972276","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","107","0.153640005239463","0.126792051306352","0.180487959172574","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","421","0.16002726607192","0.145923817012562","0.174130715131278","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","180","0.161614321024697","0.139339091201459","0.183889550847934","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","231","0.172261658490983","0.151960236956124","0.192563080025843","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","65","0.156004308662856","0.119081090393842","0.19292752693187","3"
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","324","0.143774707749588","0.129212375604217","0.15833703989496","3"
"4 on scale 1-7","2005","Single parent ","East Germany","50","0.157719367016931","0.116815055097714","0.198623678936149","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","193","0.143006175985171","0.124184779501222","0.161827572469119","4"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","95","0.13937194857867","0.114265525833139","0.1644783713242","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","460","0.153851681924171","0.140974916199589","0.166728447648753","4"
"4 on scale 1-7","2005","Single parent ","West Germany","126","0.155739610792983","0.130565352742494","0.180913868843473","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","100","0.137040286432784","0.111436696474613","0.162643876390955","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","404","0.163915186637377","0.149674513748591","0.178155859526164","4"
