"plh0214","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","921","0.311409567377218","0.294730362049775","0.328088772704661","1"
"1 Strongly disagree","2005","(Married) couple without C. ","1836","0.277512523146249","0.26702899418428","0.287996052108218","1"
"1 Strongly disagree","2005","Single parent ","281","0.253749777716419","0.228057514319281","0.279442041113558","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","786","0.222584380525376","0.209197060419854","0.235971700630897","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","766","0.218160620178539","0.204753167429244","0.231568072927834","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","384","0.242625179175762","0.22224786242645","0.263002495925074","1"
"2 on scale 1-7 ","2005","Single parent ","261","0.246118100919457","0.22068608835941","0.271550113479505","2"
"2 on scale 1-7 ","2005","1-pers.-HH","688","0.230525410163177","0.215355415414916","0.245695404911437","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","429","0.223426329274004","0.203625556658244","0.243227101889765","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","1630","0.225338802674779","0.215556863972706","0.235120741376852","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","949","0.243375746902287","0.229565595108624","0.257185898695949","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","907","0.220855665931611","0.207388923438045","0.234322408425176","2"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","601","0.160358641119007","0.148446428957109","0.172270853280905","3"
"3 on scale 1-7 ","2005","1-pers.-HH","428","0.144465120844788","0.131802335355388","0.157127906334189","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","605","0.166566482733802","0.154575660544043","0.178557304923562","3"
"3 on scale 1-7 ","2005","Single parent ","161","0.132305810733036","0.112301200342048","0.152310421124023","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","1084","0.147961310574746","0.139648367874232","0.156274253275261","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","296","0.169657677199534","0.151815864495899","0.187499489903168","3"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","242","0.144989649201186","0.128252641496435","0.161726656905937","4"
"4 on scale 1-7","2005","(Married) couple without C. ","942","0.14090099740296","0.132755273503095","0.149046721302824","4"
"4 on scale 1-7","2005","Single parent ","176","0.156157428819541","0.134725101452552","0.17758975618653","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","564","0.16164476989567","0.149694046560803","0.173595493230538","4"
"4 on scale 1-7","2005","1-pers.-HH","431","0.150897331693964","0.138004456747487","0.163790206640441","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","560","0.151375484094852","0.139840812509133","0.162910155680571","4"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","202","0.117571375697194","0.102259999612702","0.132882751781686","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","511","0.137816288120712","0.12672275573145","0.148909820509974","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","504","0.149703416041961","0.138120967028226","0.161285865055695","5"
"5 on scale 1-7","2005","1-pers.-HH","317","0.104521078218925","0.0935016639167628","0.115540492521087","5"
"5 on scale 1-7","2005","(Married) couple without C. ","934","0.126985507059621","0.119190099068948","0.134780915050293","5"
"5 on scale 1-7","2005","Single parent ","134","0.132349715605463","0.112342292487903","0.152357138723024","5"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","101","0.0640217820602043","0.0523853354660917","0.0756582286543169","6"
"6 on scale 1-7","2005","Single parent ","58","0.0460143305237196","0.0336441860160692","0.0583844750313701","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","228","0.0668283699081241","0.0587213633907304","0.0749353764255178","6"
"6 on scale 1-7","2005","1-pers.-HH","127","0.0427891822483846","0.0354996496959205","0.0500787148008487","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","228","0.0611584321161192","0.0534468408829097","0.0688700233493286","6"
"6 on scale 1-7","2005","(Married) couple without C. ","402","0.0522420276274661","0.0470323628392916","0.0574516924156407","6"
"7 Strongly agree","2005","Couple + C. LE and GT 16","46","0.037708007392116","0.0286528947301796","0.0467631200540524","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","75","0.0224485169250879","0.0176394261880517","0.0272576076621242","7"
"7 Strongly agree","2005","Single parent ","31","0.0333048356823637","0.022710939455112","0.0438987319096155","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","70","0.0171231855068519","0.0129481372420476","0.0212982337716561","7"
"7 Strongly agree","2005","1-pers.-HH","49","0.0153923094535434","0.0109581389144865","0.0198264799926002","7"
"7 Strongly agree","2005","(Married) couple without C. ","180","0.0290588315141794","0.025126169930442","0.0329914930979168","7"
"1 Strongly disagree","2006","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2006","Single parent ","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2006","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2006","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","","","","","3"
"3 on scale 1-7 ","2006","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","","","","","3"
"4 on scale 1-7","2006","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2006","1-pers.-HH","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2006","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2006","Single parent ","","","","","4"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2006","Single parent ","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2006","1-pers.-HH","","","","","5"
"5 on scale 1-7","2006","(Married) couple without C. ","","","","","5"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2006","Single parent ","","","","","6"
"6 on scale 1-7","2006","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","","","","","6"
"7 Strongly agree","2006","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2006","Single parent ","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","","","","","7"
"7 Strongly agree","2006","(Married) couple without C. ","","","","","7"
