"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Female","10182.64","9210.48","6232","5164","6953.33","12308.5","15901.5","27984.67","10048.26","10317.02","0","113745.34","9023.5","9266.6669921875"
"1984","Male","10963.99","9985.4","5999","5839.6","7646.4","12922.67","16629","29726.67","10820.53","11107.45","0","113745.34","9603.478515625","9848.400390625"
"1985","Female","10539.01","9589.26","5632","5328","7230","12820","16335.33","28113.89","10401.97","10676.05","0","80112","9415.2001953125","9659"
"1985","Male","11366.25","10380.46","5455","5934.67","7908","13459.5","16978.8","32927.5","11206.72","11525.78","0","169250","9929.5244140625","10213.333984375"
"1986","Female","10727.75","9900.35","5377","5506.25","7211.5","13126","16866","27877.33","10585.97","10869.53","0","123372","9768.611328125","10016"
"1986","Male","11534.73","10679.69","5266","6249.5","8069","13843.2","17452","28142","11392","11677.46","0","123372","10239.5244140625","10576"
"1987","Female","11290.08","10315.06","5307","5848.67","7784","13660.5","17532.17","29500.8","11143.95","11436.21","0","87875","10211.154296875","10460"
"1987","Male","12180.98","11277.43","5206","6543.71","8642","14576","18405","30425.33","12033.18","12328.78","0","80892.66","10843.0439453125","11160"
"1988","Female","11683.67","10669.97","5068","6107.6","7988.5","14175.65","18211.33","31436.67","11527.53","11839.81","0","101558.66","10516.6669921875","10822"
"1988","Male","12591.62","11601.2","4954","6812.73","8950","14966","19034","31978.67","12437.61","12745.63","0","83425","11058","11339"
"1989","Female","12293.41","11202","4928","6301","8311","14822.4","18945","36033.33","12123.73","12463.09","0","113948","10976.19140625","11312"
"1989","Male","13404.19","12294.15","4781","7190.36","9404.67","15757.5","19751.5","38455","13220.4","13587.98","200","135049","11602.7783203125","11973.5"
"1990","Female","12812.75","11638.67","4827","6601","8687.78","15333.33","19675.33","35991.33","12621.88","13003.62","0","147922","11395","11683"
"1990","Male","13892.81","12718.86","4690","7390.42","9637.86","16448.67","20983.2","38120.67","13689.28","14096.34","0","148122","12049.599609375","12385"
"1991","Female","13783.38","12278.65","4807","6803.89","9246","16648","21656.67","40394.67","13582.68","13984.08","6.67","130243","12172","12545.599609375"
"1991","Male","14927.02","13640.16","4659","7900","10365.52","17744.45","22766.5","39619","14730.19","15123.85","6.67","119264.66","12894.4443359375","13316.6669921875"
"1992","Female","13437.79","11950.13","6901","6375.67","8720.87","16378.4","21881.11","38205.33","13274.23","13601.35","0","170548.67","11469.3330078125","11734"
"1992","Male","14539.77","13212.88","6490","7290.5","9720.8","17848.89","23150.67","36931.11","14373.6","14705.94","0","170548.67","12171.3330078125","12502"
"1993","Female","14251.85","12695.9","6785","6994.67","9409.62","17153.33","22935","41172","14083.54","14420.16","0","122986.12","12258.21484375","12614.2861328125"
"1993","Male","15568.89","14087.82","6393","7828","10371.74","18790","24466","44792.67","15393.59","15744.19","86","122986.12","13218.2607421875","13565.5556640625"
"1994","Female","14988.15","13311.74","6704","7475.33","10010.8","18027.5","23926.67","42466.5","14811.47","15164.83","0","128759","12958.6669921875","13340"
"1994","Male","16272.17","14663.76","6240","8419.33","11091.5","19554","25620","43722","16087.08","16457.26","0","103276.67","13896.400390625","14229.3330078125"
"1995","Female","15164.24","13543.21","6930","7320.42","10057.33","18256","24706","43336.67","14986.97","15341.51","0","125661","13154","13496.7861328125"
"1995","Male","16154.56","14602.42","6440","8247","10951","19424.5","25687.78","43603.33","15969.68","16339.44","0","118529.45","13850.0009765625","14188"
"1996","Female","15360.17","13767.62","6810","7507","10427.33","18495.33","24429.67","43086.19","15180.38","15539.96","0","174217.33","13444","13802.6669921875"
"1996","Male","16700.26","14897.86","6315","8703.5","11432","19813.33","25996.67","45393.33","16500.83","16899.69","0","193088","14244","14541"
"1997","Female","15621.26","14029.85","6678","7837.33","10650","18608","24828","44356.67","15445.21","15797.31","0","97731.34","13858","14190.4765625"
"1997","Male","16922.61","15236.28","6237","8843.5","11735.67","20030.4","26832.5","44975.33","16735.87","17109.35","143","110923","14629.0478515625","14970"
