"year","e11102","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","college entrance qualification","14324.25","12845.57","860","7388.33","9747.22","17193","21981","40844","13797.92","14850.58","596.67","94603","12465","13191.3330078125"
"1984","Employed","lower secondary degree","10955.2","10144.27","3500","6512.38","8038.4","12908.67","15891.33","27466.67","10790.93","11119.47","477.33","74208.66","9918","10244"
"1984","Employed","no degree/no degree yet","9563.26","9072.24","728","5606.13","7171.33","11368.4","13517.6","18395.5","9291.27","9835.25","2352","41323.6","8874","9514"
"1984","Employed","Other degree","9757.01","9164.2","1132","5513.85","7174.17","11432.67","14030","22020","9471.27","10042.75","733.46","75831.34","8960","9547.7783203125"
"1984","Employed","secondary school degree","12649.38","11783.6","1295","7418.5","9304.67","14866","18809.58","31282.67","12347.62","12951.14","1939.44","74208.66","11588.5","12056.6669921875"
"1984","Not Employed","college entrance qualification","10254.41","9529.7","435","3408.67","6114","12793.33","17191.6","32591","9688.85","10819.97","0","48872","8708","9838"
"1984","Not Employed","lower secondary degree","8531.68","7842","2627","4634.62","6043","10042.5","12650.67","22791.07","8332.47","8730.89","0","113745.34","7762","8024.5"
"1984","Not Employed","no degree/no degree yet","8667.88","7915.02","576","4663","6042.17","10888.93","13456.4","20081.2","8351.93","8983.83","0","41323.6","6730.43505859375","7320.5556640625"
"1984","Not Employed","Other degree","7980.13","6772.84","321","4090.67","5390","8900.95","12216.5","24662.67","7440.38","8519.88","0","75831.34","6226.19091796875","6763.33349609375"
"1984","Not Employed","secondary school degree","10783.8","10078.36","665","5692","7847","12604","16620.29","30985.2","10382.23","11185.37","0","62500","9600.4345703125","10324.400390625"
"1985","Employed","college entrance qualification","14241.88","13291.92","839","7209","10005.24","17055.6","22273.33","37236","13795.6","14688.16","782.67","64303","12705.3330078125","13604.6669921875"
"1985","Employed","lower secondary degree","11294.33","10538.63","3164","6587.62","8318.67","13274.8","16194","28380","11123.51","11465.15","1579","79317.78","10237.7783203125","10553"
"1985","Employed","no degree/no degree yet","9783.27","9701.49","566","5669.33","7545.83","11734","13785.33","18704","9512.38","10054.16","2510.3","23628.08","9266","9827.7783203125"
"1985","Employed","Other degree","9586.08","9125.5","961","5737","7071.84","11528.5","14062.67","20010.4","9367.42","9804.74","1306.67","27402","9055.3330078125","9655.71484375"
"1985","Employed","secondary school degree","13352.27","11978.34","1241","7190.48","9418","15450.44","18886.67","40760","12866.71","13837.83","501","169250","11676","12378.5712890625"
"1985","Not Employed","college entrance qualification","10871.88","10773.45","394","4390","7138.67","13969.6","17179","27060.5","10336.78","11406.98","0","37871.33","9776","10972"
"1985","Not Employed","lower secondary degree","8832.4","8231.04","2327","4807","6248","10348","13061","22810","8644.77","9020.03","0","79317.78","8160.5","8411.3330078125"
"1985","Not Employed","no degree/no degree yet","9195.98","8604.33","536","4358.26","6236.92","11495.5","14864.8","23759.2","8885.05","9506.91","0","26939.57","7066","7666.92333984375"
"1985","Not Employed","Other degree","7804.74","6685.79","268","4134.5","5202.78","8674","12752","27836.67","7418.31","8191.17","623.12","27836.67","6256.6669921875","6902.38134765625"
"1985","Not Employed","secondary school degree","11179.02","10211.35","642","5458","7690","13550","16952","30092.67","10756.3","11601.74","0","45308","9683.3330078125","10497.1435546875"
